apoCellsMovementProba,needSigCellsMvtProba,layersAroundNLC,antiApoBoost,monoPhagoEff,nlcPhagoEff,macroPhagoEff,macroKillEff,cllSensingDistance,monocyteSensingDistance,nlcSensingDistance,macrophageSensingDistance,nlcThreshold,signalInitMean,signalInitStd,monoDiffThreshold,monoDiffTimeStd,gammaLifeInitRate,gammaLifeInitShape,fitnessVia,fitnessConc,evolution$samples
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,240.93856016755177,1808.2512999999997,50.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,240.93856016755177,1820.9553,54.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,240.9387203672872,1829.9212999999995,53.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,240.9387203672872,1829.9212999999995,51.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,240.9786504137854,1830.0202999999992,52.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,240.9786504137854,1820.9553,56.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,241.0185804602836,1811.9893,57.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,242.19185892162392,1820.9553,60.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,242.19185892162392,1820.9553,58.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,243.36513738296424,1811.9893,59.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,243.36513738296424,1811.9893,61.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,243.40191609395788,1785.403299999999,64.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,243.40191609395788,1799.2852999999996,62.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,243.4386948049515,1786.5812999999991,63.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,243.4386948049515,1784.2252999999992,65.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,243.62537083409592,1779.2162999999994,66.0
1,2,1,174,57,8,28,4,2,3,3,3,118,38,41,69,38,2488,0.3133579251617955,243.63231436180985,1774.2072999999996,67.0
1,2,2,174,57,45,28,4,2,3,1,3,118,24,41,69,38,2488,0.3341180307349209,244.6893032560152,1582.845299999999,53.0
1,2,2,174,57,45,28,4,2,3,1,3,118,24,41,69,38,2488,0.3341180307349209,245.70046925124785,1579.9332999999992,54.0
1,2,2,174,57,45,28,4,2,3,1,3,118,24,41,69,38,2488,0.3341180307349209,245.70046925124785,1585.708299999999,52.0
1,2,2,174,57,45,28,4,2,3,1,3,118,24,41,69,38,2488,0.3341180307349209,246.71163524648043,1577.0212999999992,55.0
1,2,2,174,57,45,28,4,2,3,1,3,118,24,41,69,38,2488,0.3341180307349209,246.71163524648043,1569.1652999999992,57.0
1,2,2,174,57,45,28,4,2,3,1,3,118,24,41,69,38,2488,0.3341180307349209,246.71163524648043,1582.845299999999,51.0
1,2,2,174,57,45,28,4,2,3,1,3,118,24,41,69,38,2488,0.3341180307349209,247.15760569936373,1579.9332999999992,50.0
1,2,2,174,57,45,28,4,2,3,1,3,118,24,41,69,38,2488,0.3341180307349209,247.15760569936373,1573.093299999999,56.0
0,6,1,267,19,5,86,4,3,3,3,3,150,30,5,53,39,1464,0.4131690382178699,248.67580361661783,1965.6842999999992,50.0
1,4,2,46,57,8,28,0,2,3,3,3,111,24,46,69,38,2488,0.3525747322277773,257.4767406777813,1024.0812999999991,51.0
1,4,2,46,57,8,28,0,2,3,3,3,111,24,46,69,38,2488,0.3525747322277773,257.4767406777813,1029.517299999999,59.0
1,4,2,46,57,8,28,0,2,3,3,3,111,24,46,69,38,2488,0.3525747322277773,257.5134082530198,1026.7992999999992,52.0
1,4,2,46,57,8,28,0,2,3,3,3,111,24,46,69,38,2488,0.3525747322277773,257.5134082530198,1026.7992999999992,54.0
1,4,2,46,57,8,28,0,2,3,3,3,111,24,46,69,38,2488,0.3525747322277773,257.5134082530198,1032.903299999999,58.0
1,4,2,46,57,8,28,0,2,3,3,3,111,24,46,69,38,2488,0.3525747322277773,257.5500758282583,1029.517299999999,55.0
1,4,2,46,57,8,28,0,2,3,3,3,111,24,46,69,38,2488,0.3525747322277773,257.5500758282583,1024.0812999999991,53.0
1,4,2,46,57,8,28,0,2,3,3,3,111,24,46,69,38,2488,0.3525747322277773,257.5500758282583,1029.517299999999,57.0
1,4,2,46,57,8,28,0,2,3,3,3,111,24,46,69,38,2488,0.3525747322277773,258.0486369730108,1019.2322999999992,50.0
1,4,2,46,57,8,28,0,2,3,3,3,111,24,46,69,38,2488,0.3525747322277773,258.0853045482492,1026.7992999999992,56.0
5,4,1,272,46,53,45,0,2,3,2,2,133,72,29,71,10,2321,0.4202559350133655,304.22594580854945,718.6332999999994,51.0
5,4,1,272,46,53,45,0,2,3,2,2,133,72,29,71,10,2321,0.4202559350133655,304.33503470025124,718.6332999999994,53.0
5,4,1,272,46,53,45,0,2,3,2,2,133,72,29,71,10,2321,0.4202559350133655,304.4748142269426,720.4732999999994,52.0
5,4,1,272,46,53,45,0,2,3,2,2,133,72,29,71,10,2321,0.4202559350133655,304.4748142269426,718.1902999999995,50.0
0,4,2,35,86,83,60,0,1,3,1,1,184,64,20,62,20,2168,0.4557179099849594,429.4519140282098,514.0812999999999,51.0
0,4,2,35,86,83,60,0,1,3,1,1,184,64,20,62,20,2168,0.4557179099849594,430.4183975719475,513.0332999999997,50.0
0,4,2,35,86,83,60,0,1,3,1,1,184,64,20,62,20,2168,0.4557179099849594,430.4183975719475,513.0332999999997,52.0
0,4,2,35,86,83,60,0,1,3,1,1,184,64,20,62,20,2168,0.4557179099849594,431.3848811156851,514.0812999999999,53.0
5,6,1,64,85,19,63,4,2,3,3,3,132,72,40,61,10,2321,0.5212599117179173,473.5153951393584,597.7202999999997,74.0
5,6,1,64,85,19,63,4,2,3,3,3,132,72,40,61,10,2321,0.5212599117179173,474.07387117938265,594.7952999999998,73.0
5,6,1,64,85,19,63,4,2,3,3,3,132,72,40,61,10,2321,0.5212599117179173,474.42625964018407,597.7202999999997,72.0
5,6,1,64,85,19,63,4,2,3,3,3,132,72,40,61,10,2321,0.5212599117179173,474.7786481009856,594.7952999999998,71.0
5,6,1,64,85,19,63,4,2,3,3,3,132,72,40,61,10,2321,0.5212599117179173,475.5567715131516,597.7202999999997,64.0
5,6,1,64,85,19,63,4,2,3,3,3,132,72,40,61,10,2321,0.5212599117179173,475.5567715131516,594.3932999999997,70.0
5,6,1,64,85,19,63,4,2,3,3,3,132,72,40,61,10,2321,0.5212599117179173,475.5567715131516,601.1812999999995,60.0
5,6,1,64,85,19,63,4,2,3,3,3,132,72,40,61,10,2321,0.5212599117179173,475.5567715131516,594.3932999999997,68.0
5,6,1,64,85,19,63,4,2,3,3,3,132,72,40,61,10,2321,0.5212599117179173,475.5567715131516,602.5672999999995,58.0
5,6,1,64,85,19,63,4,2,3,3,3,132,72,40,61,10,2321,0.5212599117179173,476.33489492531766,593.9912999999996,67.0
