delta_fitness_via,delta_fitness_conc, apoCellsMovementProba, needSigCellsMvtProba, layersAroundNLC, antiApoBoost, monoPhagoEff, nlcPhagoEff, macroPhagoEff, macroKillEff, cllSensingDistance, monocyteSensingDistance, nlcSensingDistance, macrophageSensingDistance, nlcThreshold, signalInitMean, signalInitStd, monoDiffThreshold , monoDiffTimeStd, gammaLifeInitRate, gammaLifeInitShape
338.658293933903,1400.1486000000004,7, 1, 1, 273, 55, 1, 79, 1, 1, 1, 2, 2, 107, 72, 2, 62, 13, 2255, 0.165207588703277
348.786528877997,1278.1356000000003,7, 1, 1, 273, 55, 1, 79, 0, 1, 1, 1, 2, 107, 72, 2, 62, 13, 2255, 0.1655207125355328
350.72552690159114,1258.0166,7, 1, 1, 273, 55, 1, 79, 0, 1, 1, 1, 2, 107, 72, 2, 62, 13, 2255, 0.1655207125355328
351.75952941858054,1253.3226,7, 1, 1, 273, 55, 1, 79, 0, 1, 1, 1, 2, 107, 72, 2, 62, 13, 2255, 0.1655207125355328
351.85849631618635,1122.8316000000004,7, 1, 1, 273, 55, 1, 79, 0, 1, 1, 1, 2, 107, 72, 8, 62, 13, 2488, 0.1716031050654539
373.96111478269233,1085.3206000000002,7, 1, 1, 273, 55, 1, 79, 0, 1, 1, 1, 2, 107, 72, 2, 62, 13, 2255, 0.174046529900175
378.3370784057222,1074.2476,7, 1, 1, 273, 55, 1, 79, 0, 1, 1, 1, 2, 107, 72, 2, 62, 13, 2255, 0.174046529900175
382.713042028752,1063.1745999999998,7, 1, 1, 273, 55, 1, 79, 0, 1, 1, 1, 2, 107, 72, 2, 62, 13, 2255, 0.174046529900175
423.9577828299122,897.7466000000003,3, 3, 1, 273, 55, 1, 71, 0, 1, 1, 3, 2, 107, 72, 2, 62, 13, 2255, 0.1769558277579805
429.161200834444,882.2496000000001,3, 3, 1, 273, 55, 1, 71, 0, 1, 1, 3, 2, 107, 72, 2, 62, 13, 2255, 0.1769558277579805
430.5984583705308,863.2186000000003,3, 3, 1, 273, 55, 1, 71, 0, 1, 1, 3, 2, 107, 72, 2, 62, 13, 2255, 0.1749524657598655
477.54006050496906,806.5166000000003,7, 1, 1, 46, 55, 1, 79, 0, 1, 1, 2, 2, 107, 72, 8, 62, 13, 2255, 0.1925670316063442
480.9250442239068,798.9866000000004,7, 1, 1, 46, 55, 1, 79, 0, 1, 1, 2, 2, 107, 72, 8, 62, 13, 2255, 0.1925670316063442
499.6756931228044,692.0746000000003,10, 5, 2, 46, 42, 1, 93, 0, 1, 1, 1, 1, 107, 53, 2, 51, 13, 2312, 0.1945524697646982
505.0067947042372,681.1105999999999,10, 5, 2, 46, 42, 1, 93, 0, 1, 1, 1, 1, 107, 53, 2, 51, 13, 2312, 0.1945524697646982
505.5656149801126,678.2366,10, 5, 2, 46, 42, 1, 93, 0, 1, 1, 1, 1, 107, 53, 2, 51, 13, 2312, 0.1945524697646982
506.1244352559881,675.3626,10, 5, 2, 46, 42, 1, 93, 0, 1, 1, 1, 1, 107, 53, 2, 51, 13, 2312, 0.1945524697646982
540.0221367724362,572.2356,2, 3, 1, 46, 55, 1, 93, 0, 3, 1, 1, 2, 97, 72, 17, 60, 17, 2038, 0.200051207523217
544.8118773968467,563.7345999999998,2, 3, 1, 46, 55, 1, 93, 0, 3, 1, 1, 2, 97, 72, 17, 60, 17, 2038, 0.200051207523217
544.9179595181287,557.8016,2, 3, 1, 46, 55, 1, 93, 0, 3, 1, 1, 2, 97, 72, 17, 60, 17, 2038, 0.200051207523217
545.0240416394106,551.8686000000002,2, 3, 1, 46, 55, 1, 93, 0, 3, 1, 1, 2, 97, 72, 17, 60, 17, 2038, 0.200051207523217
552.1002845818382,548.2066000000002,2, 3, 1, 46, 55, 1, 93, 0, 3, 1, 1, 2, 97, 72, 17, 60, 17, 2038, 0.200051207523217
629.8282349973298,524.2266000000001,5, 7, 2, 46, 69, 1, 21, 0, 1, 1, 3, 3, 128, 72, 3, 62, 10, 2038, 0.1903808588052773
629.9596200622308,523.4596,5, 7, 2, 46, 69, 1, 21, 0, 1, 1, 3, 3, 128, 72, 3, 62, 10, 2038, 0.1903808588052773
630.0910051271318,522.6926,5, 7, 2, 46, 69, 1, 21, 0, 1, 1, 3, 3, 128, 72, 3, 62, 10, 2038, 0.1903808588052773
635.4110157722503,514.3466000000001,5, 7, 2, 46, 69, 1, 21, 0, 1, 1, 3, 3, 128, 72, 3, 62, 10, 2038, 0.1903808588052773
640.7310264173689,506.0006000000001,5, 7, 2, 46, 69, 1, 21, 0, 1, 1, 3, 3, 128, 72, 3, 62, 10, 2038, 0.1903808588052773
647.0178876226765,503.2176000000002,5, 7, 2, 46, 69, 1, 21, 0, 1, 1, 3, 3, 128, 72, 3, 62, 10, 2038, 0.1903808588052773
657.656673064977,499.99160000000006,5, 7, 2, 46, 69, 1, 21, 0, 1, 1, 3, 3, 128, 72, 3, 62, 10, 2038, 0.1903808588052773
662.0085973019699,493.9826,5, 7, 2, 46, 69, 1, 21, 0, 1, 1, 3, 3, 128, 72, 3, 62, 10, 2038, 0.1903808588052773
662.2189744896157,493.0286,5, 7, 2, 46, 69, 1, 21, 0, 1, 1, 3, 3, 128, 72, 3, 62, 10, 2038, 0.1903808588052773
699.7166606726923,398.9266000000004,5, 3, 1, 93, 55, 2, 56, 0, 1, 1, 1, 2, 97, 72, 8, 62, 17, 2038, 0.2090691037020866
700.7375396393858,397.52860000000015,5, 3, 1, 93, 55, 2, 56, 0, 1, 1, 1, 2, 97, 72, 8, 62, 17, 2038, 0.2090691037020866
712.3852131348548,394.87160000000006,5, 3, 1, 93, 55, 2, 56, 0, 1, 1, 1, 2, 97, 72, 8, 62, 17, 2038, 0.2090691037020866
719.6492151969995,392.2146,5, 3, 1, 93, 55, 2, 56, 0, 1, 1, 1, 2, 97, 72, 8, 62, 17, 2038, 0.2090691037020866
725.1133809331086,390.5536000000002,5, 3, 1, 93, 55, 2, 56, 0, 1, 1, 1, 2, 97, 72, 8, 62, 17, 2038, 0.2090691037020866
730.5775466692177,388.8926000000004,5, 3, 1, 93, 55, 2, 56, 0, 1, 1, 1, 2, 97, 72, 8, 62, 17, 2038, 0.2090691037020866
806.4484895269629,341.06460000000027,5, 7, 2, 46, 69, 1, 21, 0, 1, 1, 3, 2, 107, 72, 29, 60, 13, 2038, 0.2316895416289189
808.5809883544609,340.0726000000003,5, 7, 2, 46, 69, 1, 21, 0, 1, 1, 3, 2, 107, 72, 29, 60, 13, 2038, 0.2316895416289189
810.7134871819591,338.0546,5, 7, 2, 46, 69, 1, 21, 0, 1, 1, 3, 2, 107, 72, 29, 60, 13, 2038, 0.2316895416289189
1264.0633317235756,337.1946000000001,10, 2, 2, 46, 95, 1, 93, 0, 1, 1, 3, 1, 107, 72, 17, 60, 7, 2038, 0.2962722875034433
1266.7247853825595,334.7686000000003,10, 2, 2, 46, 95, 1, 93, 0, 1, 1, 3, 1, 107, 72, 17, 60, 7, 2038, 0.2962722875034433
1267.049216301823,332.88860000000034,10, 2, 2, 46, 95, 1, 93, 0, 1, 1, 3, 1, 107, 72, 17, 60, 7, 2038, 0.2962722875034433
1267.3736472210865,331.6726000000005,10, 2, 2, 46, 95, 1, 93, 0, 1, 1, 3, 1, 107, 72, 17, 60, 7, 2038, 0.2962722875034433
1274.8359909651188,331.6586000000004,10, 2, 2, 46, 95, 1, 93, 0, 1, 1, 3, 1, 107, 72, 17, 60, 7, 2038, 0.2962722875034433
1282.298334709151,331.64460000000025,10, 2, 2, 46, 95, 1, 93, 0, 1, 1, 3, 1, 107, 72, 17, 60, 7, 2038, 0.2962722875034433
1289.334476776388,331.1896000000002,10, 2, 2, 46, 95, 1, 93, 0, 1, 1, 3, 1, 107, 72, 17, 60, 7, 2038, 0.2962722875034433
2425.630352917006,321.9436000000002,10, 2, 3, 93, 49, 1, 21, 1, 1, 3, 1, 3, 97, 53, 3, 64, 13, 865, 0.4872047823172422
2431.726987109538,321.9426000000003,10, 2, 3, 93, 49, 1, 21, 1, 1, 3, 1, 3, 97, 53, 3, 64, 13, 865, 0.4872047823172422
2433.015160343123,321.5726000000001,10, 2, 3, 93, 49, 1, 21, 1, 1, 3, 1, 3, 97, 53, 3, 64, 13, 865, 0.4872047823172422
2733.504539331154,319.7976000000001,10, 7, 3, 93, 49, 1, 21, 1, 1, 3, 1, 3, 97, 53, 16, 64, 13, 865, 0.4912702414429665
2735.8440012840647,317.9186,10, 7, 3, 93, 49, 1, 21, 1, 1, 3, 1, 3, 97, 53, 16, 64, 13, 865, 0.4912702414429665
2737.3619485885383,317.5985999999999,10, 7, 3, 93, 49, 1, 21, 1, 1, 3, 1, 3, 97, 53, 16, 64, 13, 865, 0.4912702414429665
3312.157783458724,312.3376000000002,10, 7, 3, 134, 94, 1, 66, 4, 1, 3, 3, 1, 107, 53, 1, 60, 13, 1323, 0.4614060883748377
3320.0296398272058,311.9866000000003,10, 7, 3, 134, 94, 1, 66, 4, 1, 3, 3, 1, 107, 53, 1, 60, 13, 1323, 0.4614060883748377
3325.0296177338632,311.6546000000003,10, 7, 3, 134, 94, 1, 66, 4, 1, 3, 3, 1, 107, 53, 1, 60, 13, 1323, 0.4614060883748377
3897.101244012018,308.6246000000002,7, 5, 3, 46, 94, 1, 47, 0, 1, 3, 2, 3, 107, 53, 3, 62, 13, 1138, 0.5029615696140665
3898.10978571182,308.5426000000002,7, 5, 3, 46, 94, 1, 47, 0, 1, 3, 2, 3, 107, 53, 3, 62, 13, 1138, 0.5029615696140665
3899.1183274116224,308.44860000000017,7, 5, 3, 46, 94, 1, 47, 0, 1, 3, 2, 3, 107, 53, 3, 62, 13, 1138, 0.5029615696140665
3908.9501960168136,307.81160000000006,7, 5, 3, 46, 94, 1, 47, 0, 1, 3, 2, 3, 107, 53, 3, 62, 13, 1138, 0.5029615696140665
4069.159098997616,305.1466000000004,10, 7, 1, 46, 94, 1, 84, 0, 2, 3, 1, 3, 127, 72, 3, 62, 13, 1138, 0.5095662492024507
4090.65050517126,304.8116000000002,10, 7, 1, 46, 94, 1, 84, 0, 2, 3, 1, 3, 127, 72, 3, 62, 13, 1138, 0.5095662492024507
4127.475522328169,302.5766000000001,10, 7, 1, 46, 94, 1, 84, 0, 2, 3, 1, 3, 127, 72, 3, 62, 13, 1138, 0.506911743924822
4136.21315555586,302.5266000000002,10, 7, 1, 46, 94, 1, 84, 0, 2, 3, 1, 3, 127, 72, 3, 62, 13, 1138, 0.506911743924822
4144.950788783551,302.4766000000003,10, 7, 1, 46, 94, 1, 84, 0, 2, 3, 1, 3, 127, 72, 3, 62, 13, 1138, 0.506911743924822
