"BehaviorSpace results (NetLogo 3D 6.1.0)"
"ABM-working-10-stochastic.nlogo3D"
"NinaExploCLLSensDist"
"01/25/2022 11:35:23:731 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-49","49","-49","49"
"[run number]","gui-cll-sens-dist","[step]","getSeed","getViability","getRemainingCellRatio"
"1","1","31","115212","87.72019402604033","97.925"
"2","1","32","167921","86.48993117512109","98.075"
"4","2","17","159810","93.02442709644926","99.275"
"3","1","32","646382","87.54157073420312","97.725"
"1","1","32","115212","87.61514841351075","97.7"
"2","1","33","167921","86.06787445776985","97.975"
"3","1","33","646382","87.22805221397492","97.675"
"1","1","33","115212","87.26946721311475","97.6"
"2","1","34","167921","85.52833078101072","97.95"
"4","2","18","159810","92.47041047595064","99.275"
"3","1","34","646382","86.73495518565942","97.625"
"1","1","34","115212","86.87179487179488","97.5"
"2","1","35","167921","85.17382413087935","97.8"
"3","1","35","646382","86.48024628014367","97.45"
"1","1","35","115212","86.59131774980735","97.32499999999999"
"2","1","36","167921","84.72969510632846","97.575"
"3","1","36","646382","86.25385405960945","97.3"
"4","2","19","159810","92.1682195920423","99.275"
"1","1","36","115212","86.2876254180602","97.175"
"2","1","37","167921","84.52655889145497","97.425"
"3","1","37","646382","85.82454334962696","97.175"
"2","1","38","167921","84.30516311328024","97.32499999999999"
"1","1","37","115212","85.99021375225341","97.075"
"3","1","38","646382","85.41988665636269","97.05"
"4","2","20","159810","91.83673469387756","99.225"
"1","1","38","115212","85.64432989690721","97"
"2","1","39","167921","84.05349794238684","97.2"
"3","1","39","646382","85.06962351727695","96.95"
"1","1","39","115212","85.31612903225806","96.875"
"2","1","40","167921","83.84437000772996","97.02499999999999"
"3","1","40","646382","84.6233230134159","96.89999999999999"
"4","2","21","159810","91.37670196671709","99.15"
"1","1","40","115212","85.06845776285198","96.775"
"2","1","41","167921","83.50515463917526","97"
"3","1","41","646382","84.20237480640165","96.85000000000001"
"1","1","41","115212","84.7128815312985","96.65"
"2","1","42","167921","83.13128707763735","96.925"
"3","1","42","646382","84.04035178479047","96.65"
"4","2","22","159810","90.8678102926337","99.1"
"1","1","42","115212","84.51579492490937","96.55"
"2","1","43","167921","82.59746966176091","96.825"
"3","1","43","646382","83.8258164852255","96.45"
"2","1","44","167921","82.33772950607707","96.675"
"1","1","43","115212","84.37581105631975","96.325"
"3","1","44","646382","83.41121495327103","96.3"
"4","2","23","159810","90.45454545454545","99"
"1","1","44","115212","84.06550558877048","96.175"
"2","1","45","167921","81.92646297255308","96.55"
"3","1","45","646382","83.02573433844555","96.175"
"2","1","46","167921","81.6649377593361","96.39999999999999"
"1","1","45","115212","83.79292403746098","96.1"
"3","1","46","646382","82.97318406664931","96.025"
"4","2","24","159810","89.8433552299141","98.95"
"1","1","46","115212","83.35504037509767","95.975"
"2","1","47","167921","81.57484407484408","96.2"
"3","1","47","646382","82.49869587897757","95.85000000000001"
"1","1","47","115212","82.99869621903521","95.875"
"2","1","48","167921","81.31667967733542","96.075"
"3","1","48","646382","82.01044386422977","95.75"
"4","2","25","159810","89.43109987357775","98.875"
"2","1","49","167921","81.0205675605311","96.025"
"1","1","48","115212","82.69832985386222","95.8"
"3","1","49","646382","81.58514255820036","95.575"
"2","1","50","167921","80.65693430656934","95.89999999999999"
"1","1","49","115212","82.37597911227154","95.75"
"3","1","50","646382","81.34660728320671","95.42500000000001"
"4","2","26","159810","89.0632911392405","98.75"
"2","1","51","167921","80.18276762402088","95.75"
"1","1","50","115212","82.24372384937239","95.6"
"3","1","51","646382","81.20734908136484","95.25"
"1","1","51","115212","81.95862791306625","95.475"
"3","1","52","646382","80.78843626806832","95.125"
"2","1","52","167921","79.87454260324098","95.65"
"4","2","27","159810","88.59604662949823","98.65"
"1","1","52","115212","81.75144205558469","95.35"
"3","1","53","646382","80.59505002632964","94.95"
"2","1","53","167921","79.54486005754643","95.575"
"1","1","53","115212","81.66535329655898","95.175"
"3","1","54","646382","80.1899235030335","94.77499999999999"
"2","1","54","167921","79.11972753471312","95.42500000000001"
"4","2","28","159810","88.33375602333248","98.575"
"3","1","55","646382","79.88369019296854","94.575"
"1","1","54","115212","81.335436382755","95.1"
"2","1","55","167921","78.96669289273538","95.325"
"3","1","56","646382","79.54485313575019","94.475"
"1","1","55","115212","81.03629668595475","95.05"
"2","1","56","167921","78.69153967419862","95.15"
"4","2","29","159810","88.08737617475235","98.425"
"3","1","57","646382","79.46475887652358","94.35"
"1","1","56","115212","80.58482613277134","94.89999999999999"
"2","1","57","167921","78.52631578947368","95"
"3","1","58","646382","79.22974767596281","94.125"
"1","1","57","115212","80.28503562945369","94.72500000000001"
"2","1","58","167921","78.04428044280442","94.85"
"4","2","30","159810","87.80860269788751","98.225"
"3","1","59","646382","78.88711395101171","93.89999999999999"
"2","1","59","167921","77.77191129883843","94.69999999999999"
"1","1","58","115212","80.04229447528417","94.575"
"3","1","60","646382","78.38486140724946","93.8"
"2","1","60","167921","77.35799207397622","94.625"
"1","1","59","115212","79.81456953642385","94.375"
"4","2","31","159810","87.573360551161","97.975"
"3","1","61","646382","78.30617152017099","93.575"
"2","1","61","167921","77.16327070653612","94.475"
"1","1","60","115212","79.48513800424628","94.19999999999999"
"3","1","62","646382","78.22126975622824","93.325"
"1","1","61","115212","79.17553191489361","94"
"2","1","62","167921","76.90267833465924","94.27499999999999"
"3","1","63","646382","77.83145464304884","93.15"
"4","2","32","159810","87.2508942258559","97.85000000000001"
"2","1","63","167921","76.65958576739246","94.15"
"1","1","62","115212","78.86611658237955","93.925"
"3","1","64","646382","77.69106566200216","92.9"
"2","1","64","167921","76.47527910685805","94.05"
"1","1","63","115212","78.61903492402026","93.77499999999999"
"3","1","65","646382","77.4037166711554","92.825"
"4","2","33","159810","86.93428790590642","97.775"
"2","1","65","167921","76.23234745536904","93.825"
"1","1","64","115212","78.34445927903872","93.625"
"3","1","66","646382","77.1328293736501","92.60000000000001"
"2","1","66","167921","75.91357695385436","93.72500000000001"
"1","1","65","115212","78.04225728804494","93.475"
"3","1","67","646382","76.98971304818625","92.35"
"4","2","34","159810","86.53698489889942","97.675"
"2","1","67","167921","75.66773504273505","93.60000000000001"
"1","1","66","115212","77.64674350040204","93.27499999999999"
"3","1","68","646382","76.59343639815567","92.175"
"2","1","68","167921","75.36774538646696","93.475"
"1","1","67","115212","77.3863941919871","92.975"
"3","1","69","646382","76.44661776691116","92.025"
"4","2","35","159810","86.21926229508196","97.6"
"2","1","69","167921","75.05359056806003","93.30000000000001"
"1","1","68","115212","77.21143473570659","92.7"
"3","1","70","646382","76.20473727198475","91.825"
"2","1","70","167921","74.7181964573269","93.15"
"1","1","69","115212","76.85861043525277","92.475"
"3","1","71","646382","75.90065502183407","91.60000000000001"
"2","1","71","167921","74.3879472693032","92.925"
"4","2","36","159810","85.5273287143957","97.425"
"1","1","70","115212","76.65580890336591","92.10000000000001"
"3","1","72","646382","75.83561643835617","91.25"
"2","1","72","167921","74.11796391058442","92.825"
"1","1","71","115212","76.67121418826738","91.625"
"3","1","73","646382","75.83172944734672","90.925"
"2","1","73","167921","74.0480691331353","92.575"
"4","2","37","159810","85.25558695093758","97.32499999999999"
"1","1","72","115212","76.80921052631578","91.2"
"3","1","74","646382","75.69060773480662","90.5"
"2","1","74","167921","73.97074756229685","92.30000000000001"
"1","1","73","115212","76.65016501650165","90.9"
"3","1","75","646382","75.65241532481954","90.05"
"2","1","75","167921","73.73846988605534","92.15"
"4","2","38","159810","84.9832861918231","97.225"
"1","1","74","115212","76.62337662337663","90.47500000000001"
"3","1","76","646382","75.45327754532775","89.625"
"2","1","76","167921","73.4910277324633","91.95"
"1","1","75","115212","76.58807212205271","90.125"
"3","1","77","646382","75.47752808988764","89"
"2","1","77","167921","73.56070941336972","91.625"
"4","2","39","159810","84.59953644089622","97.075"
"1","1","76","115212","76.62301476734467","89.725"
"3","1","78","646382","75.5511588468061","88.44999999999999"
"2","1","78","167921","73.35886214442013","91.4"
"3","1","79","646382","75.65415244596132","87.9"
"1","1","77","115212","76.71616699355562","89.225"
"2","1","79","167921","73.2436882546652","91.10000000000001"
"4","2","40","159810","84.31777147278824","96.925"
"3","1","80","646382","75.90948152391864","87.275"
"1","1","78","115212","76.5185601799775","88.9"
"2","1","80","167921","73.28559625447535","90.77499999999999"
"3","1","81","646382","75.89388696655132","86.7"
"1","1","79","115212","76.39909553420011","88.44999999999999"
"2","1","81","167921","73.33333333333333","90.375"
"3","1","82","646382","76.04529616724739","86.1"
"4","2","41","159810","83.91843056272586","96.85000000000001"
"1","1","80","115212","76.58425689116225","87.97500000000001"
"2","1","82","167921","73.33518312985572","90.10000000000001"
"3","1","83","646382","76.214160327677","85.45"
"1","1","81","115212","76.72290534744066","87.425"
"2","1","83","167921","73.32775919732441","89.7"
"3","1","84","646382","76.42372381233402","84.725"
"1","1","82","115212","76.78571428571429","86.8"
"4","2","42","159810","83.69509043927648","96.75"
"2","1","84","167921","73.46595685065844","89.225"
"3","1","85","646382","76.73311514430229","84.025"
"1","1","83","115212","76.81620839363241","86.375"
"2","1","85","167921","73.48548887010425","88.725"
"3","1","86","646382","76.89768976897689","83.325"
"1","1","84","115212","76.75502475968541","85.82499999999999"
"4","2","43","159810","83.48006214396686","96.55"
"3","1","87","646382","77.1376591873863","82.45"
"2","1","86","167921","73.74539268500142","88.175"
"1","1","85","115212","76.75168572266197","85.275"
"2","1","87","167921","73.9366257493577","87.575"
"3","1","88","646382","77.73353751914242","81.625"
"1","1","86","115212","76.74349881796691","84.6"
"4","2","44","159810","83.32901218563651","96.42500000000001"
"3","1","89","646382","77.90841584158416","80.80000000000001"
"2","1","88","167921","74.46012093291102","86.825"
"1","1","87","115212","77.04233750745378","83.85000000000001"
"3","1","90","646382","78.28803498906592","80.025"
"2","1","89","167921","74.6589259796807","86.125"
"1","1","88","115212","77.25631768953069","83.1"
"4","2","45","159810","83.0909090909091","96.25"
"3","1","91","646382","78.66161616161617","79.2"
"1","1","89","115212","77.10989678202793","82.35"
"2","1","90","167921","74.81719801111436","85.475"
"3","1","92","646382","79.09496494582537","78.45"
"2","1","91","167921","75.1624335499114","84.65"
"1","1","90","115212","77.42725880551302","81.625"
"4","2","46","159810","82.72632674297607","96.1"
"3","1","93","646382","79.43353717412295","77.67500000000001"
"1","1","91","115212","77.43130595862921","80.975"
"2","1","92","167921","75.43964232488823","83.875"
"3","1","94","646382","79.50633322507308","76.97500000000001"
"1","1","92","115212","77.99625468164794","80.10000000000001"
"2","1","93","167921","75.78947368421053","83.125"
"4","2","47","159810","82.21817235095027","96.025"
"3","1","95","646382","80.03284072249589","76.125"
"1","1","93","115212","78.39116719242902","79.25"
"2","1","94","167921","76.32938316621087","82.27499999999999"
"3","1","96","646382","80.47160411823315","75.275"
"1","1","94","115212","78.89030612244898","78.4"
"2","1","95","167921","76.75276752767527","81.3"
"4","2","48","159810","81.9509650495566","95.85000000000001"
"3","1","97","646382","81.29835183316516","74.325"
"1","1","95","115212","79.39374395356337","77.525"
"2","1","96","167921","77.42136406104018","80.27499999999999"
"3","1","98","646382","81.96665532494045","73.475"
"1","1","96","115212","79.68699054450603","76.67500000000001"
"2","1","97","167921","77.87582729278284","79.325"
"4","2","49","159810","81.48825065274151","95.75"
"3","1","99","646382","82.2680412371134","72.75"
"2","1","98","167921","78.6215698787492","78.35"
"1","1","97","115212","80.2970297029703","75.75"
"3","1","100","646382","82.71433530024296","72.02499999999999"
"2","1","99","167921","79.28917609046849","77.375"
"1","1","98","115212","80.8347245409015","74.875"
"3","1","101","646382","83.36849507735585","71.1"
"4","2","50","159810","81.28104575163398","95.625"
"2","1","100","167921","79.90837696335078","76.4"
"1","1","99","115212","81.3639432815665","74.05000000000001"
"3","1","102","646382","84.03271692745376","70.3"
"2","1","101","167921","80.37073816617014","75.52499999999999"
"1","1","100","115212","81.84300341296928","73.25"
"3","1","103","646382","84.64028776978417","69.5"
"2","1","102","167921","80.92524304391551","74.575"
"4","2","51","159810","81.09452736318407","95.475"
"1","1","101","115212","82.4585635359116","72.39999999999999"
"3","1","104","646382","85.1892285298399","68.7"
"2","1","103","167921","81.51289009497965","73.7"
"1","1","102","115212","83.02479916171848","71.575"
"3","1","105","646382","85.57232241442769","67.925"
"4","2","52","159810","80.78636959370904","95.375"
"2","1","104","167921","82.10851648351648","72.8"
"1","1","103","115212","83.70448921880524","70.72500000000001"
"3","1","106","646382","86.18763961280715","67.15"
"1","1","104","115212","84.39513242662849","69.85"
"2","1","105","167921","82.70702853166318","71.85000000000001"
"3","1","107","646382","86.55873493975903","66.4"
"4","2","53","159810","80.4302203567681","95.3"
"1","1","105","115212","85","69"
"2","1","106","167921","83.05144467935166","70.95"
"3","1","108","646382","87.10536325599088","65.725"
"2","1","107","167921","83.80306814127721","70.075"
"3","1","109","646382","87.77863182167563","65.05"
"1","1","106","115212","85.6093979441997","68.10000000000001"
"2","1","108","167921","84.54018826937002","69.05"
"4","2","54","159810","80.15247108307045","95.1"
"3","1","110","646382","88.23300970873787","64.375"
"1","1","107","115212","86.2081784386617","67.25"
"2","1","109","167921","85.37839823659074","68.05"
"3","1","111","646382","88.58823529411765","63.74999999999999"
"1","1","108","115212","86.91237307258368","66.475"
"2","1","110","167921","86.12867236891037","67.225"
"3","1","112","646382","89.36929789765966","63.025"
"1","1","109","115212","87.58568164508759","65.64999999999999"
"4","2","55","159810","79.82617856202265","94.925"
"3","1","113","646382","90.06012024048096","62.375"
"1","1","110","115212","87.97541298501729","65.075"
"3","1","114","646382","90.68448764682057","61.724999999999994"
"2","1","111","167921","86.86982693754702","66.45"
"1","1","111","115212","88.40186190845617","64.45"
"3","1","115","646382","91.24386252045826","61.1"
"4","2","56","159810","79.61497890295358","94.8"
"2","1","112","167921","87.83835303088067","65.575"
"1","1","112","115212","88.83666274970624","63.824999999999996"
"3","1","116","646382","91.89747829681687","60.475"
"2","1","113","167921","88.34876543209876","64.8"
"1","1","113","115212","89.28430209569","63.224999999999994"
"3","1","117","646382","92.00666111573689","60.050000000000004"
"4","2","57","159810","79.27119091629258","94.675"
"2","1","114","167921","89.0234375","64"
"1","1","114","115212","89.78043912175649","62.625"
"3","1","118","646382","92.15604026845638","59.599999999999994"
"1","1","115","115212","89.94368463395011","62.150000000000006"
"2","1","115","167921","89.66745843230403","63.14999999999999"
"3","1","119","646382","92.34024545069826","59.075"
"3","1","120","646382","92.32409381663112","58.62500000000001"
"1","1","116","115212","90.25974025974025","61.6"
"2","1","116","167921","90.22827392871446","62.425"
"4","2","58","159810","78.96405919661733","94.6"
"3","1","121","646382","92.7741935483871","58.12500000000001"
"1","1","117","115212","90.54054054054053","61.050000000000004"
"2","1","117","167921","90.7249898744431","61.724999999999994"
"3","1","122","646382","93.06759098786829","57.699999999999996"
"1","1","118","115212","90.82644628099173","60.5"
"2","1","118","167921","91.11747851002865","61.075"
"4","2","59","159810","78.63949179460032","94.45"
"2","1","119","167921","91.89077368638809","60.425"
"1","1","119","115212","91","60"
"3","1","123","646382","93.11246730601569","57.35"
"2","1","120","167921","92.24676948728637","59.975"
"1","1","120","115212","91.45263157894736","59.375"
"3","1","124","646382","93.06409130816505","56.95"
"2","1","121","167921","92.96545914069083","59.35"
"3","1","125","646382","93.40999557717824","56.525000000000006"
"1","1","121","115212","91.71622769753611","58.85"
"4","2","60","159810","78.56763925729443","94.25"
"1","1","122","115212","91.99143468950749","58.375"
"3","1","126","646382","93.46085409252669","56.2"
"2","1","122","167921","93.3276668083298","58.825"
"3","1","127","646382","93.65221278497988","55.925000000000004"
"1","1","123","115212","92.34429065743944","57.8"
"2","1","123","167921","93.62157534246576","58.4"
"4","2","61","159810","78.35681999468227","94.025"
"3","1","128","646382","93.66576819407008","55.65"
"1","1","124","115212","93.0039352864014","57.175"
"2","1","124","167921","94.17098445595855","57.9"
"3","1","129","646382","93.57756671189506","55.275"
"1","1","125","115212","93.26584507042254","56.8"
"3","1","130","646382","93.70725034199727","54.825"
"2","1","125","167921","94.56048738033073","57.45"
"1","1","126","115212","93.34516415261757","56.35"
"4","2","62","159810","77.83697389451251","93.85"
"2","1","126","167921","94.83588621444201","57.125"
"1","1","127","115212","93.43163538873995","55.95"
"3","1","131","646382","93.97977941176471","54.400000000000006"
"2","1","127","167921","95.19612163948877","56.725"
"1","1","128","115212","93.96124380351509","55.474999999999994"
"3","1","132","646382","94.21831637372803","54.05"
"4","2","63","159810","77.3272872766071","93.72500000000001"
"2","1","128","167921","95.47471162377995","56.35"
"3","1","133","646382","94.4988344988345","53.625"
"1","1","129","115212","93.96551724137932","55.1"
"2","1","129","167921","95.32293986636972","56.125"
"3","1","134","646382","94.83082706766918","53.2"
"1","1","130","115212","94.01826484018265","54.75"
"4","2","64","159810","76.83480117427276","93.675"
"2","1","130","167921","95.2423698384201","55.7"
"3","1","135","646382","95.40066382171646","52.725"
"1","1","131","115212","94.47004608294931","54.25"
"2","1","131","167921","95.48328816621499","55.35"
"3","1","136","646382","95.42639352072415","52.47500000000001"
"1","1","132","115212","94.62216040797404","53.925"
"2","1","132","167921","95.59291231258518","55.025"
"4","2","65","159810","76.5491452991453","93.60000000000001"
"3","1","137","646382","95.44801149976043","52.175000000000004"
"2","1","133","167921","95.75148469620831","54.725"
"1","1","133","115212","94.49112978524742","53.55"
"3","1","138","646382","95.75289575289575","51.800000000000004"
"2","1","134","167921","95.60238204306","54.574999999999996"
"1","1","134","115212","94.82596425211665","53.15"
"3","1","139","646382","96.20253164556962","51.349999999999994"
"4","2","66","159810","76.37774210807919","93.45"
"2","1","135","167921","95.53612517257248","54.325"
"1","1","135","115212","94.65721040189126","52.87500000000001"
"3","1","140","646382","96.37610186092067","51.05"
"2","1","136","167921","95.14787430683919","54.1"
"1","1","136","115212","94.76937708036138","52.575"
"3","1","141","646382","96.40394088669952","50.74999999999999"
"2","1","137","167921","95.44821179749187","53.825"
"1","1","137","115212","94.93065518890484","52.275000000000006"
"3","1","142","646382","96.58077304261646","50.449999999999996"
"4","2","67","159810","76.1458054140981","93.27499999999999"
"2","1","138","167921","95.4757462686567","53.6"
"1","1","138","115212","94.95434887073523","52.025"
"3","1","143","646382","96.75486769845232","50.075"
"2","1","139","167921","95.27153558052434","53.400000000000006"
"3","1","144","646382","97.03666499246609","49.775000000000006"
"1","1","139","115212","94.74445515911283","51.849999999999994"
"4","2","68","159810","75.87318645889307","93.05"
"2","1","140","167921","95.15065913370998","53.1"
"3","1","145","646382","97.02170620898536","49.525000000000006"
"1","1","140","115212","94.47674418604652","51.6"
"3","1","146","646382","96.90355329949239","49.25"
"2","1","141","167921","95.12079583135954","52.775000000000006"
"1","1","141","115212","94.44985394352483","51.349999999999994"
"3","1","147","646382","97.13993871297242","48.949999999999996"
"1","1","142","115212","94.80392156862744","51"
"2","1","142","167921","95.6563245823389","52.37500000000001"
"4","2","69","159810","75.64585575888051","92.9"
"3","1","148","646382","96.97745901639344","48.8"
"2","1","143","167921","95.49808429118774","52.2"
"1","1","143","115212","94.83267716535433","50.8"
"3","1","149","646382","96.91358024691358","48.6"
"2","1","144","167921","95.42609532980259","51.925"
"1","1","144","115212","94.71343873517787","50.6"
"3","1","150","646382","97.15173485240808","48.275"
"2","1","145","167921","95.49854791868344","51.65"
"1","1","145","115212","94.83358171882762","50.324999999999996"
"4","2","70","159810","75.24271844660194","92.7"
"3","1","151","646382","97.1904266389178","48.05"
"2","1","146","167921","95.3307392996109","51.4"
"1","1","146","115212","94.76047904191617","50.1"
"3","1","152","646382","96.96969696969697","47.85"
"2","1","147","167921","95.40342298288509","51.125"
"1","1","147","115212","94.73156046161564","49.825"
"3","1","153","646382","96.9028871391076","47.625"
"2","1","148","167921","95.0859950859951","50.875"
"1","1","148","115212","95.1490651844366","49.475"
"3","1","154","646382","96.99208443271768","47.375"
"4","2","71","159810","75.14216084484158","92.325"
"2","1","149","167921","95.4005934718101","50.55"
"1","1","149","115212","95.12690355329948","49.25"
"3","1","155","646382","96.82034976152623","47.175"
"2","1","150","167921","95.3373015873016","50.4"
"3","1","156","646382","96.75013319126265","46.925"
"1","1","150","115212","95.00764136525726","49.075"
"4","2","72","159810","74.66775155953349","92.175"
"2","1","151","167921","95.26892430278885","50.2"
"3","1","157","646382","96.63101604278074","46.75"
"1","1","151","115212","95.13568868407577","48.825"
"2","1","152","167921","94.95","50"
"3","1","158","646382","96.61835748792271","46.575"
"1","1","152","115212","95.31410916580845","48.55"
"3","1","159","646382","96.59827213822895","46.300000000000004"
"2","1","153","167921","94.81630598892804","49.675000000000004"
"1","1","153","115212","95.28985507246377","48.3"
"4","2","73","159810","74.68044601577373","91.925"
"3","1","160","646382","96.20801733477789","46.150000000000006"
"2","1","154","167921","94.84066767830045","49.425000000000004"
"1","1","154","115212","95.16883116883118","48.125"
"3","1","161","646382","96.30233822729744","45.975"
"2","1","155","167921","94.76891823260539","49.225"
"1","1","155","115212","95.55903866248694","47.85"
"3","1","162","646382","96.22950819672131","45.75"
"2","1","156","167921","94.43877551020408","49"
"4","2","74","159810","74.25688573766021","91.675"
"1","1","156","115212","95.79611140304782","47.575"
"3","1","163","646382","96.37959407569939","45.574999999999996"
"2","1","157","167921","94.64193714580114","48.525"
"1","1","157","115212","95.56962025316456","47.4"
"3","1","164","646382","96.74572531715388","45.324999999999996"
"2","1","158","167921","94.95841995841997","48.1"
"1","1","158","115212","95.64755838641189","47.099999999999994"
"4","2","75","159810","74.02242275088871","91.425"
"3","1","165","646382","96.45821804095185","45.175"
"2","1","159","167921","95.03657262277952","47.85"
"3","1","166","646382","96.44246803779878","44.975"
"1","1","159","115212","95.62433297758804","46.85"
"2","1","160","167921","95.1527924130664","47.449999999999996"
"1","1","160","115212","95.28655597214784","46.675"
"3","1","167","646382","96.37074260189839","44.775"
"4","2","76","159810","73.98463227222832","91.10000000000001"
"2","1","161","167921","95.43766578249337","47.125"
"3","1","168","646382","96.35241301907969","44.55"
"1","1","161","115212","95.05376344086022","46.5"
"2","1","162","167921","95.57333333333334","46.875"
"3","1","169","646382","95.72793704328274","44.474999999999994"
"1","1","162","115212","94.64864864864865","46.25"
"2","1","163","167921","95.39121114683816","46.650000000000006"
"3","1","170","646382","95.8168456755229","44.224999999999994"
"1","1","163","115212","94.73112438891906","46.025"
"4","2","77","159810","73.83048981838195","90.85"
"2","1","164","167921","95.47169811320755","46.375"
"3","1","171","646382","95.40816326530613","44.1"
