"BehaviorSpace results (NetLogo 3D 6.1.0)"
"ABM-working-10-stochastic.nlogo3D"
"NinaExploPerturbM2KillEff"
"01/25/2022 11:31:02:281 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-49","49","-49","49"
"[run number]","gui-M2-kill-eff","[step]","getSeed","getViability","getRemainingCellRatio"
"4","1","229","857382","89.45480631276901","34.849999999999994"
"1","0","230","526655","91.26547455295736","36.35"
"2","0","244","999650","89.0148830616584","35.275"
"3","0","230","126264","90.6750173973556","35.925000000000004"
"4","1","230","857382","89.42446043165468","34.75"
"1","0","231","526655","91.32231404958677","36.3"
"3","0","231","126264","90.801393728223","35.875"
"2","0","245","999650","89.26794598436389","35.175"
"4","1","231","857382","89.73246565437455","34.575"
"1","0","232","526655","91.0406616126809","36.275"
"3","0","232","126264","90.30006978367062","35.825"
"2","0","246","999650","89.1891891891892","35.15"
"4","1","232","857382","89.34782608695652","34.5"
"1","0","233","526655","91.00968188105118","36.15"
"3","0","233","126264","90.46283309957924","35.65"
"4","1","233","857382","89.18722786647315","34.449999999999996"
"2","0","247","999650","89.37232524964337","35.05"
"3","0","234","126264","90.77464788732395","35.5"
"4","1","234","857382","88.93740902474528","34.35"
"1","0","234","526655","90.78309078309078","36.075"
"2","0","248","999650","89.27805575411007","34.975"
"3","0","235","126264","90.82568807339449","35.425000000000004"
"4","1","235","857382","88.71085214857976","34.325"
"2","0","249","999650","89.32664756446992","34.9"
"1","0","235","526655","90.42995839112345","36.05"
"3","0","236","126264","90.60734463276836","35.4"
"4","1","236","857382","88.54850474106492","34.275"
"2","0","250","999650","89.37544867193108","34.825"
"3","0","237","126264","90.91554293825408","35.225"
"1","0","236","526655","90.20152883947186","35.975"
"4","1","237","857382","88.65300146412885","34.150000000000006"
"3","0","238","126264","90.96728307254624","35.15"
"1","0","237","526655","90.11830201809326","35.925000000000004"
"2","0","251","999650","89.00862068965517","34.8"
"4","1","238","857382","88.77476155539252","34.075"
"3","0","239","126264","90.66951566951566","35.099999999999994"
"2","0","252","999650","89.12886969042476","34.725"
"1","0","238","526655","90.27972027972028","35.75"
"3","0","240","126264","90.65620542082739","35.05"
"4","1","239","857382","88.96247240618102","33.975"
"1","0","239","526655","90.39270687237027","35.65"
"2","0","253","999650","89.23410404624278","34.599999999999994"
"4","1","240","857382","89.14327917282127","33.85"
"3","0","241","126264","90.56468906361687","34.975"
"1","0","240","526655","90.24561403508771","35.625"
"2","0","254","999650","89.61510530137981","34.425"
"4","1","241","857382","89.12721893491124","33.800000000000004"
"3","0","242","126264","90.19327129563351","34.925"
"1","0","241","526655","89.82456140350877","35.625"
"2","0","255","999650","89.86880466472303","34.300000000000004"
"3","0","243","126264","90.3666427030913","34.775"
"1","0","242","526655","89.92248062015504","35.475"
"2","0","256","999650","89.7884755652808","34.275"
"4","1","242","857382","88.88065233506302","33.725"
"2","0","257","999650","89.76608187134502","34.2"
"3","0","244","126264","90.27377521613833","34.699999999999996"
"1","0","243","526655","90.08498583569406","35.3"
"4","1","243","857382","88.92193308550186","33.625"
"2","0","258","999650","89.69298245614034","34.2"
"1","0","244","526655","90.07795889440114","35.275"
"4","1","244","857382","89.1044776119403","33.5"
"3","0","245","126264","90.03610108303249","34.625"
"2","0","259","999650","89.7510980966325","34.150000000000006"
"1","0","245","526655","89.98579545454545","35.199999999999996"
"4","1","245","857382","89.28035982008996","33.35"
"3","0","246","126264","90.15918958031838","34.55"
"1","0","246","526655","90.02138275124733","35.075"
"4","1","246","857382","89.51734539969834","33.15"
"2","0","260","999650","89.78692138133725","34.025"
"3","0","247","126264","90.07246376811594","34.5"
"1","0","247","526655","89.66500356379188","35.075"
"2","0","261","999650","89.91163475699558","33.95"
"4","1","247","857382","89.41798941798942","33.074999999999996"
"3","0","248","126264","89.91291727140784","34.449999999999996"
"1","0","248","526655","89.57142857142857","35"
"4","1","248","857382","89.53752843062927","32.975"
"3","0","249","126264","90.29905178701677","34.275"
"2","0","262","999650","89.9042004421518","33.925"
"1","0","249","526655","89.55650929899856","34.949999999999996"
"4","1","249","857382","89.36977980258163","32.925"
"1","0","250","526655","89.37544867193108","34.825"
"2","0","263","999650","89.88929889298893","33.875"
"3","0","250","126264","89.85401459854015","34.25"
"4","1","250","857382","89.42161339421614","32.85"
"3","0","251","126264","90.03663003663004","34.125"
"1","0","251","526655","89.6103896103896","34.65"
"2","0","264","999650","89.93338267949666","33.775"
"4","1","251","857382","89.38120702826585","32.725"
"3","0","252","126264","89.9338721528288","34.025"
"1","0","252","526655","89.77519941986947","34.475"
"4","1","252","857382","89.50191570881226","32.625"
"2","0","265","999650","89.85185185185185","33.75"
"1","0","253","526655","89.95633187772926","34.35"
"3","0","253","126264","90.12527634487842","33.925"
"4","1","253","857382","89.63133640552995","32.550000000000004"
"3","0","254","126264","90.39172209903917","33.825"
"2","0","266","999650","89.68842729970326","33.7"
"1","0","254","526655","89.93435448577681","34.275"
"4","1","254","857382","89.60739030023095","32.475"
"3","0","255","126264","90.58561897702","33.725"
"1","0","255","526655","89.77355734112491","34.225"
"2","0","267","999650","89.65773809523809","33.6"
"3","0","256","126264","90.9090909090909","33.550000000000004"
"4","1","255","857382","89.73765432098766","32.4"
"1","0","256","526655","89.75859546452085","34.175"
"2","0","268","999650","89.21130952380952","33.6"
"4","1","256","857382","89.70588235294117","32.300000000000004"
"1","0","257","526655","89.74358974358975","34.125"
"2","0","269","999650","89.12071535022355","33.550000000000004"
"3","0","257","126264","91.31086142322098","33.375"
"4","1","257","857382","89.8989898989899","32.175"
"2","0","270","999650","89.23766816143498","33.45"
"1","0","258","526655","89.58180484225971","34.075"
"3","0","258","126264","91.36636636636636","33.300000000000004"
"4","1","258","857382","89.8753894080997","32.1"
"2","0","271","999650","89.0881913303438","33.45"
"1","0","259","526655","89.69072164948454","33.95"
"3","0","259","126264","91.13448534936138","33.275"
"4","1","259","857382","89.85959438377536","32.05"
"2","0","272","999650","88.92215568862275","33.4"
"3","0","260","126264","91.05263157894737","33.25"
"1","0","260","526655","89.32253313696613","33.95"
"4","1","260","857382","89.84375","32"
"1","0","261","526655","89.14327917282127","33.85"
"2","0","273","999650","89.1891891891892","33.300000000000004"
"3","0","261","126264","91.18311981914093","33.175"
"1","0","262","526655","88.98743532889874","33.825"
"2","0","274","999650","89.39051918735892","33.225"
"4","1","261","857382","89.96865203761756","31.900000000000002"
"3","0","262","126264","91.32075471698113","33.125"
"1","0","263","526655","89.04515173945225","33.775"
"2","0","275","999650","89.4498869630746","33.175"
"3","0","263","126264","91.51515151515152","33"
"2","0","276","999650","89.42598187311178","33.1"
"4","1","262","857382","90.10212097407698","31.825"
"1","0","264","526655","89.43452380952381","33.6"
"2","0","277","999650","89.61334344200151","32.975"
"3","0","264","126264","91.36363636363637","33"
"1","0","265","526655","89.41088739746458","33.525"
"4","1","263","857382","90.15748031496062","31.75"
"2","0","278","999650","89.64992389649925","32.85"
"1","0","266","526655","89.31240657698056","33.45"
"4","1","264","857382","90.21310181531176","31.674999999999997"
"3","0","265","126264","91.350531107739","32.95"
"3","0","266","126264","91.33079847908745","32.875"
"1","0","267","526655","89.44610778443113","33.4"
"2","0","279","999650","89.85507246376811","32.775"
"4","1","265","857382","90.49128367670365","31.55"
"3","0","267","126264","91.31759329779132","32.824999999999996"
"2","0","280","999650","89.8473282442748","32.75"
"1","0","268","526655","89.58020989505248","33.35"
"4","1","266","857382","90.55555555555556","31.5"
"2","0","281","999650","89.91596638655463","32.725"
"3","0","268","126264","91.15853658536585","32.800000000000004"
"1","0","269","526655","89.68373493975903","33.2"
"4","1","267","857382","90.77167859984088","31.424999999999997"
"3","0","269","126264","91.35424636572303","32.675"
"2","0","282","999650","90.03831417624522","32.625"
"1","0","270","526655","89.8036253776435","33.1"
"4","1","268","857382","91.04716227018386","31.275"
"2","0","283","999650","89.87730061349694","32.6"
"3","0","270","126264","91.41104294478528","32.6"
"1","0","271","526655","89.84848484848484","33"
"4","1","269","857382","91.03282626100881","31.225"
"2","0","284","999650","90.15384615384615","32.5"
"3","0","271","126264","91.47465437788019","32.550000000000004"
"1","0","272","526655","89.9619771863118","32.875"
"4","1","270","857382","91.31832797427653","31.1"
"2","0","285","999650","90.13867488443759","32.45"
"3","0","272","126264","91.24423963133641","32.550000000000004"
"4","1","271","857382","91.37792103142627","31.025000000000002"
"3","0","273","126264","91.31437355880092","32.525"
"1","0","273","526655","89.9390243902439","32.800000000000004"
"2","0","286","999650","90.05397070161912","32.425"
"1","0","274","526655","89.99236058059587","32.725"
"3","0","274","126264","91.38461538461539","32.5"
"4","1","272","857382","91.66666666666666","30.9"
"2","0","287","999650","90.26275115919628","32.35"
"1","0","275","526655","90.1300688599847","32.675"
"3","0","275","126264","91.45496535796767","32.475"
"1","0","276","526655","90.12251148545177","32.65"
"4","1","273","857382","91.80859691808597","30.825000000000003"
"2","0","288","999650","90.25522041763341","32.324999999999996"
"3","0","276","126264","91.59599074787972","32.425"
"2","0","289","999650","90.5982905982906","32.175"
"4","1","274","857382","91.80859691808597","30.825000000000003"
"1","0","277","526655","90.12251148545177","32.65"
"3","0","277","126264","91.80834621329211","32.35"
"2","0","290","999650","90.73208722741433","32.1"
"1","0","278","526655","90.31514219830899","32.525"
"4","1","275","857382","91.87652315190901","30.775000000000002"
"3","0","278","126264","92.02168861347792","32.275"
"2","0","291","999650","90.49103663289166","32.074999999999996"
"1","0","279","526655","90.3076923076923","32.5"
"4","1","276","857382","92.00652528548125","30.65"
"3","0","279","126264","91.9442292796282","32.275"
"2","0","292","999650","90.625","32"
"1","0","280","526655","90.35493827160494","32.4"
"4","1","277","857382","92.23221586263287","30.575000000000003"
"2","0","293","999650","90.67398119122258","31.900000000000002"
"3","0","280","126264","91.99689199689199","32.175"
"1","0","281","526655","90.33255993812838","32.324999999999996"
"4","1","278","857382","92.29508196721311","30.5"
"3","0","281","126264","91.83514774494557","32.15"
"1","0","282","526655","90.24012393493416","32.275"
"2","0","294","999650","91.03068450039339","31.775"
"4","1","279","857382","92.59868421052632","30.4"
"1","0","283","526655","90.07751937984496","32.25"
"3","0","282","126264","91.97194076383475","32.074999999999996"
"2","0","295","999650","91.02362204724409","31.75"
"4","1","280","857382","92.74525968672712","30.325000000000003"
"1","0","284","526655","90.06982156710627","32.225"
"2","0","296","999650","91.16022099447514","31.674999999999997"
"4","1","281","857382","92.9635761589404","30.2"
"3","0","283","126264","92.03747072599532","32.025"
"1","0","285","526655","89.91466252909231","32.225"
"2","0","297","999650","91.30434782608695","31.624999999999996"
"4","1","282","857382","92.9460580912863","30.125"
"3","0","284","126264","92.25352112676056","31.95"
"2","0","298","999650","91.21835443037975","31.6"
"1","0","286","526655","89.82128982128982","32.175"
"4","1","283","857382","93.10058187863675","30.075000000000003"
"3","0","285","126264","92.09702660406886","31.95"
"2","0","299","999650","91.57392686804452","31.45"
"4","1","284","857382","93.255620316403","30.025000000000002"
"1","0","287","526655","90.03115264797508","32.1"
"3","0","286","126264","92.09702660406886","31.95"
"2","0","300","999650","91.25596184419715","31.45"
"1","0","288","526655","89.93759750390015","32.05"
"4","1","285","857382","93.23873121869784","29.95"
"3","0","287","126264","92.23529411764706","31.874999999999996"
"2","0","301","999650","91.24900556881464","31.424999999999997"
"1","0","289","526655","89.921875","32"
"4","1","286","857382","93.31103678929766","29.9"
"3","0","288","126264","92.29559748427673","31.8"
"2","0","302","999650","91.54030327214684","31.324999999999996"
"4","1","287","857382","93.29421626152556","29.825000000000003"
"1","0","290","526655","90.19607843137256","31.874999999999996"
"3","0","289","126264","92.28346456692913","31.75"
"2","0","303","999650","91.59327461969575","31.225"
"4","1","288","857382","93.1265716680637","29.825000000000003"
"1","0","291","526655","90.62253743104807","31.724999999999998"
"3","0","290","126264","92.27738376674547","31.724999999999998"
"2","0","304","999650","91.66666666666666","31.2"
"4","1","289","857382","92.9530201342282","29.799999999999997"
"1","0","292","526655","90.67930489731437","31.65"
"3","0","291","126264","92.27738376674547","31.724999999999998"
"2","0","305","999650","91.66666666666666","31.2"
"4","1","290","857382","93.02521008403362","29.75"
"1","0","293","526655","90.74367088607595","31.6"
"3","0","292","126264","92.35015772870663","31.7"
"4","1","291","857382","92.93523969722456","29.725"
"2","0","306","999650","91.7401764234162","31.175000000000004"
"1","0","294","526655","90.87301587301587","31.5"
"3","0","293","126264","92.11356466876973","31.7"
"2","0","307","999650","91.80064308681672","31.1"
"4","1","292","857382","92.82700421940928","29.625"
"1","0","295","526655","91.08989657915673","31.424999999999997"
"3","0","294","126264","92.08860759493672","31.6"
"4","1","293","857382","92.97800338409475","29.549999999999997"
"2","0","308","999650","91.86795491143317","31.05"
"1","0","296","526655","91.0828025477707","31.4"
"4","1","294","857382","92.97205757832346","29.525000000000002"
"3","0","295","126264","92.3076923076923","31.525"
"2","0","309","999650","92.01612903225806","31"
"1","0","297","526655","91.0031847133758","31.4"
"4","1","295","857382","92.96610169491527","29.5"
"2","0","310","999650","92.00968523002422","30.975"
"3","0","296","126264","92.3015873015873","31.5"
"1","0","298","526655","91.14832535885168","31.35"
"4","1","296","857382","92.96013570822731","29.475"
"2","0","311","999650","92.00968523002422","30.975"
"3","0","297","126264","92.37490071485306","31.474999999999998"
"1","0","299","526655","91.29392971246007","31.3"
"4","1","297","857382","93.11809685641461","29.425"
"2","0","312","999650","92.07119741100324","30.9"
"3","0","298","126264","92.4483306836248","31.45"
"5","1","0","776709","100","100"
"4","1","298","857382","92.77824978759558","29.425"
"1","0","300","526655","91.44","31.25"
"3","0","299","126264","92.28321400159109","31.424999999999997"
"1","0","301","526655","91.42628205128204","31.2"
"4","1","299","857382","92.68085106382978","29.375"
"3","0","300","126264","92.35059760956176","31.374999999999996"
"1","0","302","526655","91.41940657578188","31.175000000000004"
"4","1","300","857382","92.7536231884058","29.325000000000003"
"5","1","1","776709","99.6","100"
"3","0","301","126264","92.56","31.25"
"1","0","303","526655","91.93548387096774","31"
"4","1","301","857382","92.82664389410759","29.275000000000002"
"3","0","302","126264","92.39391513210569","31.225"
"1","0","304","526655","92.00968523002422","30.975"
"4","1","302","857382","92.82051282051282","29.25"
"3","0","303","126264","92.46794871794873","31.2"
"1","0","305","526655","92.07760711398545","30.925000000000004"
"4","1","303","857382","92.8082191780822","29.2"
"5","1","2","776709","98.9247311827957","99.97500000000001"
"3","0","304","126264","92.61044176706828","31.125000000000004"
"1","0","306","526655","92.07119741100324","30.9"
"4","1","304","857382","92.96740994854203","29.15"
"1","0","307","526655","92.21411192214111","30.825000000000003"
"3","0","305","126264","92.68488745980707","31.1"
"4","1","305","857382","93.04721030042919","29.125"
"1","0","308","526655","92.27642276422763","30.75"
"3","0","306","126264","92.90322580645162","31"
"4","1","306","857382","93.28743545611016","29.049999999999997"
"5","1","3","776709","98.42460615153789","99.97500000000001"
"1","0","309","526655","92.27013832384053","30.725"
"3","0","307","126264","92.89176090468497","30.95"
"4","1","307","857382","93.02925989672978","29.049999999999997"
"1","0","310","526655","92.41435562805873","30.65"
"3","0","308","126264","92.88601455133387","30.925000000000004"
"4","1","308","857382","93.02925989672978","29.049999999999997"
"1","0","311","526655","92.40816326530611","30.625000000000004"
"4","1","309","857382","93.10344827586206","28.999999999999996"
"3","0","309","126264","92.79352226720647","30.875000000000004"
"5","1","4","776709","97.94948737184296","99.97500000000001"
"1","0","312","526655","92.24489795918367","30.625000000000004"
"4","1","310","857382","93.42560553633218","28.9"
"6","1","0","652472","100","100"
"3","0","310","126264","92.94403892944038","30.825000000000003"
"4","1","311","857382","93.58752166377816","28.849999999999998"
"3","0","311","126264","92.78183292781833","30.825000000000003"
"4","1","312","857382","93.75","28.799999999999997"
"7","2","0","766861","100","100"
"3","0","312","126264","92.77010560519902","30.775000000000002"
"5","1","5","776709","97.57378689344672","99.95"
"8","2","0","502692","100","100"
"6","1","1","652472","99.45","100"
"5","1","6","776709","97.14714714714715","99.9"
"8","2","1","502692","99.45","100"
"7","2","1","766861","99.5","100"
"6","1","2","652472","98.75","100"
"5","1","7","776709","96.62077596996245","99.875"
"8","2","2","502692","99.125","100"
"7","2","2","766861","99","100"
"6","1","3","652472","98.25","100"
"5","1","8","776709","96.11917876815222","99.85000000000001"
"8","2","3","502692","98.675","100"
"7","2","3","766861","98.69934967483742","99.95"
"6","1","4","652472","97.65","100"
"5","1","9","776709","95.61733032807413","99.825"
"8","2","4","502692","98.1","100"
"7","2","4","766861","98.14907453726863","99.95"
"6","1","5","652472","97.22430607651913","99.97500000000001"
"5","1","10","776709","95.11400651465797","99.775"
"8","2","5","502692","97.65","100"
"7","2","5","766861","97.64823617713286","99.925"
"6","1","6","652472","96.82182182182181","99.9"
"5","1","11","776709","94.78304489591171","99.675"
"8","2","6","502692","97.24862431215607","99.95"
"6","1","7","652472","96.46970455683525","99.85000000000001"
"7","2","6","766861","97.34734734734735","99.9"
"8","2","7","502692","96.8476357267951","99.925"
"5","1","12","776709","94.32873274780427","99.625"
"7","2","7","766861","96.69669669669669","99.9"
"6","1","8","652472","95.91887831747621","99.85000000000001"
"5","1","13","776709","93.87088671188144","99.52499999999999"
"8","2","8","502692","96.44466700050074","99.85000000000001"
"7","2","8","766861","96.46882043576258","99.825"
"6","1","9","652472","95.58897243107769","99.75"
"5","1","14","776709","93.43891402714932","99.45"
"8","2","9","502692","96.06713426853707","99.8"
"7","2","9","766861","95.94188376753507","99.8"
"6","1","10","652472","95.16169466031586","99.725"
"5","1","15","776709","93.07827837905864","99.325"
"8","2","10","502692","95.71535955900777","99.775"
"7","2","10","766861","95.41468303683287","99.775"
"6","1","11","652472","94.80942828485456","99.7"
"5","1","16","776709","92.67556003020387","99.325"
"8","2","11","502692","95.21183253948358","99.725"
"7","2","11","766861","95.160481444333","99.7"
"6","1","12","652472","94.18108853774768","99.675"
"5","1","17","776709","92.21858473936037","99.275"
"8","2","12","502692","94.85699949824385","99.65"
"7","2","12","766861","94.70514429109159","99.625"
"6","1","13","652472","93.82530120481928","99.6"
"5","1","18","776709","91.66036785084404","99.225"
"8","2","13","502692","94.09844299347063","99.55000000000001"
"7","2","13","766861","94.45281124497991","99.6"
"6","1","14","652472","93.46897764380809","99.52499999999999"
"5","1","19","776709","91.23204837490552","99.225"
"7","2","14","766861","93.84576739512686","99.52499999999999"
"8","2","14","502692","93.8426740387032","99.47500000000001"
"6","1","15","652472","93.11038471209454","99.425"
"5","1","20","776709","90.94577553593946","99.125"
"7","2","15","766861","93.43561368209255","99.4"
"6","1","16","652472","92.55720392255469","99.425"
"8","2","15","502692","93.48919054801408","99.45"
"5","1","21","776709","90.61080262493691","99.05000000000001"
"7","2","16","766861","93.202416918429","99.3"
"6","1","17","652472","92.01913393756294","99.3"
"8","2","16","502692","93.10344827586206","99.325"
"5","1","22","776709","90.55078322385043","98.95"
"7","2","17","766861","92.89314516129032","99.2"
"6","1","18","652472","91.73178724476935","99.175"
"8","2","17","502692","92.54971054618676","99.325"
"5","1","23","776709","90.31605562579014","98.875"
"6","1","19","652472","91.1935402472874","99.075"
"7","2","18","766861","92.51134644478064","99.15"
"8","2","18","502692","92.14303701838328","99.275"
"5","1","24","776709","89.88110295977738","98.825"
"6","1","20","652472","90.7070707070707","99"
"7","2","19","766861","92.25725094577554","99.125"
"8","2","19","502692","91.88508064516128","99.2"
"5","1","25","776709","89.51633324892377","98.725"
"6","1","21","652472","90.41719342604299","98.875"
"7","2","20","766861","91.87279151943463","99.05000000000001"
"8","2","20","502692","91.47540983606557","99.125"
"5","1","26","776709","89.3083354446415","98.675"
"6","1","22","652472","90.23032143761073","98.775"
"7","2","21","766861","91.31313131313131","99"
"8","2","21","502692","91.17276166456494","99.125"
"5","1","27","776709","88.94803548795944","98.625"
"6","1","23","652472","89.8150494046111","98.675"
"7","2","22","766861","90.98029307731177","98.95"
"8","2","22","502692","90.9067946451124","98.97500000000001"
"5","1","28","776709","88.64906043676993","98.45"
"6","1","24","652472","89.45500633713561","98.625"
"7","2","23","766861","90.57128412537917","98.9"
"8","2","23","502692","90.34622188526662","98.925"
"5","1","29","776709","88.4028484231943","98.3"
"6","1","25","652472","89.06923662186152","98.575"
"7","2","24","766861","90.306251581878","98.775"
"8","2","24","502692","89.93678887484198","98.875"
"5","1","30","776709","87.96131331127513","98.225"
"6","1","26","652472","88.65482233502539","98.5"
"7","2","25","766861","89.91639219660502","98.675"
"5","1","31","776709","87.72599949070538","98.175"
"8","2","25","502692","89.6002024291498","98.8"
"6","1","27","652472","88.31597663195326","98.425"
"7","2","26","766861","89.72863302054273","98.575"
"5","1","32","776709","87.25140234574197","98.05"
"8","2","26","502692","89.387031408308","98.7"
"6","1","28","652472","88.03353658536585","98.4"
"7","2","27","766861","89.42161339421614","98.55000000000001"
"5","1","33","776709","86.88106176620724","97.95"
"8","2","27","502692","88.95083628991384","98.65"
"6","1","29","652472","87.89112185194608","98.275"
"7","2","28","766861","89.10614525139665","98.45"
"5","1","34","776709","86.38917262512769","97.89999999999999"
"8","2","28","502692","88.61273142277454","98.575"
"6","1","30","652472","87.76446596992098","98.075"
"7","2","29","766861","88.67157734315468","98.425"
"5","1","35","776709","85.94428826986966","97.82499999999999"
"8","2","29","502692","87.93191056910568","98.4"
"6","1","31","652472","87.24815098189237","98.02499999999999"
"7","2","30","766861","88.35198372329603","98.3"
"5","1","36","776709","85.49872122762149","97.75"
"8","2","30","502692","87.56358087487284","98.3"
"6","1","32","652472","86.92543411644536","97.89999999999999"
"7","2","31","766861","87.91040977347926","98.225"
"5","1","37","776709","85.07424475166411","97.65"
"8","2","31","502692","87.17230847543904","98.225"
"6","1","33","652472","86.50651673907488","97.82499999999999"
"7","2","32","766861","87.64645950076414","98.15"
"5","1","38","776709","84.76923076923077","97.5"
"8","2","32","502692","86.85015290519877","98.1"
"6","1","34","652472","85.95907928388746","97.75"
"7","2","33","766861","87.37566947207344","98.02499999999999"
"5","1","39","776709","84.5344960246217","97.475"
"8","2","33","502692","86.59189395870507","98.075"
"6","1","35","652472","85.69234706936268","97.675"
"5","1","40","776709","84.36055469953774","97.35000000000001"
"7","2","34","766861","86.8044920877999","97.95"
"8","2","34","502692","86.22800306044377","98.02499999999999"
"6","1","36","652472","85.23833931317273","97.55"
"5","1","41","776709","84.10084898379213","97.175"
"8","2","35","502692","85.98774885145482","97.95"
"6","1","37","652472","84.86403283735248","97.45"
"7","2","35","766861","86.4367816091954","97.875"
"5","1","42","776709","83.56940509915015","97.075"
"8","2","36","502692","85.62659846547315","97.75"
"7","2","36","766861","86.21130723970325","97.725"
"6","1","38","652472","84.4239158326918","97.425"
"5","1","43","776709","83.36771531717379","96.95"
"8","2","37","502692","85.27905785970302","97.65"
"6","1","39","652472","84.0605749486653","97.39999999999999"
"7","2","37","766861","85.99231754161332","97.625"
"5","1","44","776709","83.00619834710744","96.8"
"8","2","38","502692","84.94871794871794","97.5"
"7","2","38","766861","85.4177344951307","97.55"
"6","1","40","652472","83.80878951426368","97.275"
"5","1","45","776709","82.8593588417787","96.7"
"8","2","39","502692","84.62724935732648","97.25"
"7","2","39","766861","85.12057465366854","97.45"
"6","1","41","652472","83.23907455012854","97.25"
"5","1","46","776709","82.57379596064214","96.55"
"8","2","40","502692","84.09675759135358","97.15"
"6","1","42","652472","82.84906145538699","97.225"
"7","2","40","766861","84.80102695763799","97.375"
"8","2","41","502692","83.51365275631119","97.05"
"5","1","47","776709","82.41701244813278","96.39999999999999"
"6","1","43","652472","82.62100926879505","97.1"
"7","2","41","766861","84.45928589776523","97.32499999999999"
"8","2","42","502692","83.1701030927835","97"
"5","1","48","776709","82.14656964656965","96.2"
"7","2","42","766861","84.22948289169025","97.175"
"6","1","44","652472","82.27717671303452","97.05"
"8","2","43","502692","82.83870967741936","96.875"
"5","1","49","776709","82.03125","96"
"7","2","43","766861","83.87844450167397","97.075"
"6","1","45","652472","82.01030927835052","97"
"8","2","44","502692","82.38181348488763","96.775"
"5","1","50","776709","81.67361835245048","95.89999999999999"
"7","2","44","766861","83.4278350515464","97"
"6","1","46","652472","81.69850283944243","96.85000000000001"
"8","2","45","502692","82.09573091849936","96.625"
"5","1","51","776709","81.58307210031349","95.7"
"7","2","45","766861","82.95073510446221","96.925"
"6","1","47","652472","81.57826649417854","96.625"
"8","2","46","502692","81.782845296709","96.475"
"5","1","52","776709","81.35637601466352","95.475"
"6","1","48","652472","81.06217616580311","96.5"
"7","2","46","766861","82.76040320496251","96.72500000000001"
"8","2","47","502692","81.61516489223578","96.275"
"5","1","53","776709","81.02860141695093","95.275"
"6","1","49","652472","80.88197146562905","96.375"
"7","2","47","766861","82.38798238798239","96.525"
"8","2","48","502692","81.22884665451706","96.025"
"5","1","54","776709","80.80462792532211","95.075"
"6","1","50","652472","80.53534303534303","96.2"
"7","2","48","766861","82.23547717842324","96.39999999999999"
"8","2","49","502692","81.08531176624054","95.825"
"5","1","55","776709","80.36325348775993","94.975"
"7","2","49","766861","81.80166147455867","96.3"
"6","1","51","652472","80.07284079084287","96.1"
"5","1","56","776709","80.08441044579267","94.77499999999999"
"8","2","50","502692","80.74712643678161","95.7"
"7","2","50","766861","81.57005458799064","96.175"
"6","1","52","652472","79.67691505992704","95.95"
"5","1","57","776709","79.84680401479135","94.65"
"8","2","51","502692","80.37114479874543","95.65"
"6","1","53","652472","79.35887412040657","95.92500000000001"
"7","2","51","766861","81.34755463059314","96.1"
"5","1","58","776709","79.27022739291381","94.55"
"8","2","52","502692","79.99476987447699","95.6"
"6","1","54","652472","78.95697522816167","95.875"
"7","2","52","766861","81.24511591560302","95.975"
"5","1","59","776709","78.91949152542372","94.39999999999999"
"8","2","53","502692","79.91094814038763","95.45"
"6","1","55","652472","78.84967320261438","95.625"
"7","2","53","766861","80.87047172270002","95.92500000000001"
"5","1","60","776709","78.709848685957","94.175"
"8","2","54","502692","79.48045132511152","95.275"
"6","1","56","652472","78.59759288330717","95.55"
"7","2","54","766861","80.52219321148824","95.75"
"5","1","61","776709","78.57332978440245","93.925"
"8","2","55","502692","79.52631578947368","95"
"6","1","57","652472","78.57330186205088","95.325"
"7","2","55","766861","80.14110269140319","95.675"
"5","1","62","776709","78.53137516688918","93.625"
"8","2","56","502692","79.28759894459102","94.75"
"6","1","58","652472","78.20378151260505","95.19999999999999"
"7","2","56","766861","79.73326359832636","95.6"
"5","1","63","776709","78.47761994103458","93.27499999999999"
"8","2","57","502692","79.13688112258406","94.425"
"6","1","59","652472","78.1727224855187","94.95"
"7","2","57","766861","79.57045573598744","95.45"
"5","1","64","776709","78.21063944116067","93.05"
"8","2","58","502692","78.82165605095541","94.19999999999999"
"6","1","60","652472","78.06809184481394","94.72500000000001"
"7","2","58","766861","79.27053266859092","95.275"
"5","1","65","776709","77.96336206896551","92.80000000000001"
"8","2","59","502692","78.40999734113268","94.025"
"7","2","59","766861","79.00683131897004","95.15"
"6","1","61","652472","77.62496693996297","94.525"
"5","1","66","776709","77.83783783783784","92.5"
"8","2","60","502692","78.20990942994139","93.85"
"6","1","62","652472","77.41251325556733","94.3"
"7","2","60","766861","78.56391372961599","95.05"
"8","2","61","502692","77.9941317684716","93.72500000000001"
"5","1","67","776709","77.60910815939279","92.225"
"7","2","61","766861","78.28375888391682","94.975"
"6","1","63","652472","77.07835325365205","94.125"
"8","2","62","502692","77.73322641005079","93.525"
"5","1","68","776709","77.53327900027166","92.025"
"6","1","64","652472","76.78999201490551","93.925"
"7","2","62","766861","78.04428044280442","94.85"
"8","2","63","502692","77.53079807177289","93.35"
"5","1","69","776709","77.34204793028321","91.8"
"6","1","65","652472","76.72183662573411","93.65"
"5","1","70","776709","77.1584699453552","91.5"
"8","2","64","502692","77.31543624161074","93.125"
"7","2","63","766861","77.71322946923686","94.675"
"6","1","66","652472","76.49892933618844","93.4"
"8","2","65","502692","77.27883839741865","92.975"
