"BehaviorSpace results (NetLogo 3D 6.1.0)"
"ABM-working-10-stochastic.nlogo3D"
"NinaExploPerturbDiffStd"
"01/25/2022 12:13:49:128 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-49","49","-49","49"
"[run number]","gui-diff-std","[step]","getSeed","getViability","getRemainingCellRatio"
"6","10","4","796911","97.95","100"
"7","20","4","327548","98.07355516637479","99.925"
"8","20","3","144119","98.9","100"
"5","10","5","975717","97.29864932466234","99.95"
"6","10","5","796911","97.6","100"
"7","20","5","327548","97.79834876157118","99.925"
"8","20","4","144119","98.4","100"
"5","10","6","975717","96.89612015018774","99.875"
"6","10","6","796911","97.34867433716859","99.95"
"7","20","6","327548","97.2972972972973","99.9"
"8","20","5","144119","97.89999999999999","100"
"5","10","7","975717","96.44555694618273","99.875"
"7","20","7","327548","96.77096370463079","99.875"
"6","10","7","796911","96.79599499374217","99.875"
"8","20","6","144119","97.54938734683671","99.97500000000001"
"5","10","8","975717","95.99399098647972","99.85000000000001"
"7","20","8","327548","96.29351364888555","99.825"
"6","10","8","796911","96.14421632448673","99.85000000000001"
"8","20","7","144119","97.27295471603703","99.925"
"5","10","9","975717","95.56835252879318","99.85000000000001"
"7","20","9","327548","95.91683366733467","99.8"
"6","10","9","796911","95.81663326653307","99.8"
"8","20","8","144119","97.02127659574468","99.875"
"5","10","10","975717","94.99123466065615","99.825"
"7","20","10","327548","95.46593186372746","99.8"
"8","20","9","144119","96.41962944416626","99.85000000000001"
"6","10","10","796911","95.11278195488721","99.75"
"5","10","11","975717","94.58782260085191","99.775"
"7","20","11","327548","95.01378100726635","99.775"
"8","20","10","144119","95.89384076114172","99.85000000000001"
"6","10","11","796911","94.58646616541353","99.75"
"5","10","12","975717","94.05717151454364","99.7"
"7","20","12","327548","94.78304489591171","99.675"
"6","10","12","796911","94.20617005267118","99.675"
"8","20","11","144119","95.39193588780365","99.825"
"5","10","13","975717","93.60421369450714","99.675"
"6","10","13","796911","93.90213299874529","99.625"
"7","20","13","327548","94.2534504391468","99.625"
"8","20","12","144119","94.91228070175438","99.75"
"5","10","14","975717","93.00225733634312","99.675"
"8","20","13","144119","94.43469541238404","99.725"
"6","10","14","796911","93.62129583124059","99.55000000000001"
"7","20","14","327548","93.74843083103188","99.575"
"5","10","15","975717","92.548921224285","99.65"
"7","20","15","327548","93.61167002012073","99.4"
"8","20","14","144119","94.0040140491721","99.65"
"6","10","15","796911","93.2378079436903","99.45"
"5","10","16","975717","92.16670851117247","99.575"
"8","20","15","144119","93.57106981416374","99.55000000000001"
"6","10","16","796911","92.67740312028184","99.35000000000001"
"7","20","16","327548","92.80503144654088","99.375"
"5","10","17","975717","91.68550615423261","99.52499999999999"
"8","20","16","144119","93.2344064386318","99.4"
"6","10","17","796911","92.26894988667841","99.275"
"7","20","17","327548","92.37160120845923","99.3"
"5","10","18","975717","91.15577889447236","99.5"
"8","20","17","144119","92.92547834843907","99.3"
"6","10","18","796911","91.88303503907235","99.175"
"7","20","18","327548","92.01511335012594","99.25"
"5","10","19","975717","90.91366725396426","99.325"
"6","10","19","796911","91.6015132408575","99.125"
"8","20","18","144119","92.6177878558831","99.225"
"7","20","19","327548","91.60574741618352","99.175"
"5","10","20","975717","90.60216679264298","99.225"
"8","20","19","144119","92.21270161290323","99.2"
"6","10","20","796911","91.09035840484604","99.05000000000001"
"7","20","20","327548","91.3197072924552","99.075"
"5","10","21","975717","90.3404791929382","99.125"
"6","10","21","796911","90.82638362395754","98.925"
"8","20","20","144119","91.87689202825429","99.1"
"7","20","21","327548","90.93663216359505","99.02499999999999"
"5","10","22","975717","90.22727272727272","99"
"6","10","22","796911","90.4701718907988","98.9"
"7","20","22","327548","90.67239635995955","98.9"
"8","20","21","144119","91.59515396264513","99.05000000000001"
"5","10","23","975717","89.91915108640728","98.95"
"6","10","23","796911","89.90384615384616","98.8"
"7","20","23","327548","90.33400809716599","98.8"
"8","20","22","144119","91.31751640585563","99.05000000000001"
"5","10","24","975717","89.40849342770476","98.9"
"6","10","24","796911","89.44303797468355","98.75"
"7","20","24","327548","90.02026342451875","98.7"
"8","20","23","144119","90.82638362395754","98.925"
"5","10","25","975717","89.11943319838058","98.8"
"6","10","25","796911","88.9564336372847","98.7"
"7","20","25","327548","89.71109984794728","98.65"
"8","20","24","144119","90.54361567635904","98.875"
"5","10","26","975717","88.65822784810126","98.75"
"6","10","26","796911","88.70558375634518","98.5"
"7","20","26","327548","89.37357342125284","98.575"
"8","20","25","144119","90.20501138952164","98.775"
"5","10","27","975717","88.3202432227008","98.675"
"6","10","27","796911","88.39217678435357","98.425"
"7","20","27","327548","89.0636894189292","98.52499999999999"
"8","20","26","144119","89.71891618131173","98.725"
"5","10","28","975717","88.07409286983","98.52499999999999"
"6","10","28","796911","87.85569105691057","98.4"
"7","20","28","327548","88.78457244354226","98.52499999999999"
"8","20","27","144119","89.28299974664301","98.675"
"5","10","29","975717","87.7348908075165","98.45"
"6","10","29","796911","87.59532282663956","98.35000000000001"
"7","20","29","327548","88.48207475209765","98.32499999999999"
"8","20","28","144119","88.89733840304183","98.625"
"5","10","30","975717","87.43961352657004","98.32499999999999"
"6","10","30","796911","87.20101781170484","98.25"
"7","20","30","327548","88.26374745417516","98.2"
"8","20","29","144119","88.40690005073567","98.55000000000001"
"5","10","31","975717","87.17557251908397","98.25"
"6","10","31","796911","86.80590932246561","98.15"
"7","20","31","327548","87.90425261013496","98.175"
"8","20","30","144119","88.13817627635255","98.425"
"5","10","32","975717","86.82466870540266","98.1"
"6","10","32","796911","86.45062515947946","97.975"
"7","20","32","327548","87.6687898089172","98.125"
"8","20","31","144119","87.89420142421159","98.3"
"5","10","33","975717","86.63946965833759","98.05"
"6","10","33","796911","85.85291113381001","97.89999999999999"
"7","20","33","327548","87.42026027047717","97.975"
"8","20","32","144119","87.57637474541752","98.2"
"5","10","34","975717","86.17699566437133","98.02499999999999"
"6","10","34","796911","85.6047046791102","97.775"
"7","20","34","327548","87.00536124585142","97.925"
"5","10","35","975717","85.86762075134168","97.82499999999999"
"8","20","33","144119","87.21938775510203","98"
"6","10","35","796911","85.38894575230297","97.7"
"7","20","35","327548","86.4367816091954","97.875"
"5","10","36","975717","85.5242966751918","97.75"
"8","20","34","144119","86.77896886166411","97.95"
"6","10","36","796911","84.9500895828001","97.675"
"7","20","36","327548","86.27651418349093","97.82499999999999"
"5","10","37","975717","85.19846350832266","97.625"
"8","20","35","144119","86.46232439335888","97.875"
"6","10","37","796911","84.55825864276568","97.625"
"7","20","37","327548","85.81288343558282","97.8"
"8","20","36","144119","85.9882383022245","97.775"
"5","10","38","975717","84.82829318298309","97.55"
"6","10","38","796911","84.29010763710917","97.55"
"7","20","38","327548","85.48387096774194","97.65"
"8","20","37","144119","85.6485034535687","97.725"
"6","10","39","796911","84.0226046750578","97.32499999999999"
"5","10","39","975717","84.33333333333334","97.5"
"7","20","39","327548","85.15765188413226","97.52499999999999"
"8","20","38","144119","85.25345622119815","97.65"
"5","10","40","975717","83.94048229861467","97.45"
"6","10","40","796911","83.84358116799588","97.175"
"7","20","40","327548","85.02824858757062","97.35000000000001"
"8","20","39","144119","85.05894413121476","97.55"
"5","10","41","975717","83.67556468172485","97.39999999999999"
"6","10","41","796911","83.71553723267199","97.02499999999999"
"7","20","41","327548","84.59362139917695","97.2"
"8","20","40","144119","84.68445356593125","97.45"
"6","10","42","796911","83.43225806451613","96.875"
"5","10","42","975717","83.28189300411523","97.2"
"7","20","42","327548","84.41524987120042","97.05"
"8","20","41","144119","84.37017994858613","97.25"
"6","10","43","796911","83.02325581395348","96.75"
"5","10","43","975717","83.02858614473345","97.075"
"7","20","43","327548","84.12903225806451","96.875"
"8","20","42","144119","84.03707518022657","97.1"
"6","10","44","796911","82.648047582105","96.675"
"7","20","44","327548","83.7167226673559","96.72500000000001"
"5","10","44","975717","82.62886597938144","97"
"8","20","43","144119","83.67715317173801","96.95"
"6","10","45","796911","82.26766761584261","96.575"
"5","10","45","975717","82.45161290322581","96.875"
"7","20","45","327548","83.4541688244433","96.55"
"8","20","44","144119","83.32472896231286","96.85000000000001"
"6","10","46","796911","81.933644375324","96.45"
"7","20","46","327548","83.29442282749676","96.375"
"5","10","46","975717","82.22222222222221","96.75"
"8","20","45","144119","82.93691830403309","96.7"
"6","10","47","796911","81.49493900856476","96.325"
"7","20","47","327548","82.92239813132623","96.325"
"5","10","47","975717","81.92397207137316","96.675"
"6","10","48","796911","81.24188100805404","96.22500000000001"
"8","20","46","144119","82.46702870442203","96.675"
"7","20","48","327548","82.61886204208886","96.22500000000001"
"5","10","48","975717","81.69816205022003","96.575"
"6","10","49","796911","80.90530697190427","96.1"
"8","20","47","144119","82.06521739130434","96.6"
"7","20","49","327548","82.29789446321809","96.175"
"5","10","49","975717","81.29533678756476","96.5"
"8","20","48","144119","81.73575129533678","96.5"
"6","10","50","796911","80.55772739119104","95.92500000000001"
"7","20","50","327548","81.76378772112383","96.1"
"5","10","50","975717","80.8350622406639","96.39999999999999"
"8","20","49","144119","81.54962425498834","96.475"
"7","20","51","327548","81.47955196665798","95.975"
"5","10","51","975717","80.4364770070148","96.22500000000001"
"6","10","51","796911","80.34968684759917","95.8"
"8","20","50","144119","81.35373443983403","96.39999999999999"
"5","10","52","975717","80.11969815248504","96.075"
"7","20","52","327548","81.23695198329854","95.8"
"6","10","52","796911","79.84860349778126","95.775"
"8","20","51","144119","81.22565567385095","96.275"
"5","10","53","975717","79.7603542589216","95.975"
"7","20","53","327548","80.92002090956612","95.65"
"6","10","53","796911","79.57157784743991","95.7"
"8","20","52","144119","81.01430429128739","96.125"
"5","10","54","975717","79.4577685088634","95.89999999999999"
"7","20","54","327548","80.67645516518091","95.35"
"6","10","54","796911","79.14270778881338","95.65"
"8","20","53","144119","80.69809846314145","95.975"
"5","10","55","975717","79.21671018276763","95.75"
"6","10","55","796911","78.81245095474758","95.575"
"7","20","55","327548","80.38340336134453","95.19999999999999"
"8","20","54","144119","80.53235908141963","95.8"
"6","10","56","796911","78.59759288330717","95.55"
"5","10","56","975717","78.88540031397174","95.55"
"7","20","56","327548","80.05787950539332","95.025"
"8","20","55","144119","80.27175333159133","95.675"
"6","10","57","796911","78.28706128863278","95.45"
"5","10","57","975717","78.78867330886209","95.35"
"7","20","57","327548","79.97889738855183","94.77499999999999"
"8","20","56","144119","80.05235602094241","95.5"
"6","10","58","796911","78.04302203567681","95.3"
"5","10","58","975717","78.34077185613022","95.22500000000001"
"7","20","58","327548","79.70899470899471","94.5"
"8","20","57","144119","79.85309548793285","95.3"
"5","10","59","975717","77.9968454258675","95.1"
"6","10","59","796911","77.80987394957984","95.19999999999999"
"7","20","59","327548","79.45387062566279","94.3"
"8","20","58","144119","79.6267087276551","95.1"
"5","10","60","975717","77.55263157894737","95"
"6","10","60","796911","77.42699289660617","95.025"
"7","20","60","327548","79.28191489361703","94"
"8","20","59","144119","79.38931297709924","94.975"
"6","10","61","796911","77.30029000790931","94.825"
"5","10","61","975717","77.18651211801897","94.89999999999999"
"7","20","61","327548","79.22112563350227","93.72500000000001"
"8","20","60","144119","79.11943052992353","94.825"
"5","10","62","975717","77.01240432831882","94.72500000000001"
"6","10","62","796911","77.05307631370478","94.675"
"7","20","62","327548","78.96708589777897","93.425"
"8","20","61","144119","78.8583509513742","94.6"
"6","10","63","796911","76.63847780126851","94.6"
"5","10","63","975717","76.59799260433175","94.65"
"7","20","63","327548","78.71313672922253","93.25"
"8","20","62","144119","78.59602649006622","94.375"
"6","10","64","796911","76.57490735839069","94.45"
"5","10","64","975717","76.29629629629629","94.5"
"7","20","64","327548","78.3427495291902","92.925"
"8","20","63","144119","78.25856118927528","94.175"
"6","10","65","796911","76.38004246284501","94.19999999999999"
"5","10","65","975717","75.9597564204395","94.425"
"7","20","65","327548","78.34773218142549","92.60000000000001"
"8","20","64","144119","78.06176783812566","93.89999999999999"
"6","10","66","796911","76.08176267586938","94.175"
"5","10","66","975717","75.59681697612733","94.25"
"7","20","66","327548","78.24437821728529","92.27499999999999"
"8","20","65","144119","77.71550573792368","93.675"
"6","10","67","796911","75.7044125465178","94.05"
"5","10","67","975717","75.14604354753054","94.15"
"7","20","67","327548","78.14029363784665","91.95"
"8","20","66","144119","77.66185125735687","93.45"
"6","10","68","796911","75.54550292708888","93.95"
"5","10","68","975717","74.780526735834","93.975"
"7","20","68","327548","77.9050736497545","91.64999999999999"
"8","20","67","144119","77.4825550187869","93.15"
"6","10","69","796911","75.18656716417911","93.8"
"5","10","69","975717","74.48","93.75"
"7","20","69","327548","77.80514504652436","91.35"
"8","20","68","144119","77.43327042329469","92.72500000000001"
"6","10","70","796911","74.95995728777362","93.65"
"5","10","70","975717","73.91188251001336","93.625"
"7","20","70","327548","77.69843449601758","91.025"
"8","20","69","144119","77.48917748917748","92.4"
"6","10","71","796911","74.5260347129506","93.625"
"7","20","71","327548","77.73491319922844","90.725"
"5","10","71","975717","73.70112479914302","93.35"
"8","20","70","144119","77.32210755024444","92.05"
"6","10","72","796911","74.23148890670943","93.525"
"7","20","72","327548","77.60863548297814","90.325"
"5","10","72","975717","73.2760933726858","93.175"
"6","10","73","796911","73.95610278372591","93.4"
"8","20","71","144119","77.39819622847773","91.475"
"7","20","73","327548","77.62645914396887","89.95"
"5","10","73","975717","73.21140398063474","92.95"
"6","10","74","796911","73.60515021459227","93.2"
"8","20","72","144119","77.40872906944826","91.07499999999999"
"7","20","74","327548","77.41215839375349","89.64999999999999"
"5","10","74","975717","73.09767943874797","92.65"
"6","10","75","796911","73.44799785004031","93.025"
"8","20","73","144119","77.25392886683208","90.675"
"7","20","75","327548","77.21164613661814","89.3"
"5","10","75","975717","73.0446549391069","92.375"
"6","10","76","796911","73.30280172413794","92.80000000000001"
"8","20","74","144119","77.24882369222253","90.325"
"7","20","76","327548","77.19988754568456","88.925"
"5","10","76","975717","73.0581205866377","92.05"
"6","10","77","796911","72.9284750337382","92.625"
"8","20","75","144119","77.29924979160879","89.97500000000001"
"5","10","77","975717","72.85363859362224","91.725"
"7","20","77","327548","77.12270803949224","88.625"
"8","20","76","144119","77.37796373779638","89.625"
"6","10","78","796911","72.63614196694664","92.27499999999999"
"5","10","78","975717","72.70240700218818","91.4"
"7","20","78","327548","77.03200226564712","88.275"
"6","10","79","796911","72.65561293829845","91.975"
"8","20","77","144119","77.29184188393609","89.17500000000001"
"5","10","79","975717","72.70478284771853","90.95"
"7","20","79","327548","76.99089874857793","87.9"
"6","10","80","796911","72.68758526603001","91.625"
"8","20","78","144119","77.1677927927928","88.8"
"5","10","80","975717","72.63186964926815","90.525"
"7","20","80","327548","77.2180881511162","87.35000000000001"
"6","10","81","796911","72.5629791894852","91.3"
"8","20","79","144119","76.88826025459689","88.375"
"5","10","81","975717","72.75","90"
"7","20","81","327548","77.1288837744534","86.9"
"6","10","82","796911","72.57488320967299","90.975"
"8","20","80","144119","77.04778156996586","87.9"
"5","10","82","975717","72.81363509360158","89.47500000000001"
"6","10","83","796911","72.67457907811206","90.575"
"7","20","82","327548","77.19247467438495","86.375"
"8","20","81","144119","76.82857142857142","87.5"
"5","10","83","975717","72.7400336889388","89.05"
"6","10","84","796911","72.54087004710446","90.225"
"7","20","83","327548","77.23695715534829","85.775"
"8","20","82","144119","76.83908045977012","87"
"5","10","84","975717","72.8890144027111","88.52499999999999"
"6","10","85","796911","72.66907876426384","89.825"
"7","20","84","327548","77.30205278592376","85.25"
"8","20","83","144119","77.01647875108412","86.47500000000001"
"5","10","85","975717","72.86931818181817","88"
"6","10","86","796911","72.95932678821879","89.125"
"7","20","85","327548","77.55463673951564","84.65"
"8","20","84","144119","77.16031422752401","85.925"
"5","10","86","975717","72.91428571428571","87.5"
"6","10","87","796911","73.18451539983046","88.47500000000001"
"7","20","86","327548","77.444279346211","84.125"
"8","20","85","144119","77.36456808199121","85.375"
"5","10","87","975717","73.05922944220816","86.95"
"6","10","88","796911","73.32004555808655","87.8"
"7","20","87","327548","77.69138755980862","83.6"
"8","20","86","144119","77.49926275434976","84.775"
"5","10","88","975717","72.95888824551245","86.35000000000001"
"6","10","89","796911","73.53448275862068","87"
"7","20","88","327548","77.74436090225564","83.125"
"8","20","87","144119","77.65894236482471","84.15"
"5","10","89","975717","73.02420530766987","85.725"
"6","10","90","796911","74.1654571843251","86.125"
"7","20","89","327548","78.02364352834192","82.475"
"8","20","88","144119","77.77777777777779","83.475"
"5","10","90","975717","72.90076335877863","85.15"
"6","10","91","796911","74.64044614029939","85.175"
"7","20","90","327548","78.16793893129771","81.875"
"8","20","89","144119","78.01932367149759","82.8"
"5","10","91","975717","73.25236966824644","84.39999999999999"
"6","10","92","796911","75.12600059294397","84.325"
"7","20","91","327548","78.4899845916795","81.125"
"8","20","90","144119","78.31508515815085","82.19999999999999"
"5","10","92","975717","73.62604540023895","83.7"
"6","10","93","796911","75.58488302339532","83.35000000000001"
"7","20","92","327548","78.76903947777433","80.425"
"8","20","91","144119","78.62407862407862","81.39999999999999"
"5","10","93","975717","73.86192342478142","82.92500000000001"
"6","10","94","796911","76.32058287795994","82.35"
"7","20","93","327548","79.30385700846661","79.725"
"8","20","92","144119","78.68852459016394","80.825"
"5","10","94","975717","74.34570906877663","82.15"
"6","10","95","796911","76.98217578365089","81.35"
"7","20","94","327548","79.50015817779183","79.025"
"8","20","93","144119","78.73401933270969","80.175"
"5","10","95","975717","74.51701931922723","81.525"
"6","10","96","796911","77.63239875389408","80.25"
"7","20","95","327548","79.73188637089052","78.325"
"8","20","94","144119","79.14960629921259","79.375"
"5","10","96","975717","74.8682987294701","80.675"
"6","10","97","796911","78.2306477093207","79.125"
"7","20","96","327548","79.87117552334944","77.625"
"8","20","95","144119","79.32677040330263","78.725"
"5","10","97","975717","75.28969621046038","79.825"
"6","10","98","796911","78.97435897435898","78"
"7","20","97","327548","80.23445131878867","76.775"
"8","20","96","144119","79.70550576184378","78.10000000000001"
"5","10","98","975717","75.8161648177496","78.875"
"6","10","99","796911","79.48051948051949","77"
"7","20","98","327548","80.625","76"
"8","20","97","144119","79.91604778818211","77.425"
"5","10","99","975717","76.31578947368422","77.9"
"6","10","100","796911","80.28956893715038","75.97500000000001"
"7","20","99","327548","81.15653040877368","75.225"
"8","20","98","144119","80.16932595245848","76.775"
"5","10","100","975717","77.01560468140443","76.9"
"6","10","101","796911","81.15410273515677","74.95"
"7","20","100","327548","81.63813360187983","74.47500000000001"
"8","20","99","144119","80.45335085413929","76.1"
"5","10","101","975717","77.52883031301482","75.875"
"6","10","102","796911","81.77822853279243","73.95"
"8","20","100","144119","80.80371969445366","75.275"
"7","20","101","327548","82.2531387852053","73.675"
"5","10","102","975717","78.39464882943143","74.75"
"6","10","103","796911","82.31059307507714","72.925"
"8","20","101","144119","81.30245048674053","74.47500000000001"
"7","20","102","327548","82.6474622770919","72.89999999999999"
"5","10","103","975717","79.14402173913044","73.6"
"6","10","104","796911","83.05555555555556","72"
"5","10","104","975717","80.03448275862068","72.5"
"7","20","103","327548","83.21775312066573","72.1"
"8","20","102","144119","81.52542372881356","73.75"
"6","10","105","796911","83.71438621174815","71.075"
"5","10","105","975717","81.02240896358543","71.39999999999999"
"7","20","104","327548","83.80651945320714","71.325"
"8","20","103","144119","81.94587187392943","72.975"
"6","10","106","796911","84.45078459343794","70.1"
"5","10","106","975717","81.77935943060498","70.25"
"7","20","105","327548","84.17699115044248","70.625"
"8","20","104","144119","82.35701906412478","72.125"
"6","10","107","796911","85.32706902782797","69.175"
"5","10","107","975717","82.6228323699422","69.19999999999999"
"8","20","105","144119","82.94220665499125","71.375"
"6","10","108","796911","85.9758330281948","68.27499999999999"
"7","20","106","327548","84.67309753483387","69.975"
"5","10","108","975717","83.42500916758343","68.175"
"6","10","109","796911","86.20562130177515","67.60000000000001"
"8","20","106","144119","83.40997523876902","70.675"
"7","20","107","327548","85.25594808940158","69.35"
"5","10","109","975717","84.2713380544167","67.07499999999999"
"6","10","110","796911","86.8735976065819","66.85"
"8","20","107","144119","83.75580149946448","70.025"
"7","20","108","327548","85.80786026200873","68.7"
"5","10","110","975717","85.10959939531368","66.14999999999999"
"6","10","111","796911","87.41947707464949","65.975"
"7","20","109","327548","86.1651376146789","68.125"
"8","20","108","144119","83.9523981247746","69.325"
"5","10","111","975717","85.74712643678161","65.25"
"6","10","112","796911","88.11805289382906","65.225"
"7","20","110","327548","86.25416821044831","67.475"
"8","20","109","144119","84.62942679810149","68.475"
"5","10","112","975717","86.40061991476172","64.525"
"6","10","113","796911","88.86733902249806","64.45"
"7","20","111","327548","86.70411985018727","66.75"
"8","20","110","144119","85.19748984865264","67.72500000000001"
"5","10","113","975717","87.40682620635543","63.725"
"6","10","114","796911","89.11937377690803","63.87500000000001"
"7","20","112","327548","86.97463082165847","66.025"
"8","20","111","144119","86.08825729244577","66.85"
"5","10","114","975717","87.93171893608574","62.975"
"7","20","113","327548","87.80674846625767","65.2"
"6","10","115","796911","89.53396524486573","63.3"
"8","20","112","144119","86.65406427221171","66.125"
"5","10","115","975717","88.92914653784219","62.1"
"6","10","116","796911","89.64555953803266","62.775000000000006"
"7","20","114","327548","88.3423702556158","64.55"
"8","20","113","144119","87.03136954858455","65.35"
"5","10","116","975717","89.69450101832994","61.375"
"6","10","117","796911","89.90751909931645","62.175000000000004"
"7","20","115","327548","88.84103367267032","63.849999999999994"
"8","20","114","144119","87.50966744006186","64.64999999999999"
"5","10","117","975717","90.23485784919654","60.675000000000004"
"6","10","118","796911","90.10944466963923","61.675000000000004"
"7","20","116","327548","89.12613681296956","63.224999999999994"
"8","20","115","144119","87.99374266718812","63.925"
"5","10","118","975717","91.11759799833195","59.95"
"6","10","119","796911","90.42553191489363","61.1"
"8","20","116","144119","88.40981012658227","63.2"
"7","20","117","327548","89.52837729816146","62.55"
"5","10","119","975717","91.37205387205387","59.4"
"6","10","120","796911","90.7254740313273","60.650000000000006"
"7","20","118","327548","90.08899676375405","61.8"
"8","20","117","144119","88.91112890312249","62.45"
"5","10","120","975717","91.82978723404254","58.75"
"6","10","121","796911","91.06400665004156","60.150000000000006"
"8","20","118","144119","89.32902182700082","61.85000000000001"
"7","20","119","327548","90.43727012668575","61.175000000000004"
"5","10","121","975717","92.19554030874787","58.3"
"6","10","122","796911","91.53394803017602","59.650000000000006"
"8","20","119","144119","89.71008574928541","61.224999999999994"
"5","10","122","975717","92.79826464208243","57.62500000000001"
"7","20","120","327548","91.06699751861042","60.45"
"5","10","123","975717","93.22256230870136","57.175"
"6","10","123","796911","91.84277261200337","59.150000000000006"
"8","20","120","144119","89.93814432989691","60.62499999999999"
"7","20","121","327548","91.71201339472582","59.724999999999994"
"6","10","124","796911","92.08510638297872","58.75"
"5","10","124","975717","93.60105913503972","56.65"
"8","20","121","144119","90.29571012078301","60.02499999999999"
"7","20","122","327548","92.2165820642978","59.099999999999994"
"5","10","125","975717","93.80846325167039","56.125"
"6","10","125","796911","92.14255045083726","58.225"
"8","20","122","144119","90.53826745164002","59.45"
"7","20","123","327548","92.69854824935952","58.550000000000004"
"6","10","126","796911","92.09844559585493","57.9"
"5","10","126","975717","94.41441441441441","55.50000000000001"
"8","20","123","144119","91.07901444350043","58.85"
"7","20","124","327548","92.94320137693632","58.099999999999994"
"5","10","127","975717","94.42682374263707","55.175"
"6","10","127","796911","92.33449477351915","57.4"
"8","20","124","144119","91.54143409188494","58.225"
"7","20","125","327548","93.56521739130434","57.49999999999999"
"5","10","128","975717","94.66484268125855","54.825"
"6","10","128","796911","92.74725274725274","56.875"
"8","20","125","144119","91.99303742384683","57.45"
"7","20","126","327548","93.99386234107847","57.025000000000006"
"5","10","129","975717","94.90358126721763","54.449999999999996"
"6","10","129","796911","92.82233052724857","56.425000000000004"
"8","20","126","144119","92.51760563380282","56.8"
"7","20","127","327548","94.38301636444051","56.525000000000006"
"6","10","130","796911","93.19301388266905","55.825"
"5","10","130","975717","94.8339483394834","54.2"
"8","20","127","144119","93.28291814946618","56.2"
"7","20","128","327548","94.35053380782918","56.2"
"6","10","131","796911","93.28828828828829","55.50000000000001"
"5","10","131","975717","94.75638051044083","53.87499999999999"
"8","20","128","144119","93.45291479820628","55.75"
"7","20","129","327548","94.71089197669207","55.775"
"5","10","132","975717","94.90177736202058","53.449999999999996"
"6","10","132","796911","93.43297101449275","55.2"
"8","20","129","144119","93.61702127659575","55.225"
"7","20","130","327548","94.86023444544635","55.45"
"5","10","133","975717","95.19094766619519","53.025"
"6","10","133","796911","93.31514324693042","54.974999999999994"
"8","20","130","144119","94.50800915331807","54.625"
"7","20","131","327548","94.95912806539509","55.05"
"5","10","134","975717","95.16587677725119","52.75"
"6","10","134","796911","93.5409986257444","54.574999999999996"
"8","20","131","144119","94.91447064262599","54.074999999999996"
"7","20","132","327548","95.51897576588935","54.675"
"5","10","135","975717","95.27446300715991","52.37500000000001"
"6","10","135","796911","93.85964912280701","54.15"
"8","20","132","144119","95.34016775396086","53.65"
"7","20","133","327548","95.31680440771349","54.449999999999996"
"5","10","136","975717","95.43049543049543","51.975"
"6","10","136","796911","94.32558139534883","53.75"
"8","20","133","144119","95.90973201692525","53.175"
"5","10","137","975717","95.8272683163513","51.525"
"7","20","134","327548","95.20958083832335","54.275"
"6","10","137","796911","94.4782405240992","53.425"
"8","20","134","144119","95.96965386439071","52.725"
"7","20","135","327548","95.35962877030161","53.87499999999999"
"5","10","138","975717","96.23471882640587","51.125"
"6","10","138","796911","94.17293233082707","53.2"
"8","20","135","144119","96.1281070745698","52.300000000000004"
"5","10","139","975717","96.26535626535626","50.875"
"7","20","136","327548","95.06287843502562","53.675"
"6","10","139","796911","94.50757575757575","52.800000000000004"
"8","20","136","144119","96.29094412331408","51.9"
"5","10","140","975717","96.14624505928853","50.6"
"7","20","137","327548","95.1688555347092","53.300000000000004"
"6","10","140","796911","94.66920514040933","52.525"
"5","10","141","975717","95.87884806355511","50.349999999999994"
"8","20","137","144119","96.6068831798352","51.575"
"7","20","138","327548","95.3257790368272","52.949999999999996"
"6","10","141","796911","94.688995215311","52.25"
"5","10","142","975717","96.25187406296851","50.025"
"8","20","138","144119","96.45114244044726","51.425"
"7","20","139","327548","95.2584163110479","52.725"
"6","10","142","796911","94.66089466089466","51.975"
"5","10","143","975717","96.37826961770624","49.7"
"8","20","139","144119","96.37964774951077","51.1"
"6","10","143","796911","94.64285714285714","51.800000000000004"
"7","20","140","327548","95.00475737392959","52.55"
"5","10","144","975717","96.26073774633653","49.475"
"8","20","140","144119","96.41277641277641","50.875"
"6","10","144","796911","94.84936831875608","51.449999999999996"
"7","20","141","327548","95.02392344497608","52.25"
"5","10","145","975717","96.04060913705584","49.25"
"8","20","141","144119","96.77898909811695","50.449999999999996"
"6","10","145","796911","95.02196193265007","51.225"
"7","20","142","327548","94.94463168030813","51.925"
"5","10","146","975717","96.5711361310133","48.85"
"8","20","142","144119","97.01195219123507","50.2"
"6","10","146","796911","95.37856440511308","50.849999999999994"
"7","20","143","327548","95.10658914728683","51.6"
"5","10","147","975717","96.4506172839506","48.6"
"8","20","143","144119","96.85314685314685","50.05"
"6","10","147","796911","95.45454545454545","50.6"
"7","20","144","327548","95.07557289127256","51.275000000000006"
"5","10","148","975717","96.43962848297214","48.449999999999996"
"8","20","144","144119","96.78876066231811","49.825"
"6","10","148","796911","95.47938400397416","50.324999999999996"
"5","10","149","975717","96.62512980269989","48.15"
"7","20","145","327548","95.38083538083538","50.875"
"8","20","145","144119","96.62468513853905","49.625"
"6","10","149","796911","95.84792396198098","49.975"
"5","10","150","975717","96.2480458572173","47.975"
"7","20","146","327548","95.65217391304348","50.6"
"8","20","146","144119","96.40688259109311","49.4"
"6","10","150","796911","95.87525150905432","49.7"
"5","10","151","975717","96.89146469968388","47.449999999999996"
