"BehaviorSpace results (NetLogo 3D 6.1.0)"
"ABM-working-10-stochastic.nlogo3D"
"NinaExploMacroSensDist"
"01/25/2022 11:50:20:054 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-49","49","-49","49"
"[run number]","gui-macro-sens-dist","[step]","getSeed","getViability","getRemainingCellRatio"
"4","2","144","521039","92.77696437286481","51.225"
"3","1","143","342219","85.01259445843829","59.550000000000004"
"2","1","144","431052","84.12629757785467","57.8"
"1","1","145","764162","82.59005145797599","58.3"
"4","2","145","521039","92.87469287469288","50.875"
"3","1","144","342219","85.10548523206751","59.25"
"2","1","145","431052","84.22425032594523","57.525000000000006"
"4","2","146","521039","92.64923532313765","50.675000000000004"
"1","1","146","764162","82.93633607622347","57.725"
"3","1","145","342219","85.41666666666666","58.8"
"2","1","146","431052","84.43375601224311","57.175"
"4","2","147","521039","93.18407960199005","50.24999999999999"
"1","1","147","764162","83.2824094281973","57.275"
"3","1","146","342219","85.47629218282785","58.525000000000006"
"2","1","147","431052","84.4161545215101","56.95"
"4","2","148","521039","93.05","50"
"1","1","148","764162","83.36259877085162","56.95"
"3","1","147","342219","85.75731497418244","58.099999999999994"
"2","1","148","431052","84.43562610229277","56.699999999999996"
"4","2","149","521039","93.40382678751259","49.65"
"1","1","149","764162","83.2010582010582","56.699999999999996"
"3","1","148","342219","85.69576490924806","57.85"
"2","1","149","431052","84.56078083407276","56.35"
"4","2","150","521039","93.56962025316456","49.375"
"1","1","150","764162","83.01552106430155","56.375"
"3","1","149","342219","85.56566970091028","57.675"
"2","1","150","431052","85.01788908765653","55.900000000000006"
"4","2","151","521039","93.54346720894765","49.175000000000004"
"1","1","151","764162","82.82016956715752","56.025000000000006"
"3","1","150","342219","85.27874564459931","57.4"
"2","1","151","431052","85.50135501355014","55.35"
"4","2","152","521039","92.8534966819806","48.975"
"1","1","152","764162","83.2356917530419","55.474999999999994"
"3","1","151","342219","85.26315789473684","56.99999999999999"
"2","1","152","431052","85.36363636363636","55.00000000000001"
"4","2","153","521039","92.66666666666666","48.75"
"1","1","153","764162","83.34845735027223","55.1"
"3","1","152","342219","85.32393124724548","56.725"
"2","1","153","431052","85.49862763037511","54.65"
"4","2","154","521039","92.63645726055613","48.55"
"1","1","154","764162","83.6986301369863","54.75"
"3","1","153","342219","85.33451484271156","56.425000000000004"
"2","1","154","431052","85.52995391705069","54.25"
"4","2","155","521039","92.5504397309881","48.325"
"1","1","155","764162","83.93186003683242","54.300000000000004"
"3","1","154","342219","85.37672759696835","56.074999999999996"
"2","1","155","431052","85.76726935558646","53.925"
"4","2","156","521039","92.81997918834547","48.05"
"1","1","156","764162","84.1130152848541","53.974999999999994"
"3","1","155","342219","85.27305282005372","55.85"
"2","1","156","431052","85.76081898557469","53.725"
"4","2","157","521039","92.88702928870293","47.8"
"1","1","157","764162","84.23507462686567","53.6"
"3","1","156","342219","85.07865168539325","55.625"
"2","1","157","431052","85.89503280224929","53.349999999999994"
"4","2","158","521039","92.8008407777194","47.575"
"1","1","158","764162","84.30451127819549","53.2"
"3","1","157","342219","85.03616636528028","55.300000000000004"
"2","1","158","431052","85.74117647058823","53.125"
"4","2","159","521039","92.85714285714286","47.25"
"1","1","159","764162","84.51704545454545","52.800000000000004"
"2","1","159","431052","85.80217699952674","52.825"
"3","1","158","342219","84.94085532302093","54.949999999999996"
"4","2","160","521039","92.92553191489363","47"
"1","1","160","764162","84.35568235853542","52.575"
"2","1","160","431052","85.721085197525","52.525"
"3","1","159","342219","85","54.50000000000001"
"4","2","161","521039","92.84188034188034","46.800000000000004"
"1","1","161","764162","84.57115476760902","52.175000000000004"
"2","1","161","431052","86.12578012481997","52.075"
"3","1","160","342219","84.81772035071528","54.175"
"4","2","162","521039","93.12567132116004","46.550000000000004"
"1","1","162","764162","84.57831325301206","51.87500000000001"
"2","1","162","431052","86.41199226305609","51.7"
"3","1","161","342219","84.8723897911833","53.87499999999999"
"4","2","163","521039","93.0032292787944","46.45"
"1","1","163","764162","84.7457627118644","51.625"
"2","1","163","431052","86.50754992693619","51.324999999999996"
"3","1","162","342219","85.1730589335828","53.449999999999996"
"4","2","164","521039","92.55663430420712","46.35"
"1","1","164","764162","84.84405458089668","51.300000000000004"
"2","1","164","431052","86.8563021088769","50.975"
"3","1","163","342219","85.44512482336316","53.075"
"4","2","165","521039","92.63271939328277","46.150000000000006"
"1","1","165","764162","84.72834067547724","51.075"
"2","1","165","431052","86.69950738916256","50.74999999999999"
"4","2","166","521039","92.75993467610235","45.925"
"3","1","164","342219","85.47089446284903","52.825"
"1","1","166","764162","84.36578171091446","50.849999999999994"
"2","1","166","431052","86.63366336633663","50.5"
"4","2","167","521039","92.6815947569634","45.775"
"3","1","165","342219","85.80276322058123","52.47500000000001"
"1","1","167","764162","84.56973293768546","50.55"
"2","1","167","431052","86.85258964143426","50.2"
"4","2","168","521039","92.59462424574878","45.574999999999996"
"3","1","166","342219","85.65965583173997","52.300000000000004"
"1","1","168","764162","85.00249128051819","50.175000000000004"
"2","1","168","431052","86.47704590818364","50.1"
"4","2","169","521039","92.34581497797357","45.4"
"3","1","167","342219","85.57692307692307","52"
"1","1","169","764162","85.17776664997496","49.925000000000004"
"2","1","169","431052","86.18618618618619","49.95"
"4","2","170","521039","92.62340543538546","45.074999999999996"
"3","1","168","342219","85.73500967117988","51.7"
"1","1","170","764162","85.06036217303823","49.7"
"2","1","170","431052","86.21036738802215","49.675000000000004"
"4","2","171","521039","92.53065774804905","44.85"
"3","1","169","342219","86.02045786653677","51.324999999999996"
"1","1","171","764162","84.89135927235978","49.475"
"2","1","171","431052","86.17021276595744","49.35"
"4","2","172","521039","92.45388485187256","44.725"
"3","1","170","342219","85.72127139364302","51.125"
"1","1","172","764162","84.85772357723577","49.2"
"2","1","172","431052","85.96847991865786","49.175000000000004"
"4","2","173","521039","92.13041034288926","44.474999999999994"
"3","1","171","342219","85.70726915520629","50.9"
"1","1","173","764162","84.80367159612443","49.025"
"2","1","173","431052","86.34496919917865","48.699999999999996"
"4","2","174","521039","91.9864559819413","44.3"
"3","1","172","342219","85.91897233201581","50.6"
"1","1","174","764162","84.58781362007169","48.825"
"2","1","174","431052","86.24420401854714","48.525"
"4","2","175","521039","92.18573046432617","44.15"
"3","1","173","342219","85.80645161290322","50.375"
"1","1","175","764162","84.80947476828013","48.55"
"2","1","175","431052","86.13554061045008","48.325"
"4","2","176","521039","92.15463331438318","43.974999999999994"
"3","1","174","342219","85.69292123629113","50.14999999999999"
"1","1","176","764162","84.93008803728638","48.275"
"2","1","176","431052","85.97402597402596","48.125"
"4","2","177","521039","92.00913242009132","43.8"
"3","1","175","342219","86.00100351229302","49.825"
"1","1","177","764162","84.91155046826223","48.05"
"2","1","177","431052","85.91549295774648","47.925000000000004"
"4","2","178","521039","91.97707736389685","43.625"
"3","1","176","342219","86.2923621648963","49.425000000000004"
"1","1","178","764162","84.79623824451411","47.85"
"4","2","179","521039","91.82498560736903","43.425000000000004"
"2","1","178","431052","86.06600314300681","47.725"
"3","1","177","342219","86.32435180477886","49.175000000000004"
"1","1","179","764162","84.68799160985841","47.675"
"2","1","179","431052","85.90956887486855","47.55"
"4","2","180","521039","91.8013856812933","43.3"
"3","1","178","342219","86.25447112927951","48.925000000000004"
"1","1","180","764162","84.74487112046292","47.525"
"4","2","181","521039","92.03951191167926","43.025000000000006"
"2","1","180","431052","86.13022763366861","47.225"
"3","1","179","342219","86.14674191893279","48.725"
"1","1","181","764162","84.49367088607595","47.4"
"4","2","182","521039","91.76401869158879","42.8"
"2","1","181","431052","86.15548455804047","46.949999999999996"
"3","1","180","342219","86.24420401854714","48.525"
"1","1","182","764162","84.72148541114059","47.125"
"4","2","183","521039","91.77921315325895","42.575"
"2","1","182","431052","86.44884841992501","46.675"
"3","1","181","342219","86.62519440124416","48.225"
"1","1","183","764162","84.60309003729355","46.925"
"4","2","184","521039","91.79941002949853","42.375"
"2","1","183","431052","86.4908503767492","46.45"
"3","1","182","342219","86.77083333333333","48"
"1","1","184","764162","84.44681988241582","46.775"
"4","2","185","521039","91.59265837773832","42.225"
"2","1","184","431052","86.40043173232596","46.325"
"3","1","183","342219","86.76085818942961","47.775"
"1","1","185","764162","84.49570815450643","46.6"
"4","2","186","521039","91.6815210932858","42.075"
"2","1","185","431052","86.13968597726043","46.175"
"3","1","184","342219","86.71218487394958","47.599999999999994"
"1","1","186","764162","84.92706645056725","46.275"
"2","1","186","431052","86.1413043478261","46"
"4","2","187","521039","91.29916567342073","41.949999999999996"
"1","1","187","764162","84.98644986449865","46.125"
"3","1","185","342219","86.72286617492097","47.449999999999996"
"4","2","188","521039","91.16945107398568","41.9"
"2","1","187","431052","86.26163108921729","45.675"
"1","1","188","764162","85.1063829787234","45.824999999999996"
"3","1","186","342219","86.77248677248677","47.25"
"2","1","188","431052","86.36613523914238","45.475"
"4","2","189","521039","91.18176364727054","41.675000000000004"
"1","1","189","764162","85.26027397260275","45.625"
"3","1","187","342219","86.86170212765958","47"
"2","1","189","431052","85.83241455347299","45.35"
"4","2","190","521039","91.44062688366486","41.475"
"1","1","190","764162","85.57268722466961","45.4"
"3","1","188","342219","86.56","46.875"
"2","1","190","431052","85.76177285318559","45.125"
"4","2","191","521039","91.33333333333333","41.25"
"1","1","191","764162","85.80110497237568","45.25"
"3","1","189","342219","86.47058823529412","46.75"
"2","1","191","431052","85.71428571428571","44.975"
"4","2","192","521039","91.36253041362531","41.099999999999994"
"1","1","192","764162","85.437430786268","45.15"
"3","1","190","342219","86.21244635193133","46.6"
"2","1","192","431052","85.57853549468976","44.725"
"4","2","193","521039","91.21415497254424","40.975"
"1","1","193","764162","85.24681087077094","45.074999999999996"
"3","1","191","342219","86.38573743922204","46.275"
"2","1","193","431052","86.01240834743373","44.324999999999996"
"4","2","194","521039","91.22160834868018","40.725"
"1","1","194","764162","85.33184606804238","44.824999999999996"
"3","1","192","342219","86.07800650054172","46.150000000000006"
"2","1","194","431052","85.94900849858357","44.125"
"4","2","195","521039","91.01538461538462","40.625"
"1","1","195","764162","85.36995515695067","44.6"
"3","1","193","342219","85.86188145731376","45.975"
"2","1","195","431052","86.20296465222349","43.85"
"4","2","196","521039","90.7911001236094","40.45"
"1","1","196","764162","85.2247191011236","44.5"
"3","1","194","342219","85.69868995633188","45.800000000000004"
"2","1","196","431052","86.15560640732265","43.7"
"4","2","197","521039","90.52044609665427","40.35"
"1","1","197","764162","85.39199097574732","44.324999999999996"
"3","1","195","342219","85.67508232711306","45.550000000000004"
"2","1","197","431052","86.51296829971182","43.375"
"4","2","198","521039","90.36668738346799","40.225"
"1","1","198","764162","85.23755656108597","44.2"
"3","1","196","342219","85.68281938325991","45.4"
"2","1","198","431052","86.47398843930635","43.25"
"4","2","199","521039","90.3990024937656","40.1"
"1","1","199","764162","85.08224617129892","44.074999999999996"
"3","1","197","342219","85.72219147758716","45.175"
"2","1","199","431052","86.46922183507549","43.05"
"4","2","200","521039","90.04383218534753","39.925"
"1","1","200","764162","84.91747296528173","43.925"
"3","1","198","342219","85.88888888888889","45"
"2","1","200","431052","86.27108784176846","42.975"
"4","2","201","521039","90.18867924528303","39.75"
"1","1","201","764162","84.98001142204454","43.775"
"3","1","199","342219","85.69042316258351","44.9"
"2","1","201","431052","86.22300058377115","42.825"
"4","2","202","521039","90.03154574132492","39.625"
"1","1","202","764162","84.95117748420448","43.525000000000006"
"3","1","200","342219","85.48297040759353","44.775"
"4","2","203","521039","90.0632911392405","39.5"
"2","1","202","431052","86.05741066198009","42.675000000000004"
"1","1","203","764162","85.04618937644341","43.3"
"3","1","201","342219","85.49019607843137","44.625"
"4","2","204","521039","89.66391883322765","39.425"
"2","1","203","431052","86.13569321533923","42.375"
"1","1","204","764162","85.3163087637841","43.075"
"4","2","205","521039","89.26302414231257","39.35"
"3","1","202","342219","85.18518518518519","44.55"
"2","1","204","431052","86.25592417061611","42.199999999999996"
"1","1","205","764162","85.05813953488372","43"
"4","2","206","521039","89.53414167198468","39.175"
"3","1","203","342219","85.02252252252252","44.4"
"2","1","205","431052","86.08799048751486","42.05"
"1","1","206","764162","84.92433061699651","42.95"
"4","2","207","521039","89.13043478260869","39.1"
"2","1","206","431052","86.15751789976133","41.9"
"3","1","204","342219","85.19774011299435","44.25"
"1","1","207","764162","85.03798947983636","42.775"
"4","2","208","521039","89.43979394719896","38.824999999999996"
"2","1","207","431052","86.22754491017965","41.75"
"3","1","205","342219","85.01978518937253","44.224999999999994"
"1","1","208","764162","85.19388954171563","42.55"
"4","2","209","521039","89.03932946486138","38.775"
"2","1","208","431052","86.5222623345367","41.55"
"3","1","206","342219","85.16202387720296","43.974999999999994"
"4","2","210","521039","88.94634776987718","38.675"
"1","1","209","764162","85.11518015357353","42.325"
"2","1","209","431052","86.53381642512076","41.4"
"3","1","207","342219","85.23375142531357","43.85"
"4","2","211","521039","88.60103626943005","38.6"
"1","1","210","764162","85.12151748666271","42.175000000000004"
"2","1","210","431052","86.55360387643853","41.275"
"4","2","212","521039","88.671875","38.4"
"3","1","208","342219","85.1915380217267","43.725"
"1","1","211","764162","85.1697438951757","41.975"
"2","1","211","431052","86.39951426836673","41.175"
"4","2","213","521039","88.56956237753103","38.275"
"3","1","209","342219","85.19793459552496","43.575"
"1","1","212","764162","85.20071899340923","41.725"
"2","1","212","431052","86.34978671541744","41.025"
"4","2","214","521039","88.50197109067017","38.05"
"3","1","210","342219","85.385500575374","43.45"
"1","1","213","764162","85.07821901323706","41.55"
"2","1","213","431052","86.55256723716381","40.9"
"4","2","215","521039","88.53754940711462","37.95"
"3","1","211","342219","85.45034642032333","43.3"
"1","1","214","764162","85.0422195416164","41.449999999999996"
"2","1","214","431052","86.67076167076168","40.699999999999996"
"4","2","216","521039","88.49966953073364","37.824999999999996"
"3","1","212","342219","85.4251012145749","43.225"
"1","1","215","764162","85.3244390539721","41.225"
"4","2","217","521039","88.46918489065607","37.724999999999994"
"2","1","215","431052","86.64615384615385","40.625"
"3","1","213","342219","85.37434706906558","43.075"
"1","1","216","764162","85.71428571428571","40.949999999999996"
"4","2","218","521039","88.48202396804261","37.55"
"2","1","216","431052","86.43649815043156","40.550000000000004"
"3","1","214","342219","85.1249273678094","43.025000000000006"
"1","1","217","764162","85.67931456548348","40.849999999999994"
"2","1","217","431052","86.20049504950495","40.400000000000006"
"4","2","219","521039","88.6","37.5"
"3","1","215","342219","84.91555037856727","42.925000000000004"
"1","1","218","764162","85.4601226993865","40.75"
"2","1","218","431052","86.28181253879578","40.275"
"4","2","220","521039","88.8739946380697","37.3"
"3","1","216","342219","84.97076023391813","42.75"
"1","1","219","764162","85.68784700801974","40.525"
"4","2","221","521039","88.7248322147651","37.25"
"2","1","219","431052","86.4713216957606","40.1"
"3","1","217","342219","85.09389671361502","42.6"
"1","1","220","764162","85.77612863327148","40.425"
"4","2","222","521039","89.06144496961512","37.025000000000006"
"2","1","220","431052","86.5372573575454","39.925"
"1","1","221","764162","86.06965174129353","40.2"
"4","2","223","521039","88.96411645226812","36.925000000000004"
"3","1","218","342219","85.08254716981132","42.4"
"2","1","221","431052","86.46947765890496","39.725"
"4","2","224","521039","89.0625","36.8"
"1","1","222","764162","86.41202254226675","39.925"
"3","1","219","342219","85.09757539917209","42.275"
"2","1","222","431052","86.12862547288776","39.65"
"1","1","223","764162","86.65827564505979","39.725"
"4","2","225","521039","89.16155419222905","36.675000000000004"
"3","1","220","342219","84.74777448071217","42.125"
"2","1","223","431052","86.05830164765526","39.45"
"1","1","224","764162","86.97027197975964","39.525"
"4","2","226","521039","89.39082819986311","36.525"
"3","1","221","342219","84.74374255065554","41.949999999999996"
"2","1","224","431052","85.84126984126983","39.375"
"1","1","225","764162","86.68357641090678","39.425"
"4","2","227","521039","89.47730398899587","36.35"
"3","1","222","342219","84.52807646356032","41.85"
"2","1","225","431052","85.96938775510205","39.2"
"1","1","226","764162","86.84879288437102","39.35"
"4","2","228","521039","88.98830006882312","36.325"
"3","1","223","342219","84.41247002398082","41.699999999999996"
"2","1","226","431052","85.97951344430219","39.050000000000004"
"1","1","227","764162","86.98979591836735","39.2"
"4","2","229","521039","89.14246196403873","36.15"
"2","1","227","431052","85.76010262989095","38.975"
"3","1","224","342219","84.38818565400844","41.475"
"1","1","228","764162","86.8925831202046","39.1"
"4","2","230","521039","89.24358084663429","36.025"
"2","1","228","431052","85.72347266881029","38.875"
"3","1","225","342219","84.72727272727273","41.25"
"1","1","229","764162","86.97047496790758","38.95"
"4","2","231","521039","89.23611111111111","36"
"2","1","229","431052","85.79728857327308","38.725"
"3","1","226","342219","84.94820231566118","41.025"
"1","1","230","764162","87.04896907216495","38.800000000000004"
"4","2","232","521039","89.08205841446454","35.949999999999996"
"2","1","230","431052","85.83441138421733","38.65"
"3","1","227","342219","85.14426028238184","40.725"
"1","1","231","764162","87.08844415752098","38.725"
"4","2","233","521039","89.05160390516039","35.85"
"2","1","231","431052","85.76051779935275","38.625"
"3","1","228","342219","85.50277606415793","40.525"
"4","2","234","521039","89.0909090909091","35.75"
"1","1","232","764162","86.9340232858991","38.65"
"2","1","232","431052","85.7050032488629","38.475"
"3","1","229","342219","85.06172839506173","40.5"
"1","1","233","764162","86.84381075826313","38.574999999999996"
"4","2","235","521039","89.13805185704274","35.675000000000004"
"2","1","233","431052","85.79804560260587","38.375"
"3","1","230","342219","85.07739938080495","40.375"
"1","1","234","764162","86.74463937621833","38.475"
"4","2","236","521039","89.11516853932584","35.6"
"2","1","234","431052","86.18205631958088","38.175"
"3","1","231","342219","85.04962779156328","40.300000000000004"
"1","1","235","764162","86.65364583333334","38.4"
"4","2","237","521039","89.21775898520085","35.475"
"2","1","235","431052","86.19329388560158","38.025"
"3","1","232","342219","85.47381546134663","40.1"
"4","2","238","521039","89.26553672316385","35.4"
"1","1","236","764162","86.48825065274151","38.3"
"2","1","236","431052","86.10013175230566","37.95"
"4","2","239","521039","89.24274593064402","35.325"
"1","1","237","764162","86.40522875816994","38.25"
"3","1","233","342219","85.60700876095119","39.95"
"2","1","237","431052","86.47214854111405","37.7"
"4","2","240","521039","89.21985815602837","35.25"
"1","1","238","764162","86.13472858077175","38.224999999999994"
"3","1","234","342219","85.75909661229612","39.85"
"2","1","238","431052","86.42714570858283","37.574999999999996"
"4","2","241","521039","89.13352272727273","35.199999999999996"
"1","1","239","764162","86.34274458305975","38.074999999999996"
"3","1","235","342219","85.55276381909547","39.800000000000004"
"4","2","242","521039","89.30862437633643","35.075"
"2","1","239","431052","86.54230512991339","37.525"
"1","1","240","764162","86.43844634628046","37.974999999999994"
"3","1","236","342219","85.5072463768116","39.675"
"4","2","243","521039","89.42857142857143","35"
"1","1","241","764162","86.45970937912814","37.85"
"2","1","240","431052","86.49732620320856","37.4"
"3","1","237","342219","85.47979797979798","39.6"
"2","1","241","431052","86.47019423978567","37.325"
"1","1","242","764162","86.30952380952381","37.8"
"4","2","244","521039","89.19885550786837","34.949999999999996"
"3","1","238","342219","85.26249209361164","39.525"
"1","1","243","764162","86.28230616302187","37.724999999999994"
"4","2","245","521039","89.17562724014337","34.875"
"2","1","242","431052","86.6263440860215","37.2"
"3","1","239","342219","85.52380952380952","39.375"
"4","2","246","521039","89.35251798561151","34.75"
"2","1","243","431052","86.8013468013468","37.125"
"1","1","244","764162","86.0079575596817","37.7"
"3","1","240","342219","85.70516911295469","39.175"
"4","2","247","521039","89.32178932178932","34.65"
"2","1","244","431052","86.45552560646901","37.1"
"1","1","245","764162","85.71428571428571","37.625"
"3","1","241","342219","85.78745198463508","39.050000000000004"
"4","2","248","521039","89.2831281679942","34.525"
"2","1","245","431052","86.43724696356276","37.05"
"1","1","246","764162","85.61917443408788","37.55"
"3","1","242","342219","85.75096277278563","38.95"
"4","2","249","521039","89.13043478260869","34.5"
"1","1","247","764162","85.64753004005341","37.45"
"2","1","246","431052","86.45903859174001","36.925000000000004"
"3","1","243","342219","85.53984575835476","38.9"
"4","2","250","521039","89.10675381263616","34.425"
"1","1","248","764162","85.90604026845638","37.25"
"2","1","247","431052","86.743711760707","36.775000000000006"
"3","1","244","342219","85.63144329896907","38.800000000000004"
"4","2","251","521039","89.07501820830298","34.325"
"1","1","249","764162","86.18598382749326","37.1"
"2","1","248","431052","86.84389911383776","36.675000000000004"
"3","1","245","342219","85.70504527813712","38.65"
"4","2","252","521039","89.20495988329687","34.275"
"2","1","249","431052","86.80792891319207","36.575"
"1","1","250","764162","86.44986449864498","36.9"
"3","1","246","342219","85.84415584415585","38.5"
"4","2","253","521039","89.1891891891892","34.225"
"2","1","250","431052","87.02814001372684","36.425000000000004"
"1","1","251","764162","86.48097826086956","36.8"
"4","2","254","521039","89.29618768328446","34.1"
"3","1","247","342219","85.79804560260587","38.375"
"2","1","251","431052","87.07015130674003","36.35"
"1","1","252","764162","86.62116040955632","36.625"
"4","2","255","521039","89.10963944076526","33.975"
"3","1","248","342219","86.05108055009823","38.175"
"2","1","252","431052","86.9655172413793","36.25"
"1","1","253","764162","86.72142368240931","36.525"
"4","2","256","521039","89.0117994100295","33.900000000000006"
"3","1","249","342219","86.08010505581089","38.074999999999996"
"2","1","253","431052","87.00760193503801","36.175000000000004"
"1","1","254","764162","86.89087165408374","36.425000000000004"
"4","2","257","521039","89.13525498891353","33.825"
"3","1","250","342219","86.11842105263158","38"
"2","1","254","431052","87.23994452149792","36.05"
"1","1","255","764162","86.94158075601375","36.375"
"4","2","258","521039","88.89711324944486","33.775"
"2","1","255","431052","87.08333333333333","36"
"3","1","251","342219","86.12945838837517","37.85"
"1","1","256","764162","87.06125258086718","36.325"
"4","2","259","521039","88.79821958456974","33.7"
"2","1","256","431052","86.99582753824757","35.949999999999996"
"3","1","252","342219","86.03573792190602","37.775"
"1","1","257","764162","87.21492743607465","36.175000000000004"
"4","2","260","521039","88.78157503714709","33.650000000000006"
"2","1","257","431052","87.02928870292888","35.85"
"1","1","258","764162","87.32686980609418","36.1"
"3","1","253","342219","85.98937583001329","37.65"
"4","2","261","521039","88.75651526433359","33.575"
"2","1","258","431052","87.12386284114766","35.725"
"1","1","259","764162","87.48261474269819","35.949999999999996"
"3","1","254","342219","86.05737158105403","37.475"
"4","2","262","521039","88.88059701492537","33.5"
"1","1","260","764162","87.40431454418929","35.925000000000004"
"2","1","259","431052","87.35066760365426","35.575"
"3","1","255","342219","86.22073578595317","37.375"
"4","2","263","521039","88.85564697083022","33.425"
"2","1","260","431052","87.57939308398024","35.425000000000004"
"1","1","261","764162","87.29050279329608","35.8"
"3","1","256","342219","86.31790744466801","37.275000000000006"
"4","2","264","521039","88.91385767790261","33.375"
"1","1","262","764162","87.38612473721093","35.675000000000004"
"2","1","261","431052","87.42937853107344","35.4"
"3","1","257","342219","86.2323707186031","37.225"
"4","2","265","521039","89.03080390683697","33.275"
"1","1","263","764162","87.6143560872625","35.525"
"2","1","262","431052","87.58865248226951","35.25"
"3","1","258","342219","86.14660390047074","37.175000000000004"
"4","2","266","521039","89.29110105580695","33.15"
"1","1","264","764162","87.72919605077574","35.449999999999996"
"2","1","263","431052","87.62446657183499","35.15"
"3","1","259","342219","86.12794612794613","37.125"
"4","2","267","521039","89.28301886792453","33.125"
"2","1","264","431052","87.53561253561254","35.099999999999994"
"1","1","265","764162","87.6944837340877","35.35"
"3","1","260","342219","86.40973630831643","36.975"
"4","2","268","521039","89.46171341925702","32.975"
"2","1","265","431052","87.45545260156807","35.075"
"1","1","266","764162","87.74787535410765","35.3"
"3","1","261","342219","86.50847457627118","36.875"
"4","2","269","521039","89.37784522003035","32.95"
"2","1","266","431052","87.41958541815582","34.975"
"1","1","267","764162","87.98008534850639","35.15"
"3","1","262","342219","86.72566371681415","36.725"
"4","2","270","521039","89.92366412213741","32.75"
"2","1","267","431052","87.32091690544412","34.9"
"1","1","268","764162","88.28571428571429","35"
"4","2","271","521039","90.0459418070444","32.65"
"3","1","263","342219","86.74863387978142","36.6"
"2","1","268","431052","87.55395683453237","34.75"
"1","1","269","764162","88.52223816355811","34.849999999999994"
"4","2","272","521039","89.87730061349694","32.6"
"3","1","264","342219","86.79890560875513","36.55"
"2","1","269","431052","87.59018759018758","34.65"
"1","1","270","764162","88.76080691642652","34.699999999999996"
"4","2","273","521039","90.15384615384615","32.5"
"3","1","265","342219","86.91780821917808","36.5"
"1","1","271","764162","88.8647866955893","34.575"
"2","1","270","431052","87.5","34.599999999999994"
"4","2","274","521039","89.98459167950693","32.45"
"3","1","266","342219","87.01923076923077","36.4"
"1","1","272","764162","88.91304347826086","34.5"
"2","1","271","431052","87.80841799709724","34.449999999999996"
"4","2","275","521039","89.82266769468004","32.425"
"3","1","267","342219","87.19889883000688","36.325"
"1","1","273","764162","89.16363636363637","34.375"
"2","1","272","431052","87.77292576419214","34.35"
"4","2","276","521039","89.82266769468004","32.425"
"3","1","268","342219","87.18125430737422","36.275"
"1","1","274","764162","89.28571428571429","34.300000000000004"
"2","1","273","431052","88.08479532163743","34.2"
"4","2","277","521039","90.21739130434783","32.2"
"3","1","269","342219","87.28403593642018","36.175000000000004"
"1","1","275","764162","89.48137326515705","34.225"
"2","1","274","431052","88.2051282051282","34.125"
"4","2","278","521039","90.42801556420234","32.125"
"3","1","270","342219","87.52598752598753","36.075"
"1","1","276","764162","89.60468521229869","34.150000000000006"
"2","1","275","431052","88.31741366642176","34.025"
"4","2","279","521039","90.49103663289166","32.074999999999996"
"3","1","271","342219","87.63029881862404","35.975"
"1","1","277","764162","89.91905813097866","33.975"
"2","1","276","431052","88.49557522123894","33.900000000000006"
"4","2","280","521039","90.55425448868071","32.025"
"3","1","272","342219","87.60445682451254","35.9"
"1","1","278","764162","90.16272189349112","33.800000000000004"
"2","1","277","431052","88.68343195266272","33.800000000000004"
"4","2","281","521039","90.61032863849765","31.95"
"3","1","273","342219","87.51743375174338","35.85"
"1","1","279","764162","90.22222222222223","33.75"
"2","1","278","431052","88.5925925925926","33.75"
"4","2","282","521039","90.8235294117647","31.874999999999996"
"1","1","280","764162","89.97772828507794","33.675"
"3","1","274","342219","87.56114605171209","35.775"
"2","1","279","431052","88.51000741289845","33.725"
"4","2","283","521039","90.88766692851532","31.825"
"3","1","275","342219","87.59635599159074","35.675000000000004"
"1","1","281","764162","89.94787788533135","33.575"
"2","1","280","431052","88.55018587360594","33.625"
"4","2","284","521039","90.71597167584578","31.775"
"1","1","282","764162","90.00745712155108","33.525"
"3","1","276","342219","87.84258608573437","35.575"
"2","1","281","431052","88.59910581222057","33.550000000000004"
"4","2","285","521039","90.93059936908517","31.7"
"3","1","277","342219","87.89584799437016","35.525"
"1","1","283","764162","90.00745712155108","33.525"
"2","1","282","431052","88.71449925261584","33.45"
"4","2","286","521039","91.06719367588933","31.624999999999996"
"1","1","284","764162","90.14189693801345","33.475"
"2","1","283","431052","88.76404494382022","33.375"
"3","1","278","342219","87.87023977433005","35.449999999999996"
"4","2","287","521039","90.98101265822784","31.6"
"1","1","285","764162","90.3370786516854","33.375"
"2","1","284","431052","88.75562218890555","33.35"
"3","1","279","342219","87.85310734463276","35.4"
"4","2","288","521039","91.0459587955626","31.55"
"1","1","286","764162","90.32983508245877","33.35"
"2","1","285","431052","88.94736842105263","33.25"
"3","1","280","342219","87.773851590106","35.375"
"4","2","289","521039","91.40127388535032","31.4"
"1","1","287","764162","90.31531531531532","33.300000000000004"
"2","1","286","431052","88.93905191873588","33.225"
"3","1","281","342219","87.81869688385268","35.3"
"4","2","290","521039","91.47410358565737","31.374999999999996"
"1","1","288","764162","90.30803906836965","33.275"
"2","1","287","431052","89.00602409638554","33.2"
"3","1","282","342219","87.73919206236711","35.275"
"4","2","291","521039","91.38068635275339","31.324999999999996"
"1","1","289","764162","90.36869826937547","33.225"
"2","1","288","431052","88.99773926149209","33.175"
