"BehaviorSpace results (NetLogo 3D 6.1.0)"
"ABM-working-10-stochastic.nlogo3D"
"NinaExploPerturbMonoPhagoEff"
"01/25/2022 11:19:54:980 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-49","49","-49","49"
"[run number]","gui-mono-phago-eff","[step]","getSeed","getViability","getRemainingCellRatio"
"6","2","36","679898","86.70490093847758","95.89999999999999"
"7","4","31","642686","90.29458179905313","95.05"
"8","4","29","89794","89.51194184839044","96.3"
"5","2","39","588233","85.37289915966386","95.19999999999999"
"6","2","37","679898","86.23301985370951","95.7"
"7","4","32","642686","89.96047430830039","94.875"
"8","4","30","89794","89.09989594172737","96.1"
"5","2","40","588233","85.19200420831142","95.05"
"6","2","38","679898","85.84880983520794","95.575"
"7","4","33","642686","89.78891820580475","94.75"
"8","4","31","89794","89.10942804909898","95.72500000000001"
"5","2","41","588233","85.15583729529847","94.65"
"6","2","39","679898","85.65810173046671","95.35"
"7","4","34","642686","89.52934955050237","94.55"
"8","4","32","89794","88.824914943732","95.525"
"5","2","42","588233","85.01852832186341","94.45"
"6","2","40","679898","85.19296403255447","95.22500000000001"
"7","4","35","642686","89.28950159066808","94.3"
"8","4","33","89794","88.83928571428571","95.19999999999999"
"5","2","43","588233","84.6990188278971","94.27499999999999"
"6","2","41","679898","85.02631578947368","95"
"7","4","36","642686","88.96863370547581","94.05"
"8","4","34","89794","88.66930171277997","94.875"
"5","2","44","588233","84.56019133669945","94.075"
"6","2","42","679898","84.82849604221636","94.75"
"7","4","37","642686","88.69079297498669","93.95"
"8","4","35","89794","88.50118953211737","94.575"
"5","2","45","588233","84.30170575692964","93.8"
"6","2","43","679898","84.71303887860354","94.525"
"7","4","38","642686","88.61333333333333","93.75"
"5","2","46","588233","84.22317138280833","93.65"
"8","4","36","89794","88.33819241982506","94.325"
"6","2","44","679898","84.48687350835323","94.27499999999999"
"7","4","39","642686","88.31863138198342","93.525"
"5","2","47","588233","84.01069518716578","93.5"
"8","4","37","89794","88.11802232854863","94.05"
"6","2","45","679898","84.42317916002126","94.05"
"7","4","40","642686","88.22108934800107","93.175"
"5","2","48","588233","83.70846730975349","93.30000000000001"
"8","4","38","89794","88.00639658848614","93.8"
"6","2","46","679898","84.20772303595207","93.875"
"7","4","41","642686","87.91711517761034","92.9"
"5","2","49","588233","83.50349274583557","93.05"
"8","4","39","89794","87.92412503339567","93.575"
"6","2","47","679898","84.00961025093433","93.65"
"5","2","50","588233","83.17178244480344","92.85"
"7","4","42","642686","87.57412398921834","92.75"
"8","4","40","89794","87.95600858369099","93.2"
"6","2","48","679898","83.78378378378379","93.425"
"5","2","51","588233","82.97355639503508","92.65"
"7","4","43","642686","87.45945945945945","92.5"
"8","4","41","89794","87.86982248520711","92.95"
"6","2","49","679898","83.47196136302657","93.175"
"5","2","52","588233","82.59929748716563","92.525"
"7","4","44","642686","87.19198483617654","92.325"
"8","4","42","89794","87.59104397086594","92.675"
"6","2","50","679898","83.41410877759827","92.85"
"5","2","53","588233","82.53452477660439","92.325"
"7","4","45","642686","86.87856560717196","92.025"
"8","4","43","89794","87.31403840952123","92.425"
"6","2","51","679898","83.15761016490943","92.475"
"5","2","54","588233","82.38327904451683","92.10000000000001"
"7","4","46","642686","86.54317624625443","91.77499999999999"
"8","4","44","89794","87.15447154471545","92.25"
"6","2","52","679898","82.77356446370531","92.30000000000001"
"5","2","55","588233","82.28571428571428","91.875"
"7","4","47","642686","86.36612021857924","91.5"
"8","4","45","89794","87.13625237965734","91.925"
"6","2","53","679898","82.69961977186313","92.05"
"5","2","56","588233","82.19252795200437","91.675"
"7","4","48","642686","86.38356164383562","91.25"
"8","4","46","89794","86.89730318714247","91.77499999999999"
"6","2","54","679898","82.50816104461371","91.9"
"5","2","57","588233","81.90762503416234","91.475"
"7","4","49","642686","86.37864611997799","90.85"
"8","4","47","89794","86.8673050615595","91.375"
"6","2","55","679898","82.14772417552466","91.725"
"5","2","58","588233","81.72602739726027","91.25"
"7","4","50","642686","86.21070049641479","90.64999999999999"
"8","4","48","89794","86.61546900713111","91.14999999999999"
"6","2","56","679898","81.49563318777294","91.60000000000001"
"5","2","59","588233","81.48860203240868","91.025"
"7","4","51","642686","85.79325594250967","90.45"
"8","4","49","89794","86.47608576140736","90.95"
"5","2","60","588233","81.31021194605009","90.825"
"6","2","57","679898","81.19190814652816","91.45"
"7","4","52","642686","85.72220682007207","90.17500000000001"
"5","2","61","588233","81.13623827909542","90.64999999999999"
"6","2","58","679898","80.85456039441249","91.27499999999999"
"8","4","50","89794","86.23827909542196","90.64999999999999"
"7","4","53","642686","85.52777777777779","90"
"5","2","62","588233","81.03018554417059","90.275"
"6","2","59","679898","80.66465256797582","91.025"
"8","4","51","89794","86.16108497093828","90.325"
"7","4","54","642686","85.41957067187064","89.67500000000001"
"5","2","63","588233","80.62812673707616","89.95"
"6","2","60","679898","80.41861746075462","90.77499999999999"
"8","4","52","89794","85.98390230363586","90.075"
"7","4","55","642686","85.0600390952248","89.525"
"5","2","64","588233","80.50682261208577","89.775"
"6","2","61","679898","80.40895274937829","90.47500000000001"
"8","4","53","89794","85.71428571428571","89.775"
"7","4","56","642686","84.88664987405542","89.325"
"5","2","65","588233","80.25655326268823","89.64999999999999"
"6","2","62","679898","80.34377599112837","90.17500000000001"
"8","4","54","89794","85.6663872590109","89.47500000000001"
"7","4","57","642686","84.57431862882832","88.97500000000001"
"5","2","66","588233","79.87702627166014","89.45"
"6","2","63","679898","80.20022246941045","89.9"
"8","4","55","89794","85.62622583356682","89.225"
"5","2","67","588233","79.75322490185081","89.14999999999999"
"7","4","58","642686","84.45698166431593","88.625"
"6","2","64","679898","80.09478672985783","89.67500000000001"
"8","4","56","89794","85.32058492688414","88.9"
"5","2","68","588233","79.54992967651195","88.875"
"7","4","59","642686","84.22391857506362","88.425"
"6","2","65","679898","79.84344422700586","89.425"
"8","4","57","89794","85.04092576912221","88.575"
"5","2","69","588233","79.55442752397067","88.64999999999999"
"7","4","60","642686","84.13871517907903","87.94999999999999"
"6","2","66","679898","79.59069245864873","89.17500000000001"
"8","4","58","89794","85.14318117380209","88.175"
"5","2","70","588233","79.60396039603961","88.375"
"7","4","61","642686","84.15191319246145","87.55"
"6","2","67","679898","79.34232715008432","88.94999999999999"
"8","4","59","89794","85.11243951038998","87.825"
"5","2","71","588233","79.57325746799431","87.875"
"7","4","62","642686","84.10786001147447","87.15"
"6","2","68","679898","79.0468133107727","88.64999999999999"
"8","4","60","89794","85.03712164477442","87.55"
"5","2","72","588233","79.6116504854369","87.55"
"7","4","63","642686","84.24085278017863","86.775"
"6","2","69","679898","78.96522476675149","88.425"
"8","4","61","89794","84.84674878258379","87.275"
"5","2","73","588233","79.49526813880126","87.175"
"7","4","64","642686","84.23488573908013","86.425"
"6","2","70","679898","78.95035460992908","88.125"
"8","4","62","89794","84.84761357101782","86.95"
"5","2","74","588233","79.58537287647567","86.825"
"7","4","65","642686","84.00580551523947","86.125"
"6","2","71","679898","78.92938496583145","87.8"
"5","2","75","588233","79.70469021424435","86.35000000000001"
"8","4","63","89794","84.7863741339492","86.6"
"7","4","66","642686","84.00933761307266","85.675"
"6","2","72","679898","78.80605541273921","87.52499999999999"
"5","2","76","588233","79.53420669577875","85.875"
"8","4","64","89794","84.46180555555556","86.4"
"6","2","73","679898","78.78440366972477","87.2"
"7","4","67","642686","84.14419695193435","85.3"
"5","2","77","588233","79.52617724480842","85.475"
"8","4","65","89794","84.33594885207788","86.02499999999999"
"6","2","74","679898","78.73629544143105","86.65"
"7","4","68","642686","84.22137179864586","84.925"
"5","2","78","588233","79.68244633931197","85.02499999999999"
"6","2","75","679898","78.35410026079397","86.275"
"8","4","66","89794","84.30113802159323","85.675"
"7","4","69","642686","84.28824571766096","84.65"
"5","2","79","588233","79.73372781065089","84.5"
"6","2","76","679898","78.47141190198367","85.7"
"8","4","67","89794","84.46203459396071","85.275"
"7","4","70","642686","84","84.375"
"5","2","80","588233","79.79767926212436","84.025"
"6","2","77","679898","78.57561547479484","85.3"
"7","4","71","642686","84.33591423466349","83.95"
"8","4","68","89794","84.65390279823269","84.875"
"5","2","81","588233","79.92220227408737","83.55"
"6","2","78","679898","78.64306784660768","84.75"
"7","4","72","642686","84.49101796407186","83.5"
"8","4","69","89794","84.46285883397455","84.475"
"5","2","82","588233","79.81954887218045","83.125"
"6","2","79","679898","78.50994360344316","84.22500000000001"
"7","4","73","642686","84.68251579897684","83.075"
"8","4","70","89794","84.40285204991088","84.15"
"5","2","83","588233","79.68561064087062","82.69999999999999"
"6","2","80","679898","78.80418535127055","83.625"
"7","4","74","642686","84.62700090607068","82.775"
"8","4","71","89794","84.33303491495077","83.775"
"5","2","84","588233","79.62906658558833","82.22500000000001"
"6","2","81","679898","78.78423111646103","83.075"
"7","4","75","642686","84.91484184914842","82.19999999999999"
"5","2","85","588233","79.64493419038874","81.675"
"8","4","72","89794","84.53917742419694","83.275"
"6","2","82","679898","78.97606785822478","82.525"
"7","4","76","642686","84.92815652705595","81.77499999999999"
"5","2","86","588233","79.82753310748383","81.175"
"8","4","73","89794","84.29776974080771","82.95"
"6","2","83","679898","79.26829268292683","82"
"5","2","87","588233","79.96899224806202","80.625"
"7","4","77","642686","84.88014751075599","81.35"
"8","4","74","89794","84.29176755447942","82.6"
"6","2","84","679898","79.39914163090128","81.55"
"5","2","88","588233","80.09375","80"
"7","4","78","642686","84.86252703120172","80.925"
"8","4","75","89794","84.22174840085287","82.075"
"6","2","85","679898","79.60506016661523","81.025"
"5","2","89","588233","80.44780826237779","79.27499999999999"
"7","4","79","642686","85.05138586110246","80.27499999999999"
"8","4","76","89794","84.43627450980392","81.6"
"6","2","86","679898","79.91293532338308","80.4"
"5","2","90","588233","80.56615776081425","78.60000000000001"
"7","4","80","642686","85.26645768025078","79.75"
"8","4","77","89794","84.59167950693374","81.125"
"6","2","87","679898","80.40816326530611","79.625"
"5","2","91","588233","80.71863971767725","77.925"
"7","4","81","642686","85.49810844892812","79.3"
"8","4","78","89794","84.74418604651163","80.625"
"6","2","88","679898","80.5889803673211","78.95"
"5","2","92","588233","81.08195659216068","77.17500000000001"
"7","4","82","642686","85.85954877661266","78.675"
"8","4","79","89794","84.7927703334372","80.22500000000001"
"5","2","93","588233","81.28062724599803","76.525"
"6","2","89","679898","81.06811640550048","78.175"
"7","4","83","642686","86.18484170131117","78.175"
"8","4","80","89794","85.05494505494505","79.625"
"5","2","94","588233","81.72504957038996","75.64999999999999"
"6","2","90","679898","81.27014829142489","77.55"
"7","4","84","642686","86.09143593045718","77.64999999999999"
"8","4","81","89794","85.01422699968384","79.07499999999999"
"5","2","95","588233","82.1917808219178","74.825"
"6","2","91","679898","81.65526230042359","76.725"
"7","4","85","642686","86.47421342847875","77.075"
"8","4","82","89794","85.25007964319848","78.475"
"5","2","96","588233","82.70270270270271","74"
"6","2","92","679898","82.16875411997363","75.85"
"7","4","86","642686","86.99639698657059","76.325"
"5","2","97","588233","83.37316490269716","73.225"
"8","4","83","89794","85.45746388443017","77.875"
"6","2","93","679898","82.45088245088245","75.075"
"5","2","98","588233","83.787512935495","72.475"
"7","4","87","642686","87.15323645970938","75.7"
"8","4","84","89794","85.78352180936996","77.375"
"6","2","94","679898","83.20971004720163","74.15"
"5","2","99","588233","84.26573426573427","71.5"
"7","4","88","642686","87.37087637454182","75.02499999999999"
"6","2","95","679898","83.64565587734242","73.375"
"8","4","85","89794","85.96091205211727","76.75"
"5","2","100","588233","84.6235418875928","70.72500000000001"
"7","4","89","642686","87.76881720430107","74.4"
"6","2","96","679898","84.06896551724138","72.5"
"8","4","86","89794","86.24425476034143","76.14999999999999"
"5","2","101","588233","85.34575420996059","69.77499999999999"
"7","4","90","642686","87.79661016949153","73.75"
"6","2","97","679898","84.83577917540181","71.55"
"8","4","87","89794","86.40423420443268","75.575"
"5","2","102","588233","86.18181818181819","68.75"
"7","4","91","642686","88.1408065618592","73.15"
"6","2","98","679898","85.45132743362832","70.625"
"8","4","88","89794","86.6822429906542","74.9"
"5","2","103","588233","86.63967611336032","67.925"
"7","4","92","642686","88.32644628099173","72.6"
"6","2","99","679898","85.80114449213163","69.89999999999999"
"8","4","89","89794","87.003367003367","74.25"
"5","2","104","588233","87.41128128502055","66.925"
"7","4","93","642686","88.32293832293833","72.15"
"6","2","100","679898","86.30285507770148","69.175"
"8","4","90","89794","87.36842105263159","73.625"
"5","2","105","588233","88.13751416698149","66.175"
"7","4","94","642686","88.6093640810622","71.55"
"6","2","101","679898","86.81519357195033","68.45"
"5","2","106","588233","88.58778625954199","65.5"
"8","4","91","89794","87.54704071159767","73.075"
"7","4","95","642686","88.881069669247","71.05"
"6","2","102","679898","87.5323714391417","67.575"
"5","2","107","588233","89.05165767154973","64.85"
"8","4","92","89794","87.85788202828562","72.475"
"7","4","96","642686","88.97163120567376","70.5"
"6","2","103","679898","88.061377245509","66.8"
"5","2","108","588233","89.55572876071707","64.14999999999999"
"8","4","93","89794","88.33159177986765","71.775"
"6","2","104","679898","88.53575482406356","66.07499999999999"
"7","4","97","642686","89.13509649749821","69.95"
"5","2","109","588233","90.20070838252656","63.525"
"8","4","94","89794","88.59248859248859","71.22500000000001"
"6","2","105","679898","89.10133843212236","65.375"
"7","4","98","642686","89.41684665226782","69.45"
"5","2","110","588233","90.85850556438791","62.9"
"8","4","95","89794","88.8928192430138","70.675"
"6","2","106","679898","89.61389961389962","64.75"
"5","2","111","588233","91.2625250501002","62.375"
"7","4","99","642686","89.60755813953489","68.8"
"8","4","96","89794","89.01569186875892","70.1"
"6","2","107","679898","90.01560062402496","64.1"
"5","2","112","588233","91.7104731095835","61.824999999999996"
"7","4","100","642686","90.26451138868478","68.05"
"6","2","108","679898","90.42553191489363","63.449999999999996"
"8","4","97","89794","89.32422717469446","69.55"
"5","2","113","588233","92.00978393803506","61.324999999999996"
"7","4","101","642686","90.47795479807336","67.475"
"5","2","114","588233","92.42486620008233","60.724999999999994"
"6","2","109","679898","90.86213746523639","62.925"
"8","4","98","89794","89.93824918270977","68.825"
"7","4","102","642686","91.01123595505618","66.75"
"5","2","115","588233","92.809642560266","60.150000000000006"
"6","2","110","679898","91.19647859143657","62.475"
"8","4","99","89794","90.24926686217009","68.2"
"7","4","103","642686","91.37996219281663","66.125"
"5","2","116","588233","93.04566401340595","59.675"
"6","2","111","679898","91.63636363636364","61.875"
"8","4","100","89794","90.46563192904657","67.65"
"7","4","104","642686","91.87022900763358","65.5"
"5","2","117","588233","93.36993243243244","59.199999999999996"
"6","2","112","679898","91.93154034229829","61.35"
"8","4","101","89794","90.57025717480433","67.07499999999999"
"7","4","105","642686","92.23076923076923","65"
"5","2","118","588233","93.57720119098256","58.775"
"6","2","113","679898","92.20672682526661","60.95"
"8","4","102","89794","91.07344632768361","66.375"
"7","4","106","642686","92.3702556158017","64.55"
"5","2","119","588233","93.87580299785867","58.375"
"6","2","114","679898","92.67687215556475","60.425"
"8","4","103","89794","91.48612694792855","65.77499999999999"
"7","4","107","642686","92.80406726632773","63.925"
"5","2","120","588233","94.22164726175075","57.975"
"6","2","115","679898","93.08045018757815","59.975"
"8","4","104","89794","91.72413793103448","65.25"
"7","4","108","642686","93.16205533596838","63.24999999999999"
"5","2","121","588233","94.11510168758113","57.775"
"6","2","116","679898","93.12368972746332","59.62499999999999"
"7","4","109","642686","93.22709163346613","62.74999999999999"
"8","4","105","89794","92.18266253869969","64.60000000000001"
"5","2","122","588233","94.25087108013938","57.4"
"6","2","117","679898","93.44608879492601","59.12500000000001"
"7","4","110","642686","93.26923076923077","62.4"
"8","4","106","89794","92.87392325763508","63.849999999999994"
"5","2","123","588233","94.25438596491227","56.99999999999999"
"6","2","118","679898","93.8219002982531","58.675"
"7","4","111","642686","93.34677419354838","62"
"8","4","107","89794","92.67139479905437","63.449999999999996"
"5","2","124","588233","94.60415745245466","56.525000000000006"
"6","2","119","679898","93.65623660522931","58.325"
"7","4","112","642686","93.50385708485587","61.575"
"5","2","125","588233","94.9288256227758","56.2"
"8","4","108","89794","92.89118347895155","62.949999999999996"
"6","2","120","679898","93.81755296152183","57.825"
"5","2","126","588233","95.08050089445437","55.900000000000006"
"7","4","113","642686","93.70657948508378","61.175000000000004"
"8","4","109","89794","93.42158042519053","62.324999999999996"
"6","2","121","679898","94.07407407407408","57.375"
"5","2","127","588233","94.91677912730545","55.574999999999996"
"7","4","114","642686","94.25619834710743","60.5"
"8","4","110","89794","93.60323886639677","61.75000000000001"
"6","2","122","679898","94.24681598594643","56.925000000000004"
"5","2","128","588233","95.32879818594104","55.125"
"7","4","115","642686","94.47215295095594","60.150000000000006"
"8","4","111","89794","94","61.25000000000001"
"6","2","123","679898","94.51327433628319","56.49999999999999"
"5","2","129","588233","95.43795620437956","54.800000000000004"
"7","4","116","642686","94.48391140827414","59.824999999999996"
"8","4","112","89794","94.16358405260995","60.824999999999996"
"6","2","124","679898","94.77911646586345","56.025000000000006"
"5","2","130","588233","95.54637281910009","54.449999999999996"
"7","4","117","642686","94.62636439966414","59.550000000000004"
"8","4","113","89794","94.72591362126246","60.199999999999996"
"6","2","125","679898","95.13732552904098","55.525000000000006"
"5","2","131","588233","95.79482439926062","54.1"
"7","4","118","642686","94.80793583790629","59.22500000000001"
"6","2","126","679898","95.51223934723481","55.15"
"8","4","114","89794","94.81605351170569","59.8"
"5","2","132","588233","95.8974358974359","53.625"
"7","4","119","642686","95.07012324691883","58.825"
"6","2","127","679898","95.62443026435734","54.85"
"5","2","133","588233","96.19539689995304","53.225"
"8","4","115","89794","94.78772593526692","59.475"
"7","4","120","642686","95.04908237302604","58.575"
"5","2","134","588233","96.21032685930838","52.775000000000006"
"6","2","128","679898","95.82185491276401","54.449999999999996"
"8","4","116","89794","94.46088794926004","59.12500000000001"
"7","4","121","642686","94.89927132447492","58.325"
"5","2","135","588233","96.56488549618321","52.400000000000006"
"6","2","129","679898","95.83911234396672","54.074999999999996"
"8","4","117","89794","94.53691848058045","58.575"
"7","4","122","642686","95.04310344827587","57.99999999999999"
"5","2","136","588233","96.6890595009597","52.1"
"6","2","130","679898","96.27733829688228","53.725"
"8","4","118","89794","94.66437177280551","58.099999999999994"
"7","4","123","642686","95.26704298740772","57.574999999999996"
"5","2","137","588233","96.6281310211946","51.9"
"6","2","131","679898","96.39513108614233","53.400000000000006"
"8","4","119","89794","94.88291413703382","57.65"
"7","4","124","642686","95.37723506323593","57.325"
"5","2","138","588233","96.61835748792271","51.74999999999999"
"6","2","132","679898","96.23883403855194","53.175"
"8","4","120","89794","95.19440803844473","57.225"
"5","2","139","588233","96.8415937803693","51.449999999999996"
"7","4","125","642686","95.82601054481546","56.89999999999999"
"6","2","133","679898","96.49787032654993","52.825"
"8","4","121","89794","95.12302284710017","56.89999999999999"
"5","2","140","588233","97.11209006363191","51.075"
"7","4","126","642686","95.67901234567901","56.699999999999996"
"6","2","134","679898","96.66666666666667","52.5"
"8","4","122","89794","95.26967285587975","56.55"
"5","2","141","588233","97.1990171990172","50.875"
"7","4","127","642686","95.78713968957871","56.375"
"6","2","135","679898","96.8809980806142","52.1"
"8","4","123","89794","95.45454545454545","56.10000000000001"
"5","2","142","588233","97.43336623889437","50.64999999999999"
"7","4","128","642686","96.02501116569897","55.974999999999994"
"6","2","136","679898","96.72447013487476","51.9"
"5","2","143","588233","97.13155291790306","50.55"
"8","4","124","89794","95.51770506499328","55.775"
"6","2","137","679898","96.90072639225181","51.625"
"7","4","129","642686","96.08636977058029","55.574999999999996"
"5","2","144","588233","97.21946375372393","50.349999999999994"
"8","4","125","89794","95.63063063063063","55.50000000000001"
"6","2","138","679898","96.64396887159533","51.4"
"7","4","130","642686","96.20081411126186","55.275"
"5","2","145","588233","96.61523145843704","50.224999999999994"
"8","4","126","89794","95.7427536231884","55.2"
"6","2","139","679898","96.5736661771904","51.075"
"7","4","131","642686","96.13987284287012","55.05"
"5","2","146","588233","96.44822411205602","49.975"
"8","4","127","89794","95.84854014598541","54.800000000000004"
"6","2","140","679898","96.8457368161656","50.724999999999994"
"5","2","147","588233","96.48064353946707","49.725"
"7","4","132","642686","96.08378870673953","54.900000000000006"
"8","4","128","89794","96.13970588235294","54.400000000000006"
"6","2","141","679898","96.88273132112816","50.525"
"5","2","148","588233","96.50986342943855","49.425000000000004"
"7","4","133","642686","96.02012808783165","54.65"
"6","2","142","679898","97.0193740685544","50.324999999999996"
"8","4","129","89794","96.1218836565097","54.15"
"5","2","149","588233","96.49923896499239","49.275000000000006"
"7","4","134","642686","96.00183823529412","54.400000000000006"
"6","2","143","679898","97.0074812967581","50.125"
"5","2","150","588233","96.53238143804181","49.025"
"8","4","130","89794","96.47331786542924","53.87499999999999"
"7","4","135","642686","96.07752653437933","54.175"
"6","2","144","679898","97.09273182957394","49.875"
"5","2","151","588233","96.36456733230926","48.825"
"8","4","131","89794","96.68688754083061","53.574999999999996"
"7","4","136","642686","95.97035664659565","53.974999999999994"
"6","2","145","679898","97.33131923464249","49.65"
"5","2","152","588233","96.54639175257732","48.5"
"8","4","132","89794","96.57437822618489","53.27499999999999"
"7","4","137","642686","96.18604651162791","53.75"
"5","2","153","588233","96.83609958506224","48.199999999999996"
"6","2","146","679898","97.16455696202532","49.375"
"8","4","133","89794","96.74220963172804","52.949999999999996"
"7","4","138","642686","95.94594594594594","53.65"
"5","2","154","588233","96.97759249609172","47.975"
"6","2","147","679898","97.25190839694656","49.125"
"8","4","134","89794","96.58605974395448","52.725"
"5","2","155","588233","96.80962343096235","47.8"
"7","4","139","642686","95.977549111319","53.449999999999996"
"6","2","148","679898","97.24067450178845","48.925000000000004"
"8","4","135","89794","96.6618979494516","52.425"
"5","2","156","588233","96.64041994750656","47.625"
"7","4","140","642686","95.90395480225989","53.1"
"6","2","149","679898","97.07991803278688","48.8"
"8","4","136","89794","96.36189564384873","52.225"
"5","2","157","588233","96.30801687763713","47.4"
"6","2","150","679898","97.16640906749099","48.525"
"7","4","141","642686","96.20132953466288","52.65"
"8","4","137","89794","96.57170449058425","51.775000000000006"
"5","2","158","588233","96.28450106157112","47.099999999999994"
"6","2","151","679898","97.35477178423237","48.199999999999996"
"7","4","142","642686","96.41833810888252","52.349999999999994"
"8","4","138","89794","96.50655021834062","51.525"
"5","2","159","588233","96.58119658119658","46.800000000000004"
"6","2","152","679898","97.19188767550702","48.075"
"7","4","143","642686","96.0249042145594","52.2"
"5","2","160","588233","96.67738478027867","46.650000000000006"
"8","4","139","89794","96.73011224987799","51.225"
"6","2","153","679898","96.97601668404589","47.949999999999996"
"7","4","144","642686","96","51.87500000000001"
"5","2","161","588233","96.77245831091984","46.475"
"8","4","140","89794","96.5736661771904","51.075"
"6","2","154","679898","97.06806282722513","47.75"
"7","4","145","642686","96.02905569007264","51.625"
"5","2","162","588233","96.22234214786832","46.325"
"8","4","141","89794","96.50762420068864","50.824999999999996"
"6","2","155","679898","96.7979002624672","47.625"
"5","2","163","588233","95.66630552546046","46.150000000000006"
"7","4","146","642686","96.1969770843491","51.275000000000006"
"8","4","142","89794","96.63532904502722","50.525"
"6","2","156","679898","96.51715039577836","47.375"
"5","2","164","588233","95.5362003266195","45.925"
"7","4","147","642686","95.97644749754662","50.949999999999996"
"8","4","143","89794","96.32754342431762","50.375"
"6","2","157","679898","96.60657476139978","47.15"
"5","2","165","588233","95.78544061302682","45.675"
"7","4","148","642686","96.23948540326572","50.525"
"8","4","144","89794","96.5052421367948","50.075"
"6","2","158","679898","96.85165421558165","46.85"
"5","2","166","588233","95.6068094453597","45.525"
"7","4","149","642686","96.17296222664015","50.3"
"8","4","145","89794","96.43753135975915","49.825"
"6","2","159","679898","96.93548387096774","46.5"
"5","2","167","588233","95.85635359116023","45.25"
"7","4","150","642686","96.05591612581128","50.075"
"6","2","160","679898","96.91891891891892","46.25"
"8","4","146","89794","96.41956631366617","49.575"
"5","2","168","588233","95.78713968957871","45.1"
"7","4","151","642686","96.08433734939759","49.8"
"6","2","161","679898","97.0620239390642","45.95"
"8","4","147","89794","96.24936644703497","49.325"
"5","2","169","588233","95.87973273942093","44.9"
"7","4","152","642686","96.27016129032258","49.6"
"6","2","162","679898","96.93821760524877","45.725"
"8","4","148","89794","96.33587786259542","49.125"
"5","2","170","588233","95.69351230425056","44.7"
"6","2","163","679898","97.41046831955923","45.375"
"7","4","153","642686","96.24556062912227","49.275000000000006"
"5","2","171","588233","96.0045019696117","44.425"
"8","4","149","89794","96.26980071538068","48.925000000000004"
"6","2","164","679898","97.28982300884957","45.2"
"7","4","154","642686","96.1323155216285","49.125"
"5","2","172","588233","96.10169491525423","44.25"
"8","4","150","89794","96.10456176319836","48.775"
"6","2","165","679898","97.11431742508324","45.050000000000004"
"7","4","155","642686","96.06540623403168","48.925000000000004"
"5","2","173","588233","95.74829931972789","44.1"
"8","4","151","89794","96.08449252962392","48.525"
"6","2","166","679898","97.0965940815187","44.775"
"5","2","174","588233","95.83808437856328","43.85"
"7","4","156","642686","96.29629629629629","48.6"
"8","4","152","89794","95.8613554061045","48.325"
"6","2","167","679898","97.13804713804713","44.55"
"5","2","175","588233","95.42857142857143","43.75"
"7","4","157","642686","96.28099173553719","48.4"
"8","4","153","89794","95.84415584415584","48.125"
"5","2","176","588233","95.51724137931035","43.5"
"6","2","168","679898","96.95945945945947","44.4"
"7","4","158","642686","96.41558441558442","48.125"
"8","4","154","89794","95.87897756911842","47.925000000000004"
"5","2","177","588233","95.09803921568627","43.35"
"6","2","169","679898","96.94915254237289","44.25"
"7","4","159","642686","95.98330725091289","47.925000000000004"
"8","4","155","89794","96.0691823899371","47.699999999999996"
"5","2","178","588233","95.1247823563552","43.075"
"6","2","170","679898","96.93703913783324","44.074999999999996"
"7","4","160","642686","95.90766002098636","47.65"
"8","4","156","89794","96.05263157894737","47.5"
"5","2","179","588233","95.26869158878505","42.8"
"6","2","171","679898","96.53212052302445","43.974999999999994"
"7","4","161","642686","96.24933967247755","47.325"
"8","4","157","89794","96.08050847457628","47.199999999999996"
"5","2","180","588233","95.42521994134897","42.625"
"6","2","172","679898","96.29207073588134","43.824999999999996"
"7","4","162","642686","95.91728525980912","47.15"
"5","2","181","588233","95.69575471698113","42.4"
"8","4","158","89794","96.11288604898829","46.949999999999996"
"6","2","173","679898","96.43678160919539","43.5"
"7","4","163","642686","95.95098561534363","46.925"
"5","2","182","588233","95.4356846473029","42.175000000000004"
"8","4","159","89794","96.25468164794007","46.725"
"6","2","174","679898","96.19377162629758","43.35"
"7","4","164","642686","95.56386958845538","46.775"
"5","2","183","588233","95.41666666666667","42"
"8","4","160","89794","96.12694997310382","46.475"
"6","2","175","679898","96.22969837587007","43.1"
"7","4","165","642686","95.65217391304348","46.575"
"5","2","184","588233","95.21817095038853","41.825"
"6","2","176","679898","96.21873182082606","42.975"
"8","4","161","89794","95.9546925566343","46.35"
"5","2","185","588233","95.25240384615384","41.6"
"7","4","166","642686","95.42518837459633","46.45"
"6","2","177","679898","96.0932944606414","42.875"
"8","4","162","89794","95.66160520607376","46.1"
"5","2","186","588233","95.46827794561933","41.375"
"7","4","167","642686","95.35637149028078","46.300000000000004"
"6","2","178","679898","95.78454332552693","42.699999999999996"
"8","4","163","89794","95.4842219804135","45.95"
"5","2","187","588233","95.31630170316302","41.099999999999994"
"6","2","179","679898","95.47856723429243","42.575"
"7","4","168","642686","95.55073250135648","46.075"
"8","4","164","89794","95.3551912568306","45.75"
"5","2","188","588233","95.65483476132191","40.849999999999994"
"6","2","180","679898","95.80873671782763","42.35"
"7","4","169","642686","94.9918345127926","45.925"
"8","4","165","89794","95.44456641053787","45.550000000000004"
"5","2","189","588233","95.32882606023357","40.675"
"6","2","181","679898","95.6727919383521","42.175000000000004"
"7","4","170","642686","94.6965554948059","45.725"
