"BehaviorSpace results (NetLogo 3D 6.1.0)"
"ABM-working-10-stochastic.nlogo3D"
"NinaExploPerturbSigInitStd"
"01/25/2022 12:05:51:222 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-49","49","-49","49"
"[run number]","gui-sig-init-std","[step]","getSeed","getViability","getRemainingCellRatio"
"1","0","292","132753","90.81245254365984","32.925"
"3","0","290","436237","91.90887666928515","31.825"
"4","10","279","875930","90.71856287425149","33.4"
"2","0","272","326117","89.46236559139786","34.875"
"1","0","293","132753","90.72243346007605","32.875"
"4","10","280","875930","90.70464767616193","33.35"
"2","0","273","326117","89.57584471603163","34.775"
"3","0","291","436237","91.9748229740362","31.775"
"1","0","294","132753","90.78446306169079","32.824999999999996"
"3","0","292","436237","91.96850393700787","31.75"
"4","10","281","875930","90.83395942900076","33.275"
"2","0","274","326117","89.35251798561151","34.75"
"1","0","295","132753","90.625","32.800000000000004"
"4","10","282","875930","90.66967644845748","33.225"
"3","0","293","436237","91.87056037884767","31.674999999999997"
"2","0","275","326117","89.4092219020173","34.699999999999996"
"1","0","296","132753","90.83269671504965","32.725"
"3","0","294","436237","92.16152019002375","31.574999999999996"
"1","0","297","132753","90.96477794793262","32.65"
"4","10","283","875930","90.4367469879518","33.2"
"2","0","276","326117","89.65267727930537","34.55"
"4","10","284","875930","90.42232277526395","33.15"
"3","0","295","436237","92.1553090332805","31.55"
"1","0","298","132753","90.6584992343032","32.65"
"2","0","277","326117","89.77519941986947","34.475"
"4","10","285","875930","90.4833836858006","33.1"
"3","0","296","436237","92.2893481717011","31.45"
"1","0","299","132753","90.65134099616859","32.625"
"2","0","278","326117","89.89825581395348","34.4"
"4","10","286","875930","90.45454545454545","33"
"3","0","297","436237","92.35668789808918","31.4"
"2","0","279","326117","90.0874635568513","34.300000000000004"
"1","0","300","132753","90.49808429118774","32.625"
"3","0","298","436237","92.43027888446214","31.374999999999996"
"4","10","287","875930","90.44006069802731","32.95"
"1","0","301","132753","90.49079754601227","32.6"
"2","0","280","326117","90.0802334062728","34.275"
"4","10","288","875930","90.50151975683892","32.9"
"1","0","302","132753","90.39938556067588","32.550000000000004"
"2","0","281","326117","90.07299270072993","34.25"
"3","0","299","436237","92.35059760956176","31.374999999999996"
"4","10","289","875930","90.49429657794677","32.875"
"1","0","303","132753","90.31514219830899","32.525"
"2","0","282","326117","90.27066569129481","34.175"
"3","0","300","436237","92.49201277955271","31.3"
"4","10","290","875930","90.63214013709063","32.824999999999996"
"2","0","283","326117","90.10989010989012","34.125"
"1","0","304","132753","90.66358024691358","32.4"
"4","10","291","875930","90.54157131960335","32.775"
"3","0","301","436237","92.47999999999999","31.25"
"2","0","284","326117","90.0953778429934","34.075"
"1","0","305","132753","90.94427244582043","32.300000000000004"
"4","10","292","875930","90.59633027522935","32.7"
"3","0","302","436237","92.54807692307693","31.2"
"2","0","285","326117","90.21339220014717","33.975"
"1","0","306","132753","90.85271317829458","32.25"
"4","10","293","875930","90.58192955589587","32.65"
"3","0","303","436237","92.68488745980707","31.1"
"4","10","294","875930","90.48349961627015","32.574999999999996"
"2","0","286","326117","90.05891016200295","33.95"
"1","0","307","132753","90.986790986791","32.175"
"4","10","295","875930","90.61538461538461","32.5"
"3","0","304","436237","92.7477840451249","31.025000000000002"
"1","0","308","132753","90.986790986791","32.175"
"2","0","287","326117","90.25110782865583","33.85"
"3","0","305","436237","92.8225806451613","31"
"4","10","296","875930","90.52388289676425","32.45"
"2","0","288","326117","90.22945965951146","33.775"
"1","0","309","132753","91.05754276827372","32.15"
"4","10","297","875930","90.58641975308642","32.4"
"3","0","306","436237","92.8225806451613","31"
"2","0","289","326117","90.42316258351893","33.675"
"1","0","310","132753","91.05058365758755","32.125"
"3","0","307","436237","92.7360774818402","30.975"
"4","10","298","875930","90.86687306501547","32.300000000000004"
"1","0","311","132753","91.17876658860266","32.025"
"2","0","290","326117","90.48327137546468","33.625"
"3","0","308","436237","92.5626515763945","30.925000000000004"
"4","10","299","875930","90.92319627618308","32.225"
"1","0","312","132753","91.171875","32"
"2","0","291","326117","90.46909903201788","33.575"
"5","10","0","26531","100","100"
"3","0","309","436237","92.62560777957862","30.85"
"4","10","300","875930","90.82426127527216","32.15"
"2","0","292","326117","90.67164179104478","33.5"
"3","0","310","436237","92.77010560519902","30.775000000000002"
"4","10","301","875930","90.80996884735202","32.1"
"2","0","293","326117","90.87509349289455","33.425"
"3","0","311","436237","93.07253463732681","30.675"
"4","10","302","875930","91.00156494522692","31.95"
"5","10","1","26531","99.325","100"
"3","0","312","436237","93.07253463732681","30.675"
"2","0","294","326117","90.92953523238381","33.35"
"4","10","303","875930","90.8379013312451","31.924999999999997"
"6","10","0","93305","100","100"
"4","10","304","875930","90.74509803921569","31.874999999999996"
"2","0","295","326117","91.13448534936138","33.275"
"4","10","305","875930","90.88050314465409","31.8"
"2","0","296","326117","91.26506024096386","33.2"
"5","10","2","26531","98.8","100"
"4","10","306","875930","90.87332808811959","31.775"
"6","10","1","93305","99.52499999999999","100"
"2","0","297","326117","91.32730015082956","33.15"
"2","0","298","326117","91.45234493192133","33.050000000000004"
"4","10","307","875930","91.01654846335697","31.724999999999998"
"4","10","308","875930","91.08129439621152","31.674999999999997"
"5","10","3","26531","98.4","100"
"2","0","299","326117","91.5909090909091","33"
"6","10","2","93305","98.97500000000001","100"
"4","10","309","875930","91.14624505928853","31.624999999999996"
"2","0","300","326117","91.7298937784522","32.95"
"4","10","310","875930","91.29057798891527","31.574999999999996"
"2","0","301","326117","91.78707224334602","32.875"
"5","10","4","26531","98.07451862965742","99.97500000000001"
"4","10","311","875930","91.35606661379857","31.525"
"2","0","302","326117","91.78082191780823","32.85"
"6","10","3","93305","98.52463115778944","99.97500000000001"
"4","10","312","875930","91.42176330420969","31.474999999999998"
"7","20","0","106812","100","100"
"2","0","303","326117","91.76829268292683","32.800000000000004"
"2","0","304","326117","91.46341463414635","32.800000000000004"
"5","10","5","26531","97.47436859214804","99.97500000000001"
"6","10","4","93305","98.04951237809453","99.97500000000001"
"2","0","305","326117","91.59663865546219","32.725"
"7","20","1","106812","99.47500000000001","100"
"2","0","306","326117","91.72413793103448","32.625"
"5","10","6","26531","97.1228421315987","99.925"
"2","0","307","326117","91.86492709132771","32.574999999999996"
"6","10","5","93305","97.72386193096548","99.95"
"2","0","308","326117","91.78818112049117","32.574999999999996"
"7","20","2","106812","99.2","100"
"5","10","7","26531","96.77257943457593","99.925"
"2","0","309","326117","91.85242121445042","32.525"
"6","10","6","93305","97.1735867933967","99.95"
"2","0","310","326117","91.69869331283628","32.525"
"2","0","311","326117","91.76923076923077","32.5"
"7","20","3","106812","98.87471867966991","99.97500000000001"
"5","10","8","26531","96.39549436795996","99.875"
"6","10","7","93305","96.77096370463079","99.875"
"2","0","312","326117","91.76289453425713","32.475"
"8","20","0","724887","100","100"
"5","10","9","26531","96.01703406813627","99.8"
"7","20","4","106812","98.42460615153789","99.97500000000001"
"6","10","8","93305","96.19429143715573","99.85000000000001"
"8","20","1","724887","99.575","100"
"5","10","10","26531","95.51603206412825","99.8"
"7","20","5","106812","97.99899949974987","99.95"
"6","10","9","93305","95.71535955900777","99.775"
"8","20","2","724887","99.07476869217304","99.97500000000001"
"5","10","11","26531","95.03883738411426","99.775"
"7","20","6","106812","97.64764764764764","99.9"
"6","10","10","93305","95.13784461152882","99.75"
"8","20","3","724887","98.72468117029257","99.97500000000001"
"5","10","12","26531","94.53497117071949","99.725"
"7","20","7","106812","97.07207207207207","99.9"
"8","20","4","724887","98.32458114528632","99.97500000000001"
"6","10","11","93305","94.7579633809882","99.675"
"5","10","13","26531","94.17962870045157","99.65"
"7","20","8","106812","96.72008012018027","99.85000000000001"
"8","20","5","724887","98.07403701850926","99.95"
"6","10","12","93305","94.32588501129801","99.575"
"5","10","14","26531","93.72489959839358","99.6"
"7","20","9","106812","96.19429143715573","99.85000000000001"
"8","20","6","724887","97.6488244122061","99.95"
"6","10","13","93305","93.76884422110552","99.5"
"5","10","15","26531","93.44221105527637","99.5"
"7","20","10","106812","95.74148296593187","99.8"
"8","20","7","724887","97.12356178089044","99.95"
"6","10","14","93305","93.26125220015086","99.425"
"5","10","16","26531","93.1121166415284","99.45"
"7","20","11","106812","95.33717723740286","99.725"
"8","20","8","724887","96.47235426569928","99.925"
"6","10","15","93305","92.77442094662638","99.3"
"5","10","17","26531","92.55907491201609","99.45"
"7","20","12","106812","95.08155583437892","99.625"
"6","10","16","93305","92.16427311665407","99.225"
"8","20","9","724887","96.09511889862328","99.875"
"5","10","18","26531","92.27672955974843","99.375"
"7","20","13","106812","94.72626820693118","99.55000000000001"
"6","10","17","93305","91.67927382753403","99.15"
"8","20","10","724887","95.79263711495116","99.825"
"7","20","14","106812","94.34957307885485","99.55000000000001"
"5","10","19","26531","91.87216909914444","99.35000000000001"
"6","10","18","93305","91.44371529530541","99.05000000000001"
"8","20","11","724887","95.38731511657058","99.725"
"7","20","15","106812","93.92265193370166","99.55000000000001"
"5","10","20","26531","91.43576826196474","99.25"
"6","10","19","93305","91.05834806769386","98.97500000000001"
"8","20","12","724887","94.95987963891676","99.7"
"5","10","21","26531","91.0993444276349","99.15"
"7","20","16","106812","93.49573078854847","99.55000000000001"
"6","10","20","93305","90.89068825910931","98.8"
"8","20","13","724887","94.70647265429002","99.65"
"5","10","22","26531","90.76457229371688","99.075"
"7","20","17","106812","92.8894472361809","99.5"
"6","10","21","93305","90.77780592855333","98.675"
"8","20","14","724887","94.14866901054747","99.55000000000001"
"5","10","23","26531","90.22727272727272","99"
"7","20","18","106812","92.52830188679245","99.375"
"6","10","22","93305","90.37826859609038","98.475"
"8","20","15","724887","93.61648655441066","99.47500000000001"
"5","10","24","26531","89.81036662452591","98.875"
"7","20","19","106812","92.24572004028198","99.3"
"6","10","23","93305","90.19059720457433","98.375"
"8","20","16","724887","93.08871575772807","99.47500000000001"
"5","10","25","26531","89.52164009111617","98.775"
"7","20","20","106812","91.73595364071555","99.225"
"6","10","24","93305","89.90592423086702","98.32499999999999"
"8","20","17","724887","92.51068107564716","99.47500000000001"
"5","10","26","26531","89.15632125665061","98.675"
"7","20","21","106812","91.64984863773967","99.1"
"6","10","25","93305","89.31569575171712","98.275"
"8","20","18","724887","92.22445898339204","99.35000000000001"
"5","10","27","26531","88.66057838660578","98.55000000000001"
"7","20","22","106812","91.38888888888889","99"
"6","10","26","93305","88.9511201629328","98.2"
"8","20","19","724887","91.89529322929776","99.325"
"5","10","28","26531","88.16658202133063","98.45"
"6","10","27","93305","88.46153846153845","98.15"
"7","20","23","106812","91.25379170879675","98.9"
"8","20","20","724887","91.5617128463476","99.25"
"5","10","29","26531","87.75095298602287","98.375"
"6","10","28","93305","88.26530612244898","98"
"7","20","24","106812","90.9688843916013","98.825"
"8","20","21","724887","91.22762793042601","99.175"
"5","10","30","26531","87.15992880752607","98.32499999999999"
"6","10","29","93305","87.88653207257859","97.82499999999999"
"7","20","25","106812","90.62816616008107","98.7"
"8","20","22","724887","90.94120615695181","99.075"
"5","10","31","26531","87.04175152749491","98.2"
"6","10","30","93305","87.56078832864091","97.675"
"7","20","26","106812","90.19011406844106","98.625"
"8","20","23","724887","90.43170916435244","99.02499999999999"
"5","10","32","26531","86.5698267074414","98.1"
"6","10","31","93305","87.2918267998975","97.575"
"7","20","27","106812","89.8021308980213","98.55000000000001"
"8","20","24","724887","89.9469563020965","98.97500000000001"
"5","10","33","26531","86.25","98"
"6","10","32","93305","86.90415171706817","97.55"
"7","20","28","106812","89.38816958618939","98.475"
"8","20","25","724887","89.43911066195048","98.95"
"5","10","34","26531","86.02095578839764","97.82499999999999"
"6","10","33","93305","86.73678809645973","97.45"
"7","20","29","106812","88.84654471544715","98.4"
"8","20","26","724887","88.97597977243996","98.875"
"5","10","35","26531","85.72526909277293","97.55"
"6","10","34","93305","86.37413394919169","97.425"
"7","20","30","106812","88.61209964412812","98.35000000000001"
"5","10","36","26531","85.36585365853658","97.375"
"8","20","27","724887","88.75949367088609","98.75"
"6","10","35","93305","86.01901824723721","97.275"
"7","20","31","106812","88.10068649885584","98.32499999999999"
"8","20","28","724887","88.44399391789153","98.65"
"5","10","37","26531","84.84069886947584","97.3"
"6","10","36","93305","85.8944658944659","97.125"
"7","20","32","106812","87.78936657339099","98.275"
"5","10","38","26531","84.48275862068965","97.15"
"8","20","29","724887","88.20395738203958","98.55000000000001"
"6","10","37","93305","85.44564657393097","97.05"
"8","20","30","724887","87.71261741558772","98.475"
"5","10","39","26531","84.14539829853055","96.975"
"7","20","33","106812","87.39495798319328","98.175"
"6","10","38","93305","85.17276946879835","96.95"
"7","20","34","106812","87.05072648483304","98.075"
"5","10","40","26531","83.89261744966443","96.85000000000001"
"8","20","31","724887","87.39196746314184","98.35000000000001"
"6","10","39","93305","84.89152892561982","96.8"
"7","20","35","106812","86.53061224489797","98"
"6","10","40","93305","84.53181583031557","96.65"
"5","10","41","26531","83.4755624515128","96.675"
"8","20","32","724887","87.13123092573754","98.3"
"7","20","36","106812","86.20337250894225","97.85000000000001"
"5","10","42","26531","82.98368298368298","96.525"
"6","10","41","93305","84.30458430458431","96.525"
"8","20","33","724887","86.96205755029285","98.175"
"7","20","37","106812","86.03223330775134","97.725"
"6","10","42","93305","84.00725764644893","96.45"
"5","10","43","26531","82.77561608300907","96.375"
"8","20","34","724887","86.76358071920428","98.02499999999999"
"7","20","38","106812","85.84978210715202","97.52499999999999"
"6","10","43","93305","83.80482740721516","96.325"
"5","10","44","26531","82.48118349338178","96.325"
"8","20","35","724887","86.39959173258485","97.975"
"7","20","39","106812","85.42094455852155","97.39999999999999"
"6","10","44","93305","83.45473465140478","96.1"
"5","10","45","26531","82.03064139184627","96.275"
"8","20","36","724887","85.92951991828396","97.89999999999999"
"7","20","40","106812","85.1195065535852","97.275"
"6","10","45","93305","83.11620635747785","95.95"
"8","20","37","724887","85.67408544384753","97.725"
"5","10","46","26531","81.83471933471932","96.2"
"6","10","46","93305","82.61550509005482","95.775"
"7","20","41","106812","84.81729284611426","97.15"
"8","20","38","724887","85.30089628681178","97.625"
"5","10","47","26531","81.6193699557407","96.025"
"6","10","47","93305","82.2884012539185","95.7"
"7","20","42","106812","84.4925296239052","97.05"
"8","20","39","724887","84.96028695874968","97.575"
"5","10","48","26531","81.47472642001043","95.95"
"6","10","48","93305","81.86813186813187","95.55"
"7","20","43","106812","84.34356461181326","96.925"
"5","10","49","26531","81.15374575828766","95.775"
"8","20","40","724887","84.71402923826622","97.475"
"7","20","44","106812","84.0516129032258","96.875"
"6","10","49","93305","81.75144205558469","95.35"
"5","10","50","26531","80.73202614379085","95.625"
"8","20","41","724887","84.33487416538264","97.35000000000001"
"7","20","45","106812","83.7467700258398","96.75"
"6","10","50","93305","81.44843872999212","95.275"
"5","10","51","26531","80.48205396908567","95.42500000000001"
"8","20","42","724887","84.09675759135358","97.15"
"7","20","46","106812","83.43256536370697","96.575"
"6","10","51","93305","81.01365546218487","95.19999999999999"
"5","10","52","26531","80.27282266526757","95.3"
"8","20","43","724887","83.9258114374034","97.05"
"7","20","47","106812","83.18217154703291","96.475"
"6","10","52","93305","80.8320168509742","94.95"
"5","10","53","26531","80.12618296529969","95.1"
"8","20","44","724887","83.70293965961835","96.95"
"6","10","53","93305","80.59583443184815","94.825"
"7","20","48","106812","82.85343709468223","96.375"
"5","10","54","26531","79.78415372466439","94.975"
"8","20","45","724887","83.35483870967741","96.875"
"6","10","54","93305","80.22703273495249","94.69999999999999"
"5","10","55","26531","79.5148958607962","94.825"
"7","20","49","106812","82.28111197713692","96.22500000000001"
"8","20","46","724887","82.85566744126001","96.825"
"6","10","55","93305","79.87321711568937","94.65"
"7","20","50","106812","82.18002081165453","96.1"
"5","10","56","26531","79.23482849604223","94.75"
"8","20","47","724887","82.53229974160206","96.75"
"6","10","56","93305","79.55026455026454","94.5"
"5","10","57","26531","78.95293495505024","94.55"
"7","20","51","106812","81.81818181818183","95.975"
"8","20","48","724887","82.21128948731227","96.55"
"6","10","57","93305","79.3276866066702","94.45"
"5","10","58","26531","78.67549668874172","94.375"
"7","20","52","106812","81.58581116327596","95.85000000000001"
"8","20","49","724887","81.74273858921161","96.39999999999999"
"6","10","58","93305","79.1202967673556","94.35"
"5","10","59","26531","78.61885790172643","94.125"
"7","20","53","106812","81.27937336814621","95.75"
"8","20","50","724887","81.29701686121919","96.375"
"6","10","59","93305","78.72114619262403","94.22500000000001"
"5","10","60","26531","78.2122905027933","93.975"
"7","20","54","106812","80.92500653253201","95.675"
"8","20","51","724887","81.18503118503119","96.2"
"6","10","60","93305","78.64929540015953","94.025"
"5","10","61","26531","78.0949839914621","93.7"
"7","20","55","106812","80.5650013078734","95.575"
"8","20","52","724887","80.91642801353814","96.025"
"6","10","61","93305","78.31646244006393","93.85"
"5","10","62","26531","77.81341887195937","93.525"
"7","20","56","106812","79.97906307249411","95.525"
"6","10","62","93305","78.16337426588362","93.65"
"8","20","53","724887","80.46936114732725","95.875"
"5","10","63","26531","77.61713520749666","93.375"
"6","10","63","93305","77.95885653219344","93.575"
"7","20","57","106812","79.77970102281668","95.325"
"8","20","54","724887","80.15147558109167","95.72500000000001"
"5","10","64","26531","77.36051502145924","93.2"
"6","10","64","93305","77.76291142627775","93.425"
"7","20","58","106812","79.44342347072723","95.22500000000001"
"8","20","55","724887","80.03140539125883","95.525"
"5","10","65","26531","77.09677419354838","93"
"6","10","65","93305","77.37871884213348","93.27499999999999"
"7","20","59","106812","79.28496319663512","95.1"
"8","20","56","724887","79.86366019926587","95.35"
"6","10","66","93305","77.27272727272727","92.95"
"5","10","66","26531","76.82565346267852","92.77499999999999"
"8","20","57","724887","79.61649592855267","95.175"
"7","20","60","106812","79.10408432147563","94.875"
"6","10","67","93305","77.01645535473428","92.675"
"5","10","67","26531","76.76931388438682","92.55"
"7","20","61","106812","78.665611814346","94.8"
"8","20","58","724887","79.24776433456076","95.05"
"6","10","68","93305","76.83982683982684","92.4"
"5","10","68","26531","76.39264467279611","92.45"
"7","20","62","106812","78.42049656629688","94.65"
"8","20","59","724887","79.0722192936215","94.85"
"6","10","69","93305","76.77069199457259","92.125"
"5","10","69","26531","76.47856755290287","92.15"
"8","20","60","724887","78.93763213530656","94.6"
"7","20","63","106812","78.23327162126421","94.525"
"6","10","70","93305","76.6675741900354","91.825"
"5","10","70","26531","76.3329706202394","91.9"
"8","20","61","724887","78.69634340222575","94.35"
"7","20","64","106812","77.98675496688742","94.375"
"6","10","71","93305","76.60387660387661","91.57499999999999"
"5","10","71","26531","76.09170305676855","91.60000000000001"
"8","20","62","724887","78.63974495217853","94.1"
"7","20","65","106812","77.6923076923077","94.25"
"6","10","72","93305","76.34173055859803","91.3"
"5","10","72","26531","76.0875512995896","91.375"
"8","20","63","724887","78.46686185786533","93.925"
"7","20","66","106812","77.45019920318725","94.125"
"5","10","73","26531","75.90559824368826","91.10000000000001"
"6","10","73","93305","76.21532546003846","91.025"
"8","20","64","724887","78.31421712456655","93.72500000000001"
"7","20","67","106812","77.16262975778547","93.925"
"5","10","74","26531","75.7775942747041","90.825"
"6","10","74","93305","76.06719911870007","90.77499999999999"
"6","10","75","93305","76.02985899917059","90.425"
"7","20","68","106812","76.9271805814884","93.72500000000001"
"8","20","65","724887","78.02726543704892","93.525"
"5","10","75","26531","75.63535911602209","90.5"
"5","10","76","26531","75.38845726970034","90.10000000000001"
"7","20","69","106812","76.81198181331908","93.475"
"8","20","66","724887","77.90573111944296","93.35"
"6","10","76","93305","76.02777777777779","90"
"7","20","70","106812","76.63451232583066","93.30000000000001"
"5","10","77","26531","75.64174107142857","89.60000000000001"
"6","10","77","93305","75.98436191008098","89.525"
"8","20","67","724887","77.66442953020135","93.125"
"5","10","78","26531","75.7286995515695","89.2"
"7","20","71","106812","76.34264232008593","93.10000000000001"
"6","10","78","93305","76.19314991577765","89.05"
"8","20","68","724887","77.34985187180177","92.825"
"7","20","72","106812","76.2314939434724","92.875"
"5","10","79","26531","75.70382882882883","88.8"
"8","20","69","724887","77.26781857451404","92.60000000000001"
"6","10","79","93305","76.1931657723807","88.52499999999999"
"5","10","80","26531","75.53733031674209","88.4"
"7","20","73","106812","75.93741570002697","92.675"
"8","20","70","724887","77.18157181571816","92.25"
"6","10","80","93305","76.42045454545455","88"
"5","10","81","26531","75.7903731130732","87.775"
"7","20","74","106812","75.60843699296917","92.45"
"8","20","71","724887","76.98585418933624","91.9"
"6","10","81","93305","76.43694595367457","87.425"
"5","10","82","26531","75.85219134918361","87.275"
"7","20","75","106812","75.55615843733044","92.15"
"6","10","82","93305","76.63497551138","86.775"
"8","20","72","724887","76.95248498088476","91.55"
"5","10","83","26531","76.12456747404845","86.7"
"6","10","83","93305","76.77793904208998","86.125"
"7","20","76","106812","75.51020408163265","91.875"
"8","20","73","724887","76.75438596491229","91.2"
"5","10","84","26531","76.06490872210954","86.275"
"6","10","84","93305","76.95906432748538","85.5"
"7","20","77","106812","75.40983606557377","91.5"
"8","20","74","724887","76.78325530156982","90.77499999999999"
"5","10","85","26531","76.32116788321169","85.625"
"6","10","85","93305","77.21780135573239","84.82499999999999"
"7","20","78","106812","75.25377229080932","91.125"
"8","20","75","724887","76.72294492111818","90.325"
"5","10","86","26531","76.6264350897851","84.925"
"6","10","86","93305","77.3848439821694","84.125"
"7","20","79","106812","75.17222375310003","90.725"
"8","20","76","724887","76.80311890838206","89.775"
"5","10","87","26531","76.8270944741533","84.15"
"6","10","87","93305","77.5546898411747","83.42500000000001"
"7","20","80","106812","75.28401219174286","90.225"
"8","20","77","724887","76.8713204373423","89.17500000000001"
"5","10","88","26531","77.32174955062912","83.45"
"6","10","88","93305","77.8415961305925","82.69999999999999"
"7","20","81","106812","75.52272093671591","89.67500000000001"
"5","10","89","26531","77.63993948562783","82.625"
"8","20","78","724887","76.84062059238363","88.625"
"6","10","89","93305","78.21842586943258","81.95"
"7","20","82","106812","75.4769921436588","89.1"
"5","10","90","26531","78.03238619003972","81.825"
"8","20","79","724887","76.76395579484273","88.225"
"6","10","90","93305","78.43499691928527","81.15"
"5","10","91","26531","78.18574514038878","81.025"
"7","20","83","106812","75.64283695959311","88.47500000000001"
"8","20","80","724887","76.73888255416192","87.7"
"6","10","91","93305","78.86052303860524","80.30000000000001"
"5","10","92","26531","78.66500311915159","80.15"
"7","20","84","106812","75.77569029319669","87.825"
"8","20","81","724887","76.9959793222286","87.05000000000001"
"6","10","92","93305","79.38955317809943","79.45"
"5","10","93","26531","79.09176915799432","79.27499999999999"
"7","20","85","106812","75.71674311926606","87.2"
"6","10","93","93305","79.69494756911344","78.675"
"8","20","82","724887","77.32793522267207","86.45"
"5","10","94","26531","79.37519923493784","78.425"
"7","20","86","106812","76.09135588320324","86.47500000000001"
"6","10","94","93305","80.23143683702989","77.775"
"8","20","83","724887","77.57716948165405","85.85000000000001"
"5","10","95","26531","79.88394584139265","77.55"
"7","20","87","106812","76.38483965014578","85.75"
"6","10","95","93305","80.73424301494477","76.95"
"8","20","84","724887","77.58215962441315","85.2"
"5","10","96","26531","80.54195233431275","76.575"
"6","10","96","93305","81.26232741617358","76.05"
"7","20","88","106812","76.60388463802236","84.95"
"5","10","97","26531","81.25","75.6"
"8","20","85","724887","77.63975155279503","84.52499999999999"
"6","10","97","93305","81.93612774451098","75.14999999999999"
"7","20","89","106812","76.97798929208804","84.05"
"8","20","86","724887","77.88059701492537","83.75"
"5","10","98","26531","81.90348525469169","74.6"
"6","10","98","93305","82.50758341759354","74.175"
"7","20","90","106812","77.24676886083559","83.175"
"8","20","87","724887","78.1796262808921","82.95"
"5","10","99","26531","82.64855687606112","73.625"
"6","10","99","93305","82.74803954994886","73.32499999999999"
"7","20","91","106812","77.84867821330901","82.27499999999999"
"8","20","88","724887","78.51491174680463","82.15"
"5","10","100","26531","83.13873626373626","72.8"
"6","10","100","93305","83.37931034482759","72.5"
"7","20","92","106812","78.25153374233129","81.5"
"5","10","101","26531","83.42579750346741","72.1"
"8","20","89","724887","79.08335896647185","81.27499999999999"
"6","10","101","93305","83.9104582021686","71.475"
"7","20","93","106812","78.61128332300062","80.65"
"8","20","90","724887","79.75746268656717","80.4"
"6","10","102","93305","84.80653177138801","70.42500000000001"
"5","10","102","26531","84.00702987697716","71.125"
"7","20","94","106812","79.0034471952366","79.77499999999999"
"5","10","103","26531","84.69206123175508","70.22500000000001"
"6","10","103","93305","85.42116630669547","69.45"
"8","20","91","724887","80.06916064130777","79.525"
"7","20","95","106812","79.23393478949035","78.975"
"5","10","104","26531","85.60606060606061","69.3"
"6","10","104","93305","86.16283315078496","68.475"
"8","20","92","724887","80.52113123609787","78.675"
"7","20","96","106812","80","78.125"
"5","10","105","26531","86.39853747714808","68.375"
"6","10","105","93305","86.73808644255634","67.675"
"8","20","93","724887","80.71245186136072","77.9"
"7","20","97","106812","80.38200064745872","77.225"
"5","10","106","26531","87.05621301775149","67.60000000000001"
"8","20","94","724887","81.23176661264182","77.125"
"6","10","106","93305","87.28020950243173","66.825"
"7","20","98","106812","80.92428711897739","76.275"
"5","10","107","26531","87.62154076290201","66.85"
"6","10","107","93305","87.80764861794775","66.025"
"8","20","95","724887","81.94353250164149","76.14999999999999"
"7","20","99","106812","81.60690571049138","75.3"
"5","10","108","26531","87.99093655589124","66.2"
"6","10","108","93305","88.47184986595174","65.275"
"8","20","96","724887","82.4252491694352","75.25"
"7","20","100","106812","82.39649949511949","74.275"
"6","10","109","93305","88.96631823461092","64.575"
"5","10","109","26531","88.61291555215895","65.425"
"8","20","97","724887","82.98015472586613","74.325"
"6","10","110","93305","89.48808128175068","63.975"
"5","10","110","26531","89.13799768071125","64.67500000000001"
"7","20","101","106812","83.06066802999318","73.35000000000001"
"8","20","98","724887","83.55464759959142","73.425"
"6","10","111","93305","90.18987341772153","63.2"
"5","10","111","26531","89.61748633879782","64.05"
"7","20","102","106812","83.6671270718232","72.39999999999999"
"8","20","99","724887","84.32861580945806","72.425"
"5","10","112","26531","90.10252365930599","63.4"
"6","10","112","93305","90.5887064477373","62.425"
"7","20","103","106812","84.39468159552135","71.45"
"8","20","100","724887","84.70136220747467","71.575"
"5","10","113","26531","90.36240541616885","62.775000000000006"
"6","10","113","93305","91.20032441200324","61.650000000000006"
"7","20","104","106812","84.88495575221239","70.625"
"8","20","101","724887","85.42624690484612","70.675"
"5","10","114","26531","90.89810712847361","62.075"
"6","10","114","93305","92.14315096668038","60.775"
"5","10","115","26531","91.44951140065146","61.4"
"7","20","105","106812","85.54000717617511","69.675"
"6","10","115","93305","92.809642560266","60.150000000000006"
"8","20","102","724887","86.31805157593124","69.8"
"5","10","116","26531","91.66324435318275","60.875"
"6","10","116","93305","93.39225589225589","59.4"
"7","20","106","106812","86.08790410461314","68.825"
"8","20","103","724887","87.1869328493648","68.875"
"5","10","117","26531","92.16417910447761","60.3"
"6","10","117","93305","93.54838709677419","58.9"
"7","20","107","106812","87.00772911299227","67.925"
"8","20","104","724887","87.85321100917432","68.125"
"5","10","118","26531","92.61576971214018","59.925"
"6","10","118","93305","94.20600858369099","58.25"
"7","20","108","106812","87.39308293045742","67.225"
"8","20","105","724887","88.27893175074183","67.4"
"6","10","119","93305","94.49740034662045","57.699999999999996"
"5","10","119","26531","92.6860025220681","59.475"
"7","20","109","106812","88.06925103500188","66.425"
"8","20","106","724887","88.80149812734082","66.75"
"5","10","120","26531","92.81183932346723","59.12500000000001"
"6","10","120","93305","94.9367088607595","57.275"
"7","20","110","106812","88.78290728729492","65.525"
"8","20","107","724887","89.0188679245283","66.25"
"5","10","121","26531","92.80851063829788","58.75"
"6","10","121","93305","95.25691699604744","56.925000000000004"
"7","20","111","106812","89.43308908600078","64.825"
"5","10","122","26531","93.2618025751073","58.25"
