"BehaviorSpace results (NetLogo 3D 6.1.0)"
"ABM-working-10-stochastic.nlogo3D"
"NinaExploPerturbDiffMean"
"01/25/2022 12:10:13:656 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-49","49","-49","49"
"[run number]","gui-diff-mean","[step]","getSeed","getViability","getRemainingCellRatio"
"6","24","43","19048","94.36416184971098","86.5"
"5","24","43","517146","93.68083867210251","85.85000000000001"
"8","48","38","407536","84.51816745655609","94.95"
"7","48","40","724058","86.51773981603154","95.125"
"6","24","44","19048","94.16715031921068","86.15"
"5","24","44","517146","93.73536299765807","85.39999999999999"
"8","48","39","407536","84.50145464162921","94.525"
"7","48","41","724058","86.32523759239704","94.69999999999999"
"6","24","45","19048","94.30823117338004","85.65"
"5","24","45","517146","94.10029498525073","84.75"
"8","48","40","407536","84.43145589798087","94.1"
"7","48","42","724058","86.28647214854112","94.25"
"6","24","46","19048","94.22287390029325","85.25"
"5","24","46","517146","94.3026706231454","84.25"
"8","48","41","407536","84.4551282051282","93.60000000000001"
"7","48","43","724058","85.99946766036732","93.925"
"6","24","47","19048","94.31349440188568","84.85000000000001"
"5","24","47","517146","94.26694535682293","83.72500000000001"
"8","48","42","407536","84.48924731182795","93"
"6","24","48","19048","94.31616341030195","84.45"
"7","48","44","724058","85.9090909090909","93.5"
"5","24","48","517146","94.58320794462834","83.075"
"8","48","43","407536","84.56339551230062","92.475"
"6","24","49","19048","94.4692239072257","84.075"
"7","48","45","724058","86.1058855146466","93.025"
"5","24","49","517146","94.88188976377953","82.55"
"8","48","44","407536","84.62166575939031","91.85"
"6","24","50","19048","94.33174224343675","83.8"
"5","24","50","517146","94.65045592705167","82.25"
"7","48","46","724058","86.2591290235326","92.425"
"8","48","45","407536","84.70394736842105","91.2"
"6","24","51","19048","94.30967355495658","83.475"
"7","48","47","724058","86.23503808487486","91.9"
"5","24","51","517146","94.41050702504582","81.85"
"8","48","46","407536","84.84513274336283","90.4"
"6","24","52","19048","94.49127031908489","83.05"
"7","48","48","724058","86.45690834473324","91.375"
"5","24","52","517146","94.55886873655088","81.325"
"8","48","47","407536","85.22759005864283","89.525"
"6","24","53","19048","94.01270033262776","82.675"
"5","24","53","517146","94.64230411892227","80.72500000000001"
"7","48","49","724058","86.4961496149615","90.9"
"8","48","48","407536","85.60563380281691","88.75"
"6","24","54","19048","93.94216133942162","82.125"
"8","48","49","407536","86.02272727272727","88"
"5","24","54","517146","94.8861864671032","80.175"
"7","48","50","724058","86.4050842774247","90.47500000000001"
"6","24","55","19048","94.03122130394857","81.675"
"5","24","55","517146","95.16331658291458","79.60000000000001"
"8","48","50","407536","86.1763022323984","87.35000000000001"
"7","48","51","724058","86.37374860956618","89.9"
"6","24","56","19048","94.11402157164869","81.125"
"5","24","56","517146","95.0726468730259","79.14999999999999"
"8","48","51","407536","86.24170752812229","86.675"
"7","48","52","724058","86.65919282511211","89.2"
"6","24","57","19048","94.4840409048652","80.675"
"8","48","52","407536","86.72489082969432","85.875"
"5","24","57","517146","95.23052464228935","78.625"
"7","48","53","724058","87.18891402714932","88.4"
"6","24","58","19048","94.7565543071161","80.10000000000001"
"8","48","53","407536","87.12522045855378","85.05"
"5","24","58","517146","95.296","78.125"
"7","48","54","724058","87.01224722301339","87.775"
"6","24","59","19048","94.75337731699655","79.57499999999999"
"8","48","54","407536","87.66310794780546","84.3"
"5","24","59","517146","95.1706374758532","77.64999999999999"
"7","48","55","724058","87.25602755453502","87.1"
"6","24","60","19048","94.8134092346616","79.05"
"8","48","55","407536","88.23353293413174","83.5"
"5","24","60","517146","95.3307392996109","77.10000000000001"
"6","24","61","19048","94.97295577473751","78.57499999999999"
"7","48","56","724058","87.63752171395484","86.35000000000001"
"5","24","61","517146","95.43230016313214","76.625"
"8","48","56","407536","88.54292623941959","82.69999999999999"
"6","24","62","19048","95.0431723696834","78.175"
"7","48","57","724058","88.12372337321273","85.675"
"8","48","57","407536","88.98382667073544","81.925"
"5","24","62","517146","95.60511643161692","76.225"
"7","48","58","724058","88.23183289202706","84.975"
"6","24","63","19048","94.82814005782204","77.825"
"8","48","58","407536","89.43314849044978","81.15"
"5","24","63","517146","95.4800395908941","75.775"
"7","48","59","724058","88.72403560830861","84.25"
"6","24","64","19048","94.86931268151017","77.47500000000001"
"8","48","59","407536","90.07776049766719","80.375"
"5","24","64","517146","95.61461794019934","75.25"
"7","48","60","724058","89.13498952409459","83.525"
"6","24","65","19048","94.9691658552418","77.025"
"8","48","60","407536","90.72618673373152","79.525"
"5","24","65","517146","95.85422935473086","74.775"
"7","48","61","724058","89.4927536231884","82.8"
"6","24","66","19048","95.16655780535598","76.55"
"8","48","61","407536","91.08219612821327","78.77499999999999"
"7","48","62","724058","89.91468616697136","82.05"
"6","24","67","19048","95.36489151873766","76.05"
"5","24","66","517146","95.62584118438761","74.3"
"8","48","62","407536","91.33077415227127","78.14999999999999"
"7","48","63","724058","90.28290282902829","81.3"
"6","24","68","19048","95.56878306878306","75.6"
"5","24","67","517146","95.64041906049341","73.97500000000001"
"8","48","63","407536","91.53473344103392","77.375"
"6","24","69","19048","95.74043261231282","75.125"
"7","48","64","724058","90.66377171215882","80.60000000000001"
"5","24","68","517146","95.92252803261978","73.575"
"8","48","64","407536","92.01434159061279","76.7"
"6","24","70","19048","95.78313253012048","74.7"
"7","48","65","724058","91.04290635765737","79.825"
"5","24","69","517146","95.83617747440273","73.25"
"8","48","65","407536","92.49753208292202","75.97500000000001"
"5","24","70","517146","96.1512027491409","72.75"
"6","24","71","19048","95.62878278412911","74.35000000000001"
"7","48","66","724058","91.21087575086942","79.07499999999999"
"8","48","66","407536","92.66755142667552","75.35"
"5","24","71","517146","96.13393165343459","72.425"
"6","24","72","19048","95.47144305508618","73.97500000000001"
"7","48","67","724058","91.54165336737951","78.325"
"8","48","67","407536","93.04347826086956","74.75"
"5","24","72","517146","95.94454072790295","72.125"
"6","24","73","19048","95.54118447923757","73.45"
"7","48","68","724058","91.79536679536679","77.7"
"8","48","68","407536","93.39177343223196","74.15"
"5","24","73","517146","95.79276773296245","71.89999999999999"
"6","24","74","19048","95.89181787059226","73.02499999999999"
"7","48","69","724058","92.20272904483431","76.95"
"8","48","69","407536","93.81162869772186","73.52499999999999"
"5","24","74","517146","95.74022346368714","71.6"
"6","24","75","19048","96.24137931034483","72.5"
"7","48","70","724058","92.68612659888488","76.225"
"8","48","70","407536","93.94871794871796","73.125"
"5","24","75","517146","95.6140350877193","71.25"
"6","24","76","19048","96.18981641842743","72.175"
"7","48","71","724058","92.89725801123224","75.675"
"5","24","76","517146","95.69361101306036","70.825"
"6","24","77","19048","96.1699164345404","71.8"
"8","48","71","407536","94.22283356258598","72.7"
"7","48","72","724058","93.30892143808256","75.1"
"5","24","77","517146","95.6012770485988","70.475"
"6","24","78","19048","96.28591450595655","71.35000000000001"
"8","48","72","407536","94.11968177101349","72.275"
"7","48","73","724058","93.62843729040911","74.55000000000001"
"5","24","78","517146","95.61184445237247","70.075"
"6","24","79","19048","96.36812411847673","70.89999999999999"
"8","48","73","407536","94.22809457579973","71.89999999999999"
"7","48","74","724058","94.01824940858397","73.97500000000001"
"8","48","74","407536","94.36077057793345","71.375"
"5","24","79","517146","95.91104734576757","69.69999999999999"
"6","24","80","19048","96.52482269503547","70.5"
"7","48","75","724058","94.4160708205652","73.425"
"8","48","75","407536","94.56598447424136","70.85000000000001"
"5","24","80","517146","95.82132564841498","69.39999999999999"
"6","24","81","19048","96.57265262406284","70.025"
"7","48","76","724058","94.31506849315069","73"
"8","48","76","407536","94.98220640569394","70.25"
"6","24","82","19048","96.66068222621185","69.625"
"5","24","81","517146","95.76547231270358","69.075"
"8","48","77","407536","95.02148997134671","69.8"
"7","48","77","724058","94.41956596624182","72.575"
"6","24","83","19048","96.57287157287158","69.3"
"5","24","82","517146","95.6","68.75"
"6","24","84","19048","96.13299602457536","69.175"
"5","24","83","517146","95.97364568081991","68.30000000000001"
"7","48","78","724058","94.58896982310094","72.075"
"8","48","78","407536","95.16245487364621","69.25"
"7","48","79","724058","94.82336481287163","71.475"
"8","48","79","407536","95.3801382320844","68.72500000000001"
"5","24","84","517146","95.91461170408539","67.925"
"6","24","85","19048","96.2895598399418","68.72500000000001"
"5","24","85","517146","95.85798816568047","67.60000000000001"
"8","48","80","407536","95.42124542124543","68.25"
"7","48","80","724058","95.10045823052519","70.92500000000001"
"6","24","86","19048","96.37893196781273","68.35"
"5","24","86","517146","95.7683741648107","67.35"
"6","24","87","19048","96.11151870873074","68.15"
"7","48","81","724058","95.48524706718806","70.325"
"8","48","81","407536","95.50147492625368","67.80000000000001"
"5","24","87","517146","95.66840926064228","66.95"
"7","48","82","724058","95.59613319011815","69.825"
"8","48","82","407536","95.87360594795538","67.25"
"6","24","88","19048","96.01769911504425","67.80000000000001"
"5","24","88","517146","95.68642160540135","66.64999999999999"
"7","48","83","724058","95.46762589928058","69.5"
"6","24","89","19048","96.1010025993316","67.325"
"8","48","83","407536","96.22005988023952","66.8"
"5","24","89","517146","95.92760180995475","66.3"
"7","48","84","724058","95.65532223026793","69.05"
"6","24","90","19048","96.22993654348637","66.975"
"8","48","84","407536","96.16252821670429","66.45"
"5","24","90","517146","95.72455542943624","66.07499999999999"
"7","48","85","724058","95.65851878876323","68.525"
"6","24","91","19048","96.21013133208255","66.625"
"8","48","85","407536","96.3663890991673","66.05"
"5","24","91","517146","95.70505511212467","65.77499999999999"
"7","48","86","724058","96.17787578096288","68.025"
"6","24","92","19048","96.07695209354961","66.27499999999999"
"8","48","86","407536","96.57142857142857","65.625"
"5","24","92","517146","95.72355861015654","65.47500000000001"
"7","48","87","724058","96.23477297895903","67.72500000000001"
"6","24","93","19048","96.20637329286798","65.9"
"8","48","87","407536","96.59655831739961","65.375"
"5","24","93","517146","95.65885516711487","65.075"
"7","48","88","724058","96.0697070819429","67.425"
"6","24","94","19048","95.9984756097561","65.60000000000001"
"8","48","88","407536","96.42719938532463","65.075"
"5","24","94","517146","95.71263035921204","64.725"
"7","48","89","724058","96.30459126539753","66.975"
"6","24","95","19048","95.97083653108211","65.14999999999999"
"8","48","89","407536","96.4824120603015","64.67500000000001"
"5","24","95","517146","95.76863354037268","64.4"
"6","24","96","19048","95.9136468774094","64.85"
"7","48","90","724058","96.40179910044976","66.7"
"8","48","90","407536","96.84702218762165","64.225"
"5","24","96","517146","95.71150097465888","64.125"
"6","24","97","19048","95.81719597211465","64.55"
"7","48","91","724058","96.05114704776231","66.475"
"8","48","91","407536","96.68227946916471","64.05"
"5","24","97","517146","95.88396707173658","63.775000000000006"
"6","24","98","19048","95.57109557109557","64.35"
"8","48","92","407536","96.58957271658173","63.775000000000006"
"7","48","92","724058","96.11027190332327","66.2"
"5","24","98","517146","96.05988967691096","63.449999999999996"
"6","24","99","19048","95.77960140679953","63.975"
"7","48","93","724058","96.12903225806451","65.875"
"8","48","93","407536","96.76783602680331","63.425"
"5","24","99","517146","96.04586793198892","63.224999999999994"
"8","48","94","407536","96.79588607594937","63.2"
"5","24","100","517146","96.03017070265979","62.975"
"6","24","100","19048","95.56688897606904","63.725"
"7","48","94","724058","96.03658536585365","65.60000000000001"
"8","48","95","407536","96.89614007162753","62.824999999999996"
"6","24","101","19048","95.62647754137116","63.449999999999996"
"5","24","101","517146","96.01752289924332","62.775000000000006"
"7","48","95","724058","95.78705476828802","65.275"
"8","48","96","407536","97.04","62.5"
"6","24","102","19048","95.44193420531114","63.075"
"5","24","102","517146","95.84664536741214","62.6"
"6","24","103","19048","95.5812101910828","62.8"
"7","48","96","724058","95.76434347323836","64.925"
"8","48","97","407536","96.90514469453376","62.2"
"5","24","103","517146","95.83500200240287","62.425"
"6","24","104","19048","95.64348521183054","62.55"
"7","48","97","724058","95.89306470360326","64.525"
"8","48","98","407536","97.00647249190939","61.8"
"5","24","104","517146","95.62775772162053","62.324999999999996"
"6","24","105","19048","95.47094188376754","62.375"
"8","48","99","407536","97.15215622457282","61.45"
"7","48","98","724058","95.95015576323988","64.2"
"5","24","105","517146","95.33386967015286","62.150000000000006"
"8","48","100","407536","97.29840360212853","61.075"
"6","24","106","19048","95.44721998388397","62.050000000000004"
"7","48","99","724058","95.77630035197498","63.925"
"5","24","106","517146","95.31502423263328","61.9"
"8","48","101","407536","97.24052718286656","60.699999999999996"
"6","24","107","19048","95.46007296311309","61.675000000000004"
"7","48","100","724058","95.59055118110236","63.5"
"5","24","107","517146","95.17241379310344","61.625"
"8","48","102","407536","97.10624224886317","60.475"
"6","24","108","19048","95.51752241238793","61.35"
"7","48","101","724058","95.7573354480571","63.05"
"5","24","108","517146","95.35452322738386","61.35"
"8","48","103","407536","96.84778100373289","60.275"
"6","24","109","19048","95.57920589439213","61.075"
"7","48","102","724058","95.77352472089315","62.7"
"5","24","109","517146","95.25173966434711","61.075"
"8","48","104","407536","96.83465222823824","60.02499999999999"
"7","48","103","724058","95.99037690457098","62.35000000000001"
"6","24","110","19048","95.83848372476308","60.675000000000004"
"5","24","110","517146","95.35934291581108","60.875"
"8","48","105","407536","96.8566638725901","59.650000000000006"
"6","24","111","19048","95.6198347107438","60.5"
"7","48","104","724058","96.09028617492946","62.025"
"8","48","106","407536","96.84077506318451","59.35"
"5","24","111","517146","95.13602638087386","60.650000000000006"
"6","24","112","19048","95.60165975103735","60.25"
"7","48","105","724058","96.2302391568707","61.675000000000004"
"8","48","107","407536","96.99025010597711","58.975"
"5","24","112","517146","95.1158940397351","60.4"
"7","48","106","724058","96.33699633699634","61.425"
"6","24","113","19048","95.34109816971714","60.099999999999994"
"8","48","108","407536","97.18909710391823","58.699999999999996"
"5","24","113","517146","95.01661129568106","60.199999999999996"
"7","48","107","724058","96.48549243972211","61.175000000000004"
"6","24","114","19048","95.07923269391159","59.95"
"8","48","109","407536","97.01237729406743","58.575"
"5","24","114","517146","94.78514810179391","59.925"
"8","48","110","407536","96.91252144082333","58.3"
"7","48","108","724058","96.55030800821355","60.875"
"6","24","115","19048","95.0188363331938","59.724999999999994"
"5","24","115","517146","94.9266247379455","59.62499999999999"
"8","48","111","407536","96.6824644549763","58.025000000000006"
"6","24","116","19048","94.92236676458245","59.575"
"7","48","109","724058","96.32231404958678","60.5"
"5","24","116","517146","94.82758620689656","59.45"
"8","48","112","407536","96.4935064935065","57.75"
"6","24","117","19048","94.65713083718974","59.425"
"7","48","110","724058","96.34247714048213","60.150000000000006"
"8","48","113","407536","96.47519582245431","57.45"
"5","24","117","517146","94.68578658793759","59.275"
"7","48","111","724058","96.35830891586437","59.724999999999994"
"6","24","118","19048","94.67680608365019","59.175"
"8","48","114","407536","96.53964082347788","57.074999999999996"
"5","24","118","517146","94.45619974608549","59.075"
"6","24","119","19048","94.28450465707027","59.050000000000004"
"7","48","112","724058","96.7551622418879","59.325"
"8","48","115","407536","96.52288732394366","56.8"
"5","24","119","517146","94.1801189464741","58.85"
"7","48","113","724058","96.82606855691918","59.075"
"8","48","116","407536","96.72276350752878","56.45"
"6","24","120","19048","94.34523809523809","58.8"
"5","24","120","517146","94.19547588561673","58.575"
"7","48","114","724058","96.98257543561411","58.825"
"6","24","121","19048","94.24797613975288","58.675"
"8","48","117","407536","96.5792980897379","56.275"
"5","24","121","517146","94.05220367993154","58.425000000000004"
"8","48","118","407536","96.74397859054416","56.05"
"7","48","115","724058","96.6296928327645","58.599999999999994"
"6","24","122","19048","94.22583404619333","58.45"
"5","24","122","517146","93.56223175965665","58.25"
"6","24","123","19048","93.9562794684955","58.325"
"8","48","119","407536","96.55480984340045","55.875"
"5","24","123","517146","93.70689655172414","57.99999999999999"
"7","48","116","724058","96.95540308747856","58.3"
"8","48","120","407536","96.58426966292136","55.625"
"6","24","124","19048","93.81177481736141","58.175"
"5","24","124","517146","93.73108517077388","57.825"
"7","48","117","724058","96.85751183814033","58.074999999999996"
"8","48","121","407536","96.4301852688658","55.325"
"6","24","125","19048","93.75269280482551","58.025000000000006"
"5","24","125","517146","93.28713728886964","57.725"
"7","48","118","724058","96.84665226781858","57.875"
"8","48","122","407536","96.01268690530131","55.175"
"6","24","126","19048","93.26715580492015","57.925000000000004"
"5","24","126","517146","93.22622666087712","57.574999999999996"
"7","48","119","724058","96.70567837017772","57.675"
"8","48","123","407536","96.08913142337427","54.974999999999994"
"6","24","127","19048","92.90657439446368","57.8"
"5","24","127","517146","93.04045237059591","57.475"
"7","48","120","724058","96.35099913119028","57.550000000000004"
"8","48","124","407536","95.7630979498861","54.87499999999999"
"6","24","128","19048","92.78887923544744","57.550000000000004"
"5","24","128","517146","92.84467713787086","57.3"
"7","48","121","724058","96.55172413793103","57.275"
"6","24","129","19048","93.01919720767889","57.3"
"5","24","129","517146","92.9478756022777","57.074999999999996"
"8","48","125","407536","95.74954296160878","54.7"
"7","48","122","724058","96.06299212598425","57.15"
"8","48","126","407536","95.68609453877926","54.474999999999994"
"6","24","130","19048","92.75425578350065","57.275"
"5","24","130","517146","92.87912087912088","56.875"
"7","48","123","724058","96.3500439753738","56.85"
"6","24","131","19048","92.73522975929978","57.125"
"5","24","131","517146","92.76257722859664","56.65"
"8","48","127","407536","95.30602853198343","54.325"
"7","48","124","724058","96.20811287477954","56.699999999999996"
"6","24","132","19048","92.45614035087719","56.99999999999999"
"5","24","132","517146","92.64836138175376","56.45"
"8","48","128","407536","95.01615136132902","54.175"
"6","24","133","19048","92.50771264874395","56.725"
"7","48","125","724058","96.10447100486941","56.474999999999994"
"8","48","129","407536","94.81241315423807","53.974999999999994"
"5","24","133","517146","92.62222222222222","56.25"
"6","24","134","19048","92.23300970873787","56.65"
"5","24","134","517146","92.47216035634744","56.125"
"8","48","130","407536","94.97674418604652","53.75"
"7","48","126","724058","96.04268563806137","56.225"
"6","24","135","19048","91.95046439628483","56.525000000000006"
"8","48","131","407536","94.53526389537599","53.525"
"5","24","135","517146","92.41410084783578","56.025000000000006"
"7","48","127","724058","95.31876950512707","56.074999999999996"
"6","24","136","19048","91.68141592920354","56.49999999999999"
"5","24","136","517146","92.51792114695341","55.800000000000004"
"7","48","128","724058","94.99105545617174","55.900000000000006"
"8","48","132","407536","94.32191459408729","53.27499999999999"
"6","24","137","19048","91.21561668145519","56.35"
"5","24","137","517146","92.62921348314606","55.625"
"7","48","129","724058","94.66128308658591","55.725"
"8","48","133","407536","94.70449172576832","52.87500000000001"
"5","24","138","517146","92.42902208201893","55.474999999999994"
"6","24","138","19048","91.31789848619768","56.15"
"7","48","130","724058","94.45696259576386","55.474999999999994"
"8","48","134","407536","94.81939163498099","52.6"
"5","24","139","517146","92.32851985559567","55.400000000000006"
"6","24","139","19048","91.33928571428571","56.00000000000001"
"7","48","131","724058","94.30379746835443","55.300000000000004"
"8","48","135","407536","94.94033412887828","52.37500000000001"
"5","24","140","517146","92.14092140921409","55.35"
"6","24","140","19048","91.084229390681","55.800000000000004"
"7","48","132","724058","94.27792915531336","55.05"
"8","48","136","407536","94.96402877697841","52.125"
"5","24","141","517146","92.0814479638009","55.25"
"6","24","141","19048","91.23201438848922","55.60000000000001"
"8","48","137","407536","94.79768786127167","51.9"
"7","48","133","724058","94.47992700729927","54.800000000000004"
"5","24","142","517146","91.96914700544465","55.1"
"6","24","142","19048","91.1221270842722","55.474999999999994"
"7","48","134","724058","94.1769830353049","54.525"
"6","24","143","19048","91.22965641952983","55.300000000000004"
"8","48","138","407536","94.6376811594203","51.74999999999999"
"5","24","143","517146","91.72351068667575","54.974999999999994"
"8","48","139","407536","94.38256658595641","51.625"
"7","48","135","724058","93.88505747126436","54.37499999999999"
"5","24","144","517146","91.64764947512552","54.775"
"6","24","144","19048","91.07385591300408","55.175"
"8","48","140","407536","94.26627793974733","51.449999999999996"
"7","48","136","724058","93.76155268022181","54.1"
"5","24","145","517146","91.18721461187215","54.75"
"6","24","145","19048","91.09900090826521","55.05"
"8","48","141","407536","94.14919551438324","51.275000000000006"
"7","48","137","724058","93.80530973451327","53.675"
"5","24","146","517146","91.07142857142857","54.6"
"6","24","146","19048","90.72727272727272","55.00000000000001"
"8","48","142","407536","94.37102300538423","51.075"
"6","24","147","19048","90.53254437869822","54.925000000000004"
"7","48","138","724058","93.64485981308411","53.5"
"5","24","147","517146","90.86317722681359","54.449999999999996"
"8","48","143","407536","94.30255402750491","50.9"
"5","24","148","517146","90.74585635359117","54.300000000000004"
"7","48","139","724058","93.52416705771938","53.27499999999999"
"6","24","148","19048","90.58931018730013","54.725"
"5","24","149","517146","90.67405355493999","54.15"
"6","24","149","19048","90.69234296194406","54.525"
"8","48","144","407536","94.03940886699507","50.74999999999999"
"7","48","140","724058","93.68817710786622","53.075"
"5","24","150","517146","90.46737621471542","54.025"
"8","48","145","407536","93.87048937221948","50.575"
"6","24","150","19048","90.53743683968764","54.425000000000004"
"7","48","141","724058","93.47517730496455","52.87500000000001"
"5","24","151","517146","90.49165120593692","53.900000000000006"
"6","24","151","19048","90.37753222836096","54.300000000000004"
"8","48","146","407536","94.0387481371088","50.324999999999996"
"7","48","142","724058","93.6372269705603","52.65"
"5","24","152","517146","90.07421150278293","53.900000000000006"
"6","24","152","19048","90.35532994923858","54.175"
"7","48","143","724058","93.42857142857143","52.5"
"8","48","147","407536","93.67214748380668","50.175000000000004"
"6","24","153","19048","90.46296296296296","54"
"5","24","153","517146","90.01393404551789","53.825"
"8","48","148","407536","93.94394394394394","49.95"
"7","48","144","724058","93.36198662846226","52.349999999999994"
"6","24","154","19048","90.48282265552461","53.849999999999994"
"5","24","154","517146","89.93006993006993","53.625"
"7","48","145","724058","92.87422285987566","52.275000000000006"
"8","48","149","407536","93.82839939789262","49.825"
"5","24","155","517146","89.57943925233644","53.5"
"8","48","150","407536","93.50780070457976","49.675000000000004"
"6","24","155","19048","90.2835890283589","53.77499999999999"
"7","48","146","724058","93.125","52"
"5","24","156","517146","89.46629213483146","53.400000000000006"
"6","24","156","19048","90.35414725069899","53.65"
"8","48","151","407536","93.18869828456104","49.55"
"7","48","147","724058","92.9951690821256","51.74999999999999"
"5","24","157","517146","89.51574988246357","53.175"
"8","48","152","407536","93.0161943319838","49.4"
"6","24","157","19048","90.38730751283248","53.574999999999996"
"7","48","148","724058","92.97820823244552","51.625"
"8","48","153","407536","92.94416243654823","49.25"
"5","24","158","517146","89.62753418198963","53.025"
"6","24","158","19048","90.28491359177954","53.525"
"7","48","149","724058","93.10009718172984","51.449999999999996"
"8","48","154","407536","93.0244399185336","49.1"
"5","24","159","517146","89.59810874704492","52.87500000000001"
"6","24","159","19048","90.12172284644194","53.400000000000006"
"7","48","150","724058","92.98245614035088","51.300000000000004"
"8","48","155","407536","93.15977539561","48.975"
"5","24","160","517146","89.53598484848484","52.800000000000004"
"6","24","160","19048","90.09854528390427","53.27499999999999"
"7","48","151","724058","93.09838472834068","51.075"
"8","48","156","407536","93.18647540983606","48.8"
"5","24","161","517146","89.6060749881348","52.675000000000004"
"6","24","161","19048","89.9906015037594","53.2"
"7","48","152","724058","93.16953316953317","50.875"
"8","48","157","407536","93.0662557781202","48.675000000000004"
"6","24","162","19048","89.92467043314501","53.1"
"5","24","162","517146","89.58630527817404","52.575"
"7","48","153","724058","93.34319526627219","50.7"
"8","48","158","407536","92.89758106021615","48.575"
"6","24","163","19048","89.76415094339623","53"
"5","24","163","517146","89.28571428571429","52.5"
"7","48","154","724058","93.0898321816387","50.64999999999999"
"8","48","159","407536","92.4187725631769","48.475"
"6","24","164","19048","89.88179669030733","52.87500000000001"
"5","24","164","517146","89.30276981852913","52.349999999999994"
"7","48","155","724058","92.78299555116163","50.575"
"8","48","160","407536","92.24806201550388","48.375"
"6","24","165","19048","89.76788252013263","52.775000000000006"
"5","24","165","517146","89.31480594154289","52.175000000000004"
"7","48","156","724058","92.52105002476473","50.475"
"8","48","161","407536","92.18426501035196","48.3"
"6","24","166","19048","89.92395437262357","52.6"
"5","24","166","517146","89.29428708593376","52.075"
"6","24","167","19048","90.16706443914082","52.37500000000001"
"8","48","162","407536","92.0643153526971","48.199999999999996"
"7","48","157","724058","92.31150793650794","50.4"
"5","24","167","517146","88.89423076923076","52"
"6","24","168","19048","90.09095260890379","52.225"
"8","48","163","407536","91.6969382459782","48.175000000000004"
"7","48","158","724058","91.80327868852459","50.324999999999996"
"5","24","168","517146","88.85135135135135","51.800000000000004"
"6","24","169","19048","90.07194244604317","52.125"
"8","48","164","407536","91.5625","48"
"7","48","159","724058","91.68326693227091","50.2"
"5","24","169","517146","88.96952104499275","51.675000000000004"
"8","48","165","407536","91.53605015673982","47.85"
"6","24","170","19048","90.09139009139008","51.975"
"7","48","160","724058","91.41716566866268","50.1"
"5","24","170","517146","88.71124031007753","51.6"
"8","48","166","407536","91.3657770800628","47.775"
"7","48","161","724058","91.44572286143071","49.975"
"6","24","171","19048","89.94225216554379","51.949999999999996"
"5","24","171","517146","89.05109489051095","51.37500000000001"
"8","48","167","407536","91.40010487676979","47.675"
"7","48","162","724058","91.61225514816675","49.775000000000006"
"6","24","172","19048","90.05311443746982","51.775000000000006"
"5","24","172","517146","88.84015594541911","51.300000000000004"
"8","48","168","407536","91.27234490010515","47.55"
"7","48","163","724058","91.54504277805738","49.675000000000004"
"6","24","173","19048","90.12584704743466","51.65"
"8","48","169","407536","91.30663856691254","47.449999999999996"
"5","24","173","517146","88.95405669599218","51.15"
"7","48","164","724058","91.51943462897526","49.525000000000006"
"6","24","174","19048","90.15996122152205","51.575"
"8","48","170","407536","91.13924050632912","47.4"
"5","24","174","517146","89.0686274509804","51"
"7","48","165","724058","91.25379170879675","49.45"
"6","24","175","19048","90.27237354085604","51.4"
"8","48","171","407536","91.1064055055585","47.225"
"5","24","175","517146","89.0909090909091","50.875"
"7","48","166","724058","90.97820577800304","49.325"
"6","24","176","19048","90.2439024390244","51.24999999999999"
"5","24","176","517146","89.0255905511811","50.8"
"8","48","172","407536","90.88500264970854","47.175"
"7","48","167","724058","90.56316590563166","49.275000000000006"
"5","24","177","517146","89.2292490118577","50.6"
"6","24","177","19048","90.2200488997555","51.125"
"8","48","173","407536","90.45092838196287","47.125"
"7","48","168","724058","90.40609137055837","49.25"
"5","24","178","517146","89.34588701684837","50.449999999999996"
"6","24","178","19048","89.9706457925636","51.1"
"8","48","174","407536","90.06903876792353","47.075"
"7","48","169","724058","90.09146341463415","49.2"
"5","24","179","517146","89.31942374565325","50.324999999999996"
"6","24","179","19048","90.04901960784314","51"
"7","48","170","724058","90.35222052067381","48.975"
"8","48","175","407536","89.8828541001065","46.949999999999996"
"5","24","180","517146","89.39771030363364","50.224999999999994"
"6","24","180","19048","90.12770137524558","50.9"
"8","48","176","407536","89.79700854700855","46.800000000000004"
"7","48","171","724058","90.0408580183861","48.949999999999996"
"5","24","181","517146","89.23230309072781","50.14999999999999"
"6","24","181","19048","89.91637973438269","50.824999999999996"
"8","48","177","407536","89.96781115879828","46.6"
"7","48","172","724058","90.11776753712238","48.825"
"5","24","182","517146","89.38938938938938","49.95"
"6","24","182","19048","89.69428007889546","50.7"
"8","48","178","407536","89.6774193548387","46.5"
"7","48","173","724058","90.04617752693689","48.725"
"5","24","183","517146","89.32330827067669","49.875"
"8","48","179","407536","89.5104895104895","46.475"
"6","24","183","19048","89.72332015810277","50.6"
"7","48","174","724058","89.72778633795583","48.675000000000004"
"5","24","184","517146","89.30185836263185","49.775000000000006"
"8","48","180","407536","89.57883369330453","46.300000000000004"
"6","24","184","19048","89.79692917285786","50.475"
"8","48","181","407536","89.55627705627705","46.2"
"7","48","175","724058","89.54685890834192","48.55"
"5","24","185","517146","89.38097634625063","49.675000000000004"
"6","24","185","19048","89.81619473422752","50.324999999999996"
"8","48","182","407536","89.42516268980476","46.1"
"7","48","176","724058","89.95859213250517","48.3"
"5","24","186","517146","89.26411290322581","49.6"
"7","48","177","724058","90.134994807892","48.15"
