"BehaviorSpace results (NetLogo 3D 6.1.0)"
"ABM-working-10-stochastic.nlogo3D"
"NinaExploPerturbSigInit"
"01/25/2022 12:02:50:519 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-49","49","-49","49"
"[run number]","gui-sig-init","[step]","getSeed","getViability","getRemainingCellRatio"
"4","30","303","107663","93.70829361296474","26.224999999999998"
"1","0","311","279743","94.49339207048459","22.7"
"5","30","0","663584","100","100"
"2","0","309","639206","96.69239250275635","22.675"
"1","0","312","279743","94.46902654867256","22.6"
"4","30","304","107663","93.97705544933078","26.150000000000002"
"2","0","310","639206","96.46408839779006","22.625"
"6","30","0","295556","100","100"
"4","30","305","107663","93.88145315487571","26.150000000000002"
"2","0","311","639206","96.23059866962306","22.55"
"4","30","306","107663","94.0556088207095","26.075"
"2","0","312","639206","96.33740288568258","22.525000000000002"
"7","60","0","42661","100","100"
"4","30","307","107663","93.95973154362416","26.075"
"5","30","1","663584","99.575","100"
"4","30","308","107663","93.85796545105566","26.05"
"6","30","1","295556","99.45","100"
"4","30","309","107663","93.93647738209818","25.974999999999998"
"4","30","310","107663","93.92478302796529","25.924999999999997"
"7","60","1","42661","99.575","100"
"5","30","2","663584","99.1","100"
"4","30","311","107663","93.62934362934364","25.900000000000002"
"6","30","2","295556","98.87471867966991","99.97500000000001"
"4","30","312","107663","93.32688588007737","25.85"
"8","60","0","531316","100","100"
"7","60","2","42661","99.225","100"
"5","30","3","663584","98.74968742185546","99.97500000000001"
"6","30","3","295556","98.42460615153789","99.97500000000001"
"8","60","1","531316","99.4","100"
"7","60","3","42661","98.475","100"
"5","30","4","663584","98.32416208104053","99.95"
"6","30","4","295556","97.99899949974987","99.95"
"8","60","2","531316","99","100"
"7","60","4","42661","98.07451862965742","99.97500000000001"
"5","30","5","663584","97.87393696848424","99.95"
"6","30","5","295556","97.39869934967483","99.95"
"8","60","3","531316","98.5","100"
"7","60","5","42661","97.57317988491369","99.925"
"5","30","6","663584","97.52376188094047","99.95"
"6","30","6","295556","96.94847423711856","99.95"
"8","60","4","531316","98.075","100"
"5","30","7","663584","96.87343671835919","99.95"
"7","60","6","42661","97.07207207207207","99.9"
"6","30","7","295556","96.3963963963964","99.9"
"8","60","5","531316","97.82445611402851","99.97500000000001"
"5","30","8","663584","96.27313656828414","99.95"
"7","60","7","42661","96.59574468085106","99.875"
"6","30","8","295556","95.89486858573217","99.875"
"8","60","6","531316","97.47373686843422","99.95"
"5","30","9","663584","95.69784892446224","99.95"
"7","60","8","42661","96.26659984966174","99.775"
"6","30","9","295556","95.39424280350438","99.875"
"8","60","7","531316","97.04630788485608","99.875"
"5","30","10","663584","95.1975987993997","99.95"
"7","60","9","42661","95.6390977443609","99.75"
"6","30","10","295556","95.06513026052104","99.8"
"8","60","8","531316","96.6432865731463","99.8"
"5","30","11","663584","94.91991991991992","99.9"
"7","60","10","42661","95.16169466031586","99.725"
"6","30","11","295556","94.41102756892231","99.75"
"8","60","9","531316","96.14228456913828","99.8"
"5","30","12","663584","94.51951951951952","99.9"
"7","60","11","42661","94.65629703963873","99.65"
"6","30","12","295556","93.98496240601504","99.75"
"8","60","10","531316","95.78947368421052","99.75"
"5","30","13","663584","93.99098647971958","99.85000000000001"
"7","60","12","42661","94.30220883534136","99.6"
"6","30","13","295556","93.63248934570068","99.725"
"8","60","11","531316","95.41238405615442","99.725"
"5","30","14","663584","93.53545477323979","99.775"
"7","60","13","42661","93.99497487437186","99.5"
"6","30","14","295556","93.39859437751004","99.6"
"8","60","12","531316","95.00877853022322","99.675"
"5","30","15","663584","93.02733885126662","99.675"
"7","60","14","42661","93.64161849710982","99.47500000000001"
"6","30","15","295556","92.79437609841827","99.575"
"8","60","13","531316","94.5057701956849","99.65"
"5","30","16","663584","92.72088353413655","99.6"
"6","30","16","295556","92.58793969849246","99.5"
"7","60","15","42661","93.21096303746542","99.425"
"8","60","14","531316","94.02610441767068","99.6"
"5","30","17","663584","91.93872425916625","99.55000000000001"
"7","60","16","42661","92.73138832997988","99.4"
"6","30","17","295556","92.1356783919598","99.5"
"8","60","15","531316","93.54757720311324","99.575"
"5","30","18","663584","91.605931138477","99.47500000000001"
"7","60","17","42661","92.44332493702771","99.25"
"6","30","18","295556","91.62474849094568","99.4"
"8","60","16","531316","93.24120603015076","99.5"
"5","30","19","663584","91.06468663478479","99.325"
"7","60","18","42661","91.98790627362055","99.225"
"6","30","19","295556","91.21349446122859","99.3"
"8","60","17","531316","92.91279215883388","99.47500000000001"
"5","30","20","663584","90.5313523042055","99.275"
"7","60","19","42661","91.58266129032258","99.2"
"6","30","20","295556","90.85642317380352","99.25"
"8","60","18","531316","92.55907491201609","99.45"
"5","30","21","663584","90.07306626354246","99.225"
"7","60","20","42661","91.39540751955589","99.075"
"6","30","21","295556","90.49899193548387","99.2"
"8","60","19","531316","92.2728416813491","99.325"
"5","30","22","663584","89.7300025233409","99.075"
"7","60","21","42661","90.9044972208186","98.95"
"6","30","22","295556","90.21437578814628","99.125"
"8","60","20","531316","91.8429003021148","99.3"
"5","30","23","663584","89.36868686868686","99"
"6","30","23","295556","89.89643849456932","98.97500000000001"
"7","60","22","42661","90.34622188526662","98.925"
"8","60","21","531316","91.3853904282116","99.25"
"5","30","24","663584","88.93939393939394","99"
"7","60","23","42661","90.13407538578295","98.825"
"6","30","24","295556","89.64123294593229","98.95"
"8","60","22","531316","90.85181451612904","99.2"
"5","30","25","663584","88.45376452753916","98.95"
"6","30","25","295556","89.42842690945878","98.85000000000001"
"7","60","24","42661","89.59230184856925","98.725"
"8","60","23","531316","90.26727181038831","99.15"
"5","30","26","663584","88.06272129489125","98.85000000000001"
"6","30","26","295556","89.08584451759938","98.725"
"7","60","25","42661","89.44698122780315","98.55000000000001"
"5","30","27","663584","87.60121457489879","98.8"
"8","60","24","531316","89.95963673057517","99.1"
"6","30","27","295556","88.62427159868254","98.675"
"7","60","26","42661","89.18232605383444","98.45"
"8","60","25","531316","89.52549217566886","99.05000000000001"
"5","30","28","663584","87.2814796047631","98.675"
"7","60","27","42661","88.74777749555498","98.425"
"6","30","28","295556","88.3130081300813","98.4"
"8","60","26","531316","89.0628946703713","98.97500000000001"
"5","30","29","663584","87.0182555780933","98.6"
"7","60","28","42661","88.53292651919654","98.32499999999999"
"6","30","29","295556","88.12309257375381","98.3"
"8","60","27","531316","88.89451049835569","98.825"
"5","30","30","663584","86.52626236995687","98.52499999999999"
"6","30","30","295556","87.70992366412213","98.25"
"7","60","29","42661","88.28920570264765","98.2"
"8","60","28","531316","88.70314083080041","98.7"
"5","30","31","663584","86.1202740421213","98.52499999999999"
"6","30","31","295556","87.14031066972242","98.175"
"7","60","30","42661","88.1857616738964","97.975"
"8","60","29","531316","88.29490752470231","98.675"
"5","30","32","663584","85.79054397559736","98.35000000000001"
"7","60","31","42661","87.92751403777437","97.95"
"6","30","32","295556","86.47478349465104","98.15"
"8","60","30","531316","88.14720812182742","98.5"
"5","30","33","663584","85.4161364214813","98.225"
"7","60","32","42661","87.51276813074566","97.89999999999999"
"6","30","33","295556","86.16207951070336","98.1"
"8","60","31","531316","87.8048780487805","98.4"
"5","30","34","663584","85.18990568442518","98.075"
"6","30","34","295556","85.65239551478084","98.1"
"7","60","33","42661","87.24437627811861","97.8"
"8","60","32","531316","87.35047085772462","98.225"
"5","30","35","663584","84.88639264743426","97.925"
"7","60","34","42661","86.68200408997954","97.8"
"6","30","35","295556","85.26262111167772","98.05"
"8","60","33","531316","86.97425439714505","98.075"
"5","30","36","663584","84.5426673479816","97.85000000000001"
"7","60","35","42661","86.32522407170295","97.625"
"6","30","36","295556","84.85699693564862","97.89999999999999"
"8","60","34","531316","86.58163265306122","98"
"5","30","37","663584","84.21994884910487","97.75"
"7","60","36","42661","86.05128205128206","97.5"
"6","30","37","295556","84.64294855387764","97.675"
"8","60","35","531316","86.26149131767109","97.89999999999999"
"5","30","38","663584","84.07578084997441","97.65"
"7","60","37","42661","85.62259306803594","97.375"
"6","30","38","295556","84.3926191696566","97.55"
"8","60","36","531316","86.07918263090677","97.875"
"5","30","39","663584","83.6750384418247","97.55"
"7","60","38","42661","85.09763617677287","97.3"
"6","30","39","295556","84.19702411493073","97.45"
"8","60","37","531316","85.68507157464212","97.8"
"5","30","40","663584","83.46598202824134","97.375"
"7","60","39","42661","84.8547184366161","97.225"
"6","30","40","295556","83.87262455059066","97.35000000000001"
"8","60","38","531316","85.56067588325654","97.65"
"5","30","41","663584","83.33761892517356","97.225"
"7","60","40","42661","84.67284904688304","97.05"
"6","30","41","295556","83.58170606372045","97.3"
"8","60","39","531316","85.1832863368367","97.52499999999999"
"5","30","42","663584","83.0028328611898","97.075"
"7","60","41","42661","84.29602888086643","96.95"
"6","30","42","295556","83.23476472100796","97.225"
"8","60","40","531316","84.85626283367557","97.39999999999999"
"5","30","43","663584","82.67148014440433","96.95"
"7","60","42","42661","84.07330924109448","96.85000000000001"
"6","30","43","295556","82.89100747230094","97.02499999999999"
"8","60","41","531316","84.58376156217882","97.3"
"5","30","44","663584","82.24057821373258","96.85000000000001"
"6","30","44","295556","82.71764401963317","96.775"
"7","60","43","42661","83.79007238883143","96.7"
"8","60","42","531316","84.35409161091097","97.15"
"5","30","45","663584","81.82993021452572","96.72500000000001"
"6","30","45","295556","82.43347972100233","96.775"
"7","60","44","42661","83.32901889723013","96.575"
"8","60","43","531316","84.12780211285751","97.02499999999999"
"5","30","46","663584","81.44409937888199","96.6"
"6","30","46","295556","81.99689601655457","96.65"
"7","60","45","42661","83.06535269709543","96.39999999999999"
"8","60","44","531316","83.87928810936292","96.925"
"5","30","47","663584","81.1301192327631","96.45"
"6","30","47","295556","81.82288969445884","96.55"
"7","60","46","42661","82.8356271098416","96.275"
"8","60","45","531316","83.54005167958657","96.75"
"5","30","48","663584","80.99688473520249","96.3"
"6","30","48","295556","81.6390041493776","96.39999999999999"
"7","60","47","42661","82.60530421216849","96.15"
"8","60","46","531316","83.0876648564779","96.675"
"5","30","49","663584","80.65522620904837","96.15"
"6","30","49","295556","81.3700051894136","96.35000000000001"
"7","60","48","42661","82.04527712724435","96.075"
"8","60","47","531316","82.73362671498835","96.575"
"5","30","50","663584","80.27069234773555","96.05"
"6","30","50","295556","81.05509355509356","96.2"
"7","60","49","42661","81.82291666666667","96"
"8","60","48","531316","82.50388802488335","96.45"
"5","30","51","663584","79.921875","96"
"6","30","51","295556","80.8172826652785","96.05"
"7","60","50","42661","81.3983824680407","95.825"
"5","30","52","663584","79.5982259326898","95.825"
"8","60","49","531316","82.07057602490919","96.35000000000001"
"6","30","52","295556","80.51134881294026","95.825"
"7","60","51","42661","81.17154811715481","95.6"
"5","30","53","663584","79.29503916449086","95.75"
"8","60","50","531316","81.32952479875357","96.275"
"6","30","53","295556","80.0261096605744","95.75"
"7","60","52","42661","80.91242789722077","95.35"
"5","30","54","663584","78.917080826576","95.575"
"8","60","51","531316","81.08108108108108","96.2"
"6","30","54","295556","79.72796233324614","95.575"
"7","60","53","42661","80.51982147545289","95.22500000000001"
"5","30","55","663584","78.59952793076317","95.325"
"8","60","52","531316","80.82227426489722","96.075"
"7","60","54","42661","80.15247108307045","95.1"
"6","30","55","295556","79.43411055802987","95.42500000000001"
"5","30","56","663584","78.26201102651615","95.22500000000001"
"8","60","53","531316","80.61490359562272","95.95"
"6","30","56","295556","78.79423328964613","95.375"
"7","60","55","42661","80.06854732401793","94.825"
"5","30","57","663584","77.83031258208564","95.175"
"8","60","54","531316","80.38140020898642","95.7"
"6","30","57","295556","78.53581737076883","95.275"
"7","60","56","42661","79.7886393659181","94.625"
"5","30","58","663584","77.57033920589008","95.075"
"8","60","55","531316","80.14648182055977","95.575"
"6","30","58","295556","78.27115081450341","95.15"
"7","60","57","42661","79.34408886537952","94.525"
"5","30","59","663584","77.44658401477183","94.77499999999999"
"8","60","56","531316","79.86910994764398","95.5"
"6","30","59","295556","77.79531702183637","95.025"
"7","60","58","42661","79.25827814569536","94.375"
"5","30","60","663584","77.04095112285337","94.625"
"8","60","57","531316","79.56989247311827","95.325"
"7","60","59","42661","78.96972915560276","94.15"
"6","30","60","295556","77.53489597050303","94.925"
"5","30","61","663584","76.6992859032002","94.525"
"8","60","58","531316","79.21259842519684","95.25"
"6","30","61","295556","77.16244725738397","94.8"
"7","60","60","42661","78.8563829787234","94"
"8","60","59","531316","79.08995265649658","95.05"
"5","30","62","663584","76.42384105960265","94.375"
"6","30","62","295556","76.84182730393452","94.675"
"7","60","61","42661","78.43816631130063","93.8"
"8","60","60","531316","78.75197472353871","94.95"
"5","30","63","663584","76.26758693920893","94.175"
"6","30","63","295556","76.55464408573697","94.475"
"7","60","62","42661","78.1725888324873","93.575"
"5","30","64","663584","75.85015940488842","94.1"
"8","60","61","531316","78.55637513171759","94.89999999999999"
"6","30","64","295556","76.39257294429707","94.25"
"7","60","63","42661","77.91755888650964","93.4"
"5","30","65","663584","75.58510638297872","94"
"8","60","62","531316","78.14394938043765","94.825"
"6","30","65","295556","76.24368183027401","93.975"
"7","60","64","42661","77.7300778105715","93.175"
"5","30","66","663584","75.49933422103862","93.875"
"8","60","63","531316","78.05071315372425","94.65"
"6","30","66","295556","75.9935982928781","93.72500000000001"
"7","60","65","42661","77.63440860215054","93"
"5","30","67","663584","75.50747863247864","93.60000000000001"
"8","60","64","531316","77.70717500661901","94.425"
"6","30","67","295556","75.97645799892992","93.45"
"7","60","66","42661","77.59503909409544","92.72500000000001"
"5","30","68","663584","75.37473233404711","93.4"
"8","60","65","531316","77.380005303633","94.27499999999999"
"6","30","68","295556","75.74376842669525","93.27499999999999"
"7","60","67","42661","77.53721244925575","92.375"
"5","30","69","663584","75.26852846401718","93.10000000000001"
"8","60","66","531316","77.02523240371846","94.125"
"6","30","69","295556","75.47779273216689","92.875"
"7","60","68","42661","77.52442996742671","92.10000000000001"
"5","30","70","663584","75.18169582772543","92.875"
"6","30","70","295556","75.27665317139002","92.625"
"8","60","67","531316","76.75531914893618","94"
"7","60","69","42661","77.47207845273766","91.77499999999999"
"5","30","71","663584","74.9730312837109","92.7"
"6","30","71","295556","75.42005420054201","92.25"
"8","60","68","531316","76.62406815761449","93.89999999999999"
"7","60","70","42661","77.33114574788078","91.425"
"5","30","72","663584","74.68217473627266","92.425"
"6","30","72","295556","75.2445652173913","92"
"8","60","69","531316","76.38110488390713","93.675"
"7","60","71","42661","77.16557017543859","91.2"
"5","30","73","663584","74.31590354917367","92.27499999999999"
"6","30","73","295556","74.98637602179836","91.75"
"8","60","70","531316","76.26438319507626","93.425"
"7","60","72","42661","77.18767198679141","90.85"
"5","30","74","663584","74.18478260869566","92"
"8","60","71","531316","76.16747181964574","93.15"
"6","30","74","295556","74.76788640087383","91.55"
"7","60","73","42661","77.06320728677892","90.575"
"5","30","75","663584","74.18122270742357","91.60000000000001"
"8","60","72","531316","76.05595910680657","92.925"
"6","30","75","295556","74.53450164293538","91.3"
"7","60","74","42661","77.02328159645234","90.2"
"5","30","76","663584","74","91.25"
"6","30","76","295556","74.45756660258171","91.025"
"8","60","73","531316","75.7085020242915","92.625"
"7","60","75","42661","76.8974145120934","89.925"
"5","30","77","663584","74.01488013226785","90.725"
"6","30","77","295556","74.34482758620689","90.625"
"8","60","74","531316","75.48701298701299","92.4"
"7","60","76","42661","76.84591808303148","89.725"
"5","30","78","663584","73.85168788046485","90.35"
"6","30","78","295556","74.24619640387276","90.375"
"8","60","75","531316","75.2101979929482","92.175"
"7","60","77","42661","76.64988814317674","89.4"
"5","30","79","663584","73.88641425389754","89.8"
"6","30","79","295556","74.06276034434879","90.025"
"8","60","76","531316","75.12261580381472","91.75"
"7","60","78","42661","76.78471051152333","88.94999999999999"
"5","30","80","663584","73.99216125419933","89.3"
"6","30","80","295556","74.01728463897406","89.67500000000001"
"8","60","77","531316","74.9316566429743","91.45"
"7","60","79","42661","76.90570299265951","88.55"
"5","30","81","663584","74.08450704225352","88.75"
"6","30","81","295556","73.73426573426573","89.375"
"8","60","78","531316","74.81481481481481","91.125"
"7","60","80","42661","76.94924865324639","88.175"
"5","30","82","663584","74.23469387755102","88.2"
"6","30","82","295556","73.67237988198933","88.97500000000001"
"7","60","81","42661","76.83970336565888","87.64999999999999"
"8","60","79","531316","74.81399834665197","90.725"
"5","30","83","663584","74.32316899401539","87.725"
"6","30","83","295556","73.69313365357446","88.47500000000001"
"8","60","80","531316","74.70246332687516","90.325"
"7","60","82","42661","76.987087517934","87.125"
"5","30","84","663584","74.56215905828309","87.075"
"6","30","84","295556","73.64385117864242","88.02499999999999"
"7","60","83","42661","76.92529564464955","86.675"
"8","60","81","531316","74.62437395659433","89.85"
"5","30","85","663584","74.57382259462582","86.52499999999999"
"6","30","85","295556","73.70074243289548","87.55"
"7","60","84","42661","76.94541231126597","86.1"
"8","60","82","531316","74.76923076923076","89.375"
"5","30","86","663584","74.61426491994177","85.875"
"6","30","86","295556","73.82935937948865","87.02499999999999"
"8","60","83","531316","74.92965672481711","88.85"
"7","60","85","42661","76.98157355952033","85.475"
"5","30","87","663584","74.95596007046389","85.15"
"6","30","87","295556","73.83636889274356","86.47500000000001"
"5","30","88","663584","75.31889646989023","84.275"
"7","60","86","42661","77.18160377358491","84.8"
"8","60","84","531316","74.89373760272032","88.225"
"6","30","88","295556","73.98018648018649","85.8"
"5","30","89","663584","75.67405632115039","83.45"
"7","60","87","42661","77.25653206650831","84.2"
"8","60","85","531316","74.97860199714694","87.625"
"6","30","89","295556","74.25044091710758","85.05"
"5","30","90","663584","76.03756437443198","82.525"
"7","60","88","42661","77.71787960467206","83.475"
"8","60","86","531316","75.03590922148807","87.02499999999999"
"6","30","90","295556","74.47376222946932","84.325"
"5","30","91","663584","76.53374233128835","81.5"
"7","60","89","42661","77.97583081570997","82.75"
"8","60","87","531316","75.17341040462428","86.5"
"6","30","91","295556","74.97752472280492","83.42500000000001"
"5","30","92","663584","77.05681465383421","80.525"
"7","60","90","42661","78.23834196891191","82.025"
"8","60","88","531316","75.42274052478135","85.75"
"6","30","92","295556","75.23463518013926","82.575"
"5","30","93","663584","77.58241758241759","79.625"
"7","60","91","42661","78.73191751308096","81.22500000000001"
"8","60","89","531316","75.77987051206591","84.95"
"6","30","93","295556","75.46593339443936","81.825"
"5","30","94","663584","78.15580286168522","78.625"
"7","60","92","42661","79.17314267951508","80.425"
"8","60","90","531316","76.17349970291146","84.15"
"6","30","94","295556","76.01851851851852","81"
"5","30","95","663584","79.08475668707702","77.575"
"7","60","93","42661","79.57326639472858","79.675"
"8","60","91","531316","76.51469706058788","83.35000000000001"
"6","30","95","295556","76.51467832604622","80.05"
"5","30","96","663584","79.92151733158927","76.44999999999999"
"7","60","94","42661","79.82873453853473","78.825"
"8","60","92","531316","76.97907188353048","82.425"
"6","30","96","295556","77.08596713021491","79.10000000000001"
"5","30","97","663584","80.43766578249337","75.4"
"7","60","95","42661","80.38461538461539","78"
"8","60","93","531316","77.42725880551302","81.625"
"6","30","97","295556","77.6782858970259","78.175"
"5","30","98","663584","81.17014122394082","74.35000000000001"
"7","60","96","42661","80.8041504539559","77.10000000000001"
"8","60","94","531316","77.93935643564357","80.80000000000001"
"6","30","98","295556","77.78137128072446","77.3"
"5","30","99","663584","81.76250425314733","73.475"
"7","60","97","42661","81.76141965165955","76.075"
"8","60","95","531316","78.23363607892264","79.825"
"5","30","100","663584","82.34482758620689","72.5"
"6","30","99","295556","78.19548872180451","76.47500000000001"
"7","60","98","42661","82.39202657807309","75.25"
"8","60","96","531316","78.72070930968967","78.95"
"5","30","101","663584","83.08874912648497","71.55"
"6","30","100","295556","78.67063492063492","75.6"
"7","60","99","42661","82.81197443659603","74.325"
"8","60","97","531316","79.14934441957148","78.175"
"5","30","102","663584","83.94186458702589","70.525"
"6","30","101","295556","79.38420348058902","74.7"
"7","60","100","42661","83.37300238014281","73.52499999999999"
"5","30","103","663584","84.67625899280576","69.5"
"8","60","98","531316","79.65717981888744","77.3"
"6","30","102","295556","79.89830508474576","73.75"
"7","60","101","42661","83.82656572608397","72.65"
"5","30","104","663584","85.59941520467837","68.4"
"8","60","99","531316","80.10471204188482","76.4"
"6","30","103","295556","80.79834824501032","72.65"
"7","60","102","42661","84.39568094740508","71.775"
"5","30","105","663584","86.41929499072356","67.375"
"8","60","100","531316","80.50314465408806","75.52499999999999"
"6","30","104","295556","81.2674094707521","71.8"
"7","60","103","42661","85.10038746037337","70.975"
"5","30","106","663584","87.58958883440211","66.27499999999999"
"8","60","101","531316","81.05933623868589","74.575"
"6","30","105","295556","81.72194777699366","70.85000000000001"
"7","60","104","42661","85.68376068376068","70.19999999999999"
"5","30","107","663584","88.544061302682","65.25"
"6","30","106","295556","82.71914132379248","69.875"
"8","60","102","531316","81.77189409368636","73.65"
"7","60","105","42661","86.40461593941579","69.325"
"5","30","108","663584","89.54933954933955","64.35"
"6","30","107","295556","83.14037626628075","69.1"
"8","60","103","531316","82.30240549828179","72.75"
"5","30","109","663584","90.16135379771744","63.525"
"7","60","106","42661","86.82198762286131","68.675"
"6","30","108","295556","83.84023451813852","68.22500000000001"
"8","60","104","531316","83.06086956521739","71.875"
"5","30","110","663584","90.30976965845909","62.949999999999996"
"7","60","107","42661","86.96769456681352","68.10000000000001"
"6","30","109","295556","84.24175009269558","67.425"
"8","60","105","531316","83.83339216378397","70.825"
"5","30","111","663584","90.96385542168674","62.25000000000001"
"7","60","108","42661","87.37467508354995","67.325"
"6","30","110","295556","84.94744744744744","66.60000000000001"
"8","60","106","531316","84.70082407739162","69.77499999999999"
"5","30","112","663584","91.7106867127184","61.525"
"7","60","109","42661","88.18660647103084","66.45"
"6","30","111","295556","85.57838660578386","65.7"
"8","60","107","531316","85.51673944687045","68.7"
"5","30","113","663584","92.00819672131148","61"
"7","60","110","42661","88.82958444529166","65.575"
"6","30","112","295556","86.18827160493827","64.8"
"5","30","114","663584","92.06611570247934","60.5"
"8","60","108","531316","86.13057912209516","67.77499999999999"
"7","60","111","42661","89.0685142417244","64.95"
"6","30","113","295556","86.80718188914909","64.05"
"5","30","115","663584","92.68394648829431","59.8"
"8","60","109","531316","86.6965620328849","66.9"
"7","60","112","42661","89.49416342412452","64.25"
"6","30","114","295556","87.4703557312253","63.24999999999999"
"5","30","116","663584","93.20101351351352","59.199999999999996"
"8","60","110","531316","87.68006065200909","65.95"
"7","60","113","42661","90.03937007874015","63.5"
"6","30","115","295556","88.08476609356258","62.525"
"5","30","117","663584","93.65687526607067","58.72500000000001"
"8","60","111","531316","88.53405155829165","64.97500000000001"
"7","60","114","42661","90.58028616852147","62.9"
"6","30","116","295556","88.60145513338723","61.85000000000001"
"5","30","118","663584","94.3631669535284","58.099999999999994"
"8","60","112","531316","89.38329430132708","64.05"
"7","60","115","42661","90.93097913322632","62.3"
"6","30","117","295556","89.0204081632653","61.25000000000001"
"5","30","119","663584","94.49262792714657","57.65"
"8","60","113","531316","90.38385437277404","63.175000000000004"
"7","60","116","42661","91.33252328878089","61.724999999999994"
"6","30","118","295556","89.45634266886327","60.699999999999996"
"5","30","120","663584","95.015303891561","57.175"
"8","60","114","531316","91.13873295910184","62.35000000000001"
"7","60","117","42661","91.58152840212506","61.175000000000004"
"6","30","119","295556","89.70099667774086","60.199999999999996"
"5","30","121","663584","95.41850220264317","56.75"
"8","60","115","531316","91.81523500810373","61.7"
"7","60","118","42661","92.12371134020619","60.62499999999999"
"6","30","120","295556","90.104821802935","59.62499999999999"
"5","30","122","663584","95.65602836879432","56.39999999999999"
"8","60","116","531316","92.22903885480572","61.12499999999999"
"7","60","119","42661","92.3076923076923","60.12499999999999"
"6","30","121","295556","90.42372881355932","59"
"5","30","123","663584","95.45251894783772","56.074999999999996"
"8","60","117","531316","92.56198347107438","60.5"
"7","60","120","42661","92.7791771620487","59.550000000000004"
"6","30","122","295556","91.08826049700086","58.35"
"5","30","124","663584","95.59550561797752","55.625"
"8","60","118","531316","92.98831385642737","59.9"
"6","30","123","295556","91.56209433145824","57.775"
"7","60","121","42661","93.49766255843603","58.825"
"5","30","125","663584","95.79185520361992","55.25"
"8","60","119","531316","93.26882625157762","59.425"
"6","30","124","295556","92.04545454545455","57.199999999999996"
"7","60","122","42661","93.62703165098375","58.45"
"5","30","126","663584","95.85987261146497","54.949999999999996"
"6","30","125","295556","92.58278145695364","56.625"
"8","60","120","531316","93.76854599406528","58.975"
"5","30","127","663584","95.74759945130316","54.675"
"7","60","123","42661","93.54838709677419","58.12500000000001"
"6","30","126","295556","92.83170080142476","56.15"
"5","30","128","663584","95.81801470588235","54.400000000000006"
"8","60","121","531316","93.88888888888889","58.5"
"7","60","124","42661","93.7527114967462","57.62500000000001"
"6","30","127","295556","93.03683737646001","55.65"
"5","30","129","663584","95.84487534626038","54.15"
"8","60","122","531316","94.56896551724138","57.99999999999999"
"7","60","125","42661","94.22824661128115","57.175"
"5","30","130","663584","95.87389893370421","53.925"
"6","30","128","295556","93.60834088848596","55.15"
"8","60","123","531316","94.70256187581415","57.574999999999996"
"7","60","126","42661","94.14870215574132","56.825"
"6","30","129","295556","93.70150616157005","54.775"
"5","30","131","663584","95.71495109455054","53.675"
"8","60","124","531316","95.14435695538059","57.15"
"7","60","127","42661","94.28444838280903","56.425000000000004"
"6","30","130","295556","93.89067524115757","54.425000000000004"
"5","30","132","663584","95.5503512880562","53.37499999999999"
"8","60","125","531316","95.50066166740186","56.675"
"7","60","128","42661","94.49910554561717","55.900000000000006"
"6","30","131","295556","94.0795559666975","54.05"
"5","30","133","663584","95.34117647058824","53.125"
"8","60","126","531316","95.73143619386394","56.225"
"7","60","129","42661","94.90532010820559","55.45"
"6","30","132","295556","94.04927940492794","53.77499999999999"
"5","30","134","663584","95.3125","52.800000000000004"
"8","60","127","531316","95.92476489028213","55.825"
"7","60","130","42661","94.96370235934664","55.1"
"6","30","133","295556","94.43405051449953","53.449999999999996"
"5","30","135","663584","95.61487130600572","52.449999999999996"
"8","60","128","531316","96.08284556506078","55.525000000000006"
"7","60","131","42661","95.20109689213893","54.7"
"6","30","134","295556","94.68235294117648","53.125"
"5","30","136","663584","95.91934709553529","52.075"
"8","60","129","531316","96.33484162895928","55.25"
"7","60","132","42661","95.35204786010124","54.325"
"6","30","135","295556","94.41287878787878","52.800000000000004"
"5","30","137","663584","95.94202898550725","51.74999999999999"
"8","60","130","531316","95.91280653950953","55.05"
"7","60","133","42661","95.46086150995832","53.974999999999994"
"6","30","136","295556","94.56366237482118","52.425"
"5","30","138","663584","96.34680954700438","51.324999999999996"
"8","60","131","531316","95.9342165372316","54.725"
"7","60","134","42661","95.43336439888164","53.65"
"6","30","137","295556","94.95434887073523","52.025"
"5","30","139","663584","96.42156862745098","51"
"8","60","132","531316","95.95216191352345","54.35"
"7","60","135","42661","95.45454545454545","53.349999999999994"
"6","30","138","295556","95.01934235976789","51.7"
"5","30","140","663584","96.7869500741473","50.575"
"7","60","136","42661","95.61320754716981","53"
"8","60","133","531316","96.10930986567855","53.974999999999994"
"6","30","139","295556","95.465626523647","51.275000000000006"
"5","30","141","663584","96.86878727634195","50.3"
"7","60","137","42661","95.95815501664289","52.575"
"8","60","134","531316","96.32044713553796","53.675"
"6","30","140","295556","95.64152791380998","51.05"
"5","30","142","663584","96.7983991995998","49.975"
"7","60","138","42661","95.84328714763497","52.325"
"8","60","135","531316","96.89995302959136","53.225"
"6","30","141","295556","95.81074420896994","50.724999999999994"
"5","30","143","663584","97.12701612903226","49.6"
"7","60","139","42661","95.96153846153847","52"
"8","60","136","531316","96.65094339622642","53"
"6","30","142","295556","95.73835480673935","50.449999999999996"
"5","30","144","663584","96.81496461071791","49.45"
"7","60","140","42661","95.93810444874275","51.7"
"6","30","143","295556","95.90409590409591","50.05"
"8","60","137","531316","96.6254752851711","52.6"
