"BehaviorSpace results (NetLogo 3D 6.1.0)"
"ABM-working-10-stochastic.nlogo3D"
"NinaExploMonoSensDist"
"01/25/2022 11:37:52:736 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-49","49","-49","49"
"[run number]","gui-mono-sens-dist","[step]","getSeed","getViability","getRemainingCellRatio"
"3","1","31","177103","87.56384065372829","97.89999999999999"
"1","1","31","123394","87.64960529666412","98.175"
"2","1","31","435066","86.42857142857143","98"
"4","2","31","370238","88.07008502963154","97.02499999999999"
"3","1","32","177103","87.08770135515213","97.775"
"2","1","32","435066","86.02809706257982","97.875"
"1","1","32","123394","87.38532110091744","98.1"
"4","2","32","370238","87.83574380165288","96.8"
"2","1","33","435066","85.80562659846548","97.75"
"3","1","33","177103","86.78617157490397","97.625"
"1","1","33","123394","87.08854299566215","97.975"
"4","2","33","370238","87.41276815714654","96.72500000000001"
"2","1","34","435066","85.44336237826755","97.55"
"1","1","34","123394","87.0020429009193","97.89999999999999"
"3","1","34","177103","86.08049218149193","97.52499999999999"
"4","2","34","370238","87.08926261319534","96.625"
"3","1","35","177103","85.42468565563254","97.425"
"2","1","35","435066","85.31827515400411","97.39999999999999"
"1","1","35","123394","86.63429593662151","97.82499999999999"
"4","2","35","370238","86.63558663558663","96.525"
"3","1","36","177103","84.96530454895914","97.275"
"2","1","36","435066","84.83680287843742","97.275"
"4","2","36","370238","86.40373637778931","96.35000000000001"
"1","1","36","123394","86.18572524942441","97.725"
"3","1","37","177103","84.7004371303677","97.225"
"1","1","37","123394","85.84229390681004","97.65"
"4","2","37","370238","86.23376623376623","96.25"
"2","1","37","435066","84.54218106995884","97.2"
"4","2","38","370238","85.8814352574103","96.15"
"3","1","38","177103","84.36213991769547","97.2"
"2","1","38","435066","83.98970398970398","97.125"
"1","1","38","123394","85.67034093822097","97.52499999999999"
"4","2","39","370238","85.68081228846654","96.025"
"3","1","39","177103","83.77543136749935","97.075"
"2","1","39","435066","83.71553723267199","97.02499999999999"
"1","1","39","123394","85.49794661190965","97.39999999999999"
"4","2","40","370238","85.46496483459234","95.975"
"3","1","40","177103","83.20020613244009","97.02499999999999"
"2","1","40","435066","83.25593395252838","96.89999999999999"
"1","1","40","123394","85.07194244604317","97.3"
"4","2","41","370238","85.49398849973862","95.65"
"2","1","41","435066","83.07930767243606","96.775"
"3","1","41","177103","82.89473684210526","96.89999999999999"
"1","1","41","123394","84.6707818930041","97.2"
"4","2","42","370238","85.26178010471203","95.5"
"3","1","42","177103","82.54583010586109","96.825"
"2","1","42","435066","82.83717318146519","96.575"
"1","1","42","123394","84.16988416988417","97.125"
"3","1","43","177103","82.21302998965874","96.7"
"4","2","43","370238","84.93581346607283","95.42500000000001"
"2","1","43","435066","82.60305937256935","96.42500000000001"
"1","1","43","123394","83.71134020618557","97"
"4","2","44","370238","84.56692913385827","95.25"
"3","1","44","177103","81.93114159979291","96.575"
"2","1","44","435066","82.17718888022864","96.22500000000001"
"1","1","44","123394","83.3376321898375","96.925"
"4","2","45","370238","84.36268068331142","95.125"
"3","1","45","177103","81.72628304821151","96.45"
"2","1","45","435066","81.95996880686249","96.175"
"1","1","45","123394","82.99302145257172","96.72500000000001"
"4","2","46","370238","84.22854133754608","94.95"
"3","1","46","177103","81.64113217346144","96.275"
"2","1","46","435066","81.67143972923718","96.025"
"1","1","46","123394","82.72915587778354","96.55"
"4","2","47","370238","83.90834869633922","94.925"
"3","1","47","177103","81.22077922077922","96.25"
"2","1","47","435066","81.23044838373306","95.89999999999999"
"1","1","47","123394","82.36208236208236","96.525"
"4","2","48","370238","83.46954916952281","94.825"
"3","1","48","177103","80.91027308192457","96.125"
"2","1","48","435066","81.03808033385498","95.85000000000001"
"1","1","48","123394","82.01140487299119","96.45"
"4","2","49","370238","82.98601951991559","94.77499999999999"
"2","1","49","435066","80.83050404805432","95.72500000000001"
"3","1","49","177103","80.625","96"
"1","1","49","123394","81.53047989623865","96.375"
"2","1","50","435066","80.44444444444444","95.625"
"4","2","50","370238","82.49273831528915","94.675"
"3","1","50","177103","80.32872423689015","95.825"
"1","1","50","123394","81.18503118503119","96.2"
"2","1","51","435066","80.19361590790163","95.55"
"4","2","51","370238","82.34672304439746","94.6"
"3","1","51","177103","80.10977522216413","95.65"
"1","1","51","123394","80.84331077563769","96.05"
"2","1","52","435066","79.69609641079381","95.42500000000001"
"4","2","52","370238","81.89038919777602","94.425"
"3","1","52","177103","79.92146596858639","95.5"
"1","1","52","123394","80.57872784150156","95.89999999999999"
"2","1","53","435066","79.44881889763779","95.25"
"4","2","53","370238","81.73612954605787","94.175"
"3","1","53","177103","79.62768746722601","95.35"
"1","1","53","123394","80.37066040198381","95.775"
"2","1","54","435066","79.18528252299606","95.125"
"4","2","54","370238","81.45589798087141","94.1"
"3","1","54","177103","79.28590181149909","95.22500000000001"
"1","1","54","123394","80.1201671891327","95.7"
"4","2","55","370238","81.16520351157223","93.975"
"3","1","55","177103","79.18968692449356","95.025"
"2","1","55","435066","78.74243620099973","95.025"
"4","2","56","370238","81.0335641981886","93.85"
"3","1","56","177103","78.866930171278","94.875"
"1","1","55","123394","79.85874967303165","95.575"
"2","1","56","435066","78.59778597785979","94.85"
"4","2","57","370238","80.74153107495331","93.72500000000001"
"3","1","57","177103","78.56388595564941","94.69999999999999"
"1","1","56","123394","79.52879581151832","95.5"
"2","1","57","435066","78.32849986817823","94.825"
"4","2","58","370238","80.4539385847797","93.625"
"3","1","58","177103","78.15392753239884","94.525"
"1","1","57","123394","79.18196119559518","95.35"
"2","1","58","435066","77.98310454065471","94.69999999999999"
"4","2","59","370238","80.20331728196896","93.45"
"3","1","59","177103","77.89835892006353","94.45"
"1","1","58","123394","78.98607827685842","95.175"
"2","1","59","435066","77.8688524590164","94.55"
"4","2","60","370238","80.16085790884718","93.25"
"3","1","60","177103","77.56563245823389","94.27499999999999"
"1","1","59","123394","78.61089187056038","95.025"
"2","1","60","435066","77.4159385755891","94.425"
"4","2","61","370238","80.1182160128963","93.05"
"3","1","61","177103","77.2872340425532","94"
"1","1","60","123394","78.18756585879873","94.89999999999999"
"2","1","61","435066","77.28840541257628","94.22500000000001"
"4","2","62","370238","79.91924629878869","92.875"
"3","1","62","177103","77.12836936215639","93.675"
"1","1","61","123394","77.81587971511475","94.77499999999999"
"2","1","62","435066","76.93329790061122","94.075"
"4","2","63","370238","79.60615052603183","92.675"
"1","1","62","123394","77.45771670190274","94.6"
"3","1","63","177103","77.00534759358288","93.5"
"2","1","63","435066","76.76337503327123","93.925"
"4","2","64","370238","79.23201730665225","92.45"
"1","1","63","123394","77.08388462556232","94.475"
"3","1","64","177103","76.63451232583066","93.30000000000001"
"2","1","64","435066","76.49253731343283","93.8"
"4","2","65","370238","79.00866738894908","92.30000000000001"
"1","1","64","123394","76.7028889477869","94.325"
"3","1","65","177103","76.26208378088077","93.10000000000001"
"2","1","65","435066","76.23497997329774","93.625"
"1","1","65","123394","76.72872340425532","94"
"4","2","66","370238","78.72455902306649","92.125"
"3","1","66","177103","76.21097954790098","92.9"
"2","1","66","435066","76.00428494911623","93.35"
"1","1","66","123394","76.42037876767138","93.72500000000001"
"4","2","67","370238","78.48204570184983","91.9"
"3","1","67","177103","76.13390928725701","92.60000000000001"
"2","1","67","435066","75.78523489932886","93.125"
"1","1","67","123394","76.39186295503212","93.4"
"4","2","68","370238","78.21701199563795","91.7"
"3","1","68","177103","76.04223064428804","92.35"
"2","1","68","435066","75.62550443906376","92.925"
"1","1","68","123394","76.3016639828234","93.15"
"4","2","69","370238","78.08743169398907","91.5"
"2","1","69","435066","75.24271844660194","92.7"
"3","1","69","177103","75.78633405639913","92.2"
"1","1","69","123394","75.96335219617355","92.77499999999999"
"4","2","70","370238","77.87828947368422","91.2"
"2","1","70","435066","75","92.5"
"3","1","70","177103","75.74190035393411","91.825"
"4","2","71","370238","77.72277227722772","90.9"
"1","1","70","123394","75.85181179015684","92.45"
"2","1","71","435066","74.75622968580716","92.30000000000001"
"3","1","71","177103","75.73770491803279","91.5"
"1","1","71","123394","75.792897804283","92.225"
"4","2","72","370238","77.61523599227161","90.575"
"2","1","72","435066","74.53854505971769","92.10000000000001"
"3","1","72","177103","75.65861690450055","91.10000000000001"
"1","1","72","123394","75.78231292517007","91.875"
"4","2","73","370238","77.67931320963723","90.275"
"2","1","73","435066","74.421768707483","91.875"
"3","1","73","177103","75.50289335905208","90.725"
"4","2","74","370238","77.58333333333334","90"
"1","1","73","123394","75.71780147662018","91.425"
"2","1","74","435066","74.15485278080698","91.7"
"3","1","74","177103","75.3458771444383","90.35"
"4","2","75","370238","77.62900976290098","89.625"
"1","1","74","123394","75.69349079923097","91.025"
"2","1","75","435066","74.04266958424508","91.4"
"3","1","75","177103","75.37520844913841","89.95"
"4","2","76","370238","77.57558790593505","89.3"
"1","1","75","123394","75.6831355230472","90.575"
"2","1","76","435066","73.85459533607683","91.125"
"3","1","76","177103","75.48910005589715","89.45"
"4","2","77","370238","77.68711311198649","88.85"
"1","1","76","123394","75.49944506104328","90.10000000000001"
"3","1","77","177103","75.428250491435","89.025"
"2","1","77","435066","73.91304347826086","90.85"
"4","2","78","370238","77.66468758835171","88.425"
"1","1","77","123394","75.66285235835892","89.575"
"3","1","78","177103","75.42325056433408","88.6"
"2","1","78","435066","73.85295743504699","90.45"
"4","2","79","370238","77.73037542662115","87.9"
"1","1","78","123394","75.88532883642496","88.94999999999999"
"3","1","79","177103","75.31179138321995","88.2"
"2","1","79","435066","73.74410213710797","90.075"
"4","2","80","370238","77.7332570120206","87.35000000000001"
"1","1","79","123394","76.11221309152735","88.225"
"3","1","80","177103","75.22098659823212","87.675"
"2","1","80","435066","73.62698633955952","89.67500000000001"
"4","2","81","370238","77.96024200518582","86.775"
"3","1","81","177103","75.27251864601261","87.15"
"1","1","80","123394","76.27070245573958","87.55"
"2","1","81","435066","73.53105763850027","89.35"
"4","2","82","370238","78.02547770700637","86.35000000000001"
"1","1","81","123394","76.52474108170311","86.9"
"3","1","82","177103","75.33930118394456","86.575"
"2","1","82","435066","73.60876897133221","88.94999999999999"
"4","2","83","370238","78.16593886462883","85.875"
"1","1","82","123394","76.62412993039443","86.2"
"3","1","83","177103","75.45084351367073","85.95"
"2","1","83","435066","73.60678925035361","88.375"
"4","2","84","370238","78.30161054172767","85.375"
"3","1","84","177103","75.59331966012306","85.32499999999999"
"1","1","83","123394","77.00175336060782","85.55"
"2","1","84","435066","73.5436203466894","87.97500000000001"
"4","2","85","370238","78.41344736066057","84.775"
"1","1","84","123394","77.18575213423608","84.925"
"3","1","85","177103","75.8335792269106","84.725"
"2","1","85","435066","73.55041416738075","87.52499999999999"
"4","2","86","370238","78.6286731967943","84.22500000000001"
"3","1","86","177103","76.08695652173914","83.95"
"1","1","85","123394","77.38201246660729","84.22500000000001"
"2","1","86","435066","73.55395683453237","86.875"
"4","2","87","370238","78.94579215333933","83.475"
"3","1","87","177103","76.3292279963953","83.22500000000001"
"1","1","86","123394","77.76780371035308","83.55"
"2","1","87","435066","73.63083164300203","86.275"
"4","2","88","370238","79.12386706948641","82.75"
"3","1","88","177103","76.40994542146755","82.45"
"1","1","87","123394","78.17687896166616","82.825"
"2","1","88","435066","73.74708624708624","85.8"
"4","2","89","370238","79.50519242516799","81.85"
"1","1","88","123394","78.43017949498022","82.175"
"3","1","89","177103","76.73206621704476","81.55"
"2","1","89","435066","73.79835873388042","85.3"
"4","2","90","370238","79.90135635018495","81.10000000000001"
"1","1","89","123394","78.70512427124885","81.475"
"3","1","90","177103","77.10656753407683","80.7"
"2","1","90","435066","73.90791027154664","84.7"
"4","2","91","370238","80.1244167962675","80.375"
"1","1","90","123394","78.94736842105263","80.75"
"3","1","91","177103","77.49296655204752","79.975"
"2","1","91","435066","74.20505200594354","84.125"
"4","2","92","370238","80.34536891679748","79.625"
"1","1","91","123394","79.14321450906817","79.95"
"3","1","92","177103","77.86548784338491","79.175"
"2","1","92","435066","74.40119760479041","83.5"
"4","2","93","370238","80.74849349825563","78.825"
"1","1","92","123394","79.89233692210259","78.95"
"2","1","93","435066","74.72826086956522","82.8"
"3","1","93","177103","78.3956535634388","78.225"
"4","2","94","370238","81.15384615384616","78"
"1","1","93","123394","80.3394172270253","78.075"
"2","1","94","435066","74.9542961608775","82.05"
"3","1","94","177103","78.98480439702554","77.325"
"4","2","95","370238","81.60621761658031","77.2"
"2","1","95","435066","75.41487400122926","81.35"
"1","1","94","123394","80.73691014867485","77.35"
"3","1","95","177103","79.19528949950933","76.425"
"4","2","96","370238","82.04121687929342","76.425"
"3","1","96","177103","79.7019867549669","75.5"
"2","1","96","435066","75.74534161490683","80.5"
"1","1","95","123394","81.22555410691004","76.7"
"4","2","97","370238","82.55544521681563","75.52499999999999"
"3","1","97","177103","80.24774020756612","74.675"
"2","1","97","435066","76.36706473915777","79.55"
"1","1","96","123394","81.69848584595128","75.94999999999999"
"4","2","98","370238","82.91541290538281","74.775"
"2","1","98","435066","76.85214626391097","78.625"
"3","1","98","177103","80.76662143826323","73.7"
"1","1","97","123394","81.94813829787235","75.2"
"4","2","99","370238","83.32770840364495","74.075"
"2","1","99","435066","77.24935732647815","77.8"
"3","1","99","177103","81.34661628306425","72.775"
"1","1","98","123394","82.31338264963013","74.35000000000001"
"4","2","100","370238","83.74787052810902","73.375"
"3","1","100","177103","81.98887343532685","71.89999999999999"
"2","1","100","435066","77.50730282375852","77.025"
"1","1","99","123394","82.90278721957853","73.55000000000001"
"4","2","101","370238","84.22138191818495","72.725"
"2","1","101","435066","78.11370358199146","76.075"
"3","1","101","177103","82.49383585769637","70.975"
"1","1","100","123394","83.2760989010989","72.8"
"4","2","102","370238","84.36199722607489","72.1"
"2","1","102","435066","78.76165113182424","75.1"
"1","1","101","123394","83.76127689104788","72.05"
"3","1","102","177103","83.22626695217701","70.05"
"4","2","103","370238","84.85273492286115","71.3"
"2","1","103","435066","79.16385704652731","74.15"
"1","1","102","123394","84.42651701157489","71.275"
"3","1","103","177103","83.63439306358381","69.19999999999999"
"4","2","104","370238","85.49645390070923","70.5"
"2","1","104","435066","79.87700717458148","73.175"
"1","1","103","123394","84.8141592920354","70.625"
"3","1","104","177103","84.54778469425119","68.27499999999999"
"4","2","105","370238","85.80622095101896","69.925"
"2","1","105","435066","80.15927977839335","72.2"
"1","1","104","123394","85.36672629695884","69.875"
"3","1","105","177103","84.97409326424871","67.55"
"4","2","106","370238","86.42599277978339","69.25"
"2","1","106","435066","80.80701754385964","71.25"
"3","1","106","177103","85.85365853658537","66.625"
"1","1","105","123394","85.750452079566","69.125"
"4","2","107","370238","86.93907333090112","68.525"
"2","1","107","435066","81.13879003558719","70.25"
"3","1","107","177103","86.57565415244596","65.925"
"1","1","106","123394","86.47856357640161","68.22500000000001"
"4","2","108","370238","87.60147601476015","67.75"
"2","1","108","435066","82.14027476500362","69.15"
"3","1","108","177103","87.19816021464163","65.225"
"1","1","107","123394","87.05969595847237","67.425"
"4","2","109","370238","87.84942228848304","67.07499999999999"
"2","1","109","435066","82.88652221814175","68.075"
"3","1","109","177103","87.61609907120743","64.60000000000001"
"1","1","108","123394","87.69692423105776","66.64999999999999"
"4","2","110","370238","88.49924585218703","66.3"
"2","1","110","435066","83.78782218901756","66.925"
"3","1","110","177103","87.9155260070395","63.925"
"1","1","109","123394","88.36239575435937","65.95"
"4","2","111","370238","89.10060975609755","65.60000000000001"
"2","1","111","435066","84.77022407899733","65.825"
"3","1","111","177103","88.31886345698501","63.349999999999994"
"1","1","110","123394","88.96128784975086","65.225"
"4","2","112","370238","89.41900731050404","64.97500000000001"
"2","1","112","435066","85.87417985333849","64.775"
"3","1","112","177103","88.83572567783095","62.7"
"1","1","111","123394","89.422704378148","64.525"
"4","2","113","370238","89.84496124031007","64.5"
"2","1","113","435066","86.68754894283477","63.849999999999994"
"3","1","113","177103","89.13480885311871","62.125"
"1","1","112","123394","89.90215264187867","63.87500000000001"
"4","2","114","370238","90.35672285378283","63.775000000000006"
"2","1","114","435066","87.79809220985692","62.9"
"3","1","114","177103","89.52071486596263","61.550000000000004"
"1","1","113","123394","90.26898734177216","63.2"
"4","2","115","370238","91.00277447483155","63.075"
"2","1","115","435066","88.49557522123894","62.150000000000006"
"3","1","115","177103","89.91803278688525","61"
"1","1","114","123394","90.9090909090909","62.425"
"4","2","116","370238","91.37035557331203","62.575"
"2","1","116","435066","89.13308913308914","61.425"
"3","1","116","177103","90.43082021541011","60.35"
"1","1","115","123394","91.2252325111201","61.824999999999996"
"4","2","117","370238","91.53908138597905","62.050000000000004"
"2","1","117","435066","89.5104895104895","60.775"
"3","1","117","177103","90.68504594820385","59.85"
"1","1","116","123394","91.83673469387756","61.25000000000001"
"4","2","118","370238","91.98861325742172","61.475"
"2","1","118","435066","90.05409904286309","60.075"
"3","1","118","177103","90.9704641350211","59.25"
"1","1","117","123394","92.32673267326733","60.6"
"4","2","119","370238","92.2919229192292","60.975"
"2","1","119","435066","90.55649241146712","59.3"
"3","1","119","177103","91.63108454312552","58.550000000000004"
"1","1","118","123394","92.71137026239067","60.02499999999999"
"2","1","120","435066","91.30063965884861","58.62500000000001"
"4","2","120","370238","92.4092409240924","60.6"
"3","1","120","177103","92.32096635030199","57.95"
"1","1","119","123394","93.20184641208562","59.575"
"2","1","121","435066","91.72413793103448","57.99999999999999"
"4","2","121","370238","92.72953884503531","60.175"
"3","1","121","177103","92.7763272410792","57.45"
"1","1","120","123394","93.2741116751269","59.099999999999994"
"2","1","122","435066","92.35474006116208","57.225"
"4","2","122","370238","93.25513196480938","59.675"
"3","1","122","177103","93.22779243623572","56.85"
"2","1","123","435066","92.9297392841361","56.574999999999996"
"1","1","121","123394","93.76601195559351","58.550000000000004"
"4","2","123","370238","93.20388349514563","59.22500000000001"
"3","1","123","177103","93.42514438027544","56.275"
"1","1","122","123394","93.85210662080826","58.15"
"2","1","124","435066","93.08961212661615","56.074999999999996"
"2","1","125","435066","93.34831460674158","55.625"
"4","2","124","370238","93.81663113006397","58.62500000000001"
"3","1","124","177103","93.72759856630825","55.800000000000004"
"1","1","123","123394","94.22743055555556","57.599999999999994"
"1","1","124","123394","94.01485364788117","57.225"
"3","1","125","177103","94.02444545043006","55.225"
"4","2","125","370238","94.3250214961307","58.15"
"2","1","126","435066","93.78120744439401","55.074999999999996"
"3","1","126","177103","94.3732845379689","54.65"
"2","1","127","435066","94.1769830353049","54.525"
"4","2","126","370238","94.54545454545455","57.75"
"1","1","125","123394","94.36123348017621","56.75"
"3","1","127","177103","95.00462534690102","54.05"
"4","2","127","370238","94.72537053182214","57.35"
"1","1","126","123394","94.54061251664447","56.325"
"2","1","128","435066","93.96035039188565","54.225"
"3","1","128","177103","95.42483660130719","53.55"
"2","1","129","435066","94.28704133766837","53.825"
"4","2","128","370238","94.73222124670764","56.95"
"1","1","127","123394","94.76510067114094","55.875"
"3","1","129","177103","95.53361542078044","53.175"
"2","1","130","435066","94.1588785046729","53.5"
"4","2","129","370238","94.92497793468667","56.65"
"1","1","128","123394","95","55.50000000000001"
"3","1","130","177103","96.15931721194879","52.725"
"2","1","131","435066","94.53860640301318","53.1"
"1","1","129","123394","95.45661063153112","55.025"
"4","2","130","370238","95.06666666666666","56.25"
"3","1","131","177103","96.23988576868157","52.525"
"2","1","132","435066","94.46808510638299","52.87500000000001"
"1","1","130","123394","95.42961608775137","54.7"
"4","2","131","370238","95.29569892473118","55.800000000000004"
"3","1","132","177103","96.27151051625239","52.300000000000004"
"2","1","133","435066","94.53681710213777","52.625"
"4","2","132","370238","95.3971119133574","55.400000000000006"
"1","1","131","123394","95.45036764705883","54.400000000000006"
"2","1","134","435066","94.64371114299378","52.275000000000006"
"3","1","133","177103","95.96735477676428","52.075"
"4","2","133","370238","95.82387653200182","55.074999999999996"
"1","1","132","123394","95.5617198335645","54.074999999999996"
"3","1","134","177103","96.23188405797102","51.74999999999999"
"2","1","135","435066","94.9013949013949","51.975"
"4","2","134","370238","96.20831429876657","54.725"
"1","1","133","123394","95.58344955834495","53.77499999999999"
"3","1","135","177103","96.0774818401937","51.625"
"2","1","136","435066","94.82591876208897","51.7"
"4","2","135","370238","96.36781609195403","54.37499999999999"
"1","1","134","123394","95.83138173302108","53.37499999999999"
"2","1","137","435066","94.90043710539096","51.475"
"3","1","136","177103","96.10894941634241","51.4"
"4","2","136","370238","96.89383402874363","53.925"
"1","1","135","123394","95.75671852899575","53.025"
"2","1","138","435066","94.82926829268293","51.24999999999999"
"3","1","137","177103","96.17459538989701","50.975"
"4","2","137","370238","96.97674418604652","53.75"
"1","1","136","123394","95.86894586894587","52.65"
"3","1","138","177103","96.10261470152935","50.675000000000004"
"2","1","139","435066","94.55882352941177","51"
"4","2","138","370238","96.86769518466573","53.474999999999994"
"1","1","137","123394","96.0381861575179","52.37500000000001"
"3","1","139","177103","96.46766169154229","50.24999999999999"
"2","1","140","435066","94.72126295017267","50.675000000000004"
"4","2","139","370238","97.03529411764707","53.125"
"1","1","138","123394","96.02299952084331","52.175000000000004"
"3","1","140","177103","96.45","50"
"2","1","141","435066","94.68455042225534","50.324999999999996"
"4","2","140","370238","97.02409069437884","52.925"
"1","1","139","123394","95.855421686747","51.87500000000001"
"3","1","141","177103","96.3837267704671","49.775000000000006"
"2","1","142","435066","93.96508728179552","50.125"
"4","2","141","370238","96.91504508780257","52.675000000000004"
"1","1","140","123394","96.11650485436894","51.5"
"2","1","143","435066","94.45843828715365","49.625"
"3","1","142","177103","96.56392117230924","49.475"
"4","2","142","370238","96.80952380952381","52.5"
"1","1","141","123394","95.71567672833496","51.349999999999994"
"2","1","144","435066","94.67545638945232","49.3"
"3","1","143","177103","96.39959432048681","49.3"
"4","2","143","370238","96.93192713326941","52.15"
"1","1","142","123394","95.93137254901961","51"
"2","1","145","435066","94.84693877551021","49"
