"BehaviorSpace results (NetLogo 3D 6.1.0)"
"ABM-working-10-stochastic.nlogo3D"
"NinaExploPerturbNLCProtection"
"01/25/2022 11:17:10:001 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-49","49","-49","49"
"[run number]","gui-alpha","[step]","getSeed","getViability","getRemainingCellRatio"
"3","0","300","481802","83.27171903881701","27.05"
"1","0","294","154471","84.17602996254682","26.700000000000003"
"3","0","301","481802","83.47260909935005","26.924999999999997"
"1","0","295","154471","83.95872420262664","26.650000000000002"
"2","0","302","144971","84.01109057301294","27.05"
"4","10","286","612836","88.82591093117409","30.875000000000004"
"3","0","302","481802","83.22460391425909","26.825"
"1","0","296","154471","83.97737983034872","26.525"
"2","0","303","144971","84.21541318477252","26.924999999999997"
"4","10","287","612836","88.57374392220422","30.85"
"3","0","303","481802","83.14606741573034","26.700000000000003"
"1","0","297","154471","83.71212121212122","26.400000000000002"
"2","0","304","144971","84.377923292797","26.724999999999998"
"4","10","288","612836","88.44589096826688","30.725"
"3","0","304","481802","83.25493885230479","26.575"
"1","0","298","154471","83.49146110056927","26.35"
"2","0","305","144971","84.82563619227145","26.525"
"4","10","289","612836","88.25448613376835","30.65"
"3","0","305","481802","83.34910122989592","26.424999999999997"
"1","0","299","154471","83.4443387250238","26.275"
"2","0","306","144971","84.59357277882798","26.450000000000003"
"4","10","290","612836","88.29787234042553","30.55"
"3","0","306","481802","83.06527909176916","26.424999999999997"
"1","0","300","154471","83.3810888252149","26.174999999999997"
"2","0","307","144971","84.34535104364326","26.35"
"3","0","307","481802","82.88973384030417","26.3"
"1","0","301","154471","83.6381135707411","25.974999999999998"
"4","10","291","612836","88.11475409836066","30.5"
"2","0","308","144971","84.65204957102002","26.224999999999998"
"1","0","302","154471","83.55899419729207","25.85"
"3","0","308","481802","82.72900763358778","26.200000000000003"
"2","0","309","144971","85.1104707012488","26.025"
"4","10","292","612836","87.93103448275862","30.45"
"3","0","309","481802","83.12559923298178","26.075"
"1","0","303","154471","83.4141610087294","25.775"
"2","0","310","144971","84.32692307692308","26"
"4","10","293","612836","87.81893004115227","30.375000000000004"
"3","0","310","481802","83.18924111431316","26.025"
"1","0","304","154471","83.33333333333334","25.650000000000002"
"2","0","311","144971","84.33268858800773","25.85"
"4","10","294","612836","87.46908491343775","30.325000000000003"
"3","0","311","481802","83.18840579710145","25.874999999999996"
"1","0","305","154471","83.17025440313111","25.55"
"2","0","312","144971","83.99612027158099","25.775"
"5","10","0","348839","100","100"
"4","10","295","612836","87.68595041322314","30.25"
"1","0","306","154471","82.98918387413963","25.424999999999997"
"3","0","312","481802","83.02618816682832","25.775"
"6","10","0","989840","100","100"
"1","0","307","154471","82.85714285714286","25.374999999999996"
"4","10","296","612836","87.73819386909693","30.175"
"1","0","308","154471","82.6086956521739","25.3"
"4","10","297","612836","87.23051409618574","30.15"
"1","0","309","154471","82.82025819265144","25.174999999999997"
"5","10","1","348839","99.3","100"
"4","10","298","612836","87.42714404662782","30.025000000000002"
"1","0","310","154471","83.23353293413174","25.05"
"6","10","1","989840","99.6","100"
"4","10","299","612836","87.78242677824267","29.875"
"1","0","311","154471","83.11688311688312","25.025"
"1","0","312","154471","83.41708542713567","24.875"
"4","10","300","612836","88.04713804713805","29.7"
"7","20","0","293851","100","100"
"5","10","2","348839","98.72468117029257","99.97500000000001"
"4","10","301","612836","87.9324894514768","29.625"
"6","10","2","989840","99.12478119529882","99.97500000000001"
"4","10","302","612836","87.63759525825571","29.525000000000002"
"4","10","303","612836","87.34069668649109","29.425"
"7","20","1","293851","99.45","100"
"5","10","3","348839","98.27456864216055","99.97500000000001"
"4","10","304","612836","87.38277919863597","29.325000000000003"
"6","10","3","989840","98.6496624156039","99.97500000000001"
"4","10","305","612836","87.33960650128316","29.225"
"4","10","306","612836","87.146529562982","29.175"
"7","20","2","293851","98.9","100"
"5","10","4","348839","97.69827370527896","99.925"
"4","10","307","612836","87.36027515047292","29.075"
"6","10","4","989840","98.0995248812203","99.97500000000001"
"4","10","308","612836","87.32758620689656","28.999999999999996"
"4","10","309","612836","87.29472774416594","28.925"
"7","20","3","293851","98.52463115778944","99.97500000000001"
"4","10","310","612836","87.0242214532872","28.9"
"5","10","5","348839","97.29662077596997","99.875"
"6","10","5","989840","97.5743935983996","99.97500000000001"
"4","10","311","612836","87.22849695916595","28.775000000000002"
"4","10","312","612836","87.11923411662315","28.725"
"7","20","4","293851","97.99899949974987","99.95"
"8","20","0","949859","100","100"
"5","10","6","348839","96.69421487603306","99.825"
"6","10","6","989840","97.12428107026757","99.97500000000001"
"8","20","1","949859","99.55000000000001","100"
"7","20","5","293851","97.59879939969986","99.95"
"5","10","7","348839","95.91683366733467","99.8"
"6","10","7","989840","96.74674674674675","99.9"
"7","20","6","293851","97.02202202202203","99.9"
"8","20","2","949859","99.1","100"
"5","10","8","348839","95.63581640331076","99.675"
"6","10","8","989840","96.26940410615924","99.85000000000001"
"7","20","7","293851","96.49561952440551","99.875"
"8","20","3","949859","98.59964991247811","99.97500000000001"
"5","10","9","348839","95.22852837769965","99.55000000000001"
"6","10","9","989840","95.91785624843476","99.825"
"5","10","10","348839","94.82281980397084","99.47500000000001"
"8","20","4","949859","98.27456864216055","99.97500000000001"
"7","20","8","293851","95.94493116395493","99.875"
"6","10","10","989840","95.49098196392785","99.8"
"5","10","11","348839","94.41930618401206","99.45"
"7","20","9","293851","95.39424280350438","99.875"
"8","20","5","949859","97.77444361090272","99.97500000000001"
"6","10","11","989840","95.10787757150025","99.65"
"5","10","12","348839","93.98893360160966","99.4"
"8","20","6","949859","97.22361180590295","99.95"
"7","20","10","293851","94.76715072608913","99.85000000000001"
"6","10","12","989840","94.75533249686325","99.625"
"5","10","13","348839","93.68076535750251","99.3"
"8","20","7","949859","96.67167167167166","99.9"
"7","20","11","293851","94.33725883237284","99.775"
"6","10","13","989840","94.32446007031643","99.55000000000001"
"5","10","14","348839","93.3249370277078","99.25"
"7","20","12","293851","93.93483709273183","99.75"
"8","20","8","949859","96.26940410615924","99.85000000000001"
"6","10","14","989840","93.94167923579688","99.45"
"5","10","15","348839","93.06780942777918","99.175"
"7","20","13","293851","93.45208228800803","99.65"
"8","20","9","949859","95.89075419694312","99.775"
"6","10","15","989840","93.51269801357807","99.425"
"5","10","16","348839","92.71306101865859","99.15"
"7","20","14","293851","93.12248995983936","99.6"
"8","20","10","949859","95.46138415245737","99.7"
"6","10","16","989840","92.9272589982381","99.325"
"5","10","17","348839","92.35813366960907","99.125"
"7","20","15","293851","92.6400401909068","99.52499999999999"
"6","10","17","989840","92.54783484390735","99.3"
"8","20","11","949859","94.95481927710844","99.6"
"5","10","18","348839","92.14844736177733","99.02499999999999"
"7","20","16","293851","92.41015330485047","99.47500000000001"
"6","10","18","989840","92.11983887210474","99.3"
"8","20","12","949859","94.50163193572683","99.575"
"5","10","19","348839","91.78670710133939","98.925"
"6","10","19","989840","91.78634416729655","99.225"
"7","20","17","293851","91.89733266230499","99.35000000000001"
"8","20","13","949859","94.02010050251256","99.5"
"5","10","20","348839","91.27686472819217","98.875"
"6","10","20","989840","91.32189707366297","99.1"
"7","20","18","293851","91.60786290322581","99.2"
"8","20","14","949859","93.64161849710982","99.47500000000001"
"5","10","21","348839","90.78947368421053","98.8"
"6","10","21","989840","90.96415951539626","99.05000000000001"
"7","20","19","293851","91.34275618374559","99.05000000000001"
"8","20","15","949859","93.28808446455506","99.45"
"5","10","22","348839","90.42795644466953","98.725"
"6","10","22","989840","90.43764229698962","98.825"
"7","20","20","293851","90.87923193532087","98.95"
"8","20","16","949859","92.85534591194968","99.375"
"5","10","23","348839","90.04307068659742","98.675"
"6","10","23","989840","90.27355623100304","98.7"
"7","20","21","293851","90.37392622536635","98.95"
"8","20","17","949859","92.40060392551585","99.35000000000001"
"5","10","24","348839","89.50304259634888","98.6"
"6","10","24","989840","89.8884946781551","98.65"
"7","20","22","293851","90.03792667509481","98.875"
"8","20","18","949859","92.09466263846929","99.3"
"5","10","25","348839","89.21319796954315","98.5"
"6","10","25","989840","89.5511032208978","98.575"
"7","20","23","293851","89.49898785425101","98.8"
"8","20","19","949859","91.73803526448363","99.25"
"5","10","26","348839","88.6969773939548","98.425"
"6","10","26","989840","89.18781725888326","98.5"
"7","20","24","293851","89.10840932117527","98.7"
"8","20","20","949859","91.30325182757751","99.175"
"5","10","27","348839","88.38332486019318","98.35000000000001"
"6","10","27","989840","88.51917703835409","98.425"
"7","20","25","293851","88.7959442332066","98.625"
"5","10","28","348839","87.91963377416073","98.3"
"8","20","21","949859","90.74634392334846","99.15"
"6","10","28","989840","87.97661413319776","98.35000000000001"
"7","20","26","293851","88.55620400913475","98.52499999999999"
"5","10","29","348839","87.40137439552049","98.225"
"8","20","22","949859","90.2826855123675","99.05000000000001"
"6","10","29","989840","87.35368956743002","98.25"
"7","20","27","293851","88.19197562214322","98.45"
"5","10","30","348839","86.8856633562516","98.175"
"8","20","23","949859","89.91405460060668","98.9"
"6","10","30","989840","87.04175152749491","98.2"
"7","20","28","293851","87.95425667090217","98.375"
"5","10","31","348839","86.56297807241204","98.05"
"8","20","24","949859","89.44036464927831","98.725"
"6","10","31","989840","86.51885830784913","98.1"
"7","20","29","293851","87.63673365555839","98.275"
"5","10","32","348839","86.15149196633512","98.02499999999999"
"8","20","25","949859","88.85511651469098","98.7"
"7","20","30","293851","87.14685670654112","98.225"
"6","10","32","989840","86.31605820781209","97.925"
"5","10","33","348839","85.69242540168325","98.02499999999999"
"8","20","26","949859","88.4634888438134","98.6"
"7","20","31","293851","86.9077941925624","98.15"
"6","10","33","989840","85.97342871742462","97.85000000000001"
"5","10","34","348839","85.29486852182792","97.925"
"8","20","27","949859","88.13086482373828","98.575"
"7","20","32","293851","86.74483813408106","98.075"
"6","10","34","989840","85.62659846547315","97.75"
"5","10","35","348839","84.8159509202454","97.8"
"8","20","28","949859","87.66497461928934","98.5"
"7","20","33","293851","86.2975248787956","97.975"
"6","10","35","989840","85.45826932923707","97.65"
"5","10","36","348839","84.47173190074187","97.725"
"8","20","29","949859","87.35077470154941","98.425"
"7","20","34","293851","85.86013272077591","97.95"
"6","10","36","989840","85.08839354342813","97.575"
"5","10","37","348839","83.9139344262295","97.6"
"8","20","30","949859","87.01067615658363","98.35000000000001"
"6","10","37","989840","84.56410256410255","97.5"
"7","20","35","293851","85.69604086845466","97.875"
"5","10","38","348839","83.69648807997949","97.52499999999999"
"8","20","31","949859","86.81262729124236","98.2"
"6","10","38","989840","84.224049331963","97.3"
"7","20","36","293851","85.4038854805726","97.8"
"5","10","39","348839","83.32048316628115","97.275"
"8","20","32","949859","86.67855323484463","98.15"
"6","10","39","989840","83.80952380952381","97.125"
"7","20","37","293851","84.82599795291709","97.7"
"5","10","40","348839","82.6947801491386","97.225"
"8","20","33","949859","86.58163265306122","98"
"6","10","40","989840","83.31187226371362","97.075"
"7","20","38","293851","84.67059728274802","97.52499999999999"
"5","10","41","348839","82.53927375740406","97.075"
"8","20","34","949859","86.15581098339719","97.875"
"6","10","41","989840","82.90796597061099","96.975"
"7","20","39","293851","84.34291581108829","97.39999999999999"
"5","10","42","348839","82.22852721176167","96.925"
"8","20","35","949859","85.76175869120655","97.8"
"6","10","42","989840","82.571649883811","96.825"
"7","20","40","293851","83.83864337101747","97.3"
"5","10","43","348839","82.11424140604807","96.72500000000001"
"8","20","36","949859","85.2391916091072","97.725"
"6","10","43","989840","82.12348230431414","96.775"
"7","20","41","293851","83.27328872876994","97.15"
"5","10","44","348839","81.79699637493528","96.55"
"6","10","44","989840","81.90993788819875","96.6"
"8","20","37","949859","84.57011258955987","97.7"
"7","20","42","293851","82.98146240988672","97.1"
"5","10","45","348839","81.48340248962656","96.39999999999999"
"6","10","45","989840","81.52371080590827","96.475"
"8","20","38","949859","84.03791954906482","97.575"
"7","20","43","293851","82.55604225715022","97.02499999999999"
"5","10","46","348839","81.07476635514018","96.3"
"6","10","46","989840","81.06846473029046","96.39999999999999"
"8","20","39","949859","83.85937900949449","97.425"
"5","10","47","348839","80.54040010392309","96.22500000000001"
"7","20","44","293851","82.34383066597832","96.85000000000001"
"6","10","47","989840","80.70631004933784","96.275"
"8","20","40","949859","83.52185089974293","97.25"
"5","10","48","348839","80.22378350247202","96.075"
"7","20","45","293851","81.95449844881075","96.7"
"6","10","48","989840","80.51508844953173","96.1"
"8","20","41","949859","83.1232312837664","97.175"
"5","10","49","348839","79.96352266805627","95.95"
"7","20","46","293851","81.78053830227742","96.6"
"6","10","49","989840","80.21863612701718","96.05"
"8","20","42","949859","82.76661514683154","97.05"
"5","10","50","348839","79.5982259326898","95.825"
"7","20","47","293851","81.45746887966806","96.39999999999999"
"6","10","50","989840","79.85405264529581","95.92500000000001"
"8","20","43","949859","82.44845360824742","97"
"5","10","51","348839","79.12317327766179","95.8"
"7","20","48","293851","81.1948051948052","96.25"
"6","10","51","989840","79.67649360813984","95.825"
"8","20","44","949859","82.15114779468662","96.925"
"5","10","52","348839","78.87728459530025","95.75"
"7","20","49","293851","81.13943808532778","96.1"
"6","10","52","989840","79.14270778881338","95.65"
"5","10","53","348839","78.70394564933369","95.675"
"8","20","45","949859","81.96848359597003","96.775"
"7","20","50","293851","80.72916666666666","96"
"6","10","53","989840","78.81245095474758","95.575"
"5","10","54","348839","78.48730698769955","95.525"
"8","20","46","949859","81.87225239203516","96.675"
"7","20","51","293851","80.42741725306229","95.92500000000001"
"6","10","54","989840","78.2312925170068","95.55"
"5","10","55","348839","78.32589871424823","95.275"
"8","20","47","949859","81.46997929606626","96.6"
"7","20","52","293851","80.0365344467641","95.8"
"6","10","55","989840","77.91459261199896","95.42500000000001"
"5","10","56","348839","78.06095638465581","95.15"
"8","20","48","949859","81.03626943005182","96.5"
"7","20","53","293851","80.00522739153163","95.65"
"6","10","56","989840","77.541928721174","95.39999999999999"
"5","10","57","348839","77.9884149552396","94.95"
"8","20","49","949859","80.81017917424046","96.275"
"7","20","54","293851","79.86401673640168","95.6"
"6","10","57","989840","77.36938829089","95.22500000000001"
"5","10","58","348839","77.80706378492356","94.85"
"8","20","50","949859","80.52015604681404","96.125"
"7","20","55","293851","79.32931621692428","95.42500000000001"
"6","10","58","989840","77.08278580814716","95.125"
"5","10","59","348839","77.66913319238901","94.6"
"8","20","51","949859","80.05727675084613","96.025"
"7","20","56","293851","79.06061401207032","95.275"
"6","10","59","989840","76.79747168817488","94.925"
"5","10","60","348839","77.33050847457628","94.39999999999999"
"8","20","52","949859","79.72902553413236","95.95"
"7","20","57","293851","78.86990801576873","95.125"
"6","10","60","989840","76.54190827622563","94.85"
"5","10","61","348839","77.15574422923852","94.22500000000001"
"8","20","53","949859","79.2905581637976","95.85000000000001"
"7","20","58","293851","78.609062170706","94.89999999999999"
"6","10","61","989840","76.48456057007125","94.72500000000001"
"5","10","62","348839","76.97420898697155","94.025"
"8","20","54","949859","79.08616187989557","95.75"
"7","20","59","293851","78.54881266490766","94.75"
"6","10","62","989840","76.17662612374406","94.55"
"5","10","63","348839","76.76525446309618","93.825"
"8","20","55","949859","78.93772893772893","95.55"
"7","20","60","293851","78.30911492734478","94.625"
"6","10","63","989840","75.95338983050848","94.39999999999999"
"5","10","64","348839","76.64350614644574","93.55"
"8","20","56","949859","78.6537454164484","95.45"
"7","20","61","293851","78.11590367822176","94.475"
"6","10","64","989840","75.63626723223754","94.3"
"5","10","65","348839","76.43908969210173","93.375"
"8","20","57","949859","78.3224115334207","95.375"
"7","20","62","293851","77.64518695306285","94.27499999999999"
"6","10","65","989840","75.3253652058433","94.125"
"5","10","66","348839","76.1458054140981","93.27499999999999"
"8","20","58","949859","77.83897193810648","95.325"
"7","20","63","293851","77.45879851143009","94.05"
"6","10","66","989840","75.14635444385311","93.95"
"5","10","67","348839","75.96024711254364","93.075"
"8","20","59","949859","77.69311613242249","95.15"
"7","20","64","293851","77.37809752198241","93.825"
"6","10","67","989840","74.81343283582089","93.8"
"5","10","68","348839","75.70621468926554","92.925"
"8","20","60","949859","77.2248551869405","94.95"
"7","20","65","293851","77.29700854700855","93.60000000000001"
"6","10","68","989840","74.41922563417891","93.625"
"5","10","69","348839","75.25606469002696","92.75"
"8","20","61","949859","76.90683557666931","94.72500000000001"
"7","20","66","293851","76.87985014717688","93.425"
"6","10","69","989840","74.3576017130621","93.4"
"5","10","70","348839","74.95948136142626","92.55"
"8","20","62","949859","76.89253573319218","94.45"
"6","10","70","989840","74.24120333064734","93.075"
"7","20","67","293851","76.4626945786366","93.15"
"5","10","71","348839","74.55973990788404","92.27499999999999"
"8","20","63","949859","76.71269251194902","94.15"
"6","10","71","989840","73.99622743195904","92.77499999999999"
"7","20","68","293851","76.22377622377621","92.95"
"5","10","72","348839","74.55089820359282","91.85"
"6","10","72","989840","73.64299216851202","92.575"
"7","20","69","293851","76.16090712742981","92.60000000000001"
"8","20","64","949859","76.45023948908994","93.95"
"5","10","73","348839","74.48030634573304","91.4"
"6","10","73","989840","73.51029252437704","92.30000000000001"
"7","20","70","293851","75.98158678581099","92.325"
"8","20","65","949859","76.26666666666667","93.75"
"5","10","74","348839","74.55995599559955","90.9"
"6","10","74","989840","73.38403041825094","92.05"
"7","20","71","293851","75.80119500271591","92.05"
"8","20","66","949859","76.18410489697618","93.425"
"5","10","75","348839","74.51630735212825","90.45"
"6","10","75","989840","73.33877995642702","91.8"
"7","20","72","293851","75.54466230936819","91.8"
"5","10","76","348839","74.56872565386756","89.85"
"8","20","67","949859","76.07411385606875","93.10000000000001"
"6","10","76","989840","73.16206613828915","91.475"
"7","20","73","293851","75.50574084199016","91.45"
"8","20","68","949859","75.90199246095854","92.85"
"5","10","77","348839","74.61516932549678","89.325"
"6","10","77","989840","73.14128943758573","91.125"
"7","20","74","293851","75.48050521691378","91.05"
"8","20","69","949859","75.67494600431965","92.60000000000001"
"5","10","78","348839","74.76767107856942","88.775"
"6","10","78","989840","73.16602316602317","90.64999999999999"
"7","20","75","293851","75.35871964679912","90.60000000000001"
"5","10","79","348839","74.91496598639455","88.2"
"8","20","70","949859","75.3929539295393","92.25"
"7","20","76","293851","75.22172949002217","90.2"
"5","10","80","348839","75.14978601997146","87.625"
"6","10","79","989840","73.3277824035526","90.075"
"8","20","71","949859","75.17672648178358","91.95"
"5","10","81","348839","75.1937984496124","87.075"
"7","20","77","293851","75.17414321538033","89.725"
"6","10","80","989840","73.40395873989407","89.67500000000001"
"8","20","72","949859","75.02729257641921","91.60000000000001"
"6","10","81","989840","73.52941176470588","89.25"
"7","20","78","293851","75.1331651247547","89.17500000000001"
"5","10","82","348839","75.29615718000578","86.52499999999999"
"8","20","73","949859","74.78784560635094","91.325"
"7","20","79","293851","75.33860045146726","88.6"
"6","10","82","989840","73.6545505776275","88.725"
"5","10","83","348839","75.356830760268","85.82499999999999"
"8","20","74","949859","74.47100851882385","90.975"
"7","20","80","293851","75.3763135472877","88.02499999999999"
"6","10","83","989840","73.90070921985816","88.125"
"5","10","84","348839","75.42571931884909","85.15"
"8","20","75","949859","74.4","90.625"
"7","20","81","293851","75.59302657902258","87.47500000000001"
"6","10","84","989840","73.75178316690443","87.625"
"5","10","85","348839","75.75488454706927","84.45"
"8","20","76","949859","74.60449625312239","90.075"
"7","20","82","293851","75.80645161290323","86.8"
"6","10","85","989840","73.96432681242808","86.9"
"5","10","86","348839","76.14925373134328","83.75"
"8","20","77","949859","74.76270240089336","89.55"
"7","20","83","293851","76.02203537257176","86.225"
"6","10","86","989840","74.23846823324631","86.175"
"5","10","87","348839","76.43158529234478","82.95"
"8","20","78","949859","74.97893850042124","89.025"
"6","10","87","989840","74.55396314711903","85.475"
"7","20","84","293851","75.89728625620076","85.675"
"5","10","88","348839","76.84114424832623","82.15"
"8","20","79","949859","75.02824858757063","88.5"
"6","10","88","989840","74.94836234877546","84.725"
"7","20","85","293851","76.04931024361609","85.175"
"5","10","89","348839","77.19729563614014","81.35"
"8","20","80","949859","75.00710833096389","87.925"
"6","10","89","989840","75.26785714285714","84"
"5","10","90","348839","77.79160186625195","80.375"
"7","20","86","293851","76.32978723404256","84.6"
"8","20","81","949859","75.26481534497566","87.325"
"6","10","90","989840","75.42805647341544","83.22500000000001"
"5","10","91","348839","78.03650094398992","79.45"
"7","20","87","293851","76.38310529446758","84.05"
"8","20","82","949859","75.35272099049813","86.825"
"6","10","91","989840","75.75113808801214","82.375"
"5","10","92","348839","78.38268067494428","78.525"
"7","20","88","293851","76.63271420011984","83.45"
"6","10","92","989840","76.07230392156863","81.6"
"8","20","83","949859","75.43503480278422","86.2"
"5","10","93","348839","78.85916854656784","77.575"
"7","20","89","293851","76.8906297077433","82.975"
"6","10","93","989840","76.53250773993808","80.75"
"5","10","94","348839","79.40026075619296","76.7"
"8","20","84","949859","75.7080291970803","85.625"
"7","20","90","293851","77.24096019446976","82.27499999999999"
"6","10","94","989840","77.15179968701096","79.875"
"5","10","95","348839","80.05275304978568","75.825"
"8","20","85","949859","75.83774250440916","85.05"
"7","20","91","293851","77.59730309531106","81.575"
"5","10","96","348839","80.44636908727514","75.05"
"6","10","95","989840","77.80240658644712","78.95"
"8","20","86","949859","76.09467455621302","84.5"
"7","20","92","293851","77.68492726709997","80.77499999999999"
"5","10","97","348839","80.91062394603709","74.125"
"6","10","96","989840","78.48669445335044","77.97500000000001"
"8","20","87","949859","76.17769827072152","83.85000000000001"
"7","20","93","293851","78.02746566791511","80.10000000000001"
"5","10","98","348839","81.46757679180887","73.25"
"6","10","97","989840","79.11659629749919","76.97500000000001"
"8","20","88","949859","76.28494138863842","83.175"
"7","20","94","293851","78.41159785691775","79.325"
"5","10","99","348839","82.0699203876774","72.225"
"6","10","98","989840","79.86820428336078","75.875"
"8","20","89","949859","76.50090964220739","82.45"
"7","20","95","293851","78.70782940802037","78.55"
"6","10","99","989840","80.62145005011693","74.825"
"5","10","100","348839","82.74894810659187","71.3"
"8","20","90","949859","76.82665851421584","81.77499999999999"
"7","20","96","293851","79.10639665702347","77.775"
"6","10","100","989840","81.4639105388004","73.775"
"5","10","101","348839","83.46344925479063","70.45"
"8","20","91","949859","77.01786814540974","81.15"
"7","20","97","293851","79.55209347614411","77.025"
"6","10","101","989840","82.10851648351648","72.8"
"5","10","102","348839","84.32432432432432","69.375"
"8","20","92","949859","77.28402734617775","80.45"
"7","20","98","293851","79.7903701277432","76.325"
"6","10","102","989840","82.82828282828282","71.775"
"5","10","103","348839","85.17165814463111","68.45"
"8","20","93","949859","77.66258246936853","79.57499999999999"
"7","20","99","293851","80.17184401850628","75.64999999999999"
"6","10","103","989840","83.58630427109071","70.825"
"5","10","104","348839","85.85708996667901","67.525"
"8","20","94","949859","77.94350999682639","78.77499999999999"
"7","20","100","293851","80.36072144288578","74.85000000000001"
"6","10","104","989840","84.0673111349803","69.825"
"5","10","105","348839","86.51389932381667","66.55"
"8","20","95","949859","78.3766442091755","77.925"
"6","10","105","989840","84.83636363636363","68.75"
"7","20","101","293851","80.74198988195616","74.125"
"5","10","106","348839","87.6048817696415","65.55"
"8","20","96","949859","78.97469175859831","77.05"
"6","10","106","989840","85.79859830320915","67.77499999999999"
"7","20","102","293851","81.33105802047783","73.25"
"5","10","107","348839","88.35589941972921","64.625"
"6","10","107","989840","86.59678023212281","66.77499999999999"
"8","20","97","949859","79.54098360655738","76.25"
"5","10","108","348839","88.88888888888889","63.9"
"7","20","103","293851","81.86832126852809","72.52499999999999"
"6","10","108","989840","87.34802431610942","65.8"
"5","10","109","348839","89.12613681296956","63.224999999999994"
"8","20","98","949859","80.39867109634552","75.25"
"7","20","104","293851","82.2113707708406","71.675"
"6","10","109","989840","87.96616685890042","65.025"
"5","10","110","348839","89.67173738991193","62.45"
"8","20","99","949859","80.89471913891691","74.325"
"7","20","105","293851","82.69774011299435","70.8"
"6","10","110","989840","88.7631681623098","64.075"
"5","10","111","348839","90.2834008097166","61.75000000000001"
"8","20","100","949859","81.641689373297","73.4"
"7","20","106","293851","83.44654987486592","69.925"
"6","10","111","989840","89.3491124260355","63.375"
"5","10","112","348839","90.39640375970576","61.175000000000004"
"8","20","101","949859","82.19461697722568","72.45"
"7","20","107","293851","84.06216118539935","69.175"
"6","10","112","989840","89.8284802552852","62.675000000000004"
"5","10","113","348839","91.01821192052981","60.4"
"8","20","102","949859","82.92001397135871","71.575"
"7","20","108","293851","84.80966325036603","68.30000000000001"
"6","10","113","989840","90.57591623036649","62.075"
"5","10","114","348839","91.79916317991632","59.75"
"8","20","103","949859","83.13891834570519","70.72500000000001"
"7","20","109","293851","85.32246108228317","67.45"
"5","10","115","348839","92.26215644820296","59.12500000000001"
"6","10","114","989840","91.2159414396096","61.475"
"8","20","104","949859","83.64352183249821","69.85"
"7","20","110","293851","85.85365853658537","66.625"
"5","10","116","348839","92.40938166311301","58.62500000000001"
"6","10","115","989840","91.5129151291513","60.975"
"7","20","111","293851","86.52751423149905","65.875"
"8","20","105","949859","84.03908794788273","69.075"
"5","10","117","348839","92.85714285714286","58.099999999999994"
"6","10","116","989840","91.7904290429043","60.6"
"7","20","112","293851","87.16865155589704","65.075"
"8","20","106","949859","84.71967753755955","68.22500000000001"
"5","10","118","348839","93.13342025206433","57.525000000000006"
"6","10","117","989840","91.85369908561928","60.150000000000006"
"7","20","113","293851","87.97665369649805","64.25"
"8","20","107","949859","85.25807649461568","67.325"
"5","10","119","348839","93.51446099912357","57.05"
"6","10","118","989840","91.85123276222316","59.824999999999996"
"7","20","114","293851","88.39496459480723","63.55"
"5","10","120","348839","93.70044052863436","56.75"
"8","20","108","949859","86.14457831325302","66.4"
"6","10","119","989840","92.27522161249473","59.22500000000001"
"5","10","121","348839","93.53123615418697","56.425000000000004"
"7","20","115","293851","88.89331210191082","62.8"
"8","20","109","949859","86.55238095238094","65.625"
"6","10","120","989840","92.57995735607676","58.62500000000001"
"5","10","122","348839","94.04921700223714","55.875"
"7","20","116","293851","89.55223880597015","61.975"
"6","10","121","989840","93.2787591555364","58.025000000000006"
"8","20","110","949859","87.10050057758953","64.925"
"5","10","123","348839","94.50202794051374","55.474999999999994"
"7","20","117","293851","90.14256619144602","61.375"
"6","10","122","989840","93.69839200347676","57.525000000000006"
"8","20","111","949859","87.67975126311698","64.325"
"5","10","124","348839","94.69147005444646","55.1"
"7","20","118","293851","90.3861955628595","60.85"
"6","10","123","989840","93.75818419903972","57.275"
"8","20","112","949859","88.05970149253731","63.65"
"5","10","125","348839","94.9725776965265","54.7"
"6","10","124","989840","93.7691970162352","56.974999999999994"
"7","20","119","293851","90.68994181213633","60.150000000000006"
"8","20","113","949859","88.71224165341812","62.9"
"5","10","126","348839","95.3541858325667","54.35"
"7","20","120","293851","91.22217555648888","59.52499999999999"
"6","10","125","989840","93.9514348785872","56.625"
"8","20","114","949859","88.84430176565007","62.3"
"5","10","127","348839","95.34132841328413","54.2"
"7","20","121","293851","91.44067796610169","59"
"6","10","126","989840","94.27175843694494","56.3"
"5","10","128","348839","95.55143651529193","53.949999999999996"
"8","20","115","949859","89.35392117025599","61.525"
"6","10","127","989840","94.21193232413178","56.15"
"7","20","122","293851","91.98800342759212","58.35"
"5","10","129","348839","95.84694353709753","53.574999999999996"
"8","20","116","949859","89.77832512315271","60.9"
"6","10","128","989840","94.00715563506262","55.900000000000006"
"7","20","123","293851","92.56698357821953","57.85"
"5","10","130","348839","95.6868260665729","53.325"
"8","20","117","949859","90.54560599750104","60.02499999999999"
"6","10","129","989840","94.07008086253369","55.65"
"7","20","124","293851","92.8509154315606","57.35"
"5","10","131","348839","95.84905660377359","53"
"8","20","118","949859","90.99705511148507","59.425"
"6","10","130","989840","94.12296564195299","55.300000000000004"
"7","20","125","293851","92.93239683933274","56.95"
"5","10","132","348839","95.96965386439071","52.725"
"8","20","119","949859","91.64535379369138","58.650000000000006"
