"BehaviorSpace results (NetLogo 3D 6.1.0)"
"ABM-working-10-stochastic.nlogo3D"
"NinaExploPerturbLayers"
"01/25/2022 11:14:57:509 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-49","49","-49","49"
"[run number]","gui-layers","[step]","getSeed","getViability","getRemainingCellRatio"
"1","1","23","5960","90.31931069437404","98.65"
"2","1","22","971811","90.46658259773014","99.125"
"3","1","22","496093","90.36175056918796","98.825"
"4","2","15","995375","92.96482412060301","99.5"
"1","1","24","5960","90.05833121988334","98.575"
"2","1","23","971811","89.90918264379415","99.1"
"3","1","23","496093","89.92660086054164","98.775"
"1","1","25","5960","89.77676306443429","98.55000000000001"
"4","2","16","995375","92.40633643449837","99.425"
"2","1","24","971811","89.69957081545064","99.02499999999999"
"3","1","24","496093","89.63507349214395","98.65"
"1","1","26","5960","89.47903430749682","98.375"
"3","1","25","496093","89.09183155758498","98.55000000000001"
"2","1","25","971811","89.25682507583417","98.9"
"4","2","17","995375","91.97080291970804","99.325"
"1","1","27","5960","89.2702771421307","98.32499999999999"
"3","1","26","496093","88.77602844083292","98.45"
"2","1","26","971811","88.86357884079979","98.775"
"1","1","28","5960","89.0020366598778","98.2"
"4","2","18","995375","91.3853904282116","99.25"
"3","1","27","496093","88.4400406504065","98.4"
"2","1","27","971811","88.50050658561297","98.7"
"1","1","29","5960","88.61436576668365","98.15"
"3","1","28","496093","88.05287239450941","98.35000000000001"
"2","1","28","971811","88.28897338403043","98.625"
"4","2","19","995375","91.05117217040585","99.175"
"1","1","30","5960","88.27427988784093","98.075"
"3","1","29","496093","87.63673365555839","98.275"
"2","1","29","971811","87.80116662439767","98.575"
"1","1","31","5960","88.05208067398519","97.925"
"4","2","20","995375","90.56746532156367","99.125"
"3","1","30","496093","87.09266802443992","98.2"
"2","1","30","971811","87.68410360589132","98.45"
"1","1","32","5960","87.84855461754924","97.725"
"3","1","31","496093","86.82466870540266","98.1"
"2","1","31","971811","87.31893265565438","98.375"
"4","2","21","995375","90.31281533804238","99.1"
"1","1","33","5960","87.39754098360656","97.6"
"3","1","32","496093","86.39264743426092","97.925"
"2","1","32","971811","87.07707962350547","98.275"
"1","1","34","5960","86.86842780200051","97.475"
"4","2","22","995375","89.85360928823826","99.05000000000001"
"3","1","33","496093","85.91873243036034","97.82499999999999"
"2","1","33","971811","86.84344722080571","98.05"
"1","1","35","5960","86.44415917843389","97.375"
"3","1","34","496093","85.46571136131014","97.7"
"4","2","23","995375","89.54545454545455","99"
"2","1","34","971811","86.33810010214505","97.89999999999999"
"1","1","36","5960","86.14751991775893","97.275"
"3","1","35","496093","84.86943164362519","97.65"
"2","1","35","971811","86.05781529803018","97.725"
"1","1","37","5960","85.91658084449023","97.1"
"4","2","24","995375","89.11066195048004","98.95"
"3","1","36","496093","84.68052347959969","97.425"
"2","1","36","971811","85.6411568978756","97.675"
"1","1","38","5960","85.36459675341406","97.02499999999999"
"3","1","37","496093","84.45928589776523","97.32499999999999"
"2","1","37","971811","85.16905737704919","97.6"
"4","2","25","995375","88.72313527180783","98.875"
"1","1","39","5960","84.9368068093887","96.925"
"3","1","38","496093","84.06579285530712","97.275"
"2","1","38","971811","84.99615285970762","97.475"
"1","1","40","5960","84.48631905007744","96.85000000000001"
"4","2","26","995375","88.45861807137435","98.775"
"3","1","39","496093","83.78795676788472","97.15"
"2","1","39","971811","84.96916752312436","97.3"
"1","1","41","5960","84.0909090909091","96.8"
"3","1","40","496093","83.37628865979381","97"
"4","2","27","995375","88.12056737588652","98.7"
"2","1","40","971811","84.82510288065843","97.2"
"1","1","42","5960","83.67399741267788","96.625"
"3","1","41","496093","82.96774193548387","96.875"
"2","1","41","971811","84.59953644089622","97.075"
"1","1","43","5960","83.23399844519305","96.475"
"4","2","28","995375","87.67123287671232","98.55000000000001"
"3","1","42","496093","82.84680960991992","96.775"
"2","1","42","971811","84.2742974993555","96.975"
"1","1","44","5960","83.07372793354102","96.3"
"3","1","43","496093","82.39400206825232","96.7"
"4","2","29","995375","87.2745745491491","98.425"
"2","1","43","971811","83.91012396694215","96.8"
"1","1","45","5960","82.69680436477007","96.22500000000001"
"3","1","44","496093","82.07449560269012","96.65"
"2","1","44","971811","83.61333677952959","96.72500000000001"
"1","1","46","5960","82.29329173166927","96.15"
"4","2","30","995375","87.02620198422794","98.275"
"3","1","45","496093","81.782845296709","96.475"
"2","1","45","971811","83.2815734989648","96.6"
"1","1","47","5960","81.93649141072358","96.05"
"3","1","46","496093","81.55642023346303","96.375"
"4","2","31","995375","86.77032882997706","98.075"
"2","1","46","971811","83.09128630705395","96.39999999999999"
"1","1","48","5960","81.75658066197549","95.92500000000001"
"3","1","47","496093","81.27272727272728","96.25"
"1","1","49","5960","81.32011479259066","95.825"
"2","1","47","971811","82.8875616722929","96.275"
"4","2","32","995375","86.40652894669726","98.02499999999999"
"3","1","48","496093","81.04660244727935","96.025"
"1","1","50","5960","80.96605744125326","95.75"
"2","1","48","971811","82.58835758835758","96.2"
"3","1","49","496093","80.90268719019045","95.825"
"1","1","51","5960","80.73706220595923","95.65"
"4","2","33","995375","85.91117917304747","97.95"
"2","1","49","971811","82.4401664932362","96.1"
"3","1","50","496093","80.27690700104493","95.7"
"1","1","52","5960","80.23012552301255","95.6"
"2","1","50","971811","82.2303282959875","95.95"
"4","2","34","995375","85.58650651673908","97.82499999999999"
"3","1","51","496093","79.88490714098874","95.575"
"1","1","53","5960","79.83765383608275","95.475"
"2","1","51","971811","82.11212516297262","95.875"
"1","1","54","5960","79.56989247311827","95.325"
"3","1","52","496093","79.68545216251638","95.375"
"4","2","35","995375","85.43639621192732","97.675"
"2","1","52","971811","81.55010438413362","95.8"
"1","1","55","5960","79.39091625098452","95.22500000000001"
"3","1","53","496093","79.51680672268907","95.19999999999999"
"2","1","53","971811","81.2957157784744","95.7"
"4","2","36","995375","85.2526288791998","97.475"
"3","1","54","496093","79.4102159031069","94.95"
"1","1","56","5960","78.9805570152391","95.15"
"2","1","54","971811","80.70083682008368","95.6"
"1","1","57","5960","78.65789473684211","95"
"3","1","55","496093","78.99868247694334","94.875"
"4","2","37","995375","85.07577703570512","97.32499999999999"
"2","1","55","971811","80.5293501048218","95.39999999999999"
"1","1","58","5960","78.36982326562912","94.77499999999999"
"3","1","56","496093","78.44895805855975","94.77499999999999"
"2","1","56","971811","80.18892679086854","95.275"
"4","2","38","995375","84.8032913345333","97.225"
"1","1","59","5960","78.12747950277704","94.525"
"3","1","57","496093","77.95088460522841","94.675"
"2","1","57","971811","80.03152916447715","95.15"
"1","1","60","5960","77.99893842887474","94.19999999999999"
"3","1","58","496093","77.73075905845015","94.525"
"4","2","39","995375","84.36213991769547","97.2"
"2","1","58","971811","79.79984198051093","94.925"
"1","1","61","5960","77.89893617021276","94"
"3","1","59","496093","77.50397456279809","94.35"
"2","1","59","971811","79.51966217999473","94.72500000000001"
"4","2","40","995375","84.14822439526506","97.15"
"3","1","60","496093","77.21485411140584","94.25"
"1","1","62","5960","77.65929085577179","93.77499999999999"
"2","1","60","971811","79.13916028518616","94.675"
"3","1","61","496093","76.83315621679064","94.1"
"1","1","63","5960","77.51937984496125","93.525"
"4","2","41","995375","83.77543136749935","97.075"
"2","1","61","971811","79.0531605395398","94.525"
"3","1","62","496093","76.46902419569264","94.025"
"1","1","64","5960","77.1666219479474","93.175"
"2","1","62","971811","78.95573813941161","94.325"
"4","2","42","995375","83.30327235248647","97.02499999999999"
"3","1","63","496093","76.2589928057554","93.825"
"1","1","65","5960","76.98924731182795","93"
"2","1","63","971811","78.65675603928855","94.175"
"3","1","64","496093","76.06198236708522","93.575"
"1","1","66","5960","76.81940700808624","92.75"
"4","2","43","995375","83.07096774193549","96.875"
"2","1","64","971811","78.46317468758309","94.025"
"3","1","65","496093","76.01070950468541","93.375"
"1","1","67","5960","76.44516477579687","92.55"
"2","1","65","971811","78.25159914712152","93.8"
"4","2","44","995375","82.74793388429752","96.8"
"3","1","66","496093","75.89165996245643","93.22500000000001"
"1","1","68","5960","76.405104534347","92.07499999999999"
"2","1","66","971811","78.11330839123464","93.55"
"3","1","67","496093","75.86670249932814","93.025"
"1","1","69","5960","76.00108962135657","91.77499999999999"
"2","1","67","971811","77.91164658634538","93.375"
"4","2","45","995375","82.42439906952701","96.72500000000001"
"3","1","68","496093","75.6596661281637","92.85"
"1","1","70","5960","75.85452556740498","91.425"
"2","1","68","971811","77.64958411591093","93.175"
"3","1","69","496093","75.56695464362852","92.60000000000001"
"1","1","71","5960","75.50740537575426","91.14999999999999"
"4","2","46","995375","82.1216041397154","96.625"
"2","1","69","971811","77.55376344086021","93"
"3","1","70","496093","75.39962069899757","92.27499999999999"
"1","1","72","5960","75.21320495185695","90.875"
"2","1","70","971811","77.05359547535686","92.825"
"4","2","47","995375","81.96891191709844","96.5"
"1","1","73","5960","75.03452085059375","90.525"
"3","1","71","496093","75.0542888165038","92.10000000000001"
"2","1","71","971811","77.01863354037268","92.575"
"1","1","74","5960","75.03463563313937","90.225"
"3","1","72","496093","74.88422773086353","91.77499999999999"
"4","2","48","995375","81.56120331950207","96.39999999999999"
"2","1","72","971811","76.93977211068909","92.15"
"1","1","75","5960","75.04173622704508","89.85"
"3","1","73","496093","74.82900136798905","91.375"
"2","1","73","971811","76.86445291235711","91.85"
"4","2","49","995375","81.20456905503634","96.3"
"1","1","76","5960","75.0768371053367","89.47500000000001"
"3","1","74","496093","74.79384277075316","90.95"
"2","1","74","971811","76.80327868852459","91.5"
"1","1","77","5960","75.18966001685867","88.97500000000001"
"3","1","75","496093","74.7998895942589","90.575"
"4","2","50","995375","80.93506493506494","96.25"
"2","1","75","971811","76.82391662095446","91.14999999999999"
"1","1","78","5960","75.190731845154","88.47500000000001"
"3","1","76","496093","74.7917823431427","90.05"
"2","1","76","971811","76.47220693450743","90.85"
"1","1","79","5960","75.25597269624573","87.9"
"3","1","77","496093","74.78406241292839","89.725"
"4","2","51","995375","80.72320499479709","96.1"
"2","1","77","971811","76.44947542794036","90.55"
"1","1","80","5960","75.05714285714285","87.5"
"3","1","78","496093","74.85298235788295","89.275"
"4","2","52","995375","80.3125","96"
"1","1","81","5960","75.26603393730227","86.925"
"2","1","78","971811","76.3873473917869","90.10000000000001"
"3","1","79","496093","74.79583215995494","88.775"
"1","1","82","5960","75.31114327062228","86.375"
"2","1","79","971811","76.08028993587956","89.67500000000001"
"3","1","80","496093","75.08503401360545","88.2"
"4","2","53","995375","79.91653625456442","95.85000000000001"
"1","1","83","5960","75.58275058275058","85.8"
"3","1","81","496093","74.99287140005703","87.675"
"2","1","80","971811","76.058312307261","89.17500000000001"
"4","2","54","995375","79.5822454308094","95.75"
"1","1","84","5960","75.76291079812206","85.2"
"3","1","82","496093","75.04302925989673","87.15"
"2","1","81","971811","76.04284103720406","88.7"
"1","1","85","5960","75.9160756501182","84.6"
"3","1","83","496093","75.28868360277137","86.6"
"2","1","82","971811","75.85621285026889","88.325"
"4","2","55","995375","79.33560031388961","95.575"
"1","1","86","5960","76.16071428571428","84"
"3","1","84","496093","75.44318512060447","86.02499999999999"
"2","1","83","971811","75.94648448619414","87.825"
"1","1","87","5960","76.24475104979004","83.35000000000001"
"4","2","56","995375","79.0508652333508","95.35"
"3","1","85","496093","75.44629792215393","85.425"
"2","1","84","971811","76.03778986544518","87.325"
"1","1","88","5960","76.30145278450364","82.6"
"3","1","86","496093","75.78171091445428","84.75"
"2","1","85","971811","76.10951008645533","86.75"
"4","2","57","995375","78.83403361344537","95.19999999999999"
"1","1","89","5960","76.53341470857492","81.925"
"3","1","87","496093","76.24292944328668","83.975"
"2","1","86","971811","76.12416594139832","86.175"
"1","1","90","5960","76.88519544475223","81.22500000000001"
"3","1","88","496093","76.3134193935755","83.275"
"4","2","58","995375","78.45870594423987","95.05"
"2","1","87","971811","76.37426900584795","85.5"
"1","1","91","5960","77.15262667081132","80.425"
"3","1","89","496093","76.67373523174795","82.525"
"2","1","88","971811","76.657824933687","84.82499999999999"
"1","1","92","5960","77.62084118016321","79.65"
"4","2","59","995375","78.15546772068511","94.875"
"3","1","90","496093","77.28107777097367","81.65"
"2","1","89","971811","77.09015174055341","84.025"
"1","1","93","5960","78.00316957210777","78.875"
"3","1","91","496093","77.6299504950495","80.80000000000001"
"2","1","90","971811","77.45039085989175","83.15"
"4","2","60","995375","77.85695434151492","94.72500000000001"
"1","1","94","5960","78.47533632286996","78.05"
"3","1","92","496093","77.98624140087554","79.95"
"2","1","91","971811","77.83176434861828","82.325"
"1","1","95","5960","78.97120672921385","77.275"
"4","2","61","995375","77.60444209413009","94.55"
"3","1","93","496093","78.4698071451154","79.07499999999999"
"2","1","92","971811","78.03308823529412","81.6"
"1","1","96","5960","79.51570680628272","76.4"
"3","1","94","496093","78.57371282379277","78.175"
"2","1","93","971811","78.34158415841584","80.80000000000001"
"1","1","97","5960","79.86111111111111","75.6"
"4","2","62","995375","77.42191635786129","94.45"
"3","1","95","496093","78.97120672921385","77.275"
"1","1","98","5960","80","74.875"
"2","1","94","971811","78.60712054965646","80.05"
"4","2","63","995375","77.09437963944858","94.3"
"3","1","96","496093","79.82945227943587","76.225"
"1","1","99","5960","80.3776129467296","74.15"
"2","1","95","971811","79.12851278812757","79.175"
"3","1","97","496093","80.42539049518112","75.225"
"1","1","100","5960","80.82565677243262","73.275"
"2","1","96","971811","79.90415335463258","78.25"
"4","2","64","995375","76.96599362380447","94.1"
"3","1","98","496093","81.07744107744108","74.25"
"1","1","101","5960","81.27586206896552","72.5"
"2","1","97","971811","80.3750404138377","77.325"
"3","1","99","496093","81.81508017741386","73.275"
"1","1","102","5960","81.69161155586495","71.825"
"4","2","65","995375","76.73860911270984","93.825"
"2","1","98","971811","81.04746317512274","76.375"
"1","1","103","5960","82.16672529018642","71.075"
"3","1","100","496093","82.371240926374","72.32499999999999"
"2","1","99","971811","81.52317880794702","75.5"
"4","2","66","995375","76.42189586114819","93.625"
"1","1","104","5960","82.7930174563591","70.175"
"3","1","101","496093","83.04728546409808","71.375"
"2","1","100","971811","81.9611780455154","74.7"
"1","1","105","5960","83.35734870317003","69.39999999999999"
"3","1","102","496093","83.64668322100034","70.475"
"2","1","101","971811","82.45436105476674","73.95"
"4","2","67","995375","76.18410489697618","93.425"
"1","1","106","5960","83.95331874544128","68.55"
"3","1","103","496093","84.44125044915559","69.575"
"2","1","102","971811","82.97435897435898","73.125"
"1","1","107","5960","84.37384558551902","67.675"
"3","1","104","496093","84.77470930232558","68.8"
"4","2","68","995375","76.0128789911457","93.175"
"2","1","103","971811","83.37940566689703","72.35000000000001"
"1","1","108","5960","85.04113687359761","66.85"
"3","1","105","496093","85.56169429097605","67.875"
"2","1","104","971811","83.99161132471164","71.525"
"4","2","69","995375","75.80645161290323","93"
"1","1","109","5960","85.6602345819145","66.07499999999999"
"3","1","106","496093","86.15556382582807","67.175"
"2","1","105","971811","84.75954738330977","70.7"
"1","1","110","5960","86.23853211009175","65.4"
"3","1","107","496093","86.93032015065913","66.375"
"4","2","70","995375","75.58609539207761","92.77499999999999"
"2","1","106","971811","85.31093638313081","69.95"
"1","1","111","5960","86.74652241112828","64.7"
"3","1","108","496093","87.74809160305344","65.5"
"2","1","107","971811","85.62657999277718","69.22500000000001"
"1","1","112","5960","86.89547581903277","64.1"
"3","1","109","496093","88.3011583011583","64.75"
"4","2","71","995375","75.19568151147098","92.625"
"2","1","108","971811","86.1779722830051","68.55"
"1","1","113","5960","87.2340425531915","63.449999999999996"
"3","1","110","496093","88.94962905115189","64.025"
"2","1","109","971811","86.52926021347074","67.925"
"4","2","72","995375","74.95261305171948","92.325"
"1","1","114","5960","87.5993640699523","62.9"
"3","1","111","496093","89.37178980640064","63.275000000000006"
"2","1","110","971811","87.18424962852897","67.30000000000001"
"1","1","115","5960","87.8410914927769","62.3"
"3","1","112","496093","89.73642172523961","62.6"
"4","2","73","995375","74.7148288973384","92.05"
"2","1","111","971811","87.6923076923077","66.625"
"1","1","116","5960","88.25910931174089","61.75000000000001"
"3","1","113","496093","90.37995149555375","61.85000000000001"
"2","1","112","971811","88.38268792710706","65.85"
"1","1","117","5960","88.49918433931484","61.3"
"3","1","114","496093","91.20294599018003","61.1"
"4","2","74","995375","74.58458185780441","91.77499999999999"
"2","1","113","971811","88.9827255278311","65.125"
"1","1","118","5960","88.62889983579637","60.9"
"3","1","115","496093","91.42621599340478","60.650000000000006"
"1","1","119","5960","88.7877534133223","60.425"
"2","1","114","971811","89.32301740812379","64.625"
"4","2","75","995375","74.33023510114816","91.45"
"3","1","116","496093","91.45582745748652","60.275"
"1","1","120","5960","89.0742285237698","59.95"
"2","1","115","971811","89.69152674736432","64.025"
"3","1","117","496093","91.72240802675586","59.8"
"4","2","76","995375","74.39626783754116","91.10000000000001"
"1","1","121","5960","89.05201342281879","59.599999999999994"
"2","1","116","971811","90.26409144659047","63.425"
"3","1","118","496093","91.82469447956174","59.325"
"1","1","122","5960","89.40033783783784","59.199999999999996"
"2","1","117","971811","90.88738559490649","62.824999999999996"
"3","1","119","496093","92.29787234042554","58.75"
"4","2","77","995375","74.23616845582164","90.825"
"1","1","123","5960","89.46474086661003","58.85"
"3","1","120","496093","92.91541434091884","58.225"
"2","1","118","971811","91.16465863453816","62.25000000000001"
"1","1","124","5960","89.68763371844246","58.425000000000004"
"3","1","121","496093","93.33333333333333","57.75"
"2","1","119","971811","91.73084718281314","61.675000000000004"
"4","2","78","995375","74.12317039491853","90.525"
"1","1","125","5960","90.02590673575129","57.9"
"3","1","122","496093","93.76362843436546","57.325"
"2","1","120","971811","92.10956663941128","61.150000000000006"
"1","1","126","5960","90.65093927479249","57.225"
"3","1","123","496093","93.81035996488147","56.95"
"4","2","79","995375","74.029933481153","90.2"
"2","1","121","971811","92.61246388774246","60.575"
"1","1","127","5960","90.80105633802818","56.8"
"3","1","124","496093","94.070796460177","56.49999999999999"
"2","1","122","971811","92.69406392694064","60.224999999999994"
"1","1","128","5960","91.04212860310422","56.375"
"4","2","80","995375","73.97603789356366","89.725"
"3","1","125","496093","93.99466192170819","56.2"
"2","1","123","971811","93.171344784248","59.675"
"1","1","129","5960","90.92940125111707","55.95"
"3","1","126","496093","94.38958707360861","55.7"
"2","1","124","971811","93.17319848293299","59.325"
"1","1","130","5960","91.16719242902208","55.474999999999994"
"4","2","81","995375","73.8521836506159","89.3"
"3","1","127","496093","94.57504520795659","55.300000000000004"
"1","1","131","5960","91.51927437641724","55.125"
"2","1","125","971811","93.3786078098472","58.9"
"3","1","128","496093","94.80637813211845","54.87499999999999"
"1","1","132","5960","91.92149703331812","54.775"
"4","2","82","995375","73.79814450379534","88.925"
"2","1","126","971811","93.79546427043218","58.425000000000004"
"3","1","129","496093","95.04587155963303","54.50000000000001"
"1","1","133","5960","92.13431462741491","54.35"
"2","1","127","971811","93.7984496124031","58.050000000000004"
"3","1","130","496093","95.10844485463775","54.175"
"1","1","134","5960","92.11868335651367","53.925"
"4","2","83","995375","73.73623270262638","88.52499999999999"
"2","1","128","971811","94.17897480451781","57.550000000000004"
"3","1","131","496093","95.35315985130111","53.800000000000004"
"1","1","135","5960","92.79026217228464","53.400000000000006"
"2","1","129","971811","94.10480349344978","57.25"
"3","1","132","496093","95.64606741573034","53.400000000000006"
"1","1","136","5960","93.01557338367155","52.97500000000001"
"4","2","84","995375","73.80681818181817","88"
"3","1","133","496093","95.5764705882353","53.125"
"2","1","130","971811","94.11764705882352","56.95"
"1","1","137","5960","93.11490978157644","52.65"
"3","1","134","496093","95.64600094652154","52.825"
"2","1","131","971811","94.63652482269504","56.39999999999999"
"1","1","138","5960","92.98329355608593","52.37500000000001"
"4","2","85","995375","74.205553965073","87.325"
"3","1","135","496093","96.0952380952381","52.5"
"2","1","132","971811","94.86377847253237","55.974999999999994"
"1","1","139","5960","93.08024987986545","52.025"
"3","1","136","496093","96.1244019138756","52.25"
"2","1","133","971811","95.19317160826594","55.65"
"1","1","140","5960","93.23671497584542","51.74999999999999"
"4","2","86","995375","74.27254393546528","86.775"
"3","1","137","496093","95.91346153846155","52"
"2","1","134","971811","95.25530953456845","55.325"
"1","1","141","5960","93.3495145631068","51.5"
"3","1","138","496093","95.89371980676329","51.74999999999999"
"2","1","135","971811","95.32243415077203","55.05"
"1","1","142","5960","93.408203125","51.2"
"4","2","87","995375","74.60778617083092","86.05000000000001"
"3","1","139","496093","96.25850340136054","51.449999999999996"
"1","1","143","5960","93.7100737100737","50.875"
"2","1","136","971811","95.11861313868614","54.800000000000004"
"3","1","140","496093","96.38495359062041","51.175000000000004"
"1","1","144","5960","93.9108910891089","50.5"
"2","1","137","971811","95.35632183908046","54.37499999999999"
"4","2","88","995375","74.6268656716418","85.425"
"3","1","141","496093","96.32172633643943","50.975"
"1","1","145","5960","93.83084577114428","50.24999999999999"
"2","1","138","971811","95.42302357836338","54.074999999999996"
"3","1","142","496093","96.16330545991147","50.824999999999996"
"1","1","146","5960","94.51985922574157","49.725"
"2","1","139","971811","95.25801952580196","53.77499999999999"
"4","2","89","995375","75.02951593860685","84.7"
"3","1","143","496093","96.14624505928853","50.6"
"1","1","147","5960","94.39393939393939","49.5"
"2","1","140","971811","95.41627689429373","53.449999999999996"
"3","1","144","496093","96.17486338797814","50.324999999999996"
"1","1","148","5960","94.5010183299389","49.1"
"4","2","90","995375","75.43231961836612","83.85000000000001"
"2","1","141","971811","95.49295774647887","53.25"
"3","1","145","496093","96.5","50"
"1","1","149","5960","94.6775844421699","48.85"
"2","1","142","971811","95.60906515580736","52.949999999999996"
"3","1","146","496093","96.4824120603015","49.75"
"1","1","150","5960","94.84801648634725","48.525"
"4","2","91","995375","75.84235860409146","83.1"
"2","1","143","971811","95.43942992874109","52.625"
"1","1","151","5960","94.91964748574391","48.225"
"3","1","147","496093","96.1674230963187","49.575"
"2","1","144","971811","95.64384873145045","52.225"
"1","1","152","5960","94.89849036959916","48.025"
"3","1","148","496093","96.69547534316217","49.175000000000004"
"4","2","92","995375","76.28458498023716","82.22500000000001"
"1","1","153","5960","94.86373165618448","47.699999999999996"
"2","1","145","971811","95.66473988439307","51.9"
"3","1","149","496093","96.68367346938776","49"
"1","1","154","5960","94.93403693931398","47.375"
"3","1","150","496093","96.31336405529954","48.825"
"2","1","146","971811","95.97478176527643","51.55"
"4","2","93","995375","76.58986175115207","81.375"
"1","1","155","5960","94.90445859872611","47.099999999999994"
"3","1","151","496093","96.34585692228512","48.575"
"2","1","147","971811","96.00389863547758","51.300000000000004"
"1","1","156","5960","94.97594869053981","46.775"
"3","1","152","496093","96.17373319544984","48.35"
"4","2","94","995375","77.01863354037268","80.5"
"2","1","148","971811","95.88839941262849","51.075"
"1","1","157","5960","95.20732364028002","46.425"
"3","1","153","496093","96.15983393876492","48.175000000000004"
"2","1","149","971811","95.9546127281697","50.675000000000004"
"1","1","158","5960","94.97568881685575","46.275"
"3","1","154","496093","95.83116206357478","47.975"
"4","2","95","995375","77.70440251572327","79.5"
"2","1","150","971811","96.02977667493796","50.375"
"1","1","159","5960","95.21218715995647","45.95"
"3","1","155","496093","95.85953878406708","47.699999999999996"
"2","1","151","971811","95.91022443890274","50.125"
"1","1","160","5960","95.24590163934427","45.75"
"3","1","156","496093","95.94523433385993","47.475"
"4","2","96","995375","78.19165870741801","78.525"
"2","1","152","971811","95.73721163490472","49.85"
"1","1","161","5960","95.21452145214522","45.45"
"3","1","157","496093","95.72559366754618","47.375"
"2","1","153","971811","95.91527987897126","49.575"
"1","1","162","5960","95.2433628318584","45.2"
"3","1","158","496093","95.60148383677796","47.175"
"4","2","97","995375","78.76049063912201","77.45"
"2","1","154","971811","95.94320486815415","49.3"
"3","1","159","496093","95.62899786780383","46.9"
"1","1","163","5960","94.83620210993892","45.025"
"2","1","155","971811","96.1734693877551","49"
