delta_fitness_via,delta_fitness_conc, apoCellsMovementProba, needSigCellsMvtProba, layersAroundNLC, antiApoBoost, monoPhagoEff, nlcPhagoEff, macroPhagoEff, macroKillEff, cllSensingDistance, monocyteSensingDistance, nlcSensingDistance, macrophageSensingDistance, nlcThreshold, signalInitMean, signalInitStd, monoDiffThreshold , monoDiffTimeStd, gammaLifeInitRate, gammaLifeInitShape
178.6054661351949,1433.0902999999996,6, 8, 2, 140, 54, 24, 76, 0, 3, 1, 1, 3, 100, 68, 11, 48, 6, 2390, 0.2393995469149497
179.89060132549508,1432.9112999999998,6, 8, 2, 140, 54, 24, 76, 0, 3, 1, 1, 3, 100, 68, 11, 48, 6, 2390, 0.2393995469149497
193.969572430566,1276.0172999999998,6, 8, 2, 140, 54, 7, 88, 0, 2, 1, 1, 3, 100, 68, 4, 48, 4, 2422, 0.2561321001560841
194.02842260973895,1249.2042999999996,6, 8, 2, 140, 54, 7, 88, 0, 2, 1, 1, 3, 100, 68, 4, 48, 4, 2422, 0.2561321001560841
196.18404026789528,1242.7932999999998,6, 8, 2, 140, 54, 7, 88, 0, 2, 1, 1, 3, 100, 68, 4, 48, 4, 2422, 0.2561321001560841
196.47857652303983,1235.7883,8, 7, 2, 140, 39, 24, 88, 1, 3, 1, 1, 3, 100, 68, 9, 48, 6, 2120, 0.2696847104947493
214.2410833792197,1000.1043000000004,8, 7, 2, 140, 39, 24, 88, 0, 3, 1, 1, 3, 100, 68, 9, 48, 6, 2120, 0.2775905809747982
214.94453754976777,990.3203000000004,8, 7, 2, 140, 39, 24, 88, 0, 3, 1, 1, 3, 100, 68, 9, 48, 6, 2120, 0.2775905809747982
217.67729577687703,948.5603000000006,8, 7, 2, 140, 33, 24, 88, 0, 3, 1, 1, 3, 100, 68, 5, 48, 6, 2120, 0.2778410484097269
223.9742746038522,936.3963000000005,8, 7, 2, 140, 33, 24, 88, 0, 3, 1, 1, 3, 100, 68, 5, 48, 6, 2120, 0.2778410484097269
246.71614811153785,927.7763000000002,7, 7, 3, 293, 39, 96, 76, 0, 3, 1, 1, 3, 100, 68, 0, 48, 6, 2023, 0.2918510770389889
246.82543667133615,925.8683000000002,7, 7, 3, 293, 39, 96, 76, 0, 3, 1, 1, 3, 100, 68, 0, 48, 6, 2023, 0.2918510770389889
249.07677306439948,920.0423000000002,7, 7, 3, 293, 39, 96, 76, 0, 3, 1, 1, 3, 100, 68, 0, 48, 6, 2023, 0.2918510770389889
251.30595751291548,797.1093000000006,7, 7, 3, 293, 39, 7, 76, 0, 3, 1, 1, 3, 100, 68, 0, 48, 6, 2023, 0.2893802719187779
251.6415164310492,792.5023000000006,7, 7, 3, 293, 39, 7, 76, 0, 3, 1, 1, 3, 100, 68, 0, 48, 6, 2023, 0.2893802719187779
254.8130120863556,791.0643000000006,7, 7, 3, 293, 39, 7, 76, 0, 3, 1, 1, 3, 100, 68, 0, 48, 6, 2023, 0.2893802719187779
257.9845077416619,789.6263000000006,7, 7, 3, 293, 39, 7, 76, 0, 3, 1, 1, 3, 100, 68, 0, 48, 6, 2023, 0.2893802719187779
258.68709976451066,786.1713000000005,7, 7, 3, 293, 39, 7, 76, 0, 3, 1, 1, 3, 100, 68, 0, 48, 6, 2023, 0.2893802719187779
259.38969178735937,785.8123000000005,7, 7, 3, 293, 39, 7, 76, 0, 3, 1, 1, 3, 100, 68, 0, 48, 6, 2023, 0.2893802719187779
259.70384144293826,785.6523000000007,7, 7, 3, 293, 39, 7, 76, 0, 3, 1, 1, 3, 100, 68, 0, 48, 6, 2023, 0.2893802719187779
264.21210590236944,732.4123000000008,7, 9, 2, 173, 25, 4, 92, 0, 3, 3, 2, 2, 104, 67, 4, 48, 12, 2120, 0.2907376191290675
271.9290186849176,732.3583000000007,7, 9, 2, 173, 25, 4, 92, 0, 3, 3, 2, 2, 104, 67, 4, 48, 12, 2120, 0.2907376191290675
285.2497094285641,731.4003000000007,7, 9, 2, 173, 25, 4, 92, 0, 3, 3, 2, 2, 104, 67, 4, 48, 12, 2120, 0.2907376191290675
288.08767336323604,671.5623000000006,8, 9, 3, 140, 39, 24, 76, 1, 3, 1, 1, 2, 104, 67, 11, 48, 6, 2320, 0.2858722565572585
288.4034127295523,668.4663000000007,8, 9, 3, 140, 39, 24, 76, 1, 3, 1, 1, 2, 104, 67, 11, 48, 6, 2320, 0.2858722565572585
288.71915209586865,660.0523000000006,8, 9, 3, 140, 39, 24, 76, 1, 3, 1, 1, 2, 104, 67, 11, 48, 6, 2320, 0.2858722565572585
288.8501418482799,654.7843000000006,8, 9, 3, 140, 39, 24, 76, 1, 3, 1, 1, 2, 104, 67, 11, 48, 6, 2320, 0.2858722565572585
288.98113160069124,649.5163000000006,8, 9, 3, 140, 39, 24, 76, 1, 3, 1, 1, 2, 104, 67, 11, 48, 6, 2320, 0.2858722565572585
294.0651021904174,649.3883000000005,8, 9, 3, 140, 39, 24, 76, 1, 3, 1, 1, 2, 104, 67, 11, 48, 6, 2320, 0.2858722565572585
294.4509211594483,649.2603000000005,8, 9, 3, 140, 39, 24, 76, 1, 3, 1, 1, 2, 104, 67, 11, 48, 6, 2320, 0.2858722565572585
302.3362071844816,473.3463000000002,8, 9, 3, 140, 39, 24, 76, 0, 3, 1, 1, 2, 104, 67, 11, 48, 6, 2320, 0.2991633601925086
302.7201607315297,468.89030000000025,8, 9, 3, 140, 39, 24, 76, 0, 3, 1, 1, 2, 104, 67, 11, 48, 6, 2320, 0.2991633601925086
304.6250999117411,464.0083,8, 9, 3, 140, 39, 24, 76, 0, 3, 1, 1, 2, 104, 67, 11, 48, 6, 2320, 0.2991633601925086
304.8095538477512,463.0393000000001,8, 9, 3, 140, 39, 24, 76, 0, 3, 1, 1, 2, 104, 67, 11, 48, 6, 2320, 0.2991633601925086
304.9940077837613,462.0703000000002,8, 9, 3, 140, 39, 24, 76, 0, 3, 1, 1, 2, 104, 67, 11, 48, 6, 2320, 0.2991633601925086
306.5293143222301,461.5263000000002,8, 9, 3, 140, 39, 24, 76, 0, 3, 1, 1, 2, 104, 67, 11, 48, 6, 2320, 0.2991633601925086
319.12606126896696,460.9823000000003,8, 9, 3, 140, 39, 24, 76, 0, 3, 1, 1, 2, 104, 67, 11, 48, 6, 2320, 0.2991633601925086
328.50264345523425,443.2843,10, 7, 3, 140, 33, 4, 76, 0, 3, 1, 1, 3, 100, 68, 11, 48, 6, 2120, 0.3122361208544772
329.47124911459383,443.2123,10, 7, 3, 140, 33, 4, 76, 0, 3, 1, 1, 3, 100, 68, 11, 48, 6, 2120, 0.3122361208544772
330.2167042579093,443.04830000000015,10, 7, 3, 140, 33, 4, 76, 0, 3, 1, 1, 3, 100, 68, 11, 48, 6, 2120, 0.3122361208544772
330.9621594012248,442.88430000000034,10, 7, 3, 140, 33, 4, 76, 0, 3, 1, 1, 3, 100, 68, 11, 48, 6, 2120, 0.3122361208544772
344.99494497236526,419.4282999999998,10, 7, 3, 140, 33, 4, 76, 0, 3, 1, 1, 3, 100, 68, 11, 48, 6, 2120, 0.3132738598638595
346.83050767837244,417.8983,10, 7, 3, 140, 33, 4, 76, 0, 3, 1, 1, 3, 100, 68, 11, 48, 6, 2120, 0.3132738598638595
348.6660703843796,416.3683000000001,10, 7, 3, 140, 33, 4, 76, 0, 3, 1, 1, 3, 100, 68, 11, 48, 6, 2120, 0.3132738598638595
367.8324069755578,367.8013000000002,8, 9, 2, 244, 25, 4, 92, 0, 3, 2, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3188403442070939
368.8362985927136,364.6683000000002,8, 9, 2, 244, 25, 4, 92, 0, 3, 2, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3188403442070939
369.1011832589221,363.26030000000026,8, 9, 2, 244, 25, 4, 92, 0, 3, 2, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3188403442070939
417.7867709321306,315.4003,8, 9, 2, 244, 25, 4, 92, 0, 3, 3, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3292707748775969
418.1435892412953,314.7463,8, 9, 2, 244, 25, 4, 92, 0, 3, 3, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3292707748775969
423.7626160510955,304.0822999999999,8, 9, 2, 244, 25, 4, 92, 0, 3, 3, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3292707748775969
469.450075699817,300.3803000000001,9, 9, 2, 223, 25, 4, 92, 0, 3, 3, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3387307951282374
472.6601236492245,299.3283,9, 9, 2, 223, 25, 4, 92, 0, 3, 3, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3387307951282374
472.88816342766336,298.66030000000006,9, 9, 2, 223, 25, 4, 92, 0, 3, 3, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3387307951282374
478.0022035453536,279.5042999999997,8, 9, 2, 244, 25, 4, 92, 0, 3, 3, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3456271249206417
478.3192675473612,276.1862999999997,8, 9, 2, 244, 25, 4, 92, 0, 3, 3, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3456271249206417
479.5994016767816,274.79529999999977,8, 9, 2, 244, 25, 4, 92, 0, 3, 3, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3456271249206417
480.87953580620206,271.74029999999993,8, 9, 2, 244, 25, 4, 92, 0, 3, 3, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3456271249206417
482.0535637387071,270.69829999999985,8, 9, 2, 244, 25, 4, 92, 0, 3, 3, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3456271249206417
494.0030660631989,269.65629999999976,8, 9, 2, 244, 25, 4, 92, 0, 3, 3, 1, 2, 99, 63, 4, 49, 6, 2120, 0.3456271249206417
515.2365752984826,269.3073000000001,7, 8, 3, 173, 55, 46, 92, 0, 3, 1, 1, 1, 104, 67, 11, 49, 6, 2422, 0.3300040236439141
516.0077378944161,268.81830000000014,7, 8, 3, 173, 55, 46, 92, 0, 3, 1, 1, 1, 104, 67, 11, 49, 6, 2422, 0.3300040236439141
517.2293250118435,265.77830000000006,7, 8, 3, 173, 55, 46, 92, 0, 3, 1, 1, 1, 104, 67, 11, 49, 4, 2422, 0.325731417293456
518.3175599654533,264.64430000000004,7, 8, 3, 173, 55, 46, 92, 0, 3, 1, 1, 1, 104, 67, 11, 49, 6, 2422, 0.3300040236439141
536.5424256373059,261.6403000000002,7, 8, 3, 173, 55, 18, 92, 0, 3, 1, 1, 1, 104, 67, 11, 49, 4, 2422, 0.3171426936397766
536.9049347885359,260.3723000000001,7, 8, 3, 173, 55, 18, 92, 0, 3, 1, 1, 1, 104, 67, 11, 49, 4, 2422, 0.3171426936397766
537.2674439397658,259.1043000000001,7, 8, 3, 173, 55, 18, 92, 0, 3, 1, 1, 1, 104, 67, 11, 49, 4, 2422, 0.3171426936397766
557.6456775459915,258.7463,7, 8, 3, 173, 55, 18, 92, 0, 3, 1, 1, 1, 104, 67, 11, 49, 4, 2422, 0.3171426936397766
566.4163233868919,252.25630000000032,10, 8, 3, 173, 55, 46, 76, 0, 3, 1, 1, 1, 104, 67, 11, 49, 4, 2422, 0.3304566766961601
567.377458892893,252.22530000000015,10, 8, 3, 173, 55, 46, 76, 0, 3, 1, 1, 1, 104, 67, 11, 49, 4, 2422, 0.3304566766961601
568.338594398894,252.1943,10, 8, 3, 173, 55, 46, 76, 0, 3, 1, 1, 1, 104, 67, 11, 49, 4, 2422, 0.3304566766961601
618.5284449444963,238.1043000000001,6, 9, 3, 148, 32, 4, 76, 0, 3, 3, 1, 1, 104, 60, 11, 48, 12, 2120, 0.3387843726601297
647.8887906272907,237.9313,8, 9, 3, 46, 32, 4, 76, 0, 3, 3, 1, 1, 104, 60, 11, 48, 12, 2120, 0.3435709400575564
652.4720048579081,237.65930000000003,8, 9, 3, 46, 32, 4, 76, 0, 3, 3, 1, 1, 104, 60, 11, 48, 12, 2120, 0.3435709400575564
655.2100129623728,237.05230000000003,8, 9, 3, 46, 32, 4, 76, 0, 3, 3, 1, 1, 104, 60, 11, 48, 12, 2120, 0.3435709400575564
661.5075755713556,237.0173000000001,8, 9, 3, 46, 32, 4, 76, 0, 3, 3, 1, 1, 104, 60, 11, 48, 12, 2120, 0.3435709400575564
705.1959694485257,221.12830000000017,8, 7, 3, 173, 32, 4, 98, 0, 3, 3, 1, 1, 104, 67, 4, 48, 6, 2120, 0.3583833713492076
712.4298524133617,212.91229999999985,8, 7, 3, 173, 32, 4, 98, 0, 3, 3, 1, 1, 104, 67, 4, 48, 6, 2120, 0.3583650923720959
717.7993282056431,212.8483,8, 7, 3, 173, 32, 4, 98, 0, 3, 3, 1, 1, 104, 67, 4, 48, 6, 2120, 0.3583650923720959
