apoCellsMovementProba,needSigCellsMvtProba,layersAroundNLC,alpha,monoPhagoEff,NLCPhagoEff,M2PhagoEff,M2KillEff,cllSensingDistance,monocyteSensingDistance,nlcSensingDistance,macrophageSensingDistance,nLCThreshold,signalInitMean,signalInitStd,diffTime,diffTimeStd,fitnessVia,fitnessConc,evolution$samples
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,186.7297650585844,363.1596854837002,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,186.7384973476268,360.81648448370004,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,186.7512520330729,341.92923648369987,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,186.7512520330729,343.2746944836998,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,186.89213157118832,370.42272348370005,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,186.89213157118832,371.1749174837,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,186.89213157118832,370.7069844837,100.0
1,9,2,49,0,8,8,0,1,3,2,1,103,95,21,50,11,186.90787043425317,357.6620154836998,100.0
1,9,2,49,0,8,8,0,1,3,2,1,103,95,21,50,11,186.90787043425317,358.11671648370003,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,187.02447422890748,407.41264148370004,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.03873443176846,370.7069844837,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.03873443176846,371.1749174837,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.03873443176846,370.8906674836999,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.03873443176846,369.6181014837,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.03873443176846,367.6135684837001,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.03873443176846,370.42272348370005,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.05922537594088,372.64432348369996,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,187.12105939760818,345.8104874837,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.13475104968967,370.7069844837,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,187.1497480170608,410.68368748370006,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.15007709973003,368.9094764837,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.15007709973003,362.0749864837,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.15007709973003,366.18718448370004,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.15007709973003,363.0213054837001,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.15007709973003,372.60723748369986,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.15007709973003,371.7239814837,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.15007709973003,373.3484174837,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.15007709973003,364.80110648370015,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,187.15814307353475,363.4621614837,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,187.15814307353475,367.8712504837,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,187.15814307353475,366.38684348370003,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,187.15814307353475,362.60107048369986,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,187.15814307353475,362.14505548369993,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.16423187978745,372.53949648369985,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.16423187978745,370.86903348369987,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.16423187978745,371.44236548370003,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.16423187978745,368.8651334836999,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.16423187978745,372.99281648370004,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.16423187978745,370.37039048369985,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,187.16534179037774,351.42205248370004,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,187.16534179037774,352.8777784837,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,187.16534179037774,353.4243554837,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,187.16534179037774,353.5432194837,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.21714458372605,379.09719348370004,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.21714458372605,382.9747234837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,187.28400569294448,358.62970348370027,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,187.28400569294448,367.54475348370005,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,187.28400569294448,362.73326648370005,100.0
2,9,2,49,0,8,9,2,1,2,2,1,103,98,16,53,11,187.31353700639008,358.46286748370005,100.0
2,9,2,49,0,8,9,2,1,2,2,1,103,98,16,53,11,187.31353700639008,362.3119214837,100.0
2,9,2,49,0,8,9,2,1,2,2,1,103,98,16,53,11,187.31353700639008,368.1660174836999,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.42687613914615,359.6536204837,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.42687613914615,369.5428344837,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.42687613914615,356.98032048370004,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.42687613914615,357.90958048370004,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.42687613914615,357.4749314837,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.42687613914615,359.1586054837,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.42687613914615,361.90036948369993,100.0
1,9,2,49,0,8,5,0,1,1,2,1,103,95,21,50,11,187.4514806928705,389.94568848370017,100.0
1,9,2,49,0,8,5,0,1,1,2,1,103,95,21,50,11,187.4514806928705,386.3476114837001,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.46400462912467,386.0421554837,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.46400462912467,382.9747234837,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.46400462912467,385.39447548370003,100.0
1,9,2,49,0,8,8,0,1,3,2,1,103,95,21,50,11,187.49524118039986,360.70954448370003,100.0
1,9,2,49,0,8,8,0,1,3,2,1,103,95,21,50,11,187.49524118039986,359.55276148369995,100.0
1,9,2,49,0,8,8,0,1,3,2,1,103,95,21,50,11,187.49524118039986,358.48539048369986,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,187.50370201548958,407.41264148370004,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,187.50370201548958,409.2437704837,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,187.50370201548958,406.31914748369996,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.5616936828933,377.85768048370005,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.5616936828933,371.7062444836998,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.5616936828933,376.8556004837,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.5616936828933,375.75350548370005,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,187.5616936828933,368.9696234836999,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.5684879518338,372.3341054837,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,187.574917278167,353.4243554837,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.58905094866157,370.42272348370005,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.58905094866157,371.1749174837,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.58905094866157,370.8906674836999,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.58905094866157,367.6135684837001,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.58905094866157,365.9493104837,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.58905094866157,370.7069844837,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,187.62913360732793,363.4621614837,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,187.62913360732793,366.38684348370003,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,187.62913360732793,362.60107048369986,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,187.62913360732793,364.8259084837001,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,187.62913360732793,362.14505548369993,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,187.66450456975502,370.7069844837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,187.66528827258045,368.0993164837,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.7272515631832,372.99281648370004,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.7272515631832,372.53949648369985,100.0
1,9,2,49,0,8,5,0,1,1,2,1,103,95,21,50,11,187.82655363460808,381.37880448369987,100.0
1,9,2,49,0,8,5,0,1,1,2,1,103,95,21,50,11,187.82655363460808,380.3868304837,100.0
1,9,2,49,0,8,5,0,1,1,2,1,103,95,21,50,11,187.82655363460808,382.88487748370005,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,187.8407373706814,374.75502248370003,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,187.8407373706814,373.80750248370003,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,187.86118071272568,409.2437704837,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,187.86118071272568,412.39028348370005,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,187.86118071272568,410.68368748370006,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,187.86118071272568,407.41264148370004,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,187.86145421143,364.9905114837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,187.90837681837684,367.08503348370004,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,187.90837681837684,363.1596854837002,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,187.90837681837684,358.62970348370027,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,187.90837681837684,367.54475348370005,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,187.90837681837684,362.73326648370005,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,187.9423676832732,411.6679714837,100.0
1,9,2,49,0,8,8,0,1,3,2,1,103,95,21,50,11,187.9771833694813,364.23809048369986,100.0
1,9,2,49,0,8,5,2,1,1,2,1,103,95,12,50,11,188.02108067865086,371.05148548370005,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,188.04053170413243,362.73326648370005,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,188.04053170413243,358.62970348370027,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.0843492252329,374.9301174837,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.0843492252329,375.26762748369987,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.0843492252329,374.1655324837,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.09703303249523,373.3484174837,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.09703303249523,372.64432348369996,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.09703303249523,373.58161248370004,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.1005723863465,371.7239814837,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.1005723863465,364.80110648370015,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.1005723863465,365.91361948370013,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.1005723863465,372.60723748369986,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,188.1134063942574,353.4243554837,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.14811111008774,373.58161248370004,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,188.174572592356,410.68368748370006,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,188.23448075459075,365.7340164837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,188.23448075459075,367.08503348370004,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,188.23448075459075,362.73326648370005,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,188.23448075459075,358.62970348370027,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,188.25009880507602,362.73326648370005,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,188.25009880507602,358.62970348370027,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,188.28235349660824,363.88233348370005,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,188.28235349660824,364.9905114837,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,188.30599985152992,367.8712504837,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,188.30599985152992,369.07679648369987,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.3833331579361,368.9696234836999,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.3833331579361,367.92371648370005,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,188.4587045663131,369.6724224837,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,188.4587045663131,371.44236548370003,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,188.51760361488343,369.69686848370003,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,188.51760361488343,369.07679648369987,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,188.51760361488343,374.75502248370003,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,188.51760361488343,372.0831764836998,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,188.52260712357293,410.68368748370006,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.54044683292943,375.26762748369987,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,188.54044683292943,374.1655324837,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,188.551259164469,364.9905114837,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,188.5835788846054,341.92923648369987,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,188.5835788846054,346.08264448370005,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,188.5835788846054,344.15878948370005,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,188.5835788846054,343.6141944836998,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,188.5835788846054,344.3652454837001,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,188.5835788846054,343.2746944836998,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,188.58836489463172,365.7340164837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,188.58836489463172,367.1101324837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,188.58836489463172,368.0993164837,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,188.60379409412042,410.68368748370006,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,188.60379409412042,416.9402784836999,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,188.60379409412042,411.6679714837,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,188.75281858184812,368.8651334836999,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,188.75327567401195,371.1749174837,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,188.75327567401195,369.81922448370017,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,188.75327567401195,370.7069844837,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,188.75327567401195,369.6181014837,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,188.75327567401195,367.6135684837001,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,188.77294217937143,353.5432194837,100.0
2,9,2,49,0,8,9,2,1,2,2,1,103,98,16,53,11,188.81238440891377,365.8416014837,100.0
1,9,2,49,0,8,8,0,1,3,2,1,103,95,21,50,11,188.83402072270047,369.8342584837,100.0
1,9,2,49,0,8,8,0,1,3,2,1,103,95,21,50,11,188.83402072270047,361.76089248369993,100.0
1,9,2,49,0,8,8,0,1,3,2,1,103,95,21,50,11,188.83402072270047,362.7803894836999,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,188.8871219855433,374.75502248370003,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,188.8871219855433,375.99285848370005,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,188.8871219855433,373.80750248370003,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,188.8871219855433,367.8712504837,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,188.8871219855433,369.69686848370003,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,188.8871219855433,369.07679648369987,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,188.8871219855433,370.5559964837001,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,188.8871219855433,370.83302848370005,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,188.95546630680712,364.31555848369993,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,188.95546630680712,363.39096048369987,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,188.95546630680712,358.62970348370027,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,189.0154628412068,369.5428344837,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,189.02172424970885,368.6997004837001,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,189.13282231292632,371.1749174837,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,189.13282231292632,370.7069844837,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,189.13282231292632,373.3713534837,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,189.13282231292632,370.50586148369996,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,189.13282231292632,372.3341054837,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,189.18591876664212,373.58161248370004,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,189.18591876664212,365.91361948370013,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,189.18591876664212,372.64432348369996,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,189.25381357706237,376.2781514837001,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,189.31289929324103,367.92371648370005,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.31784735223545,371.2544134837,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.31784735223545,370.7481544837,100.0
1,9,2,49,0,8,8,0,1,3,2,1,103,95,21,50,11,189.33537725731748,365.20691348369996,100.0
1,9,2,49,0,8,8,0,1,3,2,1,103,95,21,50,11,189.33537725731748,368.3918944837,100.0
1,9,2,49,0,8,5,2,1,1,2,1,103,95,12,50,11,189.3403838859431,374.0022144837,100.0
1,9,2,49,0,8,5,2,1,1,2,1,103,95,12,50,11,189.3403838859431,369.4220574837001,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,189.36390671840857,375.26762748369987,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,189.36390671840857,377.0342924836998,100.0
2,10,2,49,0,10,9,2,1,1,2,1,103,93,20,53,11,189.36390671840857,374.1655324837,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,189.39085621615882,417.7125464837,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,189.4200711641293,346.08264448370005,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,189.4200711641293,348.9643374837001,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,189.4200711641293,348.22449148370004,100.0
1,10,2,49,1,10,5,0,1,1,2,1,110,95,5,53,3,189.4200711641293,349.6042784837001,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,189.4239346341941,416.9402784836999,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,189.4239346341941,409.2437704837,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,189.4239346341941,410.68368748370006,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,189.4239346341941,411.6679714837,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.48398825111164,370.7481544837,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.48398825111164,369.07679648369987,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.48398825111164,371.2544134837,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.48398825111164,367.8712504837,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.48398825111164,369.98309248369986,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.48398825111164,366.38684348370003,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.48398825111164,372.31240348370005,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.48398825111164,365.5820004837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,189.57976806522305,367.1101324837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,189.57976806522305,368.0993164837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,189.57976806522305,365.7340164837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,189.57976806522305,364.65017448369986,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,189.5867747355436,363.39096048369987,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,189.5867747355436,360.3902104837001,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,189.64438996878863,369.10194648370003,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,189.64438996878863,368.0993164837,100.0
2,9,2,49,0,8,9,2,1,2,2,1,103,98,16,53,11,189.70797954351892,368.1660174836999,100.0
1,9,1,49,0,5,10,4,3,2,2,2,105,95,5,57,5,189.72584818893085,347.3608964837001,100.0
1,9,1,49,0,5,10,4,3,2,2,2,105,95,5,57,5,189.72584818893085,346.8040444837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,189.731300010416,371.4160484837002,100.0
2,9,2,49,0,10,9,0,1,1,2,1,103,95,21,53,11,189.73464039405118,364.2720974837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,189.7373023764548,357.8173044837,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,189.79373924099576,431.0276934837002,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,189.79373924099576,411.6679714837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,189.85719235391852,358.62970348370027,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,189.8629622250156,412.39028348370005,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,189.8629622250156,415.1988074837,100.0
1,8,1,49,0,8,5,4,3,2,2,2,105,95,48,57,5,189.8629622250156,417.7125464837,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,189.89340829541212,363.88233348370005,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,189.89340829541212,364.9905114837,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,189.89340829541212,362.44809748370005,100.0
2,9,2,49,0,8,9,2,1,2,2,1,103,98,16,53,11,189.89365564904483,368.1660174836999,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.94506341336688,369.98309248369986,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.94506341336688,369.0528794836998,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.94506341336688,371.2544134837,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.94506341336688,372.31240348370005,100.0
2,9,2,49,0,10,9,2,1,2,2,1,103,95,20,53,11,189.94506341336688,370.7481544837,100.0
1,8,1,49,1,5,1,2,3,1,2,1,103,95,5,51,4,190.01821410724858,352.8863834837001,100.0
1,8,1,49,1,5,1,2,3,1,2,1,103,95,5,51,4,190.01821410724858,353.2066654837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,190.07234189839528,358.3213974837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,190.07234189839528,358.62970348370027,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,190.07234189839528,357.68721348369985,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,190.07234189839528,357.8173044837,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,190.07234189839528,360.3902104837001,100.0
1,9,2,49,0,10,9,4,1,1,2,1,103,95,17,53,17,190.07234189839528,363.39096048369987,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,190.0884028997136,370.86903348369987,100.0
1,9,2,49,0,8,10,0,1,1,2,1,103,95,21,50,11,190.0884028997136,372.99281648370004,100.0
