apoCellsMovementProba,needSigCellsMvtProba,layersAroundNLC,alpha,monoPhagoEff,NLCPhagoEff,M2PhagoEff,M2KillEff,cllSensingDistance,monocyteSensingDistance,nlcSensingDistance,macrophageSensingDistance,nLCThreshold,signalInitMean,signalInitStd,diffTime,diffTimeStd,fitnessVia,fitnessConc,evolution$samples
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.1513827337148,752.0927404837004,100.0
9,7,2,24,0,9,8,2,1,2,2,2,113,91,4,68,16,113.18257653713171,831.0813264837003,100.0
9,7,2,24,0,9,8,2,1,2,2,2,113,91,4,68,16,113.18257653713171,838.3563054837001,100.0
9,7,2,24,0,9,8,2,1,2,2,2,113,91,4,68,16,113.18257653713171,844.1219074837003,100.0
9,7,2,24,0,9,8,2,1,2,2,2,113,91,4,68,16,113.18257653713171,855.9283434837002,100.0
7,4,1,10,1,6,6,1,1,1,3,1,125,94,49,68,8,113.20261269552569,1426.3198614837,100.0
7,4,1,10,1,6,6,1,1,1,3,1,125,94,49,68,8,113.20261269552569,1417.9695054837002,100.0
7,4,1,10,1,6,6,1,1,1,3,1,125,94,49,68,8,113.20261269552569,1426.1062094837,100.0
7,4,1,10,1,6,6,1,1,1,3,1,125,94,49,68,8,113.20261269552569,1412.6978534837006,100.0
7,4,1,10,1,6,6,1,1,1,3,1,125,94,49,68,8,113.20261269552569,1418.6820864837,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.2253039000307,717.9206594837001,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,113.2462974728076,810.2718594837004,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,113.2462974728076,814.3055114837002,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,113.26577285913065,807.5611054837,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,113.30438449151436,771.2545854837002,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,113.30438449151436,780.1444264837003,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,113.30438449151436,777.5091234837003,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,113.30438449151436,774.1814074837001,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,113.30438449151436,777.2733154837,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,113.43935247236107,807.0914984837002,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,113.43935247236107,801.7281564837002,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,113.45213002148456,786.8612864837003,100.0
9,9,2,20,0,8,1,3,1,1,2,2,113,95,20,53,11,113.5039857970168,770.0140244837003,100.0
9,9,2,20,0,8,1,3,1,1,2,2,113,95,20,53,11,113.5039857970168,772.5438434836999,100.0
1,9,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.5052013571854,743.3563724837003,100.0
1,10,2,24,0,9,3,2,1,1,2,2,105,91,4,57,5,113.51614103113873,682.5290264837001,100.0
3,4,1,6,0,5,7,2,1,1,3,1,112,100,23,56,14,113.54028879810195,1371.5528164836999,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,113.55144565855728,620.9928244836999,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,113.55144565855728,612.5321634837001,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.55189774682644,703.3048714837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.55189774682644,712.9449844837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.55189774682644,702.5630754837002,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.55189774682644,725.6517944837002,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.55189774682644,724.6202574837002,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.55189774682644,722.9906424837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.55189774682644,709.4602104837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.55189774682644,717.6932544837,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.55189774682644,708.9189444837,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.55189774682644,715.0501884836999,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,113.55554776955886,768.9379004837002,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,113.55554776955886,777.2733154837,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,113.55554776955886,761.1934364837001,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,113.55554776955886,774.1814074837001,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,113.55554776955886,771.2545854837002,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,113.55554776955886,763.4022634836999,100.0
10,9,1,49,1,10,10,0,3,1,1,3,138,80,48,83,19,113.56858524611592,757.3763084836997,100.0
10,9,1,49,1,10,10,0,3,1,1,3,138,80,48,83,19,113.56858524611592,748.3281194837,100.0
10,9,1,49,1,10,10,0,3,1,1,3,138,80,48,83,19,113.56858524611592,738.5340954837,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,113.58469387621359,809.8406004837001,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.65287616246331,748.4344344837004,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.65287616246331,749.3322654837004,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.65287616246331,746.3694044837002,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.75245825600638,763.0056094836999,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.75245825600638,763.7521984837,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.75245825600638,752.0927404837004,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.75245825600638,764.2984384837001,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.75245825600638,755.5962184837002,100.0
7,4,1,10,1,6,6,1,1,1,3,1,125,94,49,68,8,113.79207917257204,1426.1062094837,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.79864999947223,746.7440804837004,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.82856278776592,740.6436964837003,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.82856278776592,746.3694044837002,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.82856278776592,735.0527544837001,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.82856278776592,748.4344344837004,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,113.82856278776592,728.2720844837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.84708873366782,709.4602104837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.84708873366782,722.9906424837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.84708873366782,712.3228384836999,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.84708873366782,708.9189444837,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.84708873366782,720.9165964837,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.84708873366782,717.6932544837,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.84708873366782,703.8858684837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.84708873366782,701.5783124837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.84708873366782,717.7835254837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.84708873366782,708.0772364837001,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.84708873366782,705.8090704837,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.84708873366782,699.6189294837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.84708873366782,703.3048714837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,113.84708873366782,724.6202574837002,100.0
7,4,1,10,1,6,6,1,1,1,3,1,125,94,49,68,8,113.89338380432169,1417.9695054837002,100.0
7,4,1,10,1,6,6,1,1,1,3,1,125,94,49,68,8,113.89338380432169,1412.6978534837006,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,113.92682743920562,799.8899884837001,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,113.92682743920562,808.6363384837,100.0
7,4,1,10,1,6,6,1,1,1,3,1,125,94,49,68,8,113.93998403178259,1430.7141404836996,100.0
7,4,1,10,1,6,6,1,1,1,3,1,125,94,49,68,8,113.93998403178259,1426.1062094837,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,113.94236050453684,780.1444264837003,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,113.94236050453684,774.1814074837001,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,113.94236050453684,780.5761314837006,100.0
1,10,2,24,0,9,3,2,1,1,2,2,105,91,14,57,5,113.97995008078536,628.2311994837,100.0
4,10,2,19,0,9,3,5,1,1,2,2,105,91,23,57,5,114.01946875366548,748.5347174837,100.0
4,10,2,19,0,9,3,5,1,1,2,2,105,91,23,57,5,114.01946875366548,750.0479834836999,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,114.09578508141479,784.8500594837003,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,114.09578508141479,777.8483344837,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,114.09578508141479,773.7555194836999,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,114.09578508141479,781.6349074837001,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,114.09578508141479,777.5854054836999,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,114.10919828689914,784.8500594837003,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,114.10919828689914,781.6349074837001,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.12977698095152,740.6436964837003,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.16642946772707,734.2995784837002,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.16642946772707,739.5476244837002,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.19352378258135,771.2545854837002,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.19352378258135,763.4022634836999,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.19352378258135,777.2733154837,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.19352378258135,760.4447014837,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.19352378258135,777.1834094837003,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.19352378258135,768.9379004837002,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.19352378258135,772.1083864837002,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.19352378258135,774.1814074837001,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.19352378258135,761.1934364837001,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,114.20495460232848,701.5783124837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,114.24058876537607,701.5783124837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,114.24058876537607,699.6189294837003,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,114.2527832870118,614.5817854836997,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,114.2527832870118,625.4530744837,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,114.32643437868994,821.0897024837004,100.0
1,9,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.357059395478,743.3563724837003,100.0
1,9,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.357059395478,744.4639964836999,100.0
9,7,2,24,0,9,8,2,1,2,2,2,113,91,4,68,16,114.38075902969982,827.9417534837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,114.39803830927693,709.4602104837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,114.39803830927693,717.6932544837,100.0
9,7,2,24,0,9,8,2,1,1,2,2,113,91,4,68,16,114.40875372181743,847.0801434837,100.0
9,7,2,24,0,9,8,2,1,1,2,2,113,91,4,68,16,114.40875372181743,842.5065734837,100.0
9,7,2,24,0,9,8,2,1,1,2,2,113,91,4,68,16,114.40875372181743,835.8861884836998,100.0
9,7,2,24,0,9,8,2,1,1,2,2,113,91,4,68,16,114.40875372181743,828.4045624836999,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.41781961608616,763.7341764836999,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.41781961608616,766.3045614837001,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.41781961608616,755.5962184837002,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.41781961608616,761.6119014837003,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.41781961608616,762.4530614837001,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.41781961608616,763.0056094836999,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.41781961608616,769.7317344836999,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.41781961608616,763.7521984837,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.41781961608616,752.0927404837004,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,114.41781961608616,770.0840664837002,100.0
10,9,1,49,1,10,10,0,3,1,1,3,138,80,48,83,19,114.43398047959398,738.5340954837,100.0
10,9,1,49,1,10,10,0,3,1,1,3,138,80,48,83,19,114.43398047959398,737.2675244837001,100.0
10,9,1,49,1,10,10,0,3,1,1,3,138,80,48,83,19,114.43398047959398,748.3281194837,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,114.45364961120971,777.8483344837,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,114.45364961120971,781.6349074837001,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,114.45364961120971,777.5854054836999,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,114.45364961120971,784.6345144837001,100.0
9,7,2,24,0,9,8,2,1,1,2,2,113,91,4,68,16,114.51532030416452,820.6995214837,100.0
9,7,2,24,0,9,8,2,1,1,2,2,113,91,4,68,16,114.51532030416452,825.9984204837002,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,114.53042290196804,795.2261964837003,100.0
8,4,2,1,0,10,9,5,3,1,3,1,125,88,8,83,42,114.54332028677652,2256.1486684837005,100.0
10,9,1,38,1,10,10,0,3,2,1,3,111,77,48,89,19,114.55791191836585,685.5783054837002,100.0
1,10,2,24,0,9,3,2,1,1,2,2,105,91,4,57,5,114.6278498481323,683.9410024837,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,114.75590417793758,701.5783124837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,114.75590417793758,695.7115534837001,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,114.75590417793758,699.6189294837003,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,114.76310945197292,784.8500594837003,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,114.76990397265124,618.6877534836999,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,114.76990397265124,609.3744334837003,100.0
9,7,2,24,0,9,8,2,1,2,2,2,113,91,4,68,16,114.81532565894291,831.0813264837003,100.0
9,7,2,24,0,9,8,2,1,2,2,2,113,91,4,68,16,114.81532565894291,844.1219074837003,100.0
1,10,2,24,0,9,3,2,1,1,2,2,105,91,14,57,5,114.88583903094124,628.2311994837,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,114.89944929020287,609.3744334837003,100.0
1,10,2,24,0,9,5,3,1,1,2,1,105,91,4,57,5,114.92913842550922,672.0837004837001,100.0
1,10,2,24,0,9,5,3,1,1,2,1,105,91,4,57,5,114.92913842550922,673.2606544837003,100.0
1,10,2,24,0,9,5,3,1,1,2,1,105,91,4,57,5,114.92913842550922,670.5696564837002,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.93455709419254,777.1834094837003,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.93455709419254,767.3214844837003,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.93455709419254,771.2545854837002,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.93455709419254,774.1814074837001,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.93455709419254,772.1083864837002,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.93455709419254,777.5091234837003,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.93455709419254,760.4447014837,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.93455709419254,777.2733154837,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.93455709419254,763.4022634836999,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.93455709419254,768.9379004837002,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.93455709419254,780.5761314837006,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,114.93455709419254,780.1444264837003,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,114.94404108082443,814.3055114837002,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,114.94404108082443,807.5611054837,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,114.94404108082443,821.0897024837004,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,114.94404108082443,808.3294474837003,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.01310837325394,749.3322654837004,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,115.03781238679116,771.2545854837002,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.0530159986871,788.4838214837004,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.0530159986871,784.8500594837003,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.0530159986871,792.3119994837002,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.0530159986871,781.3719784837001,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.06432045031937,792.3119994837002,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,115.09210722948343,764.9200884836999,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,115.09210722948343,762.6871554837003,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.12097398176786,781.6349074837001,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.12097398176786,777.8483344837,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.14863809990473,739.5476244837002,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.14863809990473,727.8921924837001,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.14863809990473,728.7003004837003,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.14863809990473,732.1871794837002,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,115.16985365360027,807.3141304837001,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,115.16985365360027,803.2354724837003,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,115.16985365360027,806.6022064837,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,115.16985365360027,808.6363384837,100.0
9,7,2,24,0,9,8,2,1,1,2,2,113,91,4,68,16,115.2947965376703,820.6995214837,100.0
7,4,1,10,1,6,6,1,1,1,3,1,125,94,49,68,8,115.29878207120652,1426.1062094837,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,115.31694591191923,771.2545854837002,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,115.31694591191923,774.1814074837001,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,115.31694591191923,777.5091234837003,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,115.31694591191923,763.4022634836999,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.38676781526085,728.7003004837003,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.38676781526085,732.1871794837002,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.38676781526085,734.2995784837002,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.38676781526085,730.0523104837002,100.0
3,4,1,6,0,5,7,2,1,1,3,1,112,100,23,56,14,115.3890035355336,1371.5528164836999,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,115.39092190739132,628.3275004837001,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,115.39092190739132,625.4530744837,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,115.39092190739132,612.5321634837001,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,115.39092190739132,605.5049884837001,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,115.39092190739132,618.6877534836999,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,115.39092190739132,615.4134064836999,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,115.50866316543907,691.0096454837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,115.50866316543907,692.4210834836999,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,115.50866316543907,701.5783124837003,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,115.50866316543907,699.6189294837003,100.0
10,9,1,38,1,10,10,0,3,2,1,3,111,77,48,89,19,115.535198757437,684.1855434837001,100.0
10,9,1,38,1,10,10,0,3,2,1,3,111,77,48,89,19,115.535198757437,685.9989944837,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.55876595646679,792.3119994837002,100.0
1,10,2,24,0,9,3,2,1,1,2,2,105,91,4,57,5,115.56781799793332,683.9410024837,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.57087372573582,763.7341764836999,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.57087372573582,763.0056094836999,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.57087372573582,762.4530614837001,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.57087372573582,760.1773804837003,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.57087372573582,761.6119014837003,100.0
1,10,2,19,0,9,3,2,1,1,2,2,105,91,4,57,5,115.57087372573582,766.3045614837001,100.0
1,10,2,24,0,9,5,3,1,1,2,1,105,91,4,57,5,115.57261173667669,669.0452524837001,100.0
1,10,2,24,0,9,5,3,1,1,2,1,105,91,4,57,5,115.57261173667669,668.3919294837001,100.0
1,10,2,24,0,9,5,3,1,1,2,1,105,91,4,57,5,115.57261173667669,672.0837004837001,100.0
1,10,2,24,0,9,5,3,1,1,2,1,105,91,4,57,5,115.57261173667669,670.5696564837002,100.0
1,10,2,24,0,9,5,3,1,1,2,1,105,91,4,57,5,115.59595313536212,662.8786684837,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,115.68251507136064,704.2403024836999,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,115.68251507136064,712.3228384836999,100.0
1,10,2,24,0,9,3,3,1,1,2,1,105,91,4,57,5,115.68251507136064,705.9672024836999,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.71823161539314,792.3119994837002,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.71823161539314,778.5101334837001,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.71823161539314,788.4838214837004,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.71823161539314,784.8500594837003,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.71823161539314,781.6349074837001,100.0
1,10,2,24,0,9,5,3,1,1,2,1,105,91,4,57,5,115.7673654483547,670.5696564837002,100.0
1,10,2,24,0,9,5,3,1,1,2,1,105,91,4,57,5,115.7673654483547,666.6830234836999,100.0
1,10,2,24,0,9,5,3,1,1,2,1,105,91,4,57,5,115.7673654483547,669.0452524837001,100.0
9,7,2,24,0,9,8,2,1,1,2,2,113,91,4,68,16,115.77541269046648,820.6995214837,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,115.78129153844769,765.9554874837003,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,115.78129153844769,774.1814074837001,100.0
2,9,2,20,0,10,1,3,1,2,2,1,113,95,20,53,11,115.78129153844769,769.2832644837001,100.0
9,9,2,20,0,8,1,3,1,3,2,1,113,95,20,53,11,115.8809089897732,807.5611054837,100.0
9,7,2,24,0,9,8,2,1,1,2,2,113,91,4,68,16,115.88329654719816,825.2894834837002,100.0
9,7,2,24,0,9,8,2,1,1,2,2,113,91,4,68,16,115.88329654719816,827.6956254836999,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,115.89021034762048,612.5321634837001,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,115.89021034762048,628.3275004837001,100.0
2,9,2,24,0,9,3,0,1,1,2,1,113,98,20,53,5,115.89021034762048,618.6877534836999,100.0
1,10,2,24,0,9,5,3,1,1,2,1,105,91,4,57,5,115.95679920731865,666.6830234836999,100.0
9,7,2,24,0,9,8,2,1,1,2,2,113,91,4,68,16,115.96082748076584,825.2894834837002,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.96544296937641,786.6666534837001,100.0
9,7,2,24,0,9,8,2,1,1,2,2,105,91,4,68,16,115.96544296937641,792.3119994837002,100.0
