delta_fitness_via,delta_fitness_conc, apoCellsMovementProba, needSigCellsMvtProba, layersAroundNLC, antiApoBoost, monoPhagoEff, nlcPhagoEff, macroPhagoEff, macroKillEff, cllSensingDistance, monocyteSensingDistance, nlcSensingDistance, macrophageSensingDistance, nlcThreshold, signalInitMean, signalInitStd, monoDiffThreshold , monoDiffTimeStd, gammaLifeInitRate, gammaLifeInitShape
207.9640748232059,895.8439000000002,9, 8, 1, 256, 14, 2, 78, 1, 1, 3, 2, 3, 115, 52, 19, 69, 36, 2353, 0.1974129075676744
246.52213387075253,730.8569000000002,7, 8, 3, 112, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 61, 20, 2353, 0.2162889783724866
252.3220161793401,729.9899000000001,7, 8, 3, 112, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 61, 20, 2353, 0.2162889783724866
253.00369749586304,724.5689000000002,7, 8, 3, 112, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 61, 20, 2353, 0.2162889783724866
253.685378812386,723.8659000000002,7, 8, 3, 112, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 61, 20, 2353, 0.2162889783724866
296.8607107261571,627.1739,7, 8, 1, 256, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 67, 20, 2353, 0.2101545861647321
298.6727219691956,621.2598999999999,7, 8, 1, 256, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 67, 20, 2353, 0.2101545861647321
303.4039939431086,620.5518999999999,7, 8, 1, 256, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 67, 20, 2353, 0.2101545861647321
308.0643863109092,595.2839000000002,7, 8, 3, 256, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 67, 20, 2472, 0.210034473454666
308.1737268575208,594.5169000000001,7, 8, 3, 256, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 67, 20, 2472, 0.210034473454666
326.9810010003371,545.5599,7, 8, 3, 263, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 67, 20, 2472, 0.2179343864334926
329.1559678110343,544.5068999999999,7, 8, 3, 263, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 67, 20, 2472, 0.2179343864334926
331.03168906097284,544.3339000000002,7, 8, 3, 256, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 69, 20, 2353, 0.2148614185780892
344.4441477723279,532.8659,7, 8, 3, 112, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 69, 20, 2353, 0.2245479575460497
344.46643718154195,529.6629,7, 8, 3, 112, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 69, 20, 2353, 0.2245479575460497
344.488726590756,526.4599000000002,7, 8, 3, 112, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 69, 20, 2353, 0.2245479575460497
346.6501527337864,524.5869000000002,7, 8, 3, 112, 14, 2, 78, 1, 2, 3, 2, 2, 115, 51, 19, 69, 20, 2353, 0.2245479575460497
411.6362268932339,458.60689999999977,7, 8, 3, 112, 14, 2, 78, 0, 2, 1, 2, 2, 115, 51, 19, 69, 20, 2472, 0.2234540159441741
412.3511984278789,458.1978999999998,7, 8, 3, 112, 14, 2, 78, 0, 2, 1, 2, 2, 115, 51, 19, 69, 20, 2472, 0.2234540159441741
416.9047936314387,451.75389999999993,7, 8, 3, 112, 14, 2, 78, 0, 2, 1, 2, 2, 115, 51, 19, 69, 20, 2472, 0.2234540159441741
428.6851697322896,451.5359,7, 8, 3, 112, 14, 2, 78, 0, 2, 1, 2, 2, 115, 51, 19, 69, 20, 2472, 0.2234540159441741
428.9575799417141,448.4229,7, 8, 3, 112, 14, 2, 78, 0, 2, 1, 2, 2, 115, 51, 19, 69, 20, 2472, 0.2234540159441741
472.5463732303055,363.9639,7, 0, 1, 263, 14, 17, 78, 0, 2, 3, 3, 2, 165, 23, 19, 71, 7, 2472, 0.2312402841339515
472.554696106768,356.76890000000003,7, 0, 1, 263, 14, 17, 78, 0, 2, 3, 3, 2, 165, 23, 19, 71, 7, 2472, 0.2312402841339515
551.7003013216024,351.71490000000017,7, 0, 1, 263, 14, 17, 78, 0, 2, 3, 3, 2, 165, 23, 19, 71, 7, 2472, 0.2414959794748095
555.1329581811491,349.2299,7, 0, 1, 263, 14, 17, 78, 0, 2, 3, 3, 2, 165, 23, 19, 71, 7, 2472, 0.2414959794748095
559.2365855399414,348.8889000000001,7, 0, 1, 263, 14, 17, 78, 0, 2, 3, 3, 2, 165, 23, 19, 71, 7, 2472, 0.2414959794748095
656.8589537354271,326.8479000000001,6, 6, 3, 263, 14, 64, 56, 2, 3, 2, 3, 2, 165, 64, 43, 71, 7, 2489, 0.252673094972157
658.3987232538078,273.5559000000001,7, 8, 2, 112, 14, 2, 65, 1, 2, 1, 1, 3, 115, 52, 19, 72, 1, 2353, 0.2579932706715333
659.7043187245654,272.74190000000016,7, 8, 2, 112, 14, 2, 65, 1, 2, 1, 1, 3, 115, 52, 19, 72, 1, 2353, 0.2579932706715333
