apoCellsMovementProba,needSigCellsMvtProba,layersAroundNLC,antiApoBoost,monoPhagoEff,nlcPhagoEff,macroPhagoEff,macroKillEff,cllSensingDistance,monocyteSensingDistance,nlcSensingDistance,macrophageSensingDistance,nlcThreshold,signalInitMean,signalInitStd,monoDiffThreshold,monoDiffTimeStd,gammaLifeInitRate,gammaLifeInitShape,fitnessVia,fitnessConc,evolution$samples
5,7,2,95,97,89,86,4,3,3,3,3,139,2,22,65,7,2426,0.2879147625140615,465.1930627904881,1608.7988000000005,50.0
5,7,2,95,97,89,86,4,3,3,3,3,139,2,22,65,7,2426,0.2879147625140615,468.6698488593412,1588.6708000000003,51.0
5,7,2,95,97,89,86,4,3,3,3,3,139,2,22,65,7,2426,0.2879147625140615,470.7308264584941,1579.5528000000004,52.0
5,7,2,95,97,89,86,4,3,3,3,3,139,2,22,65,7,2426,0.2879147625140615,472.791804057647,1588.6708000000003,53.0
5,5,2,79,97,65,86,5,3,3,3,3,97,46,22,65,7,2426,0.2737160906746839,479.8422260418014,1438.2638000000006,50.0
5,5,2,79,97,65,86,5,3,3,3,3,97,46,22,65,7,2426,0.2737160906746839,481.2717648493304,1436.4428000000005,51.0
5,5,2,79,97,65,86,5,3,3,3,3,97,46,22,65,7,2426,0.2737160906746839,482.10263733507554,1433.5228000000006,52.0
5,5,2,79,97,65,86,5,3,3,3,3,97,46,22,65,7,2426,0.2737160906746839,482.9335098208208,1436.4428000000005,53.0
5,5,2,79,97,65,86,5,3,3,3,3,97,46,22,65,7,2426,0.2737160906746839,483.71600330178336,1433.5228000000006,54.0
5,5,2,79,97,65,86,5,3,3,3,3,97,46,22,65,7,2426,0.2737160906746839,484.4984967827459,1430.6028000000006,55.0
5,5,2,79,97,65,86,5,3,3,3,3,97,46,22,65,7,2426,0.2737160906746839,484.73077955374,1429.4518000000007,56.0
5,5,2,79,97,65,86,5,3,3,3,3,97,46,22,65,7,2426,0.2737160906746839,484.9630623247341,1428.300800000001,57.0
5,5,2,79,97,65,86,5,3,3,3,3,97,46,22,65,7,2426,0.2737160906746839,491.5919337585746,1427.4518000000007,58.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,499.1165670012063,1546.0788,62.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,499.1165670012063,1542.0528000000004,64.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,499.1165670012063,1542.0528000000004,54.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,500.39375003638,1542.5108,63.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,500.39375003638,1541.5948000000008,65.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,500.39375003638,1542.5108,51.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,500.39375003638,1541.5948000000008,53.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,500.39375003638,1542.5108,57.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,500.39375003638,1541.5948000000008,55.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,500.39375003638,1542.5108,61.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,501.0390060749085,1542.0528000000004,56.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,501.0390060749085,1542.0528000000004,60.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,501.0390060749085,1542.0528000000004,58.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,501.0390060749085,1542.0528000000004,50.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,501.0390060749085,1542.0528000000004,52.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.2852172643848303,501.68426211343706,1542.5108,59.0
7,1,2,95,96,58,86,0,2,3,3,3,134,26,7,49,5,2426,0.2897534175017482,507.9226379073099,1213.4368000000004,50.0
7,1,2,95,96,58,86,0,2,3,3,3,134,26,7,49,5,2426,0.2897534175017482,512.1231627239904,1222.4088000000002,51.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.3020043581595091,555.2201928824422,1311.2488000000003,55.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.3020043581595091,556.631284374191,1317.0888000000004,54.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.3020043581595091,556.631284374191,1317.0888000000004,56.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.3020043581595091,558.0423758659398,1322.9288000000006,53.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.3020043581595091,558.0423758659398,1323.0648000000003,51.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.3020043581595091,562.1548468699494,1322.9968000000003,52.0
5,7,2,95,97,89,86,4,3,3,3,3,97,46,22,65,7,2426,0.3020043581595091,562.1548468699494,1326.0098000000005,50.0
7,5,2,95,96,52,86,1,2,1,3,3,134,6,7,68,5,2426,0.3408176175320361,658.6286909708925,779.7398000000002,54.0
7,5,2,95,96,52,86,1,2,1,3,3,134,6,7,68,5,2426,0.3408176175320361,661.6715184971058,768.9148000000001,55.0
7,5,2,95,96,52,86,1,2,1,3,3,134,6,7,68,5,2426,0.3408176175320361,661.6715184971058,768.9148000000001,57.0
7,5,2,95,96,52,86,1,2,1,3,3,134,6,7,68,5,2426,0.3408176175320361,661.6715184971058,768.9148000000001,53.0
7,5,2,95,96,52,86,1,2,1,3,3,134,6,7,68,5,2426,0.3408176175320361,661.6715184971058,790.5648000000002,51.0
